위도(WGS84좌표),경도(WGS84좌표),information,man_made,name,addr:full,operator,operator:type,start_date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.337189,127.941993,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2001,,,546,명륜2동,,,
37.32692,127.936154,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2016,,,849-6,명륜2동,,,
37.319178,127.955258,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2002,,,1685,단구동,,,
37.330821,127.959471,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,1997,,,173-3,단구동,,,
37.332288,127.946718,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2002,,,1591-2,단구동,,,
37.3554,127.952733,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,1998,,,87-2,학성동,,,
37.34146,127.937995,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2001,,,947,단계동,,,
37.346922,127.93381,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,1998,,,947,단계동,,,
37.352257,127.93405,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2000,,,809-1,단계동,,,
37.357278,127.923082,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2001,,,590-6,단계동,,,
37.3519,127.92854,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2008,,,1154,단계동,,,
37.358184,127.921542,,utility_pole,현수막게시대,강원도 원주시 단계동 산85-10 ,강원도 원주시 도시디자인과,government,2016,,,,단계동,,,
37.346681,127.926023,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2016,,,1161,단계동,,,
37.37746,127.945031,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2003,,,300-1,우산동,,,
37.362479,127.940297,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2001,,,135-3,우산동,,,
37.368258,127.941057,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2000,,,104-1,우산동,,,
37.361377,127.9536,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2003,,,809-4,태장1동,,,
37.381747,127.946545,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2003,,,1420,태장2동,,,
37.387029,127.94784,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2016,,,48-12,가현동,,,
37.33887,127.925541,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2003,,,1639,무실동,,,
37.336551,127.934726,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2003,,,40-2,무실동,,,
37.336874,127.921863,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2017,,,1648,무실동,,,
37.311118,127.977028,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,1998,,,631-1,관설동,,,
37.338708,127.975108,,utility_pole,현수막게시대,강원도 원주시 반곡동 산6-7,강원도 원주시 도시디자인과,government,2016,,,,반곡동,,,
37.325799,127.973627,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2015,,,1292-2,반곡동,,,
37.329708,127.976974,,utility_pole,현수막게시대,강원도 원주시 반곡동 산25-9 ,강원도 원주시 도시디자인과,government,2016,,,,반곡동,,,
37.335908,127.977927,,utility_pole,현수막게시대,강원도 원주시 반곡동 산11-1,강원도 원주시 도시디자인과,government,2016,,,,반곡동,,,
37.319736,127.982233,,utility_pole,현수막게시대,강원도 원주시 반곡동 산183-8,강원도 원주시 도시디자인과,government,2017,,,,반곡동,,,
37.308291,127.816414,board,,벽보게시판,강원도 원주시 문막읍 문막리 256-1,강원도 원주시 도시디자인과,government,2007,,,256-1,문막읍,,,
37.293773,127.779382,board,,벽보게시판,강원도 원주시 문막읍 반계리 957,강원도 원주시 도시디자인과,government,2001,,,957,문막읍,,,
37.312596,127.767044,board,,벽보게시판,강원도 원주시 문막읍 반계리 1561-8,강원도 원주시 도시디자인과,government,2001,,,1561-8,문막읍,,,
37.326716,127.829254,board,,벽보게시판,강원도 원주시 문막읍 동화리 1531,강원도 원주시 도시디자인과,government,2002,,,1531,문막읍,,,
37.274211,127.770157,board,,벽보게시판,강원도 원주시 문막읍 대둔리 46-18,강원도 원주시 도시디자인과,government,2004,,,46-18,문막읍,,,
37.327396,127.829116,board,,벽보게시판,강원도 원주시 문막읍 동화리 1534-3,강원도 원주시 도시디자인과,government,2005,,,1534-3,문막읍,,,
37.412391,127.960315,board,,벽보게시판,강원도 원주시 소초면 장양리 811-4,강원도 원주시 도시디자인과,government,2002,,,811-4,소초면,,,
37.421566,127.828114,board,,벽보게시판,강원도 원주시 지정면 월송리 421-2,강원도 원주시 도시디자인과,government,2002,,,421-2,지정면,,,
37.363388,127.838599,board,,벽보게시판,강원도 원주시 지정면 간현리 866-2,강원도 원주시 도시디자인과,government,2002,,,866-2,지정면,,,
37.208825,127.749961,board,,벽보게시판,강원도 원주시 부론면 법천리 1449-90,강원도 원주시 도시디자인과,government,1993,,,1449-90,부론면,,,
37.243446,127.761168,board,,벽보게시판,강원도 원주시 부론면 흥호리 산37-9,강원도 원주시 도시디자인과,government,1983,,,,부론면,,,
37.226796,127.813284,board,,벽보게시판,강원도 원주시 부론면 손곡리 1371-5,강원도 원주시 도시디자인과,government,2001,,,1371-5,부론면,,,
37.264405,127.814101,board,,벽보게시판,강원도 원주시 부론면 손곡리 987-6,강원도 원주시 도시디자인과,government,2001,,,987-6,부론면,,,
37.210608,127.749205,board,,벽보게시판,강원도 원주시 부론면 법천리 1533-1,강원도 원주시 도시디자인과,government,2002,,,1533-1,부론면,,,
37.214406,127.765204,board,,벽보게시판,강원도 원주시 부론면 법천리 738-2,강원도 원주시 도시디자인과,government,2014,,,738-2,부론면,,,
37.188993,127.883793,board,,벽보게시판,강원도 원주시 귀래면 운계리 801-2,강원도 원주시 도시디자인과,government,2001,,,801-2,귀래면,,,
37.222088,127.876317,board,,벽보게시판,강원도 원주시 귀래면 귀래리 1269-1,강원도 원주시 도시디자인과,government,2002,,,1269-1,귀래면,,,
37.298867,127.937865,board,,벽보게시판,강원도 원주시 판부면 서곡리 1087-10,강원도 원주시 도시디자인과,government,2002,,,1087-10,판부면,,,
37.228548,128.081879,board,,벽보게시판,강원도 원주시 신림면 신림리 690-65,강원도 원주시 도시디자인과,government,2001,,,690-65,신림면,,,
37.230876,128.079606,board,,벽보게시판,강원도 원주시 신림면 신림리 698-13,강원도 원주시 도시디자인과,government,2002,,,698-13,신림면,,,
37.9660597,128.0833923,board,,[공공]남면사무소 주차장 옆,강원도 인제군 남면 신남리 326-1,남면사무소,government,2015,,,326-1,남면,,,
38.12134,128.208581,board,,원통사거리(제이마트),강원도 인제군 북면 원통리 459-80,인제군청,government,2011,,,459-80,북면,,,
38.1227999,128.2074024,board,,원통리 대동공업사앞 공영주차장 ,강원도 인제군 북면 원통리 682-1,인제군청,government,2011,,,682-1,북면,,,
38.1214314,128.2058132,board,,원통리 로얄장 앞 공영주차장(화장실) ,강원도 인제군 북면 원통리 686-13,인제군청,government,2011,,,686-13,북면,,,
38.1107059,128.1958781,board,,원통리 서호교(쌍다리),강원도 인제군 북면 원통리 866-2,인제군청,government,2011,,,866-2,북면,,,
38.1311402,128.2236804,board,,원통제재소 앞,강원도 인제군 북면 원통리 1661-2,인제군청,government,2011,,,1661-2,북면,,,
38.1382201,128.2453367,board,,설악휴게소 주차장,강원도 인제군 북면 한계리 1468,인제군청,government,2011,,,1468,북면,,,
38.1818082,128.2850329,board,,용대1리 농산물판매장(상행) ,강원도 인제군 북면 용대리 1505-1,인제군청,government,2011,,,1505-1,북면,,,
38.1855148,128.3023138,board,,용대리 남교마을(십이선녀탕입구-하행),강원도 인제군 북면 용대리 1778-3,인제군청,government,2011,,,1778-3,북면,,,
38.1889599,128.3620908,board,,용대2리백담사(마을회관)입구,강원도 인제군 북면 용대리 594,인제군청,government,2011,,,594,북면,,,
38.2195579,128.3708671,board,,용대3리 부흥식당-복바위식당,강원도 인제군 북면 용대리 187-1,인제군청,government,2011,,,187-1,북면,,,
38.1332198,128.2124646,board,,칠성고개정상(장례식장전) ,강원도 인제군 북면 원통리 578-4,인제군청,government,2011,,,578-4,북면,,,
38.1595148,128.2110609,board,,월학2리 신교대입구 ,강원도 인제군 북면 월학리 산 1-10,인제군청,government,2011,,,1-10,북면,,,
38.1728112,128.2060867,board,,월학3리 마을회관(월학초교 근방)앞,강원도 인제군 북면 월학리 781-17,인제군청,government,2011,,,781-17,북면,,,
38.1384251,128.2556808,board,,한계2리 한계초 입구(버스승강장) 국도변,강원도 인제군 북면 한계리 991-1,인제군청,government,2011,,,991-1,북면,,,
38.1211922,128.2091269,board,,원통사거리(원통교옆) ,강원도 인제군 북면 원통리 459-1,인제군청,government,2015,,,459-1,북면,,,
37.224384,128.799839,board,,현수막게시대,강원도 정선군 사북읍 사북리 435-11 ,정선군,government,2002,,,435-11,사북읍,,,
38.1254899,128.2055577,board,,[공공]원통종합복지타운 1 좌(면사무소측) ,강원도 인제군 북면 원통리 661-3,인제군청,government,2011,,,661-3,북면,,,
38.1254899,128.2055577,board,,[공공]원통종합복지타운 2우 (원통고측),강원도 인제군 북면 원통리 661-3,인제군청,government,2011,,,661-3,북면,,,
38.124766,128.2042224,board,,[공공]북면사무소 주차장 옆,강원도 인제군 북면 원통리 658-3,북면사무소,government,2011,,,658-3,북면,,,
37.8753834,128.2566105,board,,상남입구 오미재삼거리,강원도 인제군 상남면 상남리 55-6,상남면사무소,government,2011,,,55-6,상남면,,,
37.8706724,128.2604803,board,,상남카센터 앞(신삼거리) ,강원도 인제군 상남면 상남리 166-1,상남면사무소,government,2011,,,166-1,상남면,,,
37.8585593,128.2512336,board,,상남4리 고석평3거리 주유소 앞 ,강원도 인제군 상남면 상남리 307-2,상남면사무소,government,2011,,,307-2,상남면,,,
37.8200254,128.2165354,board,,상남3리 미다리(홍천경계),강원도 인제군 상남면 상남리 1742-4,상남면사무소,government,2011,,,1742-4,상남면,,,
37.385362,128.606141,,utility_pole,현수막게시대,강원도 정선군 정선읍 용탄리 474-3 ,정선군,government,2006,,,474-3,정선읍,,,
37.382658,128.643835,,utility_pole,현수막게시대,강원도 정선군 정선읍 북실리 792-2,정선군,government,2000,,,792-2,정선읍,,,
37.378373,128.652978,,utility_pole,현수막게시대,강원도 정선군 정선읍 북실리 산 3-15,정선군,government,2009,,,3-15,정선읍,,,
37.3769,128.653767,,utility_pole,현수막게시대,강원도 정선군 정선읍 북실리 산 3-1,정선군,government,2016,,,3-1,정선읍,,,
37.377967,128.654635,,utility_pole,현수막게시대,강원도 정선군 정선읍 북실리 산3-14,정선군,government,2000,,,,정선읍,,,
37.380636,128.671934,,utility_pole,현수막게시대,강원도 정선군 정선읍 봉양리 72-4,정선군,government,2016,,,72-4,정선읍,,,
37.376404,128.673071,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 519-1,정선군,government,2012,,,519-1,정선읍,,,
37.374561,128.67232,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 498-7,정선군,government,2000,,,498-7,정선읍,,,
37.371919,128.669418,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 585-6,정선군,government,2008,,,585-6,정선읍,,,
37.38097,128.6666,,utility_pole,현수막게시대,강원도 정선군 정선읍 봉양리 371-5,정선군,government,2015,,,371-5,정선읍,,,
37.3819,128.6698,,utility_pole,현수막게시대,강원도 정선군 정선읍 봉양리 60-2,정선군,government,2015,,,60-2,정선읍,,,
37.37438,128.6721,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 606-4,정선군,government,2015,,,606-4,정선읍,,,
37.372272,128.669881,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 584-2,정선군,government,2015,,,584-2,정선읍,,,
37.372272,128.669881,,utility_pole,현수막게시대,강원도 정선군 정선읍 애산리 585-6,정선군,government,2016,,,585-6,정선읍,,,
37.3842,128.6566,,utility_pole,현수막게시대,강원도 정선군 정선읍 봉양리 450,정선군,government,2016,,,450,정선읍,,,
37.193994,128.868728,,utility_pole,현수막게시대,강원도 정선군 고한리 48-24,정선군,government,2012,,,48-24,,,,
37.198675,128.856713,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 57-35 ,정선군,government,2003,,,57-35,고한읍,,,
37.205379,128.846661,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 산 1-130,정선군,government,2014,,,1-130,고한읍,,,
37.20944,128.840803,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 274,정선군,government,2000,,,274,고한읍,,,
37.202709,128.850428,,utility_pole,현수막게시대,강원도 정선군 고한리 89-4 ,정선군,government,2004,,,89-4,,,,
37.37152,128.7377,,utility_pole,현수막게시대,강원도 정선군 고한리 104-68,정선군,government,2015,,,104-68,,,,
37.205379,128.846661,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 산 1-130,정선군,government,2016,,,1-130,고한읍,,,
37.19755,128.8568,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 44-10,정선군,government,2017,,,44-10,고한읍,,,
37.19857,128.8559,,utility_pole,현수막게시대,강원도 정선군 고한읍 고한리 274-64,정선군,government,2017,,,274-64,고한읍,,,
37.225259,128.825946,,utility_pole,현수막게시대,강원도 정선군 사북읍 사북리 305-17 ,정선군,government,2015,,,305-17,사북읍,,,
37.954299,128.770816,,utility_pole,현수막게시대,강원도 양양군 현남면 광진리 78-12,양양군 현남면사무소,government,2004,,,78-12,현남면,,,
37.929831,128.792174,,utility_pole,현수막게시대,강원도 양양군 현남면 원포리 1-4,양양군 현남면사무소,government,2008,,,1-4,현남면,,,
38.151221,128.607556,,utility_pole,현수막게시대,강원도 양양군 강현면 정암리 450-1,양양군 강현면사무소,government,2004,,,450-1,강현면,,,
38.150236,128.607801,,utility_pole,현수막게시대,강원도 양양군 강현면 정암리  450-13,양양군 강현면사무소,government,2010,,,450-13,강현면,,,
38.116516,128.631178,,utility_pole,현수막게시대,강원도 양양군 강현면 주청리 2-49,양양군 강현면사무소,government,2011,,,2-49,강현면,,,
38.129761,128.621969,,utility_pole,현수막게시대,강원도 양양군 강현면 용호리 126-2,양양군 강현면사무소,government,2012,,,126-2,강현면,,,
38.078671,128.627512,,utility_pole,현수막게시대,강원도 양양군 양양읍 연창리 183-1,양양군 경제도시과,government,2008,,,183-1,양양읍,,,
38.078661,128.627636,,utility_pole,현수막게시대,강원도 양양군 양양읍 연창리 183-1,양양군 경제도시과,government,2014,,,183-1,양양읍,,,
38.072533,128.622038,,utility_pole,현수막게시대,강원도 양양군 양양읍 남문리 221,양양군 경제도시과,government,2015,,,221,양양읍,,,
38.078528,128.598912,,utility_pole,현수막게시대,강원도 양양군 양양읍 임천리 35-6,양양군 경제도시과,government,2001,,,35-6,양양읍,,,
38.107232,128.633971,,utility_pole,현수막게시대,강원도 양양군 양양읍 조산리 119-19,양양군 경제도시과,government,2008,,,119-19,양양읍,,,
38.074499,128.625189,,utility_pole,현수막게시대,강원도 양양군 양양읍 남문리 226-9,양양군 경제도시과,government,2008,,,226-9,양양읍,,,
38.065807,128.586019,,utility_pole,현수막게시대,강원도 양양군 서면 상평리 산98-2,양양군 서면사무소,government,2010,,,,서면,,,
38.077175,128.453442,,utility_pole,현수막게시대,강원도 양양군 서면 오색리 420-12,양양군 서면사무소,government,2013,,,420-12,서면,,,
38.059475,128.357273,,utility_pole,현수막게시대,강원도 양양군 서면 논화리 산154-2,양양군 서면사무소,government,2014,,,,서면,,,
38.061364,128.641316,,utility_pole,현수막게시대,강원도 양양군 손양면 하왕도리 315-4,양양군 손양면사무소,government,2010,,,315-4,손양면,,,
38.089101,128.661439,,utility_pole,현수막게시대,강원도 양양군 손양면 송전리 산2-17,양양군 손양면사무소,government,2011,,,,손양면,,,
38.058403,128.682355,,utility_pole,현수막게시대,강원도 양양군 손양면 동호리 1-113,양양군 손양면사무소,government,2012,,,1-113,손양면,,,
38.068391,128.640229,,utility_pole,현수막게시대,강원도 양양군 손양면 간리 34-2,양양군 손양면사무소,government,2012,,,34-2,손양면,,,
38.022041,128.718426,,utility_pole,현수막게시대,강원도 양양군 현북면 하광정리 411-6,양양군 현북면사무소,government,2005,,,411-6,현북면,,,
38.020151,128.723399,,utility_pole,현수막게시대,강원도 양양군 현북면 하광정리 131-1,양양군 현북면사무소,government,2010,,,131-1,현북면,,,
38.072533,128.622038,,utility_pole,현수막게시대,강원도 양양군 양양읍 남문리 221,양양군 경제도시과,government,2016,,,221,양양읍,,,
38.117473,128.632745,,utility_pole,현수막게시대,강원도 양양군 강현면 주청리 2-47,양양군 경제도시과,government,2017,,,2-47,강현면,,,
38.072984,128.633811,,utility_pole,현수막게시대,강원도 양양군 양양읍 월리 산2-1,양양군 경제도시과,government,2017,,,,양양읍,,,
38.074187,128.610781,,utility_pole,현수막게시대,강원도 양양군 양양읍 서문리 330-6,양양군 경제도시과,government,2017,,,330-6,양양읍,,,
38.080866,128.621608,,utility_pole,현수막게시대,강원도 양양군 양양읍 구교리 127-3,양양군 경제도시과,government,2017,,,127-3,양양읍,,,
38.153675,128.607811,,utility_pole,현수막게시대,강원도 양양군 강현면 물치리 67-1,양양군 경제도시과,government,2017,,,67-1,강현면,,,
38.156031,128.577261,,utility_pole,현수막게시대,강원도 양양군 강현면 강선리 860-3,양양군 경제도시과,government,2017,,,860-3,강현면,,,
37.408225,127.956374,,utility_pole,현수막게시대,강원도 원주시 소초면 장양리 1820,강원도 원주시 도시디자인과,government,2004,,,1820,소초면,,,
37.34935,127.895713,,utility_pole,현수막게시대,강원도 원주시 호저면 만종리 산225-4,강원도 원주시 도시디자인과,government,2013,,,,호저면,,,
37.322495,127.947531,,utility_pole,현수막게시대,강원도 원주시 판부면 서곡리 2028-1,강원도 원주시 도시디자인과,government,2002,,,2028-1,판부면,,,
37.347647,127.954771,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2002,,,1-1,원인동,,,
37.342717,127.962578,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2002,,,15-2,개운동,,,
37.334864,127.945576,,utility_pole,현수막게시대,,강원도 원주시 도시디자인과,government,2002,,,561,명륜1동,,,
38.20308311,128.5674987,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,927-2,교동,,,
38.1893318,128.5810236,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,1500-1,조양동,,,
38.18674639,128.6024201,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,1480-190,조양동,,,
38.16409309,128.582459,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,830-1,도문동,,,
38.16532427,128.5386257,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,347-7,설악동,,,
38.21519,128.5945216,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,147-256,영랑동,,,
38.21238764,128.5968353,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,53-24,동명동,,,
38.21045327,128.5880293,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,514-17,동명동,,,
38.20592262,128.5921183,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,468-230,중앙동,,,
38.20616639,128.5850227,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,625-41,금호동,,,
38.20295567,128.5810306,board,,벽보형 지정 게시대,,강원도 속초시청 건축디자인과,government,2014,,,636-113,교동,,,
38.114545,127.987977,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 하리 435-11,강원도 양구군 양구읍사무소,government,2010,,,435-11,양구읍,,,
38.110679,127.983451,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 하리 106-2,강원도 양구군 양구읍사무소,government,2010,,,106-2,양구읍,,,
38.101426,127.985847,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 상리 579,강원도 양구군 양구읍사무소,government,2010,,,579,양구읍,,,
38.106337,127.98685,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 상리 380-9,강원도 양구군 양구읍사무소,government,2010,,,380-9,양구읍,,,
38.101543,127.986782,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 상리 608,강원도 양구군 양구읍사무소,government,2010,,,608,양구읍,,,
38.096588,127.988961,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 정림리 38-20,강원도 양구군 양구읍사무소,government,2010,,,38-20,양구읍,,,
38.107328,127.98856,,utility_pole,현수막지정게시대(양구읍사무소),강원도 양구군 양구읍 상리 336-1,강원도 양구군 양구읍사무소,government,2010,,,336-1,양구읍,,,
38.107209,128.025574,,utility_pole,현수막지정게시대(남면사무소),강원도 양구군 남면 청리 1108-1,강원도 양구군 남면사무소,government,2010,,,1108-1,남면,,,
38.078279,128.019899,,utility_pole,현수막지정게시대(남면사무소),강원도 양구군 남면 도촌리 495-27,강원도 양구군 남면사무소,government,2010,,,495-27,남면,,,
38.13506,128.047269,,utility_pole,현수막지정게시대(남면사무소),강원도 양구군 남면 가오작리 196-1,강원도 양구군 남면사무소,government,2010,,,196-1,남면,,,
38.202293,128.044047,,utility_pole,현수막지정게시대(동면사무소),강원도 양구군 동면 임당리 595-15,강원도 양구군 동면사무소,government,2014,,,595-15,동면,,,
38.181916,128.034001,,utility_pole,현수막지정게시대(동면사무소),강원도 양구군 동면 지석리 752,강원도 양구군 동면사무소,government,2010,,,752,동면,,,
38.207986,127.95325,,utility_pole,현수막지정게시대(방산면사무소),강원도 양구군 방산면 장평리 368,강원도 양구군 방산면사무소,government,2010,,,368,방산면,,,
38.226185,127.983082,,utility_pole,현수막지정게시대(방산면사무소),강원도 양구군 방산면 고방산리 227-5,강원도 양구군 방산면사무소,government,2010,,,227-5,방산면,,,
38.208368,127.941911,,utility_pole,현수막지정게시대(방산면사무소),강원도 양구군 방산면 현리 386-28,강원도 양구군 방산면사무소,government,2010,,,386-28,방산면,,,
38.284705,128.136776,,utility_pole,현수막지정게시대(해안면사무소),강원도 양구군 해안면 현리 154,강원도 양구군 해안면사무소,government,2010,,,154,해안면,,,
38.277387,128.130602,,utility_pole,현수막지정게시대(해안면사무소),강원도 양구군 해안면 오유리 64-5,강원도 양구군 해안면사무소,government,2010,,,64-5,해안면,,,
38.105147,127.987899,board,,마을회관게시판,강원도 양구군 양구읍 상리 227-131,강원도 양구군 양구읍사무소,government,2017,,,227-131,양구읍,,,
38.1061962,127.9899827,board,,마을회관게시판,강원도 양구군 양구읍 상리 267-7,강원도 양구군 양구읍사무소,government,2017,,,267-7,양구읍,,,
38.104488,127.978686,board,,마을회관게시판,강원도 양구군 양구읍 상리 430,강원도 양구군 양구읍사무소,government,2017,,,430,양구읍,,,
38.104769,127.992426,board,,마을회관게시판,강원도 양구군 양구읍 상리 254-7,강원도 양구군 양구읍사무소,government,2017,,,254-7,양구읍,,,
38.102174,127.989895,board,,마을회관게시판,강원도 양구군 양구읍 상리 199-12,강원도 양구군 양구읍사무소,government,2017,,,199-12,양구읍,,,
38.102679,127.992004,board,,마을회관게시판,강원도 양구군 양구읍 상리 193-23,강원도 양구군 양구읍사무소,government,2017,,,193-23,양구읍,,,
38.100418,127.993658,board,,마을회관게시판,강원도 양구군 양구읍 상리 96-3,강원도 양구군 양구읍사무소,government,2017,,,96-3,양구읍,,,
38.100661,127.987307,board,,마을회관게시판,강원도 양구군 양구읍 상리 655,강원도 양구군 양구읍사무소,government,2017,,,655,양구읍,,,
38.1080153,127.9896666,board,,마을회관게시판,강원도 양구군 양구읍 중리 10-19,강원도 양구군 양구읍사무소,government,2017,,,10-19,양구읍,,,
38.110238,127.986131,board,,마을회관게시판,강원도 양구군 양구읍 하리 96-37,강원도 양구군 양구읍사무소,government,2017,,,96-37,양구읍,,,
38.107986,127.986861,board,,마을회관게시판,강원도 양구군 양구읍 중리 50-2,강원도 양구군 양구읍사무소,government,2017,,,50-2,양구읍,,,
38.112039,127.979094,board,,마을회관게시판,강원도 양구군 양구읍 하리 191-1,강원도 양구군 양구읍사무소,government,2017,,,191-1,양구읍,,,
38.107553,127.984569,board,,마을회관게시판,강원도 양구군 양구읍 상리 510,강원도 양구군 양구읍사무소,government,2017,,,510,양구읍,,,
38.096309,127.994502,board,,마을회관게시판,강원도 양구군 양구읍 상리 131-5,강원도 양구군 양구읍사무소,government,2017,,,131-5,양구읍,,,
38.093796,127.996406,board,,마을회관게시판,강원도 양구군 양구읍 송청리 62-24,강원도 양구군 양구읍사무소,government,2017,,,62-24,양구읍,,,
38.094966,127.999695,board,,마을회관게시판,강원도 양구군 양구읍 송청리 999,강원도 양구군 양구읍사무소,government,2017,,,999,양구읍,,,
38.036846,127.924104,board,,마을회관게시판,강원도 양구군 양구읍 수인리 394,강원도 양구군 양구읍사무소,government,2017,,,394,양구읍,,,
38.05858,127.943647,board,,마을회관게시판,강원도 양구군 양구읍 웅진리 402,강원도 양구군 양구읍사무소,government,2017,,,402,양구읍,,,
38.046167,127.976812,board,,마을회관게시판,강원도 양구군 양구읍 석현리 101,강원도 양구군 양구읍사무소,government,2017,,,101,양구읍,,,
38.05897,127.977024,board,,마을회관게시판,강원도 양구군 양구읍 공리 117,강원도 양구군 양구읍사무소,government,2017,,,117,양구읍,,,
38.073702,127.978706,board,,마을회관게시판,강원도 양구군 양구읍 학조리 560,강원도 양구군 양구읍사무소,government,2017,,,560,양구읍,,,
38.080838,127.98413,board,,마을회관게시판,강원도 양구군 양구읍 이리 67-7,강원도 양구군 양구읍사무소,government,2017,,,67-7,양구읍,,,
38.089451,127.981484,board,,마을회관게시판,강원도 양구군 양구읍 안대리 159,강원도 양구군 양구읍사무소,government,2017,,,159,양구읍,,,
38.096957,127.984127,board,,마을회관게시판,강원도 양구군 양구읍 정림리 149-16,강원도 양구군 양구읍사무소,government,2017,,,149-16,양구읍,,,
38.100291,127.983259,board,,마을회관게시판,강원도 양구군 양구읍 정림리 177,강원도 양구군 양구읍사무소,government,2017,,,177,양구읍,,,
37.8626539,127.7251258,board,,일반게시대,강원도 춘천시 퇴계동 산66-9,강원도 춘천시,government,2017,,,,퇴계동,,,
37.8723149,127.7149554,board,,일반게시대,,강원도 춘천시,government,1998,,,339-5,근화동,,,
37.8779635,127.7116598,board,,일반게시대,,강원도 춘천시,government,1998,,,785,근화동,,,
37.8688212,127.7060125,board,,일반게시대,,강원도 춘천시,government,1998,,,33-1,삼천동,,,
37.8852886,127.7235956,board,,일반게시대,,강원도 춘천시,government,2016,,,48-19,소양로2가,,,
37.8661105,127.7593803,board,,일반게시대,,강원도 춘천시,government,2010,,,37-5,석사동,,,
37.8471561,127.7556956,board,,일반게시대,,강원도 춘천시,government,2015,,,139-3,석사동,,,
37.8471561,127.7556956,board,,일반게시대,,강원도 춘천시,government,2016,,,139-3,석사동,,,
37.9254499,127.7419645,board,,일반게시대,강원도 춘천시 율문리 577-3,강원도 춘천시,government,1998,,,577-3,,,,
37.8388144,127.7587498,board,,일반게시대,강원도 춘천시 학곡리 376-5,강원도 춘천시,government,2010,,,376-5,,,,
37.8802166,127.7499674,board,,일반게시대,,강원도 춘천시,government,2015,,,660-1,후평동,,,
37.9107338,127.7812249,board,,일반게시대,강원도 춘천시 지내리 209-1,강원도 춘천시,government,2015,,,209-1,,,,
37.8461812,127.749263,board,,일반게시대,,강원도 춘천시,government,2010,,,192-11,석사동,,,
37.7869305,127.6482221,board,,일반게시대,강원도 춘천시 창촌리 136-3,강원도 춘천시,government,2016,,,136-3,,,,
37.8555363,127.7487325,board,,일반게시대,,강원도 춘천시,government,2010,,,684,석사동,,,
