지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,재질,구조,연장,폭원,높이-최대,높이-최소,대장초기화여부,비고,구분ID,경도,위도
석축,1913,욕지면,348051559B,통영시,9791,,석축,,7.87,0.3,1.2,0.3,1,,1216,128.2442625,34.62373346
석축,1914,욕지면,348051559B,통영시,9791,,석축,,12.9,0.3,1.2,0.5,1,,1217,128.2444076,34.62377258
석축,1915,욕지면,348051559B,통영시,9791,,석축,,8.21,0.3,1.2,0.5,1,,1218,128.244567,34.62381508
석축,1921,욕지면,348061156A,통영시,9771,,석축,,10.37,0.3,0.6,0.6,1,,1219,128.2773839,34.62484942
석축,1923,한산면,348032164D,통영시,9830,,석축,,49.98,0.3,1.8,1.8,1,,1220,128.5190502,34.76576039
옹벽,1926,한산면,348032291A,통영시,9489,RD20045515,철근콘크리트,,85.45,0.3,0.8,0.8,1,,1221,128.5507616,34.75352039
석축,1927,한산면,348032291A,통영시,9489,RD20045515,석축,,18.86,0.3,2.2,0.5,1,,1222,128.5507083,34.75354742
석축,1928,한산면,348032100C,통영시,9489,RD20035513,석축,,13.32,0.3,3.5,3.5,1,,1223,128.5472187,34.75242472
옹벽,1929,한산면,348032100C,통영시,9489,RD20035513,철근콘크리트,,111.13,0.3,0.8,0.8,1,,1224,128.5451586,34.75234076
옹벽,1930,한산면,348032100B,통영시,9489,RD20045515,철근콘크리트,,180.61,0.3,0.8,0.8,1,,1225,128.548265,34.75269196
옹벽,1931,한산면,348032100B,통영시,9489,RD20045515,철근콘크리트,,96.18,0.3,0.8,0.8,1,,1226,128.5498021,34.75329919
옹벽,1932,한산면,348032100B,통영시,9489,RD20045515,철근콘크리트,,197.13,0.3,0.8,0.8,1,,1227,128.5483175,34.75277335
석축,1933,한산면,348032100C,통영시,9489,RD20035513,석축,,16.69,0.3,2.2,2.2,1,,1228,128.5457731,34.75249216
옹벽,1934,한산면,348032100A,통영시,9489,RD20035513,철근콘크리트,,5.25,0.3,0.8,0.8,1,,1229,128.5459133,34.75254508
옹벽,1935,한산면,348032100A,통영시,9489,RD20035513,철근콘크리트,,27.46,0.3,0.8,0.8,1,,1230,128.5461079,34.75258393
옹벽,1938,한산면,348032199B,통영시,9489,RD20035513,철근콘크리트,,20.41,0.3,0.8,0.8,1,,1231,128.5427856,34.75287718
석축,1157,도산면,348020822A,통영시,8270,,석축,,114.05,0.4,1.2,0.2,1,,1232,128.3553437,34.93785769
석축,1156,도산면,348020821D,통영시,8281,,석축,,13.93,0.4,0.5,0.15,1,,1233,128.3533431,34.93743529
석축,1155,도산면,348020821D,통영시,8281,,석축,,17.99,0.4,1,0.6,1,,1234,128.3531472,34.93733919
옹벽,1803,욕지면,348061135B,통영시,9768,,철근콘크리트,,95.17,0.3,1.1,1.1,1,,1235,128.2727286,34.6349608
옹벽,1804,욕지면,348061125B,통영시,9768,,철근콘크리트,,62.27,0.3,2,1,1,,1236,128.2745483,34.63794508
옹벽,1805,욕지면,348051510B,통영시,9495,RD20035514,철근콘크리트,,544.99,0.3,1.1,0.2,1,,1237,128.2481111,34.64962945
옹벽,1806,욕지면,348051000C,통영시,9495,RD20035514,철근콘크리트,,73.96,0.3,1.1,1.1,1,,1238,128.2453362,34.6501041
옹벽,1807,욕지면,348061125B,통영시,9803,RD20021013,철근콘크리트,,248.9,0.3,1.1,1.1,1,,1239,128.2747497,34.63892764
옹벽,1808,욕지면,348061112D,통영시,9544,,철근콘크리트,,75.15,0.3,1,1,1,,1240,128.2576832,34.64202915
옹벽,1809,욕지면,348061112C,통영시,9544,,철근콘크리트,,65.78,0.3,0.7,0.2,1,,1241,128.2570324,34.64173473
옹벽,1810,욕지면,348061112C,통영시,9544,,철근콘크리트,,113.55,0.3,1,1,1,,1242,128.2563313,34.64195105
옹벽,1811,욕지면,348061112C,통영시,9548,,철근콘크리트,,25.96,0.3,1.2,0.2,1,,1243,128.2550097,34.64217016
석축,1812,욕지면,348061112D,통영시,9525,,석축,,50.88,0.3,1,0,1,,1244,128.259017,34.64233187
옹벽,1813,욕지면,348061112B,통영시,9525,,철근콘크리트,,60.59,0.3,1.4,1,1,,1245,128.2593725,34.64329607
옹벽,1814,욕지면,348061112B,통영시,9525,,철근콘크리트,,27.66,0.3,1.4,1,1,,1246,128.2596167,34.64365142
옹벽,1815,욕지면,348061112B,통영시,9514,RD20021008,철근콘크리트,,55.22,0.3,1.4,0.4,1,,1247,128.2594074,34.64368446
옹벽,1816,욕지면,348061112B,통영시,9514,RD20021008,철근콘크리트,,147.12,0.3,1.4,1,1,,1248,128.2578638,34.64393046
옹벽,1964,한산면,348032176B,통영시,9383,,철근콘크리트,,149.86,0.3,1.1,0.5,1,,1249,128.5290694,34.76308116
옹벽,1965,한산면,348032176B,통영시,9383,,철근콘크리트,,48,0.3,1.1,1.1,1,,1250,128.5286884,34.76344075
옹벽,1966,한산면,348032184A,통영시,9421,,철근콘크리트,,113.06,0.3,1,1,1,,1251,128.5155427,34.75912597
옹벽,1967,한산면,348032183B,통영시,9421,,철근콘크리트,,19.25,0.3,4,2,1,,1252,128.514828,34.75928718
옹벽,1968,한산면,348032183B,통영시,9421,,철근콘크리트,,22.24,0.3,1,1,1,,1253,128.514602,34.75931687
옹벽,1969,한산면,348032183B,통영시,9421,,철근콘크리트,,18.5,0.3,1,1,1,,1254,128.5143511,34.75934447
석축,1973,한산면,348032165D,통영시,9830,,석축,,69.98,0.3,2.2,0.8,1,,1255,128.5247909,34.76510362
석축,1974,한산면,348032165D,통영시,9830,,석축,,76.3,0.3,1.8,1.8,1,,1256,128.5240804,34.76551345
옹벽,1975,한산면,348032165D,통영시,9830,,철근콘크리트,,41.2,0.3,1.1,1.1,1,,1257,128.5235245,34.76579448
옹벽,1976,한산면,348032165C,통영시,9830,,철근콘크리트,,62.04,0.3,1.1,1.1,1,,1258,128.5221658,34.76625746
옹벽,1977,한산면,348032165C,통영시,9830,,철근콘크리트,,91.72,0.3,1.1,1.1,1,,1259,128.52129,34.76630815
옹벽,1978,한산면,348032164D,통영시,9830,,철근콘크리트,,53.38,0.3,1.1,1.1,1,,1260,128.5184746,34.76575404
옹벽,1979,한산면,348032164D,통영시,9830,RD20021017,철근콘크리트,,65.24,0.3,1.1,1.1,1,,1261,128.5177682,34.76567516
옹벽,1980,한산면,348032164C,통영시,9830,RD20021017,철근콘크리트,,143.12,0.3,2.1,1.1,1,,1262,128.5159537,34.76576749
옹벽,1981,한산면,348032163D,통영시,9371,RD20021017,철근콘크리트,,384.97,0.3,2.1,1.1,1,,1263,128.5130976,34.76589619
옹벽,1982,한산면,348032163C,통영시,9382,RD20021017,철근콘크리트,,165.01,0.3,2.2,2.2,1,,1264,128.5106415,34.76543773
석축,1983,한산면,348032162D,통영시,9382,RD20021017,석축,,28.68,0.3,2.7,2.1,1,,1265,128.5097578,34.76500584
옹벽,1688,욕지면,348061101D,통영시,9514,RD20021008,철근콘크리트,,13.57,0.3,1,1,1,,1266,128.2540028,34.6456158
옹벽,1689,욕지면,348061101D,통영시,9514,RD20021008,철근콘크리트,,194.77,0.3,1,0.2,1,,1267,128.2529018,34.64638122
석축,1690,욕지면,348061101C,통영시,9501,,석축,,51.81,0.3,1.5,0.4,1,,1268,128.251971,34.64729418
석축,1691,욕지면,348061101C,통영시,9501,,석축,,21.31,0.3,1.2,1,1,,1269,128.2514896,34.64742958
옹벽,1692,욕지면,348061101C,통영시,9504,,철근콘크리트,,105.59,0.3,1,0.2,1,,1270,128.2522119,34.64691518
옹벽,1693,욕지면,348061101C,통영시,9495,RD20035514,철근콘크리트,,128.68,0.3,1,0.2,1,,1271,128.2512825,34.64684341
석축,1694,욕지면,348061101A,통영시,9501,,석축,,46.76,0.3,2,1,1,,1272,128.2510958,34.6475815
옹벽,1695,욕지면,348061101A,통영시,9501,,철근콘크리트,,14.69,0.3,1,1,1,,1273,128.2513914,34.64796284
석축,1697,욕지면,348051569B,통영시,9827,,석축,,37.46,0.3,3,0.3,1,,1274,128.2427536,34.61866887
옹벽,1698,욕지면,348051569B,통영시,9827,,철근콘크리트,,12.14,0.3,0.5,0.3,1,,1275,128.2435858,34.61927113
옹벽,1712,욕지면,348051538B,통영시,9740,,철근콘크리트,,53.89,0.3,1.1,1.1,1,,1276,128.2393309,34.63438324
옹벽,1713,욕지면,348051538B,통영시,9740,,철근콘크리트,,10.67,0.3,1.1,1.1,1,,1277,128.2394264,34.63465802
석축,1714,욕지면,348051538B,통영시,9685,RD20087505,석축,,25.9,0.3,2.4,2.4,1,,1278,128.2396312,34.63495136
석축,1187,산양읍,348021887B,통영시,8732,,석축,,10.33,0.3,3,0.5,1,,1279,128.3846363,34.80906826
석축,1188,산양읍,348021887B,통영시,8863,,석축,,13.69,0.3,3,0.5,1,,1280,128.3845022,34.80901148
옹벽,1189,산양읍,348021887B,통영시,8734,,철근콘크리트,,19.44,0.3,1.2,0.5,1,,1281,128.3837315,34.80880792
옹벽,1190,산양읍,348021887B,통영시,8863,,철근콘크리트,,43.06,0.3,1,0.5,1,,1282,128.3841606,34.80901395
옹벽,1191,산양읍,348021842C,통영시,8869,,철근콘크리트,,132.32,0.3,3.5,0.5,1,,1283,128.3569568,34.82507585
옹벽,1192,산양읍,348021852A,통영시,8869,,철근콘크리트,,29.33,0.3,3.5,0.5,1,,1284,128.3551886,34.82412434
석축,1193,산양읍,348022437B,통영시,8709,,석축,,40.72,0.3,3,0.5,1,,1285,128.4340041,34.78283054
옹벽,1194,산양읍,348022425C,통영시,8760,,철근콘크리트,,95.6,0.3,2,0.5,1,,1286,128.4217966,34.7861472
석축,1195,산양읍,348022425D,통영시,8760,,석축,,90.58,0.3,2,0.5,1,,1287,128.4226635,34.78655576
석축,1196,산양읍,348022425A,통영시,8932,,석축,,142.84,0.3,2.5,1,1,,1288,128.422251,34.78815455
석축,1197,산양읍,348022425C,통영시,8764,,석축,,227.34,0.3,2.5,0.5,1,,1289,128.421284,34.78733762
옹벽,1198,산양읍,348022425A,통영시,8711,,철근콘크리트,,271.66,0.3,1,0.5,1,,1290,128.4212356,34.78764088
석축,1199,산양읍,348022425A,통영시,8768,,석축,,22.01,0.3,2.5,1,1,,1291,128.4214067,34.78895936
옹벽,1200,산양읍,348022425A,통영시,9011,,철근콘크리트,,147.72,0.3,2.5,1,1,,1292,128.4211146,34.78963369
석축,1201,산양읍,348022475A,통영시,8716,,석축,,32.36,0.3,2.5,0.5,1,,1293,128.422228,34.76442166
석축,1202,산양읍,348022475A,통영시,8716,,석축,,17.65,0.3,2.5,0.5,1,,1294,128.4222229,34.76453727
옹벽,1203,산양읍,348021878C,통영시,8861,,철근콘크리트,,59.76,0.3,4.5,0.5,1,,1295,128.3872938,34.81102631
석축,1204,산양읍,348022474B,통영시,8779,,석축,,25.75,0.3,3,0.5,1,,1296,128.419748,34.76445382
옹벽,1205,산양읍,348021852A,통영시,8869,,철근콘크리트,,39.36,0.3,3.5,0.5,1,,1297,128.3555839,34.82409823
옹벽,1206,산양읍,348021852A,통영시,8869,,철근콘크리트,,28,0.3,3.5,0.5,1,,1298,128.3559517,34.82417007
옹벽,1207,산양읍,348021878B,통영시,8745,,철근콘크리트,,71.48,0.3,1.2,0.5,1,,1299,128.3883108,34.81446955
옹벽,1208,산양읍,348021878A,통영시,8916,,철근콘크리트,,59.97,0.3,3,0.5,1,,1300,128.3858499,34.81345674
석축,1209,산양읍,348021878B,통영시,8922,,석축,,53.16,0.3,2.5,0.5,1,,1301,128.3878574,34.81333125
옹벽,1210,산양읍,348021878B,통영시,8745,,철근콘크리트,,90.46,0.3,1.2,0.5,1,,1302,128.3886011,34.81456613
석축,1211,산양읍,348022437B,통영시,8709,,석축,,59.67,0.3,3,0.5,1,,1303,128.433821,34.78278565
석축,1212,산양읍,348022425A,통영시,8361,,석축,,20.81,0.3,2.5,1,1,,1304,128.42142,34.78890487
석축,1108,중앙동,348021906A,통영시,8184,RD20065008,석축,,21.74,0.3,0.75,0.16,1,,1305,128.4258268,34.84957192
석축,1112,중앙동,348021905B,통영시,8180,RD20065008,석축,,13.16,0.3,2.3,0.33,1,,1306,128.4247899,34.84931954
옹벽,1115,중앙동,348021906A,통영시,8184,RD20065008,철근콘크리트,,13.69,0.3,1.2,0.3,1,,1307,128.4256851,34.84954591
옹벽,1117,도천동,348021820D,통영시,974,RD20055004,철근콘크리트,,21.61,0.3,1.39,0.3,1,,1308,128.3984415,34.84104785
옹벽,1118,도천동,348021820D,통영시,974,RD20055004,철근콘크리트,,40.86,0.3,1,0.2,1,,1309,128.398275,34.84115558
옹벽,1119,도천동,348021923C,통영시,8170,RD20045004,철근콘크리트,,30.8,0.3,1.85,0.68,1,,1310,128.4103957,34.83740161
옹벽,1214,산양읍,348022437D,통영시,8709,,철근콘크리트,,68.84,0.3,4,0.5,1,,1311,128.4334797,34.78243578
옹벽,1215,산양읍,348022426C,통영시,8760,,철근콘크리트,,543.55,0.3,1,0.5,1,,1312,128.4248451,34.78702613
옹벽,1216,산양읍,348022437A,통영시,8760,,철근콘크리트,,550.22,0.3,1,0.5,1,,1313,128.429122,34.78464003
옹벽,1217,산양읍,348022424D,통영시,8711,,철근콘크리트,,165.09,0.3,2.5,0.5,1,,1314,128.419964,34.78602045
옹벽,1218,산양읍,348022425C,통영시,8761,,철근콘크리트,,19.43,0.3,2.5,1,1,,1315,128.4212514,34.78603281
석축,1219,산양읍,348022434A,통영시,8721,,석축,,16.94,0.3,1.5,0.5,1,,1316,128.4154572,34.78454367
옹벽,1220,산양읍,348022462B,통영시,8785,,철근콘크리트,,33.99,0.3,1,0.5,1,,1317,128.4078127,34.76810153
옹벽,1945,한산면,348032198B,통영시,9489,RD20035513,철근콘크리트,,39.73,0.3,0.8,0.8,1,,1318,128.539158,34.75426602
옹벽,1946,한산면,348032198B,통영시,9489,RD20035513,철근콘크리트,,22.72,0.3,0.8,0.8,1,,1319,128.5390172,34.75454136
옹벽,1947,한산면,348032188D,통영시,9489,RD20035513,철근콘크리트,,24.77,0.3,0.8,0.8,1,,1320,128.5387329,34.75528193
옹벽,1948,한산면,348032188D,통영시,9489,RD20035513,철근콘크리트,,13.91,0.3,0.8,0.8,1,,1321,128.538898,34.75591625
옹벽,1949,한산면,348032188D,통영시,9489,RD20035513,철근콘크리트,,6.99,0.3,0.8,0.8,1,,1322,128.5389303,34.75610037
옹벽,2474,광도면,348021462B,통영시,9831,,철근콘크리트,,110.01,0.3,2,1,1,,1323,128.4095083,34.86763636
옹벽,2473,광도면,348021462B,통영시,9831,,철근콘크리트,,39.99,0.3,1,0.5,1,,1324,128.408759,34.86788112
옹벽,2472,광도면,348021370B,통영시,9831,,철근콘크리트,,173.17,0.3,1.5,1.5,1,,1325,128.3993457,34.86840698
석축,2471,광도면,348021360C,통영시,9831,,석축,,41.15,0.3,2,1.5,1,,1326,128.3951026,34.87170113
옹벽,1746,욕지면,348051510D,통영시,9495,RD20035514,철근콘크리트,,40.15,0.3,1,0.2,1,,1327,128.2497651,34.64728705
옹벽,1747,욕지면,348051510B,통영시,9495,RD20035514,철근콘크리트,,31.48,0.3,1,0.2,1,,1328,128.2495017,34.64767058
옹벽,1748,욕지면,348051510D,통영시,9495,RD20035514,철근콘크리트,,8.1,0.3,1,0.2,1,,1329,128.249524,34.64748278
옹벽,1749,욕지면,348051510A,통영시,9495,RD20035514,철근콘크리트,,49.27,0.3,1.1,1.1,1,,1330,128.2450178,34.64963681
옹벽,1750,욕지면,348051509B,통영시,9495,RD20035514,철근콘크리트,,71.09,0.3,1.1,1.1,1,,1331,128.2446303,34.64926993
옹벽,1751,욕지면,348051509A,통영시,9497,RD20035507,철근콘크리트,,71.33,0.3,1.1,1.1,1,,1332,128.2416643,34.64874525
옹벽,1752,욕지면,348051509B,통영시,9495,RD20035507,철근콘크리트,,199.53,0.3,1.1,1.1,1,,1333,128.2428406,34.64941104
옹벽,1753,욕지면,348051509A,통영시,9496,RD20045508,철근콘크리트,,51.16,0.3,0.8,0.4,1,,1334,128.2414585,34.64893838
옹벽,1754,욕지면,348051509A,통영시,9496,RD20045508,철근콘크리트,,58.06,0.3,1.8,1.1,1,,1335,128.2411179,34.64893008
옹벽,1755,욕지면,348051518A,통영시,9497,RD20067505,철근콘크리트,,49.61,0.3,3.9,1.5,1,,1336,128.2372138,34.64490525
옹벽,1756,욕지면,348051508C,통영시,9497,RD20067505,철근콘크리트,,196.18,0.3,1.1,1.1,1,,1337,128.236155,34.64562372
옹벽,1757,욕지면,348051508B,통영시,9497,RD20035507,철근콘크리트,,616.28,0.3,1.1,1.1,1,,1338,128.2382618,34.64862692
옹벽,1758,욕지면,348051507D,통영시,9497,RD20035507,철근콘크리트,,49.04,0.3,1.1,1.1,1,,1339,128.234863,34.64611534
옹벽,1759,욕지면,348051507B,통영시,9497,RD20035507,철근콘크리트,,443.37,0.3,1.1,1.1,1,,1340,128.2345972,34.64797694
옹벽,1760,욕지면,348061143B,통영시,9764,,철근콘크리트,,42.07,0.3,0.85,0.85,1,,1341,128.2647154,34.62910145
옹벽,1761,욕지면,348061143B,통영시,9764,,철근콘크리트,,47.04,0.3,0.85,0.85,1,,1342,128.2642033,34.62917591
옹벽,1762,욕지면,348061143B,통영시,9764,,철근콘크리트,,50.26,0.3,0.85,0.85,1,,1343,128.2637192,34.62896402
옹벽,1233,산양읍,348021759A,통영시,8877,,철근콘크리트,,154.09,0.3,1,0.5,1,,1344,128.3416508,34.82382388
석축,1646,용남면,348021454D,통영시,7094,,석축,,15.39,0.3,3,0.2,1,,1345,128.4185323,34.87118695
석축,1647,용남면,348021454D,통영시,7094,,석축,,37.61,0.3,3,0.2,1,,1346,128.4184783,34.87100593
석축,1648,무전동,348021487A,통영시,2704,,석축,,44.98,0.3,1.6,0.4,1,,1347,128.4318269,34.85922043
석축,1649,용남면,348021512B,통영시,5233,,석축,,1.03,0.3,0.5,0.5,1,,1348,128.4592577,34.89423887
옹벽,1663,광도면,348021432A,통영시,7719,,철근콘크리트,,34.07,0.3,1,1,1,,1349,128.4062504,34.88292515
옹벽,1658,광도면,348021421C,통영시,7719,,철근콘크리트,,41.23,0.3,1.2,0.5,1,,1350,128.4021959,34.88511795
옹벽,1659,광도면,348021431B,통영시,7719,,철근콘크리트,,24.98,0.3,0.9,0.9,1,,1351,128.4025581,34.88498565
옹벽,1660,광도면,348021431B,통영시,7719,,철근콘크리트,,23.24,0.3,2.9,2.9,1,,1352,128.4042269,34.88391204
옹벽,1664,광도면,348021432A,통영시,7719,,철근콘크리트,,22.83,0.3,1,1,1,,1353,128.4066741,34.88292948
옹벽,1665,광도면,348021432A,통영시,7719,,철근콘크리트,,14.58,0.3,1,0.1,1,,1354,128.4069757,34.88294391
옹벽,1666,봉평동,348021945B,통영시,7783,,철근콘크리트,,12.53,0.3,0.25,0.1,1,,1355,128.4236917,34.82965672
옹벽,1667,무전동,348021476D,통영시,2820,,철근콘크리트,,173.12,0.3,3,0.7,1,,1356,128.430015,34.86062968
옹벽,1668,용남면,348021512B,통영시,5233,,철근콘크리트,,21.91,0.3,1.5,1.1,1,,1357,128.4590718,34.89427079
옹벽,1669,용남면,348021512B,통영시,5233,,철근콘크리트,,18.26,0.3,1.5,1.1,1,,1358,128.459351,34.89424618
옹벽,1670,봉평동,348021947A,통영시,6126,,철근콘크리트,,43.5,0.3,1,0.2,1,,1359,128.4302113,34.82757326
석축,1671,용남면,348021479B,통영시,9297,,철근콘크리트,,29.97,0.3,0.9,0.9,1,,1360,128.4433901,34.86404904
석축,1672,용남면,348021479B,통영시,9297,,철근콘크리트,,64.08,0.3,0.7,0.7,1,,1361,128.4431702,34.86336274
석축,1673,용남면,348021479D,통영시,9297,,철근콘크리트,,44.58,0.3,0.6,0.6,1,,1362,128.4430266,34.86245106
옹벽,1166,도산면,348020831B,통영시,8358,,철근콘크리트,,81.86,0.4,1,1,1,,1363,128.3536427,34.93307649
옹벽,1165,도산면,348020862C,통영시,8390,,철근콘크리트,,25.99,0.2,3,1,1,,1364,128.3568502,34.91584876
옹벽,1164,도산면,348020862C,통영시,8390,,철근콘크리트,,8.32,0.2,1,1,1,,1365,128.3569051,34.91565917
옹벽,1163,도산면,348020872A,통영시,8424,,철근콘크리트,,25.1,0.2,3,1,1,,1366,128.3571745,34.91254189
옹벽,1162,도산면,348020872A,통영시,8428,,철근콘크리트,,20.44,0.2,3,1,1,,1367,128.3572931,34.91250375
옹벽,1161,도산면,348020872B,통영시,8415,,철근콘크리트,,134.08,0.3,5,0.2,1,,1368,128.3594294,34.9141084
옹벽,1160,도산면,348020872B,통영시,8415,,철근콘크리트,,133.36,0.3,5,0.5,1,,1369,128.3593602,34.91402218
옹벽,1159,도산면,348020895C,통영시,8610,,철근콘크리트,,199.22,0.3,3,2,1,,1370,128.3710754,34.90181327
석축,1158,도산면,348020821D,통영시,8270,,석축,,25.55,0.4,0.45,0.1,1,,1371,128.354211,34.93742102
옹벽,1042,광도면,348021405A,통영시,6662,,철근콘크리트,,106.45,0.3,1,0.2,1,,1372,128.4215684,34.89882846
옹벽,1043,광도면,348021405A,통영시,6663,,철근콘크리트,,26.56,0.3,1,0.2,1,,1373,128.4215593,34.89948951
옹벽,1044,광도면,348020982D,통영시,6691,,철근콘크리트,,66.64,0.3,1.05,1.05,1,,1374,128.4090168,34.90597242
옹벽,1045,광도면,348020975A,통영시,8135,,철근콘크리트,,66.88,0.3,1.5,0.2,1,,1375,128.4201929,34.91346042
옹벽,1046,광도면,348020973A,통영시,6651,,철근콘크리트,,85.64,0.3,1.1,1.1,1,,1376,128.4111776,34.91441083
석축,1154,도산면,348020821C,통영시,8290,,석축,,16.11,0.4,0.5,0.35,1,,1377,128.3518117,34.93658095
옹벽,1047,광도면,348020973A,통영시,6651,,철근콘크리트,,69.5,0.3,1.1,1.1,1,,1378,128.4111133,34.9145837
옹벽,1048,광도면,348020966D,통영시,10881,,철근콘크리트,,24.23,0.3,0.5,0.5,1,,1379,128.428713,34.91722186
옹벽,1049,광도면,348020966B,통영시,10881,,철근콘크리트,,173.88,0.3,1,1,1,,1380,128.4293129,34.9178441
옹벽,1050,광도면,348020966D,통영시,10881,,철근콘크리트,,31.41,0.3,1.05,0.1,1,,1381,128.4279157,34.91677025
옹벽,1051,광도면,348020966D,통영시,10881,,철근콘크리트,,25.49,0.3,1,0.1,1,,1382,128.4279121,34.91684634
옹벽,1052,광도면,348020966D,통영시,10881,,철근콘크리트,,25.58,0.3,1.5,0.1,1,,1383,128.4276252,34.91675758
옹벽,1053,광도면,348020966C,통영시,8135,,철근콘크리트,,194.02,0.3,2.5,1.1,1,,1384,128.4265449,34.91649718
옹벽,1054,광도면,348020966C,통영시,8135,,철근콘크리트,,28.36,0.3,2,1.5,1,,1385,128.4252731,34.91627021
옹벽,1055,광도면,348020965D,통영시,8135,,철근콘크리트,,109.55,0.3,2.9,1.2,1,,1386,128.4245996,34.91575012
옹벽,1056,광도면,348020965D,통영시,8135,,철근콘크리트,,56.68,0.3,1,0.2,1,,1387,128.4240289,34.91513767
옹벽,1057,광도면,348020965D,통영시,8135,,철근콘크리트,,72.16,0.3,1,0.2,1,,1388,128.4239335,34.915193
옹벽,1139,미수동,348021860A,통영시,8168,RD20085002,철근콘크리트,,19.84,0.3,1.55,0.85,1,,1389,128.3957997,34.82333487
옹벽,1170,산양읍,348022425A,통영시,8768,,철근콘크리트,,168.23,0.3,1.5,0.5,1,,1390,128.4210716,34.78937665
옹벽,1817,욕지면,348061112A,통영시,9514,RD20021008,철근콘크리트,,299.5,0.3,1.4,1,1,,1391,128.2556916,34.64490745
옹벽,1818,욕지면,348061132B,통영시,9687,,철근콘크리트,,20.51,0.3,0.5,0.5,1,,1392,128.2596845,34.63473228
옹벽,1819,욕지면,348061132B,통영시,9687,,철근콘크리트,,8.2,0.3,0.5,0.5,1,,1393,128.25977,34.6348629
옹벽,1820,욕지면,348061132B,통영시,9687,,철근콘크리트,,35.52,0.3,0.3,0.3,1,,1394,128.2593149,34.63465606
옹벽,1821,욕지면,348061122C,통영시,9588,,철근콘크리트,,66.4,0.3,1.8,1.8,1,,1395,128.2570149,34.63582236
옹벽,1822,욕지면,348061122D,통영시,9700,,철근콘크리트,,89.13,0.3,0.85,0.85,1,,1396,128.2575884,34.63509758
옹벽,1823,욕지면,348061122C,통영시,9670,,철근콘크리트,,82.63,0.3,0.85,0.85,1,,1397,128.2561571,34.63524097
석축,1824,욕지면,348061122B,통영시,9557,,석축,,58.2,0.3,1.7,0.8,1,,1398,128.2600082,34.63836819
옹벽,1936,한산면,348032100A,통영시,9489,RD20035513,철근콘크리트,,83,0.3,0.8,0.8,1,,1399,128.5467228,34.75255401
옹벽,1937,한산면,348032199B,통영시,9489,RD20035513,철근콘크리트,,160.94,0.3,0.8,0.8,1,,1400,128.543769,34.75261924
석축,1153,도산면,348020821C,통영시,8281,,석축,,10.03,0.4,0.45,0.35,1,,1401,128.3519717,34.93663534
석축,1152,도산면,348020821B,통영시,8281,,석축,,26.82,0.4,0.65,0.1,1,,1402,128.3536671,34.93759484
석축,1151,도산면,348020821D,통영시,8281,,석축,,16.55,0.4,0.6,0.25,1,,1403,128.3526294,34.93703163
석축,1150,도산면,348020821D,통영시,8281,,석축,,28.57,0.4,0.6,0.2,1,,1404,128.352899,34.93719944
석축,1149,도산면,348020821C,통영시,8281,,석축,,15,0.4,0.35,0.1,1,,1405,128.3520963,34.93670074
석축,1148,도산면,348020821C,통영시,8281,,석축,,10.51,0.4,0.4,0.3,1,,1406,128.3524899,34.93694256
옹벽,1226,산양읍,348022464B,통영시,8774,,철근콘크리트,,88.18,0.3,1,0.5,1,,1407,128.4190165,34.76811177
옹벽,1227,산양읍,348022465C,통영시,8774,,철근콘크리트,,80.07,0.3,1,0.5,1,,1408,128.4220784,34.76711956
석축,1147,도산면,348020831B,통영시,8331,,석축,,99.33,0.4,0.6,0.1,1,,1409,128.3525113,34.93498707
석축,1146,도산면,348020823C,통영시,8271,,석축,,20.21,0.4,2.7,2.5,1,,1410,128.3602193,34.93591369
석축,1145,도산면,348020822A,통영시,8264,,석축,,6.91,0.4,1.5,1,1,,1411,128.3561075,34.93937219
석축,1144,도산면,348020822A,통영시,8264,,석축,,12.95,0.4,1.5,1,1,,1412,128.3559943,34.93943838
석축,1143,도산면,348020882D,통영시,8465,,석축,,15.1,0.3,1,1,1,,1413,128.3576367,34.9071691
석축,1142,도산면,348020825D,통영시,8283,,석축,,50.12,0.5,2.9,0.3,1,,1414,128.3733179,34.93555228
석축,1167,산양읍,348021845D,통영시,8910,,석축,,55.4,0.3,2.5,0.5,1,,1415,128.3736142,34.82503006
석축,1168,산양읍,348021981B,통영시,8752,,석축,,4,0.3,2,0.5,1,,1416,128.4030482,34.8090133
석축,1300,산양읍,348021832A,통영시,8896,,석축,,88.8,0.3,2.5,0.5,1,,1417,128.3558149,34.83385003
옹벽,1301,산양읍,348021749C,통영시,8877,,철근콘크리트,,92.44,0.3,1,0.5,1,,1418,128.3411332,34.82541856
석축,1302,산양읍,348021748B,통영시,8945,,석축,,80.69,0.3,3,1,1,,1419,128.3389004,34.82870489
옹벽,1185,산양읍,348021887C,통영시,8733,,철근콘크리트,,162.21,0.3,1,0.5,1,,1420,128.3814315,34.80559035
옹벽,1186,산양읍,348021887C,통영시,8733,,철근콘크리트,,70.17,0.3,1,0.5,1,,1421,128.3821442,34.80659006
옹벽,1088,광도면,348020992C,통영시,6913,,철근콘크리트,,254.49,0.3,3.5,0.3,1,,1422,128.4071003,34.90153534
옹벽,1089,광도면,348020955D,통영시,8137,,철근콘크리트,,24.26,0.3,1,0.2,1,,1423,128.42255,34.92109339
옹벽,1090,광도면,348021434D,통영시,7272,,도경석,,38.59,0.3,1.3,0.6,1,,1424,128.4198195,34.88239851
