위도,경도,name,man_made,product,addr:full
126.7373341,37.31934906,팍스코,works,food,"경기도 안산시 단원구 번영1로 65, 시화 타원 지식산업센터 E동 107호 (성곡동)"
126.8041641,37.34172628,프리미엄도넛,works,food,"경기도 안산시 단원구 선이로 6, 110호 (선부동, 일신건영휴먼빌아파트)"
126.8654912,37.30212347,(주)마디커안산본점,works,food,"경기도 안산시 상록구 상록수로 50, 미림프라자 204일부호 (본오동)"
126.8458813,37.35419598,모모푸드,works,food,"경기도 안산시 상록구 버대길 155, 1층 일부호 (양상동)"
126.5684068,37.2814482,대부도방아머리협동조합,works,food,"경기도 안산시 단원구 서위매봉길 40, 1층 114호 (대부북동)"
126.778715,37.32320094,연일식품,works,food,"경기도 안산시 단원구 능안로 81, 안산디지털파크 5층 5034호 (신길동)"
126.8306007,37.30895262,더문파티쉐리문지석,works,food,"경기도 안산시 단원구 광덕대로 142, 크리스탈빌딩 1층 113일부,114일부,115일부호 (고잔동)"
126.864632,37.29086869,수경왕만두찐빵,works,food,"경기도 안산시 상록구 본오로6길 13, 1층 (본오동)"
126.8197126,37.33797612,들꽃피네,works,food,"경기도 안산시 단원구 와동공원로 66, 1층일부 (와동)"
126.8583522,37.30770131,고래식품,works,food,"경기도 안산시 상록구 충장로6길 14-5, 1층 (이동)"
126.8052484,37.34134066,다담9988탕제원,works,food,"경기도 안산시 단원구 선부로 91, 1층일부 (선부동)"
126.8591868,37.30772936,원푸드,works,food,"경기도 안산시 상록구 충장로6안길 26, 1층 일부호 (이동)"
126.8276017,37.31314698,구미공,works,food,"경기도 안산시 단원구 광덕서로 96, 세종빌딩110호,111호 (고잔동)"
126.797825,37.33228182,대박닭발,works,food,"경기도 안산시 단원구 관산3길 25, 1층 일부 (원곡동)"
126.8785714,37.36589398,빵드밀(주),works,food,"경기도 안산시 상록구 원당골2길 53, 1층 (수암동)"
126.7610568,37.32367074,디그리,works,food,"경기도 안산시 단원구 만해로 205, 타원TAKRA Ⅲ A동 112호일부 A동 (성곡동)"
126.8478138,37.33108746,시흥표고(주),works,food,"경기도 안산시 상록구 월피로 31, 한양아파트 상가1동 지층 005호 (월피동)"
126.8469616,37.31211988,미가식품,works,food,"경기도 안산시 상록구 송호로 7-9, 1층 (이동)"
126.8319903,37.31794683,주식회사 조인앤조인,works,food,"경기도 안산시 단원구 고잔2길 9, 하이베라스 202호 (고잔동)"
126.7820214,37.31525116,(주)제이스홀딩스,works,food,"경기도 안산시 단원구 원시로 203, 3층 일부 (원시동)"
126.8448528,37.30642262,제이케이식품,works,food,"경기도 안산시 상록구 천문2길 34, 1층 (사동)"
126.8277698,37.30875926,코리안푸드,works,food,"경기도 안산시 단원구 광덕2로 156-11, MK주차타워 202호 (고잔동)"
