버스정류장 명칭,도로명주소,지번주소,위도,경도,기준일 
하부론,강원도 원주시 부론면 부귀로 1179,강원도 원주시 부론면 단강리 500-8,37.154825,127.820599,2020-11-25
진골,강원도 원주시 부론면 견훤로 573,강원도 원주시 부론면 노림리 879-1,37.252001,127.776539,2020-11-25
흥원창,강원도 원주시 부론면 견훤로 181,강원도 원주시 부론면 흥호리 1185,37.226651,127.751421,2020-11-25
흥호1리,강원도 원주시 부론면 하살미길 2,강원도 원주시 부론면 흥호리 272-4,37.242612,127.761503,2020-11-25
흥호리,강원도 원주시 부론면 견훤로 45,강원도 원주시 부론면 흥호리 1271,37.21532,127.750894,2020-11-25
부론면사무소,강원도 원주시 부론면 법천시장길 55,강원도 원주시 부론면 법천리 1614,37.207994,127.749899,2020-11-25
가마골,강원도 원주시 귀래면 북원로 347,강원도 원주시 귀래면 운계리 676-2,37.191599,127.883853,2020-11-25
고청,강원도 원주시 귀래면 귀문로 636-1,강원도 원주시 귀래면 귀래리 1701-24,37.229803,127.853167,2020-11-25
고청,강원도 원주시 귀래면 귀문로 543,강원도 원주시 귀래면 귀래리 산 6-5,37.225425,127.860104,2020-11-25
고청정류장,강원도 원주시 귀래면 귀문로 510,강원도 원주시 귀래면 귀래리 1457,37.222925,127.86273,2020-11-25
귀래2리,강원도 원주시 귀래면 귀래아랫말길 2,강원도 원주시 귀래면 귀래리 254-36,37.223238,127.894166,2020-11-25
귀래3리,강원도 원주시 귀래면 귀문로 416,강원도 원주시 귀래면 귀래리 565-3,37.217321,127.870249,2020-11-25
귀래3리,강원도 원주시 귀래면 귀문로 436,강원도 원주시 귀래면 귀래리 1912,37.219155,127.869461,2020-11-25
귀래3리,강원도 원주시 귀래면 귀문로 410,강원도 원주시 귀래면 귀래리 626-1,37.217223,127.870201,2020-11-25
귀래정류장,강원도 원주시 귀래면 귀래웃말길 4-1,강원도 원주시 귀래면 귀래리 242-2,37.222451,127.895299,2020-11-25
귀운저수지,강원도 원주시 귀래면 귀문로 582,강원도 원주시 귀래면 귀래리 산 5-6,37.227577,127.857601,2020-11-25
능유마을,강원도 원주시 귀래면 부귀로 1535,강원도 원주시 귀래면 주포리 364-1,37.161105,127.853241,2020-11-25
당우,강원도 원주시 귀래면 부귀로 1294,강원도 원주시 귀래면 용암리 897-4,37.155253,127.833234,2020-11-25
대동마을,강원도 원주시 귀래면 북원로 273,강원도 원주시 귀래면 운계리 858-1,37.184523,127.883747,2020-11-25
덕은,강원도 원주시 귀래면 부귀로 1455,강원도 원주시 귀래면 용암리 431-2,37.157441,127.848172,2020-11-25
동막정류장,강원도 원주시 귀래면 귀래동막길 3,강원도 원주시 귀래면 귀래리 198-2,37.219503,127.896221,2020-11-25
방아실,강원도 원주시 문막읍 방아실길 12,강원도 원주시 귀래면 귀래리 1761-4,37.230222,127.849994,2020-11-25
백운령,강원도 원주시 귀래면 북원로 688,강원도 원주시 귀래면 귀래리 149-1,37.217271,127.896821,2020-11-25
백운령,강원도 원주시 귀래면 북원로 688,강원도 원주시 귀래면 귀래리 149-4,37.217516,127.896644,2020-11-25
버덩,강원도 원주시 귀래면 귀운길 74,강원도 원주시 귀래면 귀래리 367-1,37.220203,127.876736,2020-11-25
버덩,강원도 원주시 귀래면 귀운길 74,강원도 원주시 귀래면 귀래리 367-1,37.220268,127.876797,2020-11-25
사두정류장,강원도 원주시 귀래면 귀문로 447,강원도 원주시 귀래면 귀래리 535-4,37.21989,127.869015,2020-11-25
삼사골,강원도 원주시 귀래면 부귀로 1575,강원도 원주시 귀래면 주포리 404-1,37.160073,127.856964,2020-11-25
새말,강원도 원주시 지정면 가곡평장길 3,강원도 원주시 지정면 가곡리 1143,37.363451,127.86309,2020-11-25
생산,강원도 원주시 귀래면 부귀로 1255,강원도 원주시 귀래면 용암리 914-2,37.155708,127.828794,2020-11-25
세포마을,강원도 원주시 귀래면 부귀로 1258-1,강원도 원주시 귀래면 용암리 1083,37.155533,127.829191,2020-11-25
약수터,강원도 원주시 귀래면 귀문로 184,강원도 원주시 귀래면 운계리 1116-3,37.199588,127.87173,2020-11-25
욕골,강원도 원주시 귀래면 부귀로 1851,강원도 원주시 귀래면 주포리 14-6,37.163566,127.877244,2020-11-25
용암말,강원도 원주시 귀래면 북원로 164,강원도 원주시 귀래면 운남리 1356,37.174725,127.883451,2020-11-25
운계,강원도 원주시 귀래면 운계다둔길 14,강원도 원주시 귀래면 운계리 산 130-4,37.197745,127.885139,2020-11-25
운계리,강원도 원주시 귀래면 북원로 491-11,강원도 원주시 귀래면 운계리 산 111-11,37.20356,127.889962,2020-11-25
운계정류장,강원도 원주시 귀래면 북원로 462,강원도 원주시 귀래면 운계리 산 116-2,37.200755,127.887672,2020-11-25
웃골,강원도 원주시 귀래면 귀문로 133,강원도 원주시 귀래면 운계리 1252,37.196288,127.875117,2020-11-25
웃한치,강원도 원주시 귀래면 북원로 194,강원도 원주시 귀래면 운남리 1042-2,37.177651,127.884162,2020-11-25
웅동경로당,강원도 원주시 귀래면 웅골길 2,강원도 원주시 귀래면 귀래리 879-1,37.208895,127.870692,2020-11-25
웅동경로당,강원도 원주시 귀래면 웅골길 2,강원도 원주시 귀래면 귀래리 879-1,37.208953,127.870591,2020-11-25
유현,강원도 원주시 귀래면 귀문로 31,강원도 원주시 귀래면 운계리 729-1,37.188881,127.880949,2020-11-25
유현,강원도 원주시 귀래면 귀문로 91,강원도 원주시 귀래면 운계리 1063-1,37.193976,127.878817,2020-11-25
유현마을,강원도 원주시 귀래면 귀문로 1,강원도 원주시 귀래면 운계리 810-3,37.187648,127.883885,2020-11-25
유현마을앞,강원도 원주시 귀래면 북원로 313,강원도 원주시 귀래면 운계리 691-3,37.188376,127.883881,2020-11-25
은포마을,강원도 원주시 귀래면 부귀로 1663,강원도 원주시 귀래면 주포리 519,37.158638,127.861151,2020-11-25
지둔앞,강원도 원주시 귀래면 부귀로 1364-4,강원도 원주시 귀래면 용암리 504-9,37.15451,127.839576,2020-11-25
천은사정류장,강원도 원주시 귀래면 북원로 840,강원도 원주시 귀래면 귀래리 62,37.229155,127.896713,2020-11-25
철동골,강원도 원주시 귀래면 북원로 883,강원도 원주시 귀래면 귀래리 48-6,37.232605,127.899431,2020-11-25
청원휴게소,강원도 원주시 귀래면 북원로 617,강원도 원주시 귀래면 운계리 1251-8,37.210635,127.891404,2020-11-25
청원휴게소,강원도 원주시 귀래면 북원로 596,강원도 원주시 귀래면 운계리 산 102-2,37.211701,127.891729,2020-11-25
큰양안치고개,강원도 원주시 귀래면 북원로 913,강원도 원주시 귀래면 귀래리 산 113-2,37.2359,127.89875,2020-11-25
큰양안치고개,강원도 원주시 귀래면 북원로 949,강원도 원주시 귀래면 귀래리 산 111-13,37.237901,127.897851,2020-11-25
석동종점,강원도 원주시 신림면 석동구미길 31-2,강원도 원주시 신림면 구학리 764,37.212038,128.055294,2020-11-25
방학동,강원도 원주시 신림면 구학산로 1610,강원도 원주시 신림면 구학리 296-1,37.210695,128.062269,2020-11-25
부영아파트사거리,강원도 원주시 만대로 200-5,강원도 원주시 무실동 628,37.331334,127.92498,2020-11-25
용암2리,강원도 원주시 귀래면 용암동막길 289,강원도 원주시 귀래면 용암리 199-1,37.179099,127.835018,2020-11-25
욕골,강원도 원주시 귀래면 부귀로 1851,강원도 원주시 귀래면 주포리 18-6,37.163489,127.87718,2020-11-25
작실 마을회관,강원도 원주시 부론면 섬뜰작실길 117,강원도 원주시 부론면 단강리 1200,37.163989,127.790816,2020-11-25
웃작실,강원도 원주시 부론면 섬뜰작실길 184,강원도 원주시 부론면 단강리 1089-3,37.168727,127.794421,2020-11-25
거장아파트,강원도 원주시 흥업면 사제로 491,강원도 원주시 흥업면 사제리 337-1,37.332589,127.888334,2020-11-25
중방곡,충청북도 충주시 앙성면 앙암로 962-17,충청북도 충주시 앙성면 단암리 222-1,37.184483,127.746168,2020-11-25
중방곡,충청북도 충주시 앙성면 앙암로 962-17,충청북도 충주시 앙성면 단암리 227-2,37.184528,127.746286,2020-11-25
서운,충청북도 충주시 앙성면 앙암로 900,충청북도 충주시 앙성면 강천리 160-1,37.179467,127.748072,2020-11-25
서음,충청북도 충주시 앙성면 앙암로 900,충청북도 충주시 앙성면 강천리 140,37.180076,127.748212,2020-11-25
만락,충청북도 충주시 앙성면 앙암로 988,충청북도 충주시 앙성면 단암리 206-2,37.186941,127.744355,2020-11-25
검단,충청북도 충주시 앙성면 앙암로 1073,충청북도 충주시 앙성면 단암리 441-2,37.194024,127.741009,2020-11-25
의암,충청북도 충주시 앙성면 앙암로 1104,충청북도 충주시 앙성면 단암리 483-5,37.196741,127.741558,2020-11-25
덕고개,강원도 원주시 흥업면 광터길 86,강원도 원주시 흥업면 사제리 1694,37.337941,127.882301,2020-11-25
광명 식물원,강원도 원주시 호저면 원문로 482,강원도 원주시 호저면 만종리 495-4,37.361048,127.907397,2020-11-25
봉미마을,강원도 원주시 흥업면 봉미길 3,강원도 원주시 흥업면 사제리 327-3,37.333556,127.891449,2020-11-25
후동,강원도 원주시 흥업면 사제로 469,강원도 원주시 흥업면 사제리 343-1,37.332007,127.886942,2020-11-25
보통리,강원도 원주시 지정면 원문로 1162,강원도 원주시 지정면 보통리 산 75-5,37.335517,127.86304,2020-11-25
문막양궁장입구,강원도 원주시 문막읍 원문로 1240,강원도 원주시 문막읍 동화리 111-2,37.33414,127.857269,2020-11-25
동화골,강원도 원주시 문막읍 원문로 1454,강원도 원주시 문막읍 동화리 523-1,37.325134,127.842796,2020-11-25
정산교,강원도 원주시 부론면 부귀로 525-1,강원도 원주시 부론면 정산리 1284-8,37.170965,127.774316,2020-11-25
개나루,강원도 원주시 문막읍 개나루길 1,강원도 원주시 문막읍 포진리 353-4,37.298124,127.815168,2020-11-25
문막동보렉스아파트,강원도 원주시 문막읍 원문로 1578,강원도 원주시 문막읍 동화리 산 173-3,37.321287,127.833225,2020-11-25
시무리,강원도 원주시 문막읍 견훤로 1251,강원도 원주시 문막읍 포진리 976-4,37.294208,127.814921,2020-11-25
정산교,강원도 원주시 부론면 부귀로 525-1,강원도 원주시 부론면 정산리 1282-4,37.17098,127.774127,2020-11-25
후용2리,강원도 원주시 문막읍 견훤로 912,강원도 원주시 문막읍 후용리 602-2,37.270673,127.799021,2020-11-25
후용용수,강원도 원주시 문막읍 견훤로 879,강원도 원주시 문막읍 후용리 1392,37.268184,127.797725,2020-11-25
개나루,강원도 원주시 문막읍 개나루길 1,강원도 원주시 문막읍 포진리 353-4,37.298311,127.81496,2020-11-25
시무리,강원도 원주시 문막읍 견훤로 1251,강원도 원주시 문막읍 포진리 400-27,37.294206,127.81478,2020-11-25
후용1리,강원도 원주시 문막읍 비야동길 7,강원도 원주시 문막읍 후용리 1337-4,37.274719,127.800198,2020-11-25
신림복지회관,강원도 원주시 신림면 신산2길 1,강원도 원주시 신림면 신림리 612-1,37.226581,128.083624,2020-11-25
경동 대학교,강원도 원주시 문막읍 법후로 863,강원도 원주시 문막읍 후용리 907-3,37.264392,127.795614,2020-11-25
모산,강원도 원주시 부론면 모산길 4,강원도 원주시 부론면 노림리 산 5-3,37.262429,127.790197,2020-11-25
노숲,강원도 원주시 부론면 견훤로 694,강원도 원주시 부론면 노림리 391-4,37.261238,127.783042,2020-11-25
진골,강원도 원주시 부론면 견훤로 573,강원도 원주시 부론면 노림리 883-1,37.251992,127.776804,2020-11-25
유진건철,강원도 원주시 부론면 견훤로 527-1,강원도 원주시 부론면 노림리 산 69-5,37.249228,127.772804,2020-11-25
노림가루개정류장,강원도 원주시 부론면 가루개길 13-1,강원도 원주시 부론면 흥호리 163-3,37.247447,127.767137,2020-11-25
새말,강원도 원주시 부론면 흥호새말길 12-8,강원도 원주시 부론면 흥호리 1167,37.244308,127.76446,2020-11-25
흥호1리,강원도 원주시 부론면 하살미길 2,강원도 원주시 부론면 흥호리 271-7,37.242764,127.761478,2020-11-25
검단이,강원도 원주시 부론면 견훤로 335,강원도 원주시 부론면 흥호리 573-1,37.238598,127.759907,2020-11-25
흥창정류장,강원도 원주시 부론면 견훤로 228,강원도 원주시 부론면 흥호리 880-1,37.230197,127.756057,2020-11-25
흥창정류장,강원도 원주시 부론면 아채길 10,강원도 원주시 부론면 흥호리 432-7,37.230115,127.756147,2020-11-25
흥원창,강원도 원주시 부론면 견훤로 181,강원도 원주시 부론면 흥호리 974-1,37.226597,127.751254,2020-11-25
흥호리,강원도 원주시 부론면 견훤로 45,강원도 원주시 부론면 흥호리 1160-7,37.215326,127.750771,2020-11-25
버덩말,강원도 원주시 부론면 법후로 7,강원도 원주시 부론면 법천리 1503-1,37.212464,127.750492,2020-11-25
정산2리,강원도 원주시 부론면 정산로 9,강원도 원주시 부론면 정산리 1160-6,37.175994,127.77423,2020-11-25
정산2리,강원도 원주시 부론면 정산로 9,강원도 원주시 부론면 정산리 2348,37.175935,127.774309,2020-11-25
음지말,강원도 원주시 부론면 정산음촌길 4,강원도 원주시 부론면 정산리 1052-1,37.181476,127.779134,2020-11-25
음지말,강원도 원주시 부론면 정산음촌길 4,강원도 원주시 부론면 정산리 1063,37.181481,127.77932,2020-11-25
거론,강원도 원주시 부론면 거론길 23,강원도 원주시 부론면 정산리 693-1,37.184218,127.780558,2020-11-25
거론,강원도 원주시 부론면 거론길 23,강원도 원주시 부론면 정산리 2151-1,37.184158,127.780678,2020-11-25
중간말,강원도 원주시 부론면 정산로 174,강원도 원주시 부론면 정산리 432-2,37.185655,127.784568,2020-11-25
중간말,강원도 원주시 부론면 정산로 174,강원도 원주시 부론면 정산리 산 164-1,37.185777,127.78449,2020-11-25
정산3리,강원도 원주시 부론면 정산로 228,강원도 원주시 부론면 정산리 392-1,37.188341,127.790077,2020-11-25
정산3리,강원도 원주시 부론면 정산로 228,강원도 원주시 부론면 정산리 392,37.188431,127.789976,2020-11-25
거돈사지,강원도 원주시 부론면 정산로 259,강원도 원주시 부론면 정산리 225-1,37.191333,127.790655,2020-11-25
거돈사지,강원도 원주시 부론면 정산로 259,강원도 원주시 부론면 정산리 241-1,37.191128,127.790495,2020-11-25
광터사거리,강원도 원주시 흥업면 광터길 127,강원도 원주시 흥업면 사제리 1462-2,37.340568,127.880053,2020-11-25
사격장입구,강원도 원주시 판부면 백운정윗길 2,강원도 원주시 판부면 서곡리 1765-7,37.290682,127.939756,2020-11-25
사격장입구,강원도 원주시 판부면 백운정윗길 2,강원도 원주시 판부면 서곡리 1313-3,37.290699,127.939849,2020-11-25
용수골,강원도 원주시 판부면 용수골길 314,강원도 원주시 판부면 서곡리 1631-4,37.285122,127.940307,2020-11-25
용수골,강원도 원주시 판부면 용수골길 311,강원도 원주시 판부면 서곡리 1631-4,37.285131,127.940403,2020-11-25
용수골,강원도 원주시 판부면 용수골길 328,강원도 원주시 판부면 서곡리 1765-7,37.283873,127.940594,2020-11-25
용수골,강원도 원주시 판부면 용수골길 322,강원도 원주시 판부면 서곡리 1632-2,37.284484,127.940472,2020-11-25
퇴골,강원도 원주시 문막읍 원양1로 240,강원도 원주시 문막읍 반계리 산 54-3,37.30269,127.769138,2020-11-25
밤산골정류장,강원도 원주시 문막읍 밤상골길 4,강원도 원주시 문막읍 반계리 1662-10,37.312759,127.766077,2020-11-25
굴바위,강원도 원주시 문막읍 대안로 22,강원도 원주시 문막읍 비두리 1923-2,37.233761,127.848748,2020-11-25
굴바위,강원도 원주시 문막읍 대안로 15,강원도 원주시 문막읍 비두리 1923-2,37.233863,127.848769,2020-11-25
선들,강원도 원주시 문막읍 대안로 253,강원도 원주시 문막읍 비두리 2164,37.25049,127.861037,2020-11-25
선들,강원도 원주시 문막읍 대안로 253,강원도 원주시 문막읍 비두리 306,37.25059,127.860986,2020-11-25
작백,강원도 원주시 문막읍 원문로 2170,강원도 원주시 문막읍 반계리 1666,37.297837,127.79523,2020-11-25
남오동,강원도 원주시 문막읍 쪽섬길 2,강원도 원주시 문막읍 반계리 1173-3,37.292545,127.7917,2020-11-25
벌무내기,강원도 원주시 문막읍 벌무내기길 122,강원도 원주시 문막읍 반계리 410-3,37.288354,127.785914,2020-11-25
뒷대전,강원도 원주시 문막읍 황효자길 35-10,강원도 원주시 문막읍 반계리 1720-1,37.285205,127.783628,2020-11-25
벌무내기,강원도 원주시 문막읍 원문로 2477,강원도 원주시 문막읍 반계리 618-17,37.281919,127.779967,2020-11-25
삼사골,강원도 원주시 귀래면 부귀로 1575,강원도 원주시 귀래면 주포리 404-1,37.160074,127.857036,2020-11-25
능유마을,강원도 원주시 귀래면 부귀로 1535,강원도 원주시 귀래면 주포리 381-11,37.16115,127.853156,2020-11-25
덕은,강원도 원주시 귀래면 부귀로 1455,강원도 원주시 귀래면 용암리 431-1,37.157522,127.848302,2020-11-25
사기막,강원도 원주시 부론면 사기막길 386,강원도 원주시 부론면 단강리 산 6,37.185124,127.817008,2020-11-25
하부론,강원도 원주시 부론면 부귀로 1179,강원도 원주시 부론면 단강리 478-6,37.154927,127.82076,2020-11-25
세포,강원도 원주시 부론면 부귀로 1101,강원도 원주시 부론면 단강리 616-4,37.148863,127.818133,2020-11-25
조귀농,강원도 원주시 부론면 부귀로 929,강원도 원주시 부론면 단강리 763,37.146951,127.799433,2020-11-25
단강앞,강원도 원주시 부론면 부귀로 759,강원도 원주시 부론면 단강리 1469,37.15273,127.787137,2020-11-25
작실리,강원도 원주시 부론면 섬뜰작실길 18,강원도 원주시 부론면 단강리 1442-1,37.155999,127.784893,2020-11-25
정산리,강원도 원주시 부론면 부귀로 669,강원도 원주시 부론면 단강리 1272-3,37.159251,127.783167,2020-11-25
정산리,강원도 원주시 부론면 부귀로 616,강원도 원주시 부론면 정산리 875-1,37.163918,127.780087,2020-11-25
정산교,강원도 원주시 부론면 부귀로 525-1,강원도 원주시 부론면 정산리 1283-2,37.171184,127.774268,2020-11-25
솔미마을,강원도 원주시 부론면 솔미1길 4,강원도 원주시 부론면 정산리 2151-3,37.168405,127.769293,2020-11-25
솔미,강원도 원주시 부론면 솔미2길 4,강원도 원주시 부론면 정산리 2151-3,37.166317,127.767471,2020-11-25
재넘이,강원도 원주시 부론면 부론로 495,강원도 원주시 부론면 정산리 1526,37.165542,127.764339,2020-11-25
재넘이,강원도 원주시 부론면 부론로 495,강원도 원주시 부론면 정산리 1528-8,37.165563,127.764473,2020-11-25
정산4리,강원도 원주시 부론면 부론로 391,강원도 원주시 부론면 정산리 1681-13,37.171358,127.760878,2020-11-25
관덕,강원도 원주시 부론면 부론로 306,강원도 원주시 부론면 정산리 2106-4,37.178744,127.75945,2020-11-25
서작마을,강원도 원주시 부론면 부론로 262,강원도 원주시 부론면 정산리 산 225-3,37.181689,127.755874,2020-11-25
법천3리,강원도 원주시 부론면 부론로 171,강원도 원주시 부론면 법천리 1158-1,37.189065,127.752227,2020-11-25
좀재,강원도 원주시 부론면 부론로 146,강원도 원주시 부론면 법천리 1184-4,37.191256,127.753228,2020-11-25
산수동,강원도 원주시 부론면 부론로 4,강원도 원주시 부론면 법천리 1319-5,37.202011,127.753616,2020-11-25
법천1리,강원도 원주시 부론면 부귀로 65,강원도 원주시 부론면 법천리 1400,37.205867,127.753452,2020-11-25
안말,강원도 원주시 부론면 법천시장길 65-17,강원도 원주시 부론면 법천리 1614,37.207061,127.751647,2020-11-25
큰앤이,강원도 원주시 문막읍 큰애니길 82,강원도 원주시 문막읍 동화리 1115-6,37.330151,127.834165,2020-11-25
보통리,강원도 원주시 지정면 원문로 1159,강원도 원주시 지정면 보통리 458-6,37.335343,127.863099,2020-11-25
봉화산푸르지오,강원도 원주시 봉화서부로 11,강원도 원주시 단계동 1180,37.355304,127.922053,2020-11-25
구사,강원도 원주시 귀래면 귀문로 203,강원도 원주시 귀래면 운계리 산 156-1,37.200253,127.869052,2020-11-25
구사,강원도 원주시 귀래면 귀문로 203,강원도 원주시 귀래면 운계리 산 156-1,37.200334,127.869118,2020-11-25
신촌,강원도 원주시 지정면 신무로 290-1,강원도 원주시 지정면 신평리 974-20,37.379836,127.892985,2020-11-25
삼보골,강원도 원주시 섭재삼보길 223,강원도 원주시 반곡동 689,37.317011,127.986804,2020-11-25
매호마을,강원도 원주시 호저면 매호로 222,강원도 원주시 호저면 매호리 82,37.416884,127.892795,2020-11-25
마을회관앞,강원도 원주시 호저면 매호로 143,강원도 원주시 호저면 매호리 338-1,37.415839,127.883298,2020-11-25
안골,강원도 원주시 호저면 산현안골길 2,강원도 원주시 호저면 산현리 201,37.42551,127.894083,2020-11-25
주산1리,강원도 원주시 호저면 호저로 389,강원도 원주시 호저면 주산리 489-2,37.408322,127.928466,2020-11-25
하차면,강원도 원주시 지정면 신무로 72,강원도 원주시 지정면 신평리 210-4,37.361221,127.897955,2020-11-25
차면리,강원도 원주시 지정면 신무로 157,강원도 원주시 지정면 신평리 362-2,37.369242,127.895327,2020-11-25
상무곡,강원도 원주시 지정면 신무로 235,강원도 원주시 지정면 신평리 436-2,37.375929,127.894335,2020-11-25
신평2리,강원도 원주시 지정면 저금어지길 4,강원도 원주시 지정면 신평리 688-8,37.3853,127.890957,2020-11-25
간무곡,강원도 원주시 호저면 간무곡길 2,강원도 원주시 호저면 무장리 697-1,37.392487,127.894459,2020-11-25
고여대앞,강원도 원주시 호저면 신무로 508,강원도 원주시 호저면 무장리 934-3,37.397232,127.89109,2020-11-25
고여대,강원도 원주시 호저면 신무로 534,강원도 원주시 호저면 무장리 793-5,37.399368,127.891967,2020-11-25
무장1리,강원도 원주시 호저면 신무로 574,강원도 원주시 호저면 무장리 512-20,37.403033,127.892988,2020-11-25
무장1리,강원도 원주시 호저면 신무로 574,강원도 원주시 호저면 무장리 512-20,37.403064,127.892893,2020-11-25
생담,강원도 원주시 호저면 신무로 644,강원도 원주시 호저면 무장리 548-6,37.408067,127.895864,2020-11-25
장포암,강원도 원주시 호저면 신무로 679,강원도 원주시 호저면 무장리 457-16,37.410423,127.89348,2020-11-25
무장2리,강원도 원주시 호저면 신무로 728,강원도 원주시 호저면 무장리 268-2,37.414139,127.895478,2020-11-25
장포,강원도 원주시 호저면 살미길 10,강원도 원주시 호저면 무장리 87-1,37.419909,127.898219,2020-11-25
장포,강원도 원주시 호저면 칠봉로 268,강원도 원주시 호저면 무장리 89,37.420061,127.898908,2020-11-25
장포,강원도 원주시 호저면 칠봉로 236-1,강원도 원주시 호저면 무장리 104-3,37.419497,127.902383,2020-11-25
문화마을,강원도 원주시 호저면 호저문화1길 2,강원도 원주시 호저면 주산리 1453,37.415223,127.923956,2020-11-25
중방마을,강원도 원주시 호저면 자은동길 5,강원도 원주시 호저면 주산리 193-3,37.402126,127.932251,2020-11-25
가현교,강원도 원주시 호저로 230,강원도 원주시 가현동 369-5,37.395606,127.93673,2020-11-25
가현교,강원도 원주시 호저로 230,강원도 원주시 가현동 369-5,37.395723,127.936629,2020-11-25
가현종점,강원도 원주시 가현로 140,강원도 원주시 가현동 5-15,37.393931,127.939963,2020-11-25
차면리,강원도 원주시 지정면 신무로 105-1,강원도 원주시 지정면 신평리 233-8,37.364536,127.897114,2020-11-25
상무곡,강원도 원주시 지정면 신무로 235,강원도 원주시 지정면 신평리 411-10,37.375904,127.894175,2020-11-25
약수터,강원도 원주시 흥양로 128,강원도 원주시 태장동 378-6,37.383349,127.961426,2020-11-25
흥양삼거리,강원도 원주시 소초면 치악로 2288,강원도 원주시 소초면 흥양리 1628-1,37.380418,127.972598,2020-11-25
흥양삼거리,강원도 원주시 소초면 치악로 2288,강원도 원주시 소초면 흥양리 산 245-6,37.380324,127.972768,2020-11-25
부론,강원도 원주시 부론면 법천시장길 51-2,강원도 원주시 부론면 법천리 1614,37.208384,127.751233,2020-11-25
양삿,강원도 원주시 부론면 왜가마길 3,강원도 원주시 부론면 법천리 1662-1,37.212788,127.752814,2020-11-25
양삿,강원도 원주시 부론면 왜가마길 3,강원도 원주시 부론면 법천리 1627,37.212928,127.752894,2020-11-25
노시랑이,강원도 원주시 부론면 법후로 111,강원도 원주시 부론면 법천리 707-2,37.212361,127.762691,2020-11-25
장뜰교,강원도 원주시 부론면 법후로 136,강원도 원주시 부론면 법천리 738-5,37.213654,127.765457,2020-11-25
새터말,강원도 원주시 부론면 법후로 244,강원도 원주시 부론면 법천리 244-2,37.220806,127.771513,2020-11-25
잣나무골,강원도 원주시 부론면 잣나무골길 16-5,강원도 원주시 부론면 손곡리 1634-1,37.227554,127.782815,2020-11-25
잣나무골,강원도 원주시 부론면 잣나무골길 16-5,강원도 원주시 부론면 손곡리 1513,37.227653,127.782731,2020-11-25
퉁점교,강원도 원주시 부론면 손비로 90,강원도 원주시 부론면 손곡리 1533-16,37.224901,127.793795,2020-11-25
송정,강원도 원주시 부론면 송정이길 3,강원도 원주시 부론면 손곡리 875-3,37.221284,127.799598,2020-11-25
구만이종점,강원도 원주시 부론면 손비로 318,강원도 원주시 부론면 손곡리 1533-45,37.220045,127.816871,2020-11-25
손곡2리,강원도 원주시 부론면 손곡로 210,강원도 원주시 부론면 손곡리 산 27-1,37.222933,127.812037,2020-11-25
손곡2리정류장,강원도 원주시 부론면 손곡로 182,강원도 원주시 부론면 손곡리 506-3,37.225001,127.81049,2020-11-25
새말,강원도 원주시 부론면 손곡새말길 3-4,강원도 원주시 부론면 손곡리 759-2,37.232273,127.803017,2020-11-25
새말,강원도 원주시 부론면 손곡새말길 3-4,강원도 원주시 부론면 손곡리 725-12,37.232371,127.803097,2020-11-25
알산골,강원도 원주시 부론면 손곡로 3,강원도 원주시 부론면 손곡리 1533-55,37.234602,127.798111,2020-11-25
가현종점,강원도 원주시 가현로 170,강원도 원주시 가현동 258-2,37.396773,127.93813,2020-11-25
가현종점,강원도 원주시 가현로 170,강원도 원주시 가현동 280,37.396851,127.93819,2020-11-25
우미린아파트,강원도 원주시 제원로8길 11-2,강원도 원주시 무실동 1878,37.327547,127.930291,2020-11-25
우미린아파트,강원도 원주시 제원로8길 23-1,강원도 원주시 무실동 1878,37.326754,127.930745,2020-11-25
메가박스,강원도 원주시 양지로 80,강원도 원주시 반곡동 1838,37.328522,127.985891,2020-11-25
메가박스,강원도 원주시 양지로 80,강원도 원주시 반곡동 1891,37.327864,127.98574,2020-11-25
LH공사분양홍보관,강원도 원주시 양지뜰3길 24,강원도 원주시 반곡동 1891,37.325839,127.983019,2020-11-25
LH공사분양홍보관,강원도 원주시 양지뜰3길 20,강원도 원주시 반곡동 1891,37.325477,127.983067,2020-11-25
원주공항,강원도 횡성군 횡성읍 횡성로 55,강원도 횡성군 횡성읍 곡교리 452,37.460107,127.975276,2020-11-25
원주공항,강원도 횡성군 횡성읍 횡성로 52,강원도 횡성군 횡성읍 곡교리 89-26,37.459645,127.975894,2020-11-25
부영아파트,강원도 원주시 무실로 382-1,강원도 원주시 무실동 1859,37.33084,127.927532,2020-11-25
유만동,강원도 원주시 유만길 8,강원도 원주시 반곡동 1149-1,37.320361,127.973049,2020-11-25
선바위농원,강원도 원주시 호저면 호저로 1235,강원도 원주시 호저면 고산리 산 29-6,37.473644,127.91962,2020-11-25
영랑,강원도 원주시 영랑길 36,강원도 원주시 행구동 1689-2,37.339506,127.974519,2020-11-25
로아노크사거리,강원도 원주시 시청로 33-2,강원도 원주시 무실동 1638,37.340273,127.92486,2020-11-25
무실주공8차아파트,강원도 원주시 제원로2길 59,강원도 원주시 무실동 1827,37.334768,127.930913,2020-11-25
무실주공8차아파트,강원도 원주시 제원로2길 59,강원도 원주시 무실동 1827,37.335102,127.931008,2020-11-25
안국선원,강원도 원주시 살대울모래기길 208,강원도 원주시 봉산동 1155,37.361203,127.994131,2020-11-25
단석1리(작은 안골),경기도 양평군 양동면 지두독길 48-1,경기도 양평군 양동면 쌍학리 739-31,37.406239,127.755839,2020-11-25
