버스정류장 명칭,도로명주소,지번주소,위도,경도,기준일 
세동마을,강원도 원주시 흥업면 세동길 8,강원도 원주시 흥업면 매지리 481-4,37.280122,127.91001,2020-11-25
신길촌,강원도 원주시 흥업면 사제로 159,강원도 원주시 흥업면 흥업리 1458-7,37.311282,127.906637,2020-11-25
신촌,강원도 원주시 지정면 신평석화로 102-8,강원도 원주시 지정면 신평리 854-3,37.389696,127.883801,2020-11-25
신촌,강원도 원주시 흥업면 사제로 147,강원도 원주시 흥업면 흥업리 1652,37.310241,127.907632,2020-11-25
신촌길,강원도 원주시 흥업면 범파정길 21,강원도 원주시 흥업면 흥업리 1458-6,37.311633,127.906347,2020-11-25
신촌길,강원도 원주시 흥업면 사제로 101,강원도 원주시 흥업면 흥업리 1380-9,37.307715,127.909238,2020-11-25
연세대학교,,강원도 원주시 흥업면 매지리 1496,37.280264,127.901829,2020-11-25
연세대 스포츠센터,강원도 원주시 흥업면 연세대길 1,강원도 원주시 흥업면 매지리 1496,37.27735,127.903305,2020-11-25
연세대 복지타운,강원도 원주시 흥업면 연세대길 1,강원도 원주시 흥업면 매지리 1496,37.277093,127.903682,2020-11-25
연세대정문,강원도 원주시 흥업면 북원로 1397,강원도 원주시 흥업면 매지리 1274-2,37.276807,127.906654,2020-11-25
연세대학교,강원도 원주시 흥업면 북원로 1412-5,강원도 원주시 흥업면 매지리 1252-6,37.276926,127.907774,2020-11-25
운전면허시험장,강원도 원주시 호저면 사제로 598,강원도 원주시 호저면 만종리 904-1,37.337826,127.896241,2020-11-25
원수고개,강원도 원주시 흥업면 대안로 1068,강원도 원주시 흥업면 대안리 산 25-1,37.30851,127.899317,2020-11-25
강릉원주대학교,강원도 원주시 흥업면 남원로 117,강원도 원주시 흥업면 흥업리 26-7,37.306348,127.921617,2020-11-25
육민관중.고등학교,강원도 원주시 흥업면 남원로 109,강원도 원주시 흥업면 흥업리 38-7,37.306208,127.920764,2020-11-25
육민관중고교,강원도 원주시 흥업면 북원로 1793,강원도 원주시 흥업면 흥업리 768-6,37.308823,127.916929,2020-11-25
육민관고등학교,강원도 원주시 흥업면 북원로 1803,강원도 원주시 흥업면 흥업리 762-4,37.309663,127.916552,2020-11-25
자감교(한라대 입구),강원도 원주시 흥업면 북원로 1756,강원도 원주시 흥업면 흥업리 661-5,37.304953,127.917004,2020-11-25
자감교(한라대 입구),강원도 원주시 흥업면 북원로 1756,강원도 원주시 흥업면 흥업리 661-5,37.304965,127.916772,2020-11-25
자감촌침례교회,강원도 원주시 흥업면 사제로 50,강원도 원주시 흥업면 흥업리 670-2,37.304247,127.914792,2020-11-25
중부마을,강원도 원주시 호저면 중부동1길 71,강원도 원주시 호저면 만종리 1266-8,37.341838,127.897367,2020-11-25
풍년고개,강원도 원주시 흥업면 대안로 1018,강원도 원주시 흥업면 대안리 2211-1,37.305339,127.896775,2020-11-25
풍년고개,강원도 원주시 흥업면 범파정길 6,강원도 원주시 흥업면 흥업리 산 74-21,37.312313,127.903441,2020-11-25
풍년고개,강원도 원주시 흥업면 대안로 1027,강원도 원주시 흥업면 대안리 산 24-6,37.30599,127.897292,2020-11-25
한라대학교 정문,강원도 원주시 흥업면 사제로 76,강원도 원주시 흥업면 흥업리 1652,37.305195,127.911802,2020-11-25
한라대학교 정문,강원도 원주시 흥업면 한라대길 1,강원도 원주시 흥업면 흥업리 1652,37.305232,127.91121,2020-11-25
한라대학교(교내),강원도 원주시 흥업면 자감길 17,강원도 원주시 흥업면 흥업리 1775,37.303837,127.91052,2020-11-25
한촌,강원도 원주시 흥업면 북원로 1340-2,강원도 원주시 흥업면 매지리 1883-2,37.270861,127.905758,2020-11-25
한촌,강원도 원주시 흥업면 북원로 1329,강원도 원주시 흥업면 매지리 1166,37.270036,127.904962,2020-11-25
회촌,강원도 원주시 흥업면 매지회촌길 83,강원도 원주시 흥업면 매지리 601-6,37.256085,127.910668,2020-11-25
후동,강원도 원주시 흥업면 사제로 469,강원도 원주시 흥업면 사제리 343-1,37.332118,127.886829,2020-11-25
흥업사거리,강원도 원주시 흥업면 남원로 72,강원도 원주시 흥업면 흥업리 586-11,37.302405,127.919916,2020-11-25
흥업주유소,강원도 원주시 흥업면 사제로 303,강원도 원주시 흥업면 사제리 796-1,37.319788,127.896241,2020-11-25
흥업주유소,강원도 원주시 흥업면 사제로 303,강원도 원주시 흥업면 사제리 796-2,37.319786,127.896119,2020-11-25
흥업지구대,강원도 원주시 흥업면 남원로 26,강원도 원주시 흥업면 흥업리 557-6,37.298467,127.918735,2020-11-25
가리파계곡,강원도 원주시 판부면 치악로 595-1,강원도 원주시 판부면 금대리 1463,37.263034,128.033595,2020-11-25
거장아파트,강원도 원주시 판부면 남원로 224-1,강원도 원주시 판부면 서곡리 592-1,37.312058,127.928064,2020-11-25
거장아파트,강원도 원주시 판부면 남원로 224-1,강원도 원주시 판부면 서곡리 1772,37.311871,127.928197,2020-11-25
건너서평,강원도 원주시 판부면 서곡길 253,강원도 원주시 판부면 서곡리 205-3,37.300441,127.943842,2020-11-25
곰네미,강원도 원주시 판부면 치악로 902,강원도 원주시 판부면 금대리 1439-21,37.276998,128.006981,2020-11-25
구억동,강원도 원주시 판부면 구억마을길 145,강원도 원주시 판부면 서곡리 824-2,37.305443,127.933394,2020-11-25
금대1리,강원도 원주시 판부면 치악로 909-1,강원도 원주시 판부면 금대리 1451,37.277835,128.006337,2020-11-25
금대3리 마을회관앞,강원도 원주시 판부면 치악로 689-12,강원도 원주시 판부면 금대리 188-1,37.266245,128.024522,2020-11-25
금대3리마을회관앞,강원도 원주시 판부면 치악로 666-5,강원도 원주시 판부면 금대리 1461,37.266308,128.024669,2020-11-25
금대계곡,강원도 원주시 판부면 치악로 846,강원도 원주시 판부면 금대리 678-5,37.274336,128.011293,2020-11-25
금대계곡,강원도 원주시 판부면 치악로 845,강원도 원주시 판부면 금대리 509-4,37.27417,128.011398,2020-11-25
금대리,강원도 원주시 판부면 치악로 1025,강원도 원주시 판부면 금대리 1437-2,37.284588,127.997422,2020-11-25
금대리 회론동,강원도 원주시 판부면 치악로 763,강원도 원주시 판부면 금대리 1459,37.2705,128.018931,2020-11-25
금대초등학교,강원도 원주시 판부면 치악로 1077,강원도 원주시 판부면 금대리 1437,37.288791,127.995046,2020-11-25
금대초등학교,강원도 원주시 판부면 치악로 1063,강원도 원주시 판부면 금대리 899-24,37.287908,127.995704,2020-11-25
남송,강원도 원주시 판부면 남원로 356,강원도 원주시 판부면 서곡리 465-7,37.317846,127.938646,2020-11-25
남원주중학교,강원도 원주시 판부면 매봉길 5,강원도 원주시 판부면 서곡리 2028-1,37.321998,127.942026,2020-11-25
내남송,강원도 원주시 판부면 내남송길 134,강원도 원주시 판부면 서곡리 134-1,37.30786,127.945944,2020-11-25
내남송,강원도 원주시 판부면 내남송길 98,강원도 원주시 판부면 서곡리 488-2,37.310772,127.943477,2020-11-25
내동막,강원도 원주시 판부면 서곡길 311,강원도 원주시 판부면 서곡리 1956,37.295596,127.942324,2020-11-25
대성암,강원도 원주시 판부면 치악로 730,강원도 원주시 판부면 금대리 270,37.268968,128.022116,2020-11-25
동보노빌리티(포스코APT),강원도 원주시 판부면 서곡널다리길 4,강원도 원주시 명륜동 851-29,37.323713,127.937481,2020-11-25
뜀바위,강원도 원주시 판부면 치악로 976,강원도 원주시 판부면 금대리 1449-1,37.281765,128.001641,2020-11-25
뜀바위,강원도 원주시 판부면 치악로 968,강원도 원주시 판부면 금대리 1449-2,37.281695,128.001957,2020-11-25
백운전원마을,강원도 원주시 판부면 용수골길 126,강원도 원주시 판부면 서곡리 871-2,37.300571,127.936789,2020-11-25
변판서골,강원도 원주시 판부면 남원로 295,강원도 원주시 판부면 서곡리 561-8,37.314812,127.9343,2020-11-25
변판서골,강원도 원주시 판부면 남원로 318,강원도 원주시 판부면 서곡리 556-19,37.315911,127.935704,2020-11-25
서곡jc,강원도 원주시 판부면 용수골길 94-6,강원도 원주시 판부면 서곡리 883-3,37.302759,127.935726,2020-11-25
서곡jc,강원도 원주시 판부면 용수골길 99,강원도 원주시 판부면 서곡리 882-6,37.302541,127.936079,2020-11-25
서곡삼거리,강원도 원주시 판부면 남원로 181,강원도 원주시 판부면 서곡리 738-4,37.308266,127.927481,2020-11-25
서곡삼거리,강원도 원주시 판부면 남원로 190,강원도 원주시 판부면 서곡리 742-4,37.308475,127.927816,2020-11-25
서곡초교,강원도 원주시 판부면 용수골길 158,강원도 원주시 판부면 서곡리 1087-17,37.297921,127.937388,2020-11-25
서곡초등학교,강원도 원주시 판부면 용수골길 158,강원도 원주시 판부면 서곡리 1087-17,37.297877,127.937497,2020-11-25
서평동,강원도 원주시 판부면 용수골길 185,강원도 원주시 판부면 서곡리 1121,37.296213,127.939811,2020-11-25
아랫거리,강원도 원주시 판부면 아랫거리길 1,강원도 원주시 판부면 서곡리 603-6,37.313205,127.930697,2020-11-25
아랫거리,강원도 원주시 판부면 남원로 262,강원도 원주시 판부면 서곡리 599-4,37.312945,127.93105,2020-11-25
세교마을,강원도 원주시 판부면 치악로 1163-9,강원도 원주시 판부면 금대리 1092-2,37.296458,127.988797,2020-11-25
실버요양원,강원도 원주시 판부면 치악로 1139,강원도 원주시 판부면 금대리 1134-1,37.293451,127.991102,2020-11-25
구봉대초교입구,강원도 원주시 봉대길 3,강원도 원주시 행구동 1836-6,37.335752,127.993706,2020-11-25
구봉대초교입구,강원도 원주시 오리현안길 5,강원도 원주시 행구동 1440-11,37.335841,127.993797,2020-11-25
행구수변공원,강원도 원주시 행구로 347-1,강원도 원주시 행구동 1061-11,37.343721,127.994469,2020-11-25
행구수변공원,강원도 원주시 행구로 341,강원도 원주시 행구동 1348-7,37.343387,127.993704,2020-11-25
청솔골,강원도 원주시 운곡로 191,강원도 원주시 행구동 431-5,37.35375,128.004632,2020-11-25
청솔골,강원도 원주시 덕성길 6,강원도 원주시 행구동 431-5,37.354185,128.005037,2020-11-25
석경사입구,강원도 원주시 운곡로 236,강원도 원주시 행구동 산 29-3,37.356201,128.006236,2020-11-25
성문사입구,강원도 원주시 고문골길 75,강원도 원주시 행구동 147-1,37.339928,128.008567,2020-11-25
갈곡,강원도 원주시 신림면 치악로 108,강원도 원주시 신림면 신림리 967,37.234801,128.072256,2020-11-25
갈밭골,강원도 원주시 신림면 제원로 1335-5,강원도 원주시 신림면 용암리 1291,37.221858,128.086566,2020-11-25
계야,강원도 원주시 신림면 송계로 203,강원도 원주시 신림면 송계리 200-1,37.277906,128.201927,2020-11-25
계야,강원도 원주시 신림면 송계로 167,강원도 원주시 신림면 송계리 536-4,37.275293,128.199037,2020-11-25
계야,강원도 원주시 신림면 송계로 195,강원도 원주시 신림면 송계리 199-8,37.2772,128.201682,2020-11-25
계야강,강원도 원주시 신림면 송계로 289-2,강원도 원주시 신림면 송계리 982-1,37.284896,128.202176,2020-11-25
계야마을,강원도 원주시 신림면 송계로 363,강원도 원주시 신림면 송계리 319-2,37.291001,128.200944,2020-11-25
구학분교,강원도 원주시 신림면 구학산로 1630,강원도 원주시 신림면 구학리 270-1,37.211468,128.064652,2020-11-25
구학분교,강원도 원주시 신림면 구학산로 1630,강원도 원주시 신림면 구학리 270-1,37.211535,128.064441,2020-11-25
금창리,강원도 원주시 신림면 치악로 221,강원도 원주시 신림면 금창리 191-3,37.241238,128.063869,2020-11-25
금창리,강원도 원주시 신림면 치악로 221,강원도 원주시 신림면 신림리 413,37.24156,128.063807,2020-11-25
도용,강원도 원주시 신림면 도룡길 6,강원도 원주시 신림면 송계리 701-2,37.269456,128.195154,2020-11-25
두학교앞,강원도 원주시 신림면 도원운학로 1007,강원도 영월군 무릉도원면 두산리 1150,37.296793,128.194279,2020-11-25
뒷담마을,강원도 원주시 신림면 치악로 58-1,강원도 원주시 신림면 신림리 767-6,37.23156,128.076451,2020-11-25
마지,강원도 원주시 신림면 신림황둔로 117-1,강원도 원주시 신림면 신림리 165-4,37.238901,128.088239,2020-11-25
물안동,강원도 원주시 신림면 물안길 7,강원도 원주시 신림면 황둔리 1727-6,37.251594,128.127258,2020-11-25
물안동,강원도 원주시 신림면 신림황둔로 641,강원도 원주시 신림면 황둔리 1593-6,37.251635,128.133605,2020-11-25
물안동,강원도 원주시 신림면 신림황둔로 641,강원도 원주시 신림면 황둔리 1877-22,37.251501,128.133643,2020-11-25
미내골,강원도 원주시 신림면 성남로 383,강원도 원주시 신림면 성남리 산 178,37.277323,128.082117,2020-11-25
방학동,강원도 원주시 신림면 구학산로 1610,강원도 원주시 신림면 구학리 767,37.210631,128.062426,2020-11-25
본동,강원도 원주시 신림면 성남로 293,강원도 원주시 신림면 성남리 1074,37.269988,128.082551,2020-11-25
본동,강원도 원주시 신림면 성남로 164,강원도 원주시 신림면 성남리 395,37.259201,128.082984,2020-11-25
사림,강원도 원주시 신림면 구학산로 1788,강원도 원주시 신림면 용암리 1018,37.209459,128.080835,2020-11-25
석기동,강원도 원주시 신림면 신림황둔로 564-40,강원도 원주시 신림면 황둔리 1724-38,37.252405,128.120517,2020-11-25
선학동,강원도 원주시 신림면 구학산로 1670,강원도 원주시 신림면 구학리 26-2,37.210282,128.068843,2020-11-25
섬안이,강원도 원주시 신림면 송계로 401,강원도 원주시 신림면 송계리 335-2,37.294065,128.199206,2020-11-25
성남1리,강원도 원주시 신림면 축치동길 35,강원도 원주시 신림면 성남리 63-3,37.249176,128.100813,2020-11-25
즐개들,강원도 원주시 신림면 신림황둔로 1217-3,강원도 원주시 신림면 황둔리 333-1,37.261944,128.189678,2020-11-25
성남1리,강원도 원주시 신림면 신림황둔로 283,강원도 원주시 신림면 성남리 1063,37.249621,128.095924,2020-11-25
성남1리,강원도 원주시 신림면 신림황둔로 192,강원도 원주시 신림면 신림리 979,37.245419,128.087831,2020-11-25
성남골,강원도 원주시 신림면 성남로 46-7,강원도 원주시 신림면 성남리 156-2,37.248624,128.084811,2020-11-25
성남종점,강원도 원주시 신림면 성남로 428,강원도 원주시 신림면 성남리 902-4,37.28002,128.085936,2020-11-25
성황림,강원도 원주시 신림면 성남로 253,강원도 원주시 신림면 성남리 536-7,37.266576,128.083524,2020-11-25
소야,강원도 원주시 신림면 신림황둔로 1065,강원도 원주시 신림면 황둔리 575-5,37.254481,128.176744,2020-11-25
송계1리,강원도 원주시 신림면 솔치안길 132,강원도 원주시 신림면 송계리 산 19-8,37.2658,128.205454,2020-11-25
신림,강원도 원주시 신림면 제원로 1335-5,강원도 원주시 신림면 신림리 945,37.221401,128.086629,2020-11-25
신림삼거리,강원도 원주시 신림면 치악로 10,강원도 원주시 신림면 신림리 693-13,37.229578,128.081729,2020-11-25
신림3리,강원도 원주시 신림면 치악로 108,강원도 원주시 신림면 신림리 471-9,37.234806,128.071557,2020-11-25
신림면사무소,강원도 원주시 신림면 치악로 26,강원도 원주시 신림면 신림리 957,37.22998,128.079541,2020-11-25
신림면사무소,강원도 원주시 신림면 치악로 20-1,강원도 원주시 신림면 신림리 712-21,37.229988,128.080197,2020-11-25
신림복지회관,강원도 원주시 신림면 제원로 1407,강원도 원주시 신림면 신림리 946,37.226531,128.083499,2020-11-25
신림삼거리,강원도 원주시 신림면 신림황둔로 6,강원도 원주시 신림면 신림리 697-2,37.230063,128.081949,2020-11-25
신림역,강원도 원주시 신림면 제원로 1286,강원도 원주시 신림면 용암리 580-4,37.217105,128.090024,2020-11-25
신림중학교,강원도 원주시 신림면 신림능골길 2,강원도 원주시 신림면 신림리 543-46,37.232171,128.083556,2020-11-25
신림중학교,강원도 원주시 신림면 신림능골길 2,강원도 원주시 신림면 신림리 125-6,37.23254,128.083424,2020-11-25
신목,강원도 원주시 신림면 신림황둔로 1187,강원도 원주시 신림면 황둔리 377-1,37.260861,128.187104,2020-11-25
신목정,강원도 원주시 신림면 신림황둔로 1164,강원도 원주시 신림면 황둔리 361-2,37.259406,128.184564,2020-11-25
신목정,강원도 원주시 신림면 신림황둔로 1164,강원도 원주시 신림면 황둔리 1895,37.259326,128.184669,2020-11-25
싸리치,강원도 원주시 신림면 축치동길 37,강원도 원주시 신림면 성남리 48-4,37.249161,128.101385,2020-11-25
싸리치재,강원도 원주시 신림면 신림황둔로 211-2,강원도 원주시 신림면 성남리 129-2,37.24665,128.088714,2020-11-25
싸리치재,강원도 원주시 신림면 신림황둔로 211-2,강원도 원주시 신림면 성남리 1063,37.246754,128.088678,2020-11-25
아랫당숲,강원도 원주시 신림면 성남로 142,강원도 원주시 신림면 성남리 290-1,37.256703,128.082506,2020-11-25
아랫당숲,강원도 원주시 신림면 성남로 134,강원도 원주시 신림면 성남리 261-2,37.256463,128.08261,2020-11-25
언당,강원도 원주시 신림면 신림황둔로 192,강원도 원주시 신림면 신림리 948,37.245606,128.087714,2020-11-25
언당,강원도 원주시 신림면 신림황둔로 168,강원도 원주시 신림면 신림리 979,37.243565,128.087837,2020-11-25
용암,강원도 원주시 신림면 구학산로 1874-10,강원도 원주시 신림면 용암리 542-3,37.212566,128.088797,2020-11-25
용암3리,강원도 원주시 신림면 종림길 176,강원도 원주시 신림면 용암리 1017,37.204178,128.097526,2020-11-25
용암리,강원도 원주시 신림면 제원로 1248,강원도 원주시 신림면 용암리 507-2,37.213931,128.091537,2020-11-25
윗버등,강원도 원주시 신림면 성남로 345,강원도 원주시 신림면 성남리 844-2,37.27437,128.080684,2020-11-25
유치,강원도 원주시 신림면 송계로 243,강원도 원주시 신림면 송계리 385-4,37.281546,128.201204,2020-11-25
작은거무네,강원도 원주시 신림면 치악로 371,강원도 원주시 신림면 금창리 359-4,37.251655,128.052617,2020-11-25
작은거무네,강원도 원주시 신림면 치악로 371,강원도 원주시 신림면 금창리 산 44-1,37.251636,128.052266,2020-11-25
재사,강원도 원주시 신림면 신림황둔로 931,강원도 원주시 신림면 황둔리 984-1,37.247286,128.164079,2020-11-25
창촌,강원도 원주시 신림면 신림황둔로 709,강원도 원주시 신림면 황둔리 1555-2,37.250375,128.141315,2020-11-25
치골,강원도 원주시 신림면 송계로 59,강원도 원주시 신림면 송계리 858,37.26643,128.193756,2020-11-25
치골,강원도 원주시 신림면 송계로 59,강원도 원주시 신림면 송계리 862,37.266601,128.193729,2020-11-25
치악재정상,강원도 원주시 신림면 다리실2길 1,강원도 원주시 신림면 금창리 519-1,37.257221,128.045126,2020-11-25
치악재정상,강원도 원주시 신림면 치악로 494,강원도 원주시 신림면 금창리 531-4,37.257943,128.042482,2020-11-25
치악휴게소,강원도 원주시 신림면 치악로 427,강원도 원주시 신림면 금창리 548-21,37.25393,128.047514,2020-11-25
치악휴게소,강원도 원주시 신림면 치악로 416,강원도 원주시 신림면 금창리 551-2,37.253665,128.048007,2020-11-25
평촌,강원도 원주시 귀래면 귀문로 500-1,강원도 원주시 귀래면 귀래리 1332-1,37.222215,127.864031,2020-11-25
평촌,강원도 원주시 신림면 우무길 2,강원도 원주시 신림면 황둔리 1922,37.24884,128.153862,2020-11-25
평촌,강원도 원주시 신림면 신림황둔로 791,강원도 원주시 신림면 황둔리 1335-3,37.249131,128.15002,2020-11-25
평촌,강원도 원주시 신림면 신림황둔로 791,강원도 원주시 신림면 황둔리 1338-2,37.249286,128.150052,2020-11-25
평촌,강원도 원주시 귀래면 귀문로 495-2,강원도 원주시 귀래면 귀래리 1268-2,37.221845,127.864298,2020-11-25
황둔,강원도 원주시 신림면 신림황둔로 1245,강원도 원주시 신림면 송계리 658-10,37.261986,128.192887,2020-11-25
흑천동,강원도 원주시 신림면 치악로 323-3,강원도 원주시 신림면 금창리 84-1,37.248988,128.05563,2020-11-25
흑천동,강원도 원주시 신림면 치악로 323-3,강원도 원주시 신림면 금창리 87-1,37.24902,128.055911,2020-11-25
KBS방송국,강원도 원주시 원일로 49,강원도 원주시 원동 79-6,37.346884,127.952341,2020-11-25
강원감영,강원도 원주시 원일로 91,강원도 원주시 일산동 50-3,37.348795,127.949809,2020-11-25
중앙동주민센터,강원도 원주시 평원로 98,강원도 원주시 학성동 329-8,37.353321,127.948629,2020-11-25
지하상가사거리,강원도 원주시 천사로 223,강원도 원주시 중앙동 276,37.351845,127.948371,2020-11-25
평원로중앙시장,강원도 원주시 평원로 56-1,강원도 원주시 평원동 134-1,37.350923,127.951069,2020-11-25
풍물시장,강원도 원주시 평원로 22,강원도 원주시 평원동 134-1,37.348654,127.953219,2020-11-25
KBS방송국,강원도 원주시 일산로 80,강원도 원주시 원동 153,37.346003,127.951672,2020-11-25
원동사거리,강원도 원주시 무실로 39,강원도 원주시 원동 377,37.3469,127.948304,2020-11-25
원동사거리,강원도 원주시 무실로 44,강원도 원주시 일산동 14-1,37.346923,127.947949,2020-11-25
원주교오거리,강원도 원주시 중앙로 38-2,강원도 원주시 인동 38-16,37.347086,127.953812,2020-11-25
원주문화원,강원도 원주시 일산로 65,강원도 원주시 원동 203-1,37.346303,127.950257,2020-11-25
한주아파트,강원도 원주시 무실로 100,강원도 원주시 일산동 326-24,37.344789,127.943877,2020-11-25
한주아파트,강원도 원주시 무실로 101,강원도 원주시 일산동 323-1,37.344705,127.94408,2020-11-25
금대로남부시장,강원도 원주시 치악로 1788,강원도 원주시 개운동 417,37.342032,127.955533,2020-11-25
덕산아파트,강원도 원주시 행구로 10,강원도 원주시 개운동 417,37.341116,127.95695,2020-11-25
덕산아파트,강원도 원주시 행구로 9,강원도 원주시 개운동 417,37.341234,127.956666,2020-11-25
롯데시네마,강원도 원주시 서원대로 396,강원도 원주시 단구동 1591-1,37.331001,127.949151,2020-11-25
반곡교,강원도 원주시 반곡길 17,강원도 원주시 개운동 2,37.340268,127.964468,2020-11-25
반곡교,강원도 원주시 반곡길 17,강원도 원주시 개운동 3-1,37.340282,127.964182,2020-11-25
벽산블루밍아파트,강원도 원주시 반곡길 49,강원도 원주시 반곡동 1798-13,37.338347,127.965628,2020-11-25
벽산블루밍아파트,강원도 원주시 반곡길 46,강원도 원주시 반곡동 1801,37.338851,127.965893,2020-11-25
상지여중,강원도 원주시 행구로 44,강원도 원주시 개운동 419,37.3414,127.960839,2020-11-25
세경2차아파트,강원도 원주시 개운로 123,강원도 원주시 개운동 44-18,37.339228,127.962742,2020-11-25
세경아파트,강원도 원주시 강변로 361,강원도 원주시 개운동 218-4,37.339697,127.962952,2020-11-25
원마트,강원도 원주시 단구로 194,강원도 원주시 개운동 453,37.335236,127.949575,2020-11-25
원마트,강원도 원주시 단구로 195,강원도 원주시 개운동 453,37.335196,127.949792,2020-11-25
원주고 동문회관,강원도 원주시 행구로 55,강원도 원주시 개운동 419,37.341608,127.96172,2020-11-25
원주고등학교,강원도 원주시 치악로 1756,강원도 원주시 개운동 417,37.339403,127.956215,2020-11-25
원주고등학교,강원도 원주시 치악로 1756,강원도 원주시 개운동 417,37.339398,127.956025,2020-11-25
원주의료원,강원도 원주시 남원로 550,강원도 원주시 개운동 453,37.333426,127.947647,2020-11-25
사랑간호데이케어센터,강원도 원주시 단구로 226,강원도 원주시 개운동 453,37.333413,127.952012,2020-11-25
한신1차아파트,강원도 원주시 서원대로 396,강원도 원주시 개운동 453,37.331206,127.949174,2020-11-25
젊음의광장사거리,강원도 원주시 남원로 570,강원도 원주시 개운동 453,37.33486,127.948635,2020-11-25
구곡현대아파트,강원도 원주시 소방서길 27,강원도 원주시 단구동 1591-9,37.328883,127.945378,2020-11-25
원일로남부시장,강원도 원주시 치악로 1802-1,강원도 원주시 개운동 417,37.343206,127.954871,2020-11-25
남원로남부시장,강원도 원주시 남원로 666,강원도 원주시 명륜동 306,37.341955,127.954521,2020-11-25
남원로남부시장,강원도 원주시 남원로 667-1,강원도 원주시 명륜동 90-3,37.342127,127.954344,2020-11-25
단구2차아파트,강원도 원주시 소방서길 1,강원도 원주시 명륜동 375,37.330932,127.946321,2020-11-25
단구은행아파트,강원도 원주시 남원로527번길 34,강원도 원주시 명륜동 480,37.332699,127.944523,2020-11-25
단구은행아파트,강원도 원주시 남원로527번길 30,강원도 원주시 명륜동 375,37.332785,127.94472,2020-11-25
대림아파트,강원도 원주시 소방서길 7,강원도 원주시 단구동 1591-9,37.330202,127.946205,2020-11-25
대성현대아파트,강원도 원주시 남원로 640,강원도 원주시 개운동 372-23,37.34,127.952806,2020-11-25
대성현대아파트,강원도 원주시 남원로 641,강원도 원주시 개운동 280,37.340164,127.952673,2020-11-25
도영쇼핑,강원도 원주시 예술관길 9,강원도 원주시 명륜동 375,37.333951,127.943394,2020-11-25
도영쇼핑,강원도 원주시 예술관길 10,강원도 원주시 명륜동 375,37.334044,127.943294,2020-11-25
동보노빌리티입구,강원도 원주시 시청로 267,강원도 원주시 명륜동 851-1,37.323201,127.939974,2020-11-25
명륜2동주민센터,강원도 원주시 한지공원길 26,강원도 원주시 명륜동 818-8,37.329869,127.9433,2020-11-25
명륜2동주민센터,강원도 원주시 한지공원길 32,강원도 원주시 명륜동 850,37.330092,127.942825,2020-11-25
삼성생명,강원도 원주시 치악로 1818,강원도 원주시 개운동 417,37.344447,127.955178,2020-11-25
원주시시설관리공단,강원도 원주시 소방서길 27,강원도 원주시 명륜동 851-1,37.329009,127.945113,2020-11-25
원주여자중학교,강원도 원주시 단구로 149,강원도 원주시 명륜동 205-40,37.338,127.945591,2020-11-25
원주여자중학교,강원도 원주시 단구로 139,강원도 원주시 명륜동 205-147,37.338354,127.944809,2020-11-25
원주의료원,강원도 원주시 남원로 560,강원도 원주시 명륜동 300-8,37.333838,127.947557,2020-11-25
종합운동장,강원도 원주시 남원로527번길 88-11,강원도 원주시 명륜동 375,37.335213,127.943254,2020-11-25
청구아파트1단지,강원도 원주시 남원로469번길 81,강원도 원주시 명륜동 847-1,37.326289,127.937496,2020-11-25
청구아파트,강원도 원주시 천매봉길 79,강원도 원주시 단구동 1591-25,37.324396,127.940821,2020-11-25
청구아파트,강원도 원주시 남원로469번길 1-31,강원도 원주시 명륜동 851-1,37.325745,127.941564,2020-11-25
청구1단지APT(동보렉스9차),강원도 원주시 남원로469번길 80,강원도 원주시 명륜동 851-18,37.326521,127.937763,2020-11-25
청구아파트2단지,강원도 원주시 남원로 441-10,강원도 원주시 명륜동 847-3,37.325836,127.940018,2020-11-25
청구아파트2단지,강원도 원주시 남원로 441-10,강원도 원주시 명륜동 851-28,37.325943,127.940131,2020-11-25
치악예술관,강원도 원주시 남원로527번길 88-19,강원도 원주시 명륜동 593-1,37.335098,127.943868,2020-11-25
치악체육관,강원도 원주시 서원대로 279,강원도 원주시 명륜동 314,37.338178,127.940161,2020-11-25
치악체육관후문,강원도 원주시 남산로 5,강원도 원주시 명륜동 314,37.33966,127.942672,2020-11-25
치악체육관후문,강원도 원주시 단구로 107,강원도 원주시 명륜동 314,37.340215,127.941997,2020-11-25
행운아파트,강원도 원주시 예술관길 30,강원도 원주시 명륜동 727,37.332423,127.941335,2020-11-25
행운아파트앞,강원도 원주시 예술관길 25,강원도 원주시 명륜동 727,37.332711,127.941944,2020-11-25
개운현대아파트,강원도 원주시 남원로 608,강원도 원주시 명륜동 279-5,37.337417,127.950947,2020-11-25
향교입구,강원도 원주시 남원로 605,강원도 원주시 명륜동 271,37.337517,127.950751,2020-11-25
젊음의광장사거리,강원도 원주시 남원로 570,강원도 원주시 명륜동 243-8,37.334988,127.948302,2020-11-25
국립공원연구원입구,강원도 원주시 단구로 177,강원도 원주시 명륜동 357,37.336346,127.948157,2020-11-25
국립공원연구원입구,강원도 원주시 단구로 177,강원도 원주시 명륜동 354,37.336251,127.94802,2020-11-25
KT남원주지사,강원도 원주시 서원대로 477,강원도 원주시 단구동 677-9,37.326668,127.956481,2020-11-25
구곡현대아파트,강원도 원주시 남원로 492-10,강원도 원주시 단구동 1591-10,37.327661,127.945787,2020-11-25
구곡현대아파트,강원도 원주시 남원로 492-2,강원도 원주시 단구동 1517-4,37.328232,127.94533,2020-11-25
