시도명,시군구명,시설명,마을명,소재지도로명주소
강원도,삼척시,임원2리마을회관,원덕읍임원2리,강원도 삼척시 원덕읍 임원강변길 107
강원도,삼척시,임원3리마을회관,원덕읍임원3리,강원도 삼척시 원덕읍 임원안2길 44
강원도,삼척시,호산1리마을회관,원덕읍호산1리,강원도 삼척시 원덕읍 호산리 368-7
강원도,삼척시,호산2리마을회관,원덕읍호산2리,강원도 삼척시 원덕읍 호산3길 14-22
강원도,삼척시,호산3리마을회관,원덕읍호산3리,강원도 삼척시 원덕읍 삼척로 403-7
강원도,삼척시,상맹방1리마을회관,근덕면상맹방1리,강원도 삼척시 근덕면 삼척로 3906-11
강원도,삼척시,상맹방2리마을회관,근덕면상맹방2리,강원도 삼척시 근덕면 심방금계길 212
강원도,삼척시,하맹방1리마을회관,근덕면하맹방1리,강원도 삼척시 근덕면 하맹방2길 24
강원도,삼척시,하맹방2리마을회관,근덕면하맹방2리,강원도 삼척시 근덕면 하맹방2길 46
강원도,삼척시,하맹방3리마을회관,근덕면하맹방3리,강원도 삼척시 근덕면 초당길 260-1
강원도,삼척시,금계리마을회관,근덕면금계리,강원도 삼척시 근덕면 금계1길 19-2
강원도,삼척시,교가1리마을회관,근덕면교가1리,강원도 삼척시 근덕면 교가오리길 24
강원도,삼척시,교가2리마을회관,근덕면교가2리,강원도 삼척시 근덕면 교가안길 37
강원도,삼척시,교가3리마을회관,근덕면교가3리,강원도 삼척시 근덕면 교가2길 7
강원도,삼척시,교가4리마을회관,근덕면교가4리,강원도 삼척시 근덕면 미근로 1777-5
강원도,삼척시,교가4리마을회관,근덕면교가4리,강원도 삼척시 근덕면 미근로 1777
강원도,삼척시,교가5리마을회관,근덕면교가5리,강원도 삼척시 근덕면 미근로 1729-32
강원도,삼척시,교가6리마을회관,근덕면교가6리,강원도 삼척시 근덕면 미근로 1661
강원도,삼척시,교곡1리마을회관,근덕면교곡1리,강원도 삼척시 근덕면 미근로 1507-49
강원도,삼척시,교곡2리마을회관,근덕면교곡2리,강원도 삼척시 근덕면 교곡길 102-13
강원도,동해시,샘실8단지경로당,샘실8단,강원도 동해시 샘실1길43
강원도,동해시,한양1차A경로당,한양1차,강원도 동해시 천곡로7
강원도,동해시,한양2·3차A경로당,한양2·,강원도 동해시 천곡로15
강원도,동해시,주공2차A경로당,주공2차,강원도 동해시 한섬로87
강원도,동해시,주공3차A경로당,주공3차,강원도 동해시 동굴로 61-19
강원도,동해시,주공4차A경로당,주공4차,강원도 동해시 샘실1길5
강원도,동해시,주공5차A경로당,주공5차,강원도 동해시 동굴로15
강원도,동해시,삼성A경로당,삼성A경,강원도 동해시 대학로31
강원도,동해시,동아A경로당,동아A경,강원도 동해시 천곡로56-3
강원도,동해시,현대A경로당,현대A경,강원도 동해시 한섬로8
강원도,동해시,찬물래기경로당,찬물래기,강원도 동해시 동굴로149
강원도,동해시,센트로빌A경로당,센트로빌,강원도 동해시 한섬로73
강원도,동해시,주공6차A경로당,주공6차,강원도 동해시 평릉1길37
강원도,동해시,동해푸르지오A경로당,동해푸르,강원도 동해시 평릉1길39
강원도,동해시,롯데A경로당,롯데A경,강원도 동해시 감추7길22-11
강원도,동해시,초록경로당,초록마을,강원도 동해시 동굴1길24
강원도,동해시,하나리움A경로당,하나리움,강원도 동해시 평원로115
강원도,동해시,천곡주공1차경로당,천곡주공,강원도 동해시 천곡로20
강원도,동해시,금호어울림A경로당,금호어울,강원도 동해시 평릉길 14
강원도,동해시,송정경로당,송정마을,강원도 동해시 송정2길23
강원도,동해시,봉오경로당,봉오마을,강원도 동해시 봉오주택길 20-3
강원도,동해시,범주성지A경로당,범주성지,강원도 동해시 초원2길5
강원도,동해시,송정LH아파트경로당,송정LH,강원도 동해시 동해역길19
강원도,동해시,북삼경로당,북삼마을,강원도 동해시 신당2길 4-1
강원도,동해시,효가경로당,효가마을,강원도 동해시 효가리본길9
강원도,동해시,쇄운경로당,쇄운마을,강원도 동해시 효자로 534
강원도,동해시,나안경로당,나안마을,강원도 동해시 나안1길20
강원도,동해시,지흥경로당,지흥마을,강원도 동해시 지양길112
강원도,동해시,동회경로당,동회마을,강원도 동해시 동회길14
강원도,동해시,분토경로당,분토마을,강원도 동해시 분토길116-1
강원도,동해시,취병경로당,취병마을,강원도 동해시 효자로404-1
강원도,동해시,양지경로당,양지마을,강원도 동해시 양지1길2-2
강원도,동해시,대동A경로당,대동A경,강원도 동해시 청운1길29
강원도,동해시,대동현대A경로당,대동현대,강원도 동해시 청운1길29
강원도,동해시,부영A경로당,부영A경,강원도 동해시 청운1길30 
강원도,동해시,협성A경로당,협성A경,강원도 동해시 효자남길10
강원도,동해시,북삼코아루A경로당,북삼코아,강원도 동해시 효자남길9
강원도,동해시,명보2차A경로당,명보2차,강원도 동해시 효자로 10-2
강원도,동해시,부곡경로당,부곡마을,강원도 동해시 부곡복개로32
강원도,동해시,매동경로당,매동마을,강원도 동해시 가마골길 33
강원도,동해시,승지경로당,승지마을,강원도 동해시 승지로266
강원도,동해시,동호경로당,동호마을,강원도 동해시 동호4길13
강원도,동해시,골말경로당,골말마을,강원도 동해시 동호로33
강원도,동해시,경민2차A경로당,경민2차,강원도 동해시 수원지2길6-6
강원도,동해시,대원곡경로당,대원곡경,강원도 동해시 지리1길35-1
강원도,동해시,향로경로당,향로마을,강원도 동해시 향로3길7-1
강원도,동해시,발한경로당,발한마을,강원도 동해시 일출로14-1
강원도,동해시,대림A경로당,대림A경,강원도 동해시 관사길6
강원도,동해시,묵호경로당,묵호마을,강원도 동해시 묵호시장길27
강원도,동해시,등대경로당,등대마을,강원도 동해시 해맞이길267
강원도,동해시,산제골경로당,산제골경,강원도 동해시 해맞이길175
강원도,동해시,어달경로당,어달마을,강원도 동해시 어달길19
강원도,동해시,대진경로당,대진마을,강원도 동해시 대진항길21-1
강원도,동해시,삼본A경로당,삼본A경,강원도 동해시 해맞이길231
강원도,동해시,묵호주공A경로당,묵호주공,강원도 동해시 해맞이길215
강원도,동해시,북평경로당,북평마을,강원도 동해시 구미택지1길91 
강원도,동해시,대구경로당,대구마을,강원도 동해시 대호길43
강원도,동해시,구미경로당,구미마을,강원도 동해시 구미택지3길9-3
강원도,동해시,북평13통A경로당,북평13,강원도 동해시 구미3길46
강원도,동해시,호현경로당,호현마을,강원도 동해시 범고개길49
강원도,동해시,추암경로당,추암마을,강원도 동해시 촛대바위길29
강원도,동해시,북평1통경로당,북평1통,강원도 동해시 전천로262-1
강원도,동해시,이도경로당,이도마을,강원도 동해시 전천로116
강원도,동해시,가원경로당,가원마을,강원도 동해시 지가길106
강원도,동해시,섬안경로당,섬안마을,강원도 동해시 이원길73-7
강원도,동해시,봉정경로당,봉정마을,강원도 동해시 봉정2길7-2
강원도,동해시,귀운경로당,귀운마을,강원도 동해시 귀운길28
강원도,동해시,벽오경로당,벽오마을,강원도 동해시 강원남부로4707
강원도,양구군,두무리마을회관,두무리,강원도 양구군 남면 관대두무로 1058번길 10
강원도,양구군,후곡리마을회관,후곡리,강원도 양구군 동면 숨골로 25
강원도,양구군,지석1리마을회관,지석1리,강원도 양구군 동면 남동로 707번길 48
강원도,양구군,지석1리마을회관,지석1리,강원도 양구군 동면 남동로 640-6
강원도,양구군,지석2리마을회관,지석2리,강원도 양구군 동면 남동로 566
강원도,양구군,원당리마을회관,원당리,강원도 양구군 동면 원당길 38-14
강원도,양구군,덕곡1리마을회관,덕곡1리,강원도 양구군 동면 금강산로 1548
강원도,양구군,덕곡2리마을회관,덕곡2리,강원도 양구군 동면 금강산로 1505번길 13-2
강원도,양구군,임당1리마을회관,임당1리,강원도 양구군 동면 금강산로 1694-11
강원도,양구군,임당2리마을회관,임당2리,강원도 양구군 동면 금강산로 1837-26
강원도,양구군,팔랑1리마을회관,팔랑1리,강원도 양구군 동면 바랑길 158번길 3
강원도,양구군,팔랑2리마을회관,팔랑2리,강원도 양구군 동면 펀치볼로 32-23
강원도,양구군,팔랑2리마을회관,팔랑2리,
강원도,양구군,월운리마을회관,월운리,강원도 양구군 동면 금강산로 1873-3
강원도,양구군,오미리마을회관,오미리,강원도 양구군 방산면 평화로 4801
강원도,양구군,금악리마을회관,금악리,강원도 양구군 방산면 성곡로 1798
강원도,양구군,현리마을회관,현리,강원도 양구군 방산면 장거리길 5번길 20-3
강원도,양구군,장평리마을회관,장평리,강원도 양구군 방산면 장거리길 41
강원도,양구군,송현1리마을회관,송현1리,강원도 양구군 방산면 평화로 5418-12
강원도,양구군,송현2리마을회관,송현2리,강원도 양구군 방산면 평화로 5799-3
강원도,양구군,현1리마을회관,현1리,강원도 양구군 해안면 펀치볼로 1357-6
강원도,양구군,현2리마을회관,현2리,강원도 양구군 해안면 펀치볼로 1334번길 23
강원도,양구군,현3리마을회관,현3리,강원도 양구군 해안면 동막동길 50-3
강원도,양구군,오유1리마을회관,오유1리,강원도 양구군 해안면 펀치볼로 1222-1
강원도,양구군,오유2리마을회관,오유2리,강원도 양구군 해안면 펀치볼로 1255번길 16-2
강원도,양구군,만대리마을회관,만대리,강원도 양구군 해안면 만대로 104
강원도,양양군,군행리종합복지회관,군행리,강원도 양양군 양양읍 현산공원길 42-13
강원도,양양군,성내리종합복지회관,성내리,강원도 양양군 양양읍 성안길 7-16
강원도,양양군,구교1리종합복지회관,구교1리,강원도 양양군 양양읍 구교언덕길 26
강원도,양양군,구교2리종합복지회관,구교2리,강원도 양양군 양양읍 관아길 21
강원도,양양군,연창리종합복지회관,연창리,강원도 양양군 양양읍 연창길 22-3
강원도,양양군,송암리종합복지회관,송암리,강원도 양양군 양양읍 송암길 27-2
강원도,양양군,청곡1리종합복지회관,청곡1리,강원도 양양군 양양읍 한고개길 105
강원도,양양군,청곡2리종합복지회관,청곡2리,강원도 양양군 양양읍 비석거리길 46
강원도,양양군,포월리종합복지회관,포월리,강원도 양양군 양양읍 포월나들길 21
강원도,양양군,조산리종합복지회관,조산리,강원도 양양군 양양읍 동해대로 2997
강원도,양양군,사천리종합복지회관,사천리,강원도 양양군 양양읍 사천길 16
강원도,양양군,기정리종합복지회관,기정리,강원도 양양군 양양읍 정손길 118
강원도,양양군,감곡리종합복지회관,감곡리,강원도 양양군 양양읍 감동골로 241
강원도,양양군,화일리종합복지회관,화일리,강원도 양양군 양양읍 되넘이길 165-7
강원도,양양군,거마리종합복지회관,거마리,강원도 양양군 양양읍 거마천로 294-4
강원도,양양군,임천리종합복지회관,임천리,강원도 양양군 양양읍 임천2길 27
강원도,양양군,내곡리종합복지회관,내곡리,강원도 양양군 양양읍 내곡길 27-1
강원도,양양군,서문1리종합복지회관,서문1리,강원도 양양군 양양읍 서문4길 1
강원도,양양군,서문2리종합복지회관,서문2리,강원도 양양군 양양읍 양양로 139-3
강원도,양양군,남문1리종합복지회관,남문1리,강원도 양양군 양양읍 남문9길 22
강원도,양양군,남문2리종합복지회관,남문2리,강원도 양양군 양양읍 남문9길 19
강원도,양양군,남문3리종합복지회관,남문3리,강원도 양양군 양양읍 양양로 42
강원도,양양군,남문4리종합복지회관,남문4리,강원도 양양군 양양읍 남문3길 10
강원도,양양군,월리종합복지회관,월리,강원도 양양군 양양읍 안산2길 48
강원도,양양군,수상리종합복지회관,수상리,강원도 양양군 서면 쌍솔배기길 197-9
강원도,양양군,상평리종합복지회관,상평리,강원도 양양군 서면 상평2길 7
강원도,양양군,범부리종합복지회관,범부리,강원도 양양군 서면 곰밭길 47
강원도,양양군,북평리종합복지회관,북평리,강원도 양양군 서면 북평1길 3-5
강원도,양양군,용천리종합복지회관,용천리,강원도 양양군 서면 남대천로 204
강원도,양양군,수리종합복지회관,수리,강원도 양양군 서면 수리2길 10
강원도,양양군,내현리종합복지회관,내현리,강원도 양양군 서면 남대천로 204
강원도,양양군,서선리종합복지회관,서선리,강원도 양양군 서면 들돌길 270-2
강원도,양양군,장승리종합복지회관,장승1리,강원도 양양군 서면 장승1길 109
강원도,양양군,논화리종합복지회관,논화리,강원도 양양군 서면 논화길 91
강원도,양양군,송천리종합복지회관,송천리(떡마을),강원도 양양군 서면 떡마을길 107
강원도,양양군,공수전리종합복지회관,공수전리,강원도 양양군 서면 구룡령로 2829-7
강원도,양양군,오색1리종합복지회관,오색1리,강원도 양양군 서면 배암길 12
강원도,양양군,오색2리종합복지회관,오색2리,강원도 양양군 서면 대청봉길 97
강원도,양양군,영덕리종합복지회관,영덕리,강원도 양양군 서면 구룡령로 2402-1
강원도,양양군,서림리종합복지회관,서림리(해담마을),강원도 양양군 서면 구룡령로 2014
강원도,양양군,황이리종합복지회관,황이리(황용마을),강원도 양양군 서면 구룡령로 1782
강원도,양양군,갈천리종합복지회관,갈천리,강원도 양양군 서면 구룡령로 1049
강원도,양양군,송현리종합복지회관,송현리,강원도 양양군 손양면 송현길 23
강원도,양양군,수여리종합복지회관,수여리,강원도 양양군 손양면 무내미길 16-8
강원도,양양군,금강리종합복지회관,금강리,강원도 양양군 손양면 동명로 234-89
강원도,양양군,송전리종합복지회관,송전리,강원도 양양군 손양면 송평길 4-1
강원도,양양군,가평리종합복지회관,가평리,강원도 양양군 손양면 송평길 118
강원도,양양군,학포리종합복지회관,학포리,강원도 양양군 손양면 학포길 110
강원도,양양군,도화리종합복지회관,도화리,강원도 양양군 손양면 재뫼길 7
강원도,양양군,수산리종합복지회관,수산리,강원도 양양군 손양면 수산1길 46
강원도,양양군,동호리종합복지회관,동호리,강원도 양양군 손양면 굴개길 1-10
강원도,양양군,상운리종합복지회관,상운리,강원도 양양군 손양면 상운길 67
강원도,양양군,여운포리종합복지회관,여운포리,강원도 양양군 손양면 선사유적로 39
강원도,양양군,하양혈리종합복지회관,하양혈리,강원도 양양군 손양면 하양혈길 6-5
강원도,양양군,주리종합복지회관,주리,강원도 양양군 손양면 배말길 40
강원도,양양군,우암리종합복지회관,우암리,강원도 양양군 손양면 평촌길 3
강원도,양양군,남양리종합복지회관,남양리,강원도 양양군 손양면 상촌로 370
강원도,양양군,상왕도리종합복지회관,상왕도리,강원도 양양군 손양면 방우재길 12번길 11
강원도,양양군,하왕도리종합복지회관,하왕도리,강원도 양양군 손양면 손중로 183-1
강원도,양양군,기사문리종합복지회관,기사문리,강원도 양양군 현북면 동해대로 1277-18
강원도,양양군,잔교리종합복지회관,잔교리,강원도 양양군 현북면 쟁기동길 78-1
강원도,양양군,대치리종합복지회관,대치리,강원도 양양군 현북면 한재길 282
강원도,양양군,명지리종합복지회관,명지리(앵두마을),강원도 양양군 현북면 송이로 579
강원도,양양군,말곡리종합복지회관,말곡리,강원도 양양군 현북면 말곡길 222
강원도,양양군,상광정리종합복지회관,상광정리,강원도 양양군 현북면 송이로 245-48
강원도,양양군,중광정리종합복지회관,중광정리,강원도 양양군 현북면 송이로 86-7
강원도,양양군,하광정리종합복지회관,하광정리,강원도 양양군 현북면 조준길 7
강원도,양양군,어성전1리종합복지회관,어성전1리,강원도 양양군 현북면 어성전길 58
강원도,양양군,어성전2리종합복지회관,어성전2리,강원도 양양군 현북면 어성전길 256
강원도,양양군,법수치리종합복지회관,법수치리,강원도 양양군 현북면 법수치길 672
강원도,양양군,면옥치리종합복지회관,면옥치리,강원도 양양군 현북면 면옥치길 211-18
강원도,양양군,원일전리종합복지회관,원일전리,강원도 양양군 현북면 남대천로 1532
강원도,양양군,장리종합복지회관,장리,강원도 양양군 현북면 노루골길 3
강원도,양양군,도리종합복지회관,도리,강원도 양양군 현북면 도리1길 42
강원도,양양군,북분리종합복지회관,북분리,강원도 양양군 현남면 북분안길 12
강원도,양양군,동산리종합복지회관,동산리,강원도 양양군 현남면 동산큰길 39
강원도,양양군,두창시변리종합복지회관,두창시변리,강원도 양양군 현남면 창리길 4
강원도,양양군,죽정자리종합복지회관,죽정자리,강원도 양양군 현남면 인구중앙길 13
강원도,양양군,인구1리종합복지회관,인구1리,강원도 양양군 현남면 해송천로 47
강원도,양양군,인구2리종합복지회관,인구2리,강원도 양양군 현남면 해송천로 156
강원도,양양군,광진리종합복지회관,광진리,강원도 양양군 현남면 동해대로 573-7
강원도,양양군,포매리종합복지회관,포매리,강원도 양양군 현남면 황태골로 241
강원도,양양군,견불리종합복지회관,견불리,강원도 양양군 현남면 견불길 84
강원도,양양군,상월천리종합복지회관,상월천리,강원도 양양군 현남면 화상천로 955-7
강원도,양양군,하월천리종합복지회관,하월천리,강원도 양양군 현남면 화상천로 684-12
강원도,양양군,입암리종합복지회관,입암리,강원도 양양군 현남면 화상천로 262
강원도,양양군,임호정리종합복지회관,임호정리,강원도 양양군 현남면 화상천로 36
강원도,양양군,원포리종합복지회관,원포리,강원도 양양군 현남면 임호정길 44
강원도,양양군,지경리종합복지회관,지경리,강원도 양양군 현남면 동해대로 62
강원도,양양군,남애1리종합복지회관,남애1리,강원도 양양군 현남면 매바위길 55
강원도,양양군,남애2리종합복지회관,남애2리,강원도 양양군 현남면 안남애길 50-1
강원도,양양군,남애3리종합복지회관,남애3리,강원도 양양군 현남면 안남애길 8
강원도,양양군,남애4리종합복지회관,남애4리,강원도 양양군 현남면 미륭마을길 29
강원도,양양군,물치리종합복지회관,물치리,강원도 양양군 강현면 강현면  물치천로 28
강원도,양양군,강선리종합복지회관,강선리,강원도 양양군 강현면 강현면 강선 중앙길  27
강원도,양양군,하복리종합복지회관,하복리,강원도 양양군 강현면 강현면 하복길 31
강원도,양양군,중복리종합복지회관,중복리,강원도 양양군 강현면 강현면 중복골길 28-3
강원도,삼척시,교6통마을회관,교동6통(광진),강원도 삼척시 동해대로 4156-31
강원도,삼척시,교7통마을회관,교동7통(갈천),강원도 삼척시 새천년도로 588
강원도,삼척시,교8통마을회관,교동8통(증산),강원도 삼척시 수로부인길 327-8
강원도,삼척시,교9통마을회관,교동9통(우지),강원도 삼척시 우지동 85 
강원도,삼척시,교10통마을회관,교동10통(마달),강원도 삼척시 마달2길 3
강원도,삼척시,교동13~15통마을회관,교동13~15통,강원도 삼척시 동해대로 4273-1
강원도,삼척시,성내19통마을회관,성내동19통(자원동),강원도 삼척시 자원길 54
강원도,삼척시,성내30통마을회관,성내동30통(근산동),강원도 삼척시 근산길 369
강원도,삼척시,성내25통마을회관,성내동25통(마평동),강원도 삼척시 회강1길 55
강원도,삼척시,성내27통마을회관,성내동27통(성남동),강원도 삼척시 엑스포로 86-18
강원도,삼척시,성내10통마을회관,성내동10통(당저),강원도 삼척시 월계길 14
강원도,삼척시,"성내9,10통마을회관","성내동9,10통",강원도 삼척시 당저길 41
강원도,삼척시,성내23통마을회관,도경동158-2,강원도 삼척시 도경길 153-34
강원도,삼척시,성내29통마을회관,성내동29통(건지),강원도 삼척시 엑스포로 148
강원도,삼척시,성내26통마을회관,성내동26통(오사동),강원도 삼척시 회강길 493
강원도,삼척시,성내24통마을회관,도경동24통,강원도 삼척시 도경길 554
강원도,삼척시,정상1통마을회관,정라동1통,강원도 삼척시 미수1길 5-21
강원도,삼척시,정라7통마을회관,정라동7통,강원도 삼척시 새천년도로 38
강원도,삼척시,"정라12,13통마을회관","정라동12,13통",강원도 삼척시 새천년도로 107
강원도,삼척시,정라13통마을회관,정라동13통(봉황),강원도 삼척시 봉황마을4길 12
강원도,삼척시,정라23통마을회관,정라동23통,강원도 삼척시 정상로2길 14
강원도,속초시,척산마을회관,척산마을,강원도 속초시 척산양지말길 40
강원도,속초시,바람꽃마을회관,바람꽃마을,강원도 속초시 바람꽃마을길 102 
강원도,속초시,노리마을회관,노리마을,강원도 속초시 노리4길 18 
강원도,속초시,응골마을회관,응골마을,강원도 속초시 응골길 29 
강원도,속초시,도평리마을회관,도평리마을,강원도 속초시 도평2길 14 
강원도,속초시,도리원마을회관,도리원마을,강원도 속초시 도리원1길 8
강원도,속초시,학사평마을회관,학사평마을,강원도 속초시 원암학사평길 193 
강원도,속초시,온정리마을회관,온정리마을회관,강원도 속초시 조양로52번길 15-1
강원도,속초시,부월리마을회관,부월리마을,강원도 속초시 조양로52번길 15-1
강원도,속초시,청학마을회관,청학마을,강원도 속초시 청학로2길 60-6
강원도,속초시,만천마을회관,만천마을,강원도 속초시 만천2길 8
강원도,속초시,중도문1리마을회관,중도문1리마을,강원도 속초시 중도문길 102 
강원도,속초시,내물치마을회관,내물치마을,강원도 속초시 대포해맞이1길 4
강원도,속초시,외옹치마을회관,외옹치마을,강원도 속초시 해오름로 77-30 
강원도,속초시,장재터마을회관,장재터마을회관,강원도 속초시 장재터마을길 112 
강원도,속초시,상도문1리마을회관,상도문1리마을,강원도 속초시 상도문1길 33 
강원도,속초시,상도문2리마을회관,상도문2리마을,강원도 속초시 설악산로352번길 29 
강원도,속초시,설악동마을회관,설악동마을,강원도 속초시 청봉로 86
강원도,양구군,상1리마을회관,상1리,강원도 양구군 양구읍 해시계로 7-6
강원도,양구군,상2리마을회관,상2리,강원도 양구군 양구읍 양록길 108-4
강원도,양구군,상3리마을회관,상3리,강원도 양구군 양구읍 박수근로 363-30
강원도,양구군,상4리마을회관,상4리,강원도 양구군 양구읍 중심로 152-50
강원도,양구군,상5리마을회관,상5리,강원도 양구군 양구읍 양구새싹로 40-11
강원도,양구군,상6리마을회관,상6리,강원도 양구군 양구읍 중심로 134-5
강원도,양구군,상7리마을회관,상7리,강원도 양구군 양구읍 박수근로 363-30
강원도,양구군,중리마을회관,중리,강원도 양구군 양구읍 관공서로 21-20
강원도,양구군,하1리마을회관,하1리,강원도 양구군 양구읍 함춘로 22
강원도,양구군,하2리마을회관,하2리,강원도 양구군 양구읍 비봉로 69
강원도,양구군,하3리마을회관,하3리,강원도 양구군 양구읍 파로호로 992-59
강원도,양구군,하4리마을회관,하4리,강원도 양구군 양구읍 양록길 23번길 13
강원도,양구군,송청1리마을회관,송청1리,강원도 양구군 양구읍 중심로 61
강원도,양구군,송청2리마을회관,송청2리,강원도 양구군 양구읍 중심로 28
강원도,양구군,송청3리마을회관,송청3리,강원도 양구군 양구읍 청춘로 49
강원도,양구군,송청4리마을회관,송청4리,강원도 양구군 양구읍 청춘로 50-115
강원도,양구군,수인리마을회관,수인리,강원도 양구군 양구읍 소양섭재길 22
강원도,양구군,웅진리마을회관,웅진리,강원도 양구군 양구읍 소양웅진길 45
강원도,양구군,석현리마을회관,석현리,강원도 양구군 양구읍 소양석현길 21
강원도,양구군,공리마을회관,공리,강원도 양구군 양구읍 춘양로 2545번길 15
강원도,양구군,학조리마을회관,학조리,강원도 양구군 양구읍 학안로142
강원도,양구군,이리마을회관,이리,강원도 양구군 양구읍 박수근로 85번길 9
강원도,양구군,안대리마을회관,안대리,강원도 양구군 양구읍 학안로 324번길 5-1
강원도,양구군,정림1리마을회관,정림1리,강원도 양구군 양구읍 박수근로 275
강원도,양구군,정림2리마을회관,정림2리,강원도 양구군 양구읍 박수근로 322
강원도,양구군,정림3리마을회관,정림3리,강원도 양구군 양구읍 박수근로 313번길 17
강원도,양구군,동수리마을회관,동수리,강원도 양구군 양구읍 파로호로 869번길 3
강원도,양구군,공수리마을회관,공수리,강원도 양구군 양구읍 파로호로 534
강원도,양구군,공수리마을회관,공수리,강원도 양구군 양구읍 성곡로 580
강원도,양구군,군량리마을회관,군량리,강원도 양구군 양구읍 성곡로 879
강원도,양구군,고대리마을회관,고대리,강원도 양구군 양구읍 고대길 49
강원도,양구군,죽곡리마을회관,죽곡리,강원도 양구군 양구읍 죽곡로 51
강원도,양구군,한전리마을회관,한전리,강원도 양구군 양구읍 금강산로 892-3
강원도,양구군,도사리마을회관,도사리,강원도 양구군 양구읍 도사리길 185번길 5
강원도,양구군,월명리마을회관,월명리,강원도 양구군 양구읍 파로호로 2번길 31
강원도,양구군,상무룡1리마을회관,상무룡1리,강원도 양구군 양구읍 상무룡로 786-11
강원도,양구군,상무룡2리마을회관,상무룡2리,강원도 양구군 양구읍 서호길 15-161
강원도,양구군,적리마을회관,적리,강원도 양구군 남면 남동로 321번길 4
강원도,양구군,가오작1리마을회관,가오작1리,강원도 양구군 남면 남동로 172-12
강원도,양구군,가오작2리마을회관,가오작2리,강원도 양구군 남면 남동로 34-5
강원도,양구군,야촌리마을회관,야촌리,강원도 양구군 남면 정중앙로 797-2
강원도,양구군,용하1리마을회관,용하1리,강원도 양구군 남면 정중앙로 642-12
강원도,양구군,용하2리마을회관,용하2리,강원도 양구군 남면 정중앙로 663번길 9
강원도,양구군,청1리마을회관,청1리,강원도 양구군 남면 정중앙로 572-6
강원도,양구군,청2리마을회관,청2리,강원도 양구군 남면 삼팔선로 205번길 6
강원도,양구군,청3리마을회관,청3리,강원도 양구군 남면 삼팔선로 283-5
강원도,양구군,청4리마을회관,청4리,강원도 양구군 남면 정중앙로 556번길 80
강원도,양구군,송우리마을회관,송우리,강원도 양구군 남면 정중앙로 508-14
강원도,양구군,황강리마을회관,황강리,강원도 양구군 남면 황강길 211-42
강원도,양구군,창1리마을회관,창1리,강원도 양구군 남면 정중앙로 355
강원도,양구군,창2리마을회관,창2리,강원도 양구군 남면 창동길 27
강원도,양구군,도촌리마을회관,도촌리,강원도 양구군 남면 봉화산로 455
강원도,양구군,구암리마을회관,구암리,강원도 양구군 남면 구암리길 48
강원도,양구군,구암리마을회관,구암리,강원도 양구군 남면 구암리길 48
강원도,양구군,대월1리마을회관,대월1리,강원도 양구군 남면 춘양로 2779-39
강원도,양구군,대월2리마을회관,대월2리,강원도 양구군 남면 봉화산로 22
강원도,양구군,심포리마을회관,심포리,강원도 양구군 남면 지픈개길 21-2
강원도,양구군,원리마을회관,원리,강원도 양구군 남면 삼팔선로 680
강원도,영월군,연상1리마을회관,연상1리,강원도 영월군 영월로 3740
강원도,영월군,연상2리마을회관,연상2리,강원도 영월군 영월로 3817
강원도,영월군,이목리마을회관,이목리,강원도 영월군 윗배나무길 98-5
강원도,영월군,석항리마을회관,석항리,강원도 영월군 영월로 3856-3
강원도,영월군,각동리마을회관,각동리,강원도 영월군 강변로 1389
강원도,영월군,대야리마을회관,대야리,강원도 영월군 대야길 87
강원도,영월군,옥동리마을회관,옥동리,강원도 영월군 배골길 3-4
강원도,영월군,예밀2리마을회관,예밀2리,강원도 영월군 예밀촌길 229-4
강원도,영월군,주문1리마을회관,주문1리,강원도 영월군 주실길 10
강원도,영월군,와석1리마을회관,와석1리,강원도 영월군 들모랭이길 115
강원도,영월군,외룡1리마을회관,외룡1리,강원도 영월군 직실길 6-3
강원도,영월군,외룡2리마을회관,외룡2리,강원도 영월군 영월동로 2668
강원도,영월군,내리마을회관,내리,강원도 영월군 내리계곡로 1122
강원도,영월군,문곡1리마을회관,문곡1리,강원도 영월군 원동재로 510-16
강원도,영월군,문곡2리마을회관,문곡2리,강원도 영월군 하늘샘길 17
강원도,영월군,문곡3리마을회관,문곡3리,강원도 영월군 강구길 95-10
강원도,영월군,문곡4리마을회관,문곡4리,강원도 영월군 원동재로 6-31
강원도,영월군,마차1리마을회관,마차1리,강원도 영월군 마차중앙2길 30-4
강원도,영월군,마차2리마을회관,마차2리,강원도 영월군 문학로길 31-2
강원도,영월군,마차8리마을회관,마차8리,강원도 영월군 밤재로 491-1
강원도,영월군,연덕1리마을회관,연덕1리,강원도 영월군 원동재로 743-4
강원도,영월군,연덕2리마을회관,연덕2리,강원도 영월군 삼방산길 28-9
강원도,영월군,덕상1리마을회관,덕상1리,강원도 영월군 원동로 681
강원도,영월군,덕상2리마을회관,덕상2리,강원도 영월군 덕전길 131
강원도,영월군,공기1리마을회관,공기1리,강원도 영월군 굴앞마을길 48-3
강원도,영월군,공기2리마을회관,공기2리,강원도 영월군 삼방산길 478
강원도,영월군,연당1리마을회관,연당1리,강원도 영월군 연당로 147
강원도,영월군,연당2리마을회관,연당2리,강원도 영월군 남면 나뱅이길 16
강원도,영월군,연당3리마을회관,연당3리,강원도 영월군 연당로 7-5
강원도,영월군,연당4리마을회관,연당4리,강원도 영월군 연당조전로 973
