시도명,시군구명,시설명,마을명,소재지도로명주소
강원도,화천군,사창4리마을회관,사창리,강원도 화천군 사내면 창안산길 8-76
강원도,화천군,사창5리마을회관,사창리,강원도 화천군 사내면 사내로3길 5-16
강원도,화천군,사창6리마을회관,사창리,강원도 화천군 사내면 솔대길 8-58
강원도,화천군,광덕1리마을회관,광덕리,강원도 화천군 사내면 포화로 817
강원도,화천군,광덕3리마을회관,광덕리,강원도 화천군 사내면 가화로 555-20
강원도,화천군,명월1리마을회관,명월리,강원도 화천군 사내면 박달로 299
강원도,화천군,명월2리마을회관,명월리,강원도 화천군 사내면 수피령로 667
강원도,화천군,명월3리마을회관,명월리,강원도 화천군 사내면 수피령로 357
강원도,화천군,용담1리마을회관,용담리,강원도 화천군 사내면 명지령로 113-4
강원도,화천군,용담2리마을회관,용담리,강원도 화천군 사내면 명지령로 111
강원도,화천군,삼일1리마을회관,삼일리,강원도 화천군 사내면 화악산로 747
강원도,화천군,삼일2리마을회관,삼일리,강원도 화천군 사내면 수밀리길 312-46
강원도,횡성군,읍상3리,횡성읍,강원도 횡성군 횡성읍 문정로19번길 43
강원도,횡성군,읍상4리,횡성읍,강원도 횡성군 횡성읍 읍상동로 17
강원도,횡성군,읍상5리,횡성읍,강원도 횡성군 횡성읍 향교로 2
강원도,횡성군,읍하1리,횡성읍,강원도 횡성군 횡성읍 태기로 9
강원도,횡성군,읍하2리,횡성읍,강원도 횡성군 횡성읍 대동로 16-4
강원도,횡성군,읍하3리,횡성읍,강원도 횡성군 횡성읍 앞들서2로 79
강원도,횡성군,읍하4리,횡성읍,강원도 횡성군 횡성읍 어수로 41
강원도,횡성군,읍하6리,횡성읍,강원도 횡성군 횡성읍 문화체육로 2
강원도,횡성군,북천1리,횡성읍,강원도 횡성군 횡성읍 화성로 87
강원도,횡성군,내지리,횡성읍,강원도 횡성군 횡성읍 섬강로325번길 12
강원도,횡성군,마옥리,횡성읍,강원도 횡성군 횡성읍 섬강로557번길 11
강원도,횡성군,송전리,횡성읍,강원도 횡성군 횡성읍 송전로 123
강원도,횡성군,궁천리,횡성읍,강원도 횡성군 횡성읍 섬강로708번길 16-16
강원도,횡성군,옥동리,횡성읍,강원도 횡성군 횡성읍 성동로 328
강원도,횡성군,영영포리,횡성읍,강원도 횡성군 횡성읍 성동로 188
강원도,횡성군,개전리,횡성읍,강원도 횡성군 횡성읍 태기로 283
강원도,횡성군,마산리,횡성읍,강원도 횡성군 횡성읍 마산로 11-2
강원도,횡성군,조곡리,횡성읍,강원도 횡성군 횡성읍 한우로조곡2길 20
강원도,횡성군,생운리,횡성읍,강원도 횡성군 횡성읍 생운길 6
강원도,횡성군,남산리,횡성읍,강원도 횡성군 횡성읍 남산4길 1
강원도,횡성군,교항리,횡성읍,강원도 횡성군 횡성읍 교항로 25
강원도,횡성군,입석리,횡성읍,강원도 횡성군 횡성읍 입석서2길 35
강원도,횡성군,청용리,횡성읍,강원도 횡성군 횡성읍 청용길 117
강원도,횡성군,묵계리,횡성읍,강원도 횡성군 횡성읍 묵계로 22
강원도,횡성군,곡교리,횡성읍,강원도 횡성군 횡성읍 횡성로 58
강원도,횡성군,모평리,횡성읍,강원도 횡성군 횡성읍 모평길 158
강원도,횡성군,반곡리,횡성읍,강원도 횡성군 횡성읍 반곡3길 6
강원도,횡성군,갈풍리,횡성읍,강원도 횡성군 횡성읍 광학로 457
강원도,횡성군,학곡1리,횡성읍,강원도 횡성군 횡성읍 한우로 49
강원도,횡성군,학곡2리,횡성읍,강원도 횡성군 횡성읍 경강로학곡2길 15
강원도,횡성군,가담1리,횡성읍,강원도 횡성군 횡성읍 가담3길 20
강원도,횡성군,가담2리,횡성읍,강원도 횡성군 횡성읍 수류암로211번길 7
강원도,횡성군,추동리,횡성읍,강원도 횡성군 횡성읍 추동로 2
강원도,횡성군,정암1리,횡성읍,강원도 횡성군 횡성읍 덕고로222번길 5
강원도,횡성군,정암2리,횡성읍,강원도 횡성군 횡성읍 정암길 142
강원도,횡성군,정암3리,횡성읍,강원도 횡성군 횡성읍 덕고로 398
강원도,횡성군,두곡리,우천면,강원도 횡성군 우천면 한우로 998
강원도,횡성군,용둔리,우천면,강원도 횡성군 우천면 내용둔길 19
강원도,횡성군,산전리,우천면,강원도 횡성군 우천면 경강로산전4길 3
강원도,횡성군,상하가리,우천면,강원도 횡성군 우천면 상하가서길 195
강원도,횡성군,정금1리,우천면,강원도 횡성군 우천면 정포로 37
강원도,횡성군,정금2리,우천면,강원도 횡성군 우천면 하궁로 21
강원도,횡성군,하궁1리,우천면,강원도 횡성군 우천면 하궁로 256
강원도,횡성군,하궁2리,우천면,강원도 횡성군 우천면 하궁로 164
강원도,횡성군,상대리,우천면,강원도 횡성군 우천면 대미원로123번길 42
강원도,횡성군,하대리,우천면,강원도 횡성군 우천면 하대길 54
강원도,횡성군,오원1리,우천면,강원도 횡성군 우천면 전재로 104-3
강원도,횡성군,오원2리,우천면,강원도 횡성군 우천면 오원소사길 426
강원도,횡성군,오원3리,우천면,강원도 횡성군 우천면 전재로210번길 1-8
강원도,횡성군,백달리,우천면,강원도 횡성군 우천면 서동로백달6길 42
강원도,횡성군,우항1리,우천면,강원도 횡성군 우천면 우항3길 9-12
강원도,횡성군,우항2리,우천면,강원도 횡성군 우천면 한우로우항9길 13-3
강원도,횡성군,양적리,우천면,강원도 횡성군 우천면 한우로 1155
강원도,횡성군,법주리,우천면,강원도 횡성군 우천면 법주로 173
강원도,횡성군,문암리,우천면,강원도 횡성군 우천면 수남로59번길 7-9
강원도,횡성군,안흥1리,안흥면,강원도 횡성군 안흥면 안흥동길 10
강원도,횡성군,안흥2리,안흥면,강원도 횡성군 안흥면 서동로안흥4길 45
강원도,횡성군,안흥3리,안흥면,강원도 횡성군 안흥면 주천강로안흥2길 70
강원도,횡성군,안흥4리,안흥면,강원도 횡성군 안흥면 실미송한길 46-28
강원도,횡성군,안흥5리,안흥면,강원도 횡성군 안흥면 강변로 22-1
강원도,횡성군,가천리,안흥면,강원도 횡성군 안흥면 주천강로 1482
강원도,횡성군,상안1리,안흥면,강원도 횡성군 안흥면 서동로상안3길 5
강원도,횡성군,상안2리,안흥면,강원도 횡성군 안흥면 서동로상안8길 2
강원도,홍천군,방내2리마을회관,방내2리,강원도 홍천군 내면 여차동길 531
강원도,홍천군,방내3리마을회관,방내3리,강원도 홍천군 내면 방내로 641
강원도,화천군,"아1,3리마을회관",하리,강원도 화천군 화천읍 상승로 60-9
강원도,화천군,아2리마을회관,하리,강원도 화천군 화천읍 중앙로5길 18-8
강원도,화천군,아4리마을회관,하리,강원도 화천군 화천읍 중앙로7길 18-6
강원도,화천군,아5리마을회관,아리,강원도 화천군 화천읍 전장골길 4
강원도,화천군,"상1,3리마을회관",상리,강원도 화천군 화천읍 상승로8길 55
강원도,화천군,상2리마을회관,신읍리,강원도 화천군 화천읍 노신로 20-8
강원도,화천군,"중1,3리마을회관",중리,강원도 화천군 화천읍 산수화로4길 9
강원도,화천군,중2리마을회관,중리,강원도 화천군 화천읍 산수화로6길 7
강원도,화천군,하1~5리마을회관,하리,강원도 화천군 화천읍 중앙로6길 29-8
강원도,화천군,신읍1리마을회관,신읍리,강원도 화천군 화천읍 노신로 268-1
강원도,화천군,신읍2리마을회관,신읍리,강원도 화천군 화천읍 보래골길 8
강원도,화천군,풍산1리마을회관,풍산리,강원도 화천군 화천읍 평화로 1144-7
강원도,화천군,풍산2리마을회관,풍산리,강원도 화천군 화천읍 한묵령로 21-1
강원도,화천군,동촌1리마을회관,동촌리,강원도 화천군 화천읍 호음로 804-5
강원도,화천군,대이리마을회관,대이리,강원도 화천군 화천읍 대이리길 82
강원도,화천군,유촌1리마을회관,유촌리,강원도 화천군 간동면 하원길 25
강원도,화천군,유촌2리마을회관,유촌리,강원도 화천군 간동면 파로호로 919-1
강원도,화천군,용호리마을회관,용호리,강원도 화천군 간동면 파로호로 765
강원도,화천군,간척1리마을회관,간척리,강원도 화천군 간동면 간척리길 137
강원도,화천군,간척2리마을회관,간척리,강원도 화천군 간동면 새말길 18
강원도,화천군,간척3리마을회관(가동),간척리,강원도 화천군 간동면 간척리길 257
강원도,화천군,간척3리마을회관(나동),간척리,강원도 화천군 간동면 간척리길 257
강원도,화천군,오음1리마을회관,오음리,강원도 화천군 간동면 오동나무길 8
강원도,화천군,오음2리마을회관,오음리,강원도 화천군 간동면 동림길 53-8
강원도,화천군,방천2리마을회관,방천리,강원도 화천군 간동면 운수길 213-4
강원도,화천군,도송리마을회관,도송리,강원도 화천군 간동면 도송길 117
강원도,화천군,구만리마을회관,구만리,강원도 화천군 간동면 어룡동길 24
강원도,화천군,위라리마을회관,위라리,강원도 화천군 하남면 위라리길 84
강원도,화천군,용암리마을회관,용암리,강원도 화천군 하남면 용화산로 1252
강원도,춘천시,청평1리마을회관,청평1리,강원도 춘천시 북산면 오봉산길 674
강원도,춘천시,청평2리마을회관,청평2리,강원도 춘천시 북산면 삼막길 565-26
강원도,춘천시,부귀리마을회관,부귀리,강원도 춘천시 춘천시 북산면 삼막길 59
강원도,춘천시,추곡1리마을회관,추곡1리,강원도 춘천시 북산면 북산로 33-5
강원도,춘천시,추곡2리마을회관,추곡2리,강원도 춘천시 북산면 중추곡길 59
강원도,춘천시,오항1리마을회관,오항1리,강원도 춘천시 북산면 북산로 491
강원도,춘천시,오항2리마을회관,오항2리,강원도 춘천시 북산면 장재골길 23
강원도,춘천시,물로2리마을회관,물로2리,강원도 춘천시 북산면 물로길 381-5
강원도,춘천시,조교1리마을회관,조교1리,강원도 춘천시 북산면 원동조교로 361
강원도,춘천시,대곡리마을회관,대곡리,강원도 춘천시 북산면 더운샘길 43
강원도,평창군,종부2리마을회관,종부로,강원도 평창군 평창읍 종부로 158
강원도,평창군,방림1리마을회관,방림1길,강원도 평창군 방림면 방림1길 45
강원도,평창군,방림5리마을회관,방림3길,강원도 평창군 방림면 방림3길 2
강원도,평창군,운교1리마을회관,서동로,강원도 평창군 방림면 서동로 290
강원도,평창군,계촌3리마을회관,대미동길,강원도 평창군 대미동길 7-4
강원도,평창군,계촌6리마을회관,운지로,강원도 평창군 운지로 273-12
강원도,평창군,신리1리마을회관,하송빈1길,강원도 평창군 대화면 하송빈1길 8
강원도,평창군,신리2리마을회관,상송빈1길,강원도 평창군 대화면 상송빈1길 16
강원도,평창군,상안미1리마을회관,상안미옛길,강원도 평창군 대화면 상안미옛길 141
강원도,평창군,하안미5리마을회관,가평로,강원도 평창군 대화면 가평로 397
강원도,평창군,차항1리마을회관,갈골길,강원도 평창군 대관령면 갈골길 33-5
강원도,평창군,차항2리마을회관,차항길,강원도 평창군 대관령면 차항길 11
강원도,홍천군,진2리마을회관,진2리,강원도 홍천군 홍천읍 신장대로 111
강원도,홍천군,희망5리마을회관,희망5리,강원도 홍천군 희망리 111-2
강원도,홍천군,희망9리마을회관,희망9리,강원도 홍천군 희망리 149-13
강원도,홍천군,갈마곡3리마을회관,갈마곡3리,강원도 홍천군 홍천로 464-1
강원도,홍천군,검율리마을회관,검율리,강원도 홍천군 검율2길 22
강원도,홍천군,결운2리마을회관,결운2리,강원도 홍천군 옹기골길 12
강원도,홍천군,연봉3리마을회관,연봉3리,강원도 홍천군 연봉로 11
강원도,홍천군,삼마치2리마을회관,삼마치2리,강원도 홍천군 삼마치리 714-2
강원도,홍천군,삼마치1리마을회관,삼마치1리,강원도 홍천군 삼마치리 140
강원도,홍천군,하오안1리마을회관,하오안1리,강원도 홍천군 오안여내길 42
강원도,홍천군,구성포2리,구성포2리,강원도 홍천군 무수터길 68
강원도,홍천군,외삼포1리,외삼포1리,강원도 홍천군 삼포4길 6
강원도,홍천군,외삼포2리,외삼포2리,강원도 홍천군 산초울로80번길 50
강원도,홍천군,군업1리경로당,군업1리,강원도 홍천군 조하대길 45
강원도,홍천군,야시대2리,야시대2리,강원도 홍천군 야시대로 628-18
강원도,홍천군,풍천1리,풍천1리,강원도 홍천군 덕밭재길 146-1
강원도,홍천군,군업2리,군업2리,강원도 홍천군 삼밭골길 7
강원도,홍천군,장평1리,장평1,강원도 홍천군 구룡령로 579-8
강원도,홍천군,내삼포리마을회관,내삼포리,강원도 홍천군 구룡령로 287-3
강원도,홍천군,철정1리마을회관,철정1리,강원도 홍천군 두촌면 한계길97번길 5
강원도,홍천군,철정2리마을회관,철정2리,강원도 홍천군 두촌면 아호동길 52
강원도,홍천군,철정3리마을회관,철정3리,강원도 홍천군 두촌면 가래들길 10-1
강원도,홍천군,자은1리마을회관,자은1리,강원도 홍천군 두촌면 자은장터길 4-10
강원도,홍천군,자은2리마을회관,자은2리,강원도 홍천군 두촌면 증골길 110
강원도,홍천군,원동1리마을회관,원동1리,강원도 홍천군 두촌면 원동조교로 75
강원도,홍천군,원동2리마을회관,원동2리,강원도 홍천군 두촌면 원동조교로 258
강원도,홍천군,괘석2리마을회관,괘석2리,강원도 홍천군 두촌면 괘석리 132
강원도,홍천군,물걸1리마을회관,물걸1리,강원도 홍천군 내촌면 동창로 199
강원도,홍천군,물걸2리마을회관,물걸2리,강원도 홍천군 내촌면 장수원로 563
강원도,홍천군,와야1리마을회관,와야1리,강원도 홍천군 내촌면 와야길 5 
강원도,홍천군,와야2리마을회관,와야2리,강원도 홍천군 내촌면 장수원로 866-6
강원도,홍천군,도관1리마을회관,도관1리,강원도 홍천군 내촌면 도관길 22-6
강원도,홍천군,화상대1리마을회관,화상대1리,강원도 홍천군 내촌면 아홉사리로 615-1
강원도,홍천군,광암리마을회관,광암리,강원도 홍천군 내촌면 광석로 484
강원도,홍천군,풍암1리마을회관,풍암1리,강원도 홍천군 서석면 구룡령로 2516
강원도,홍천군,풍암2리마을회관,풍암2리,강원도 홍천군  서석면 아미산길 54
강원도,홍천군,검산1리마을회관,검산1리,강원도 홍천군 서석면 효제곡길 12
강원도,횡성군,지구1리,안흥면,강원도 횡성군 안흥면 강변로 117
강원도,횡성군,지구2리,안흥면,강원도 횡성군 안흥면 상터로 273
강원도,횡성군,소사1리,안흥면,강원도 횡성군 안흥면 덧재로 376
강원도,횡성군,소사2리,안흥면,강원도 횡성군 안흥면 덕송로 19
강원도,횡성군,소사3리,안흥면,강원도 횡성군 안흥면 노동로227번길 10
강원도,횡성군,소사4리,안흥면,강원도 횡성군 안흥면 봉화로 781
강원도,횡성군,성산리,안흥면,강원도 횡성군 안흥면 성산남길 39
강원도,횡성군,현천1리,둔내면,강원도 횡성군 둔내면 현천북길 24
강원도,횡성군,현천2리,둔내면,강원도 횡성군 둔내면 현천남길 33
강원도,횡성군,현천4리,둔내면,강원도 횡성군 둔내면 경강로 4051-2
강원도,횡성군,둔방1리,둔내면,강원도 횡성군 둔내면 둔방로 19
강원도,횡성군,둔방2리,둔내면,강원도 횡성군 둔내면 둔방남길 32
강원도,횡성군,영랑리,둔내면,강원도 횡성군 둔내면 강변로 626
강원도,횡성군,조항1리,둔내면,강원도 횡성군 둔내면 조항로 21
강원도,횡성군,조항2리,둔내면,강원도 횡성군 둔내면 조항로190번길 5
강원도,횡성군,우용1리,둔내면,강원도 횡성군 둔내면 고원남로 179
강원도,횡성군,우용2리,둔내면,강원도 횡성군 둔내면 우용로91번길 5
강원도,횡성군,두원1리,둔내면,강원도 횡성군 둔내면 고원로 405-6
강원도,횡성군,두원2리,둔내면,강원도 횡성군 둔내면 두원길 1
강원도,횡성군,자포1리,둔내면,강원도 횡성군 둔내면 둔내로 93
강원도,횡성군,자포2리,둔내면,강원도 횡성군 둔내면 청태산로147번길 42
강원도,횡성군,석문1리,둔내면,강원도 횡성군 둔내면 용현로 72
강원도,횡성군,석문2리,둔내면,강원도 횡성군 둔내면 석문길 72
강원도,횡성군,삽교1리,둔내면,강원도 횡성군 둔내면 용현로 492
강원도,횡성군,삽교2리,둔내면,강원도 횡성군 둔내면 청태산로 463
강원도,횡성군,삽교3리,둔내면,강원도 횡성군 둔내면 경강로구두미1길 40
강원도,횡성군,마암1리,둔내면,강원도 횡성군 둔내면 갑천로마암2길 40
강원도,횡성군,마암2리,둔내면,강원도 횡성군 둔내면 경강로 5075-10
강원도,횡성군,화동1리,둔내면,강원도 횡성군 둔내면 경강로화동1길 11
강원도,횡성군,화동2리,둔내면,강원도 횡성군 둔내면 화동삽교로 36
강원도,횡성군,궁종리,둔내면,강원도 횡성군 둔내면 현궁로 383
강원도,횡성군,구방1리,갑천면,강원도 횡성군 갑천면 태기로구방5길 27
강원도,횡성군,구방2리,갑천면,강원도 횡성군 갑천면 태기로구방6길 135
강원도,횡성군,포동1리,갑천면,강원도 횡성군 갑천면 정포로 496
강원도,횡성군,포동2리,갑천면,강원도 횡성군 갑천면 청정로 151
강원도,횡성군,매일1리,갑천면,강원도 횡성군 갑천면 청정로매일2길 17
강원도,횡성군,매일2리,갑천면,강원도 횡성군 갑천면 갑천로 83-14
강원도,횡성군,매일3리,갑천면,강원도 횡성군 갑천면 갑천로10번길 68
강원도,횡성군,하대1리,갑천면,강원도 횡성군 갑천면 갑천로400번길 1
강원도,횡성군,하대2리,갑천면,강원도 횡성군 갑천면 갑천로 603
강원도,횡성군,상대리,갑천면,강원도 횡성군 갑천면 갑천로 802
강원도,횡성군,율동리,갑천면,강원도 횡성군 갑천면 외갑천로 999
강원도,횡성군,삼거리,갑천면,강원도 횡성군 갑천면 외갑천로529번길 47
강원도,횡성군,전촌리,갑천면,강원도 횡성군 갑천면 외갑천로 391
강원도,횡성군,추동리,갑천면,강원도 횡성군 갑천면 외갑천로257번길 9
강원도,횡성군,대관대리,갑천면,강원도 횡성군 갑천면 외갑천로107번길 8-8
강원도,횡성군,병지방1리,갑천면,강원도 횡성군 갑천면 어답산로 879
강원도,횡성군,병지방2리,갑천면,강원도 횡성군 갑천면 어답산로 615
강원도,횡성군,봉명리,청일면,강원도 횡성군 청일면 봉명로 218-3
강원도,횡성군,속실리,청일면,강원도 횡성군 청일면 청정로 1644
강원도,횡성군,춘당1리,청일면,강원도 횡성군 청일면 춘당로 187
강원도,횡성군,춘당2리,청일면,강원도 횡성군 청일면 청정로 1353
강원도,횡성군,유동1리,청일면,강원도 횡성군 청일면 유동북길 18
강원도,횡성군,유동2리,청일면,강원도 횡성군 청일면 청정로 854
강원도,횡성군,유동3리,청일면,강원도 횡성군 청일면 청정로유동2길 39
강원도,횡성군,초현리,청일면,강원도 횡성군 청일면 청정로 473-5
강원도,횡성군,유평리,청일면,강원도 횡성군 청일면 청일로 63
강원도,횡성군,갑천1리,청일면,강원도 횡성군 청일면 봉덕로 300-9
강원도,횡성군,갑천2리,청일면,강원도 횡성군 청일면 봉덕로248번길 84
강원도,횡성군,고시리,청일면,강원도 횡성군 청일면 청일로453번길 70
강원도,횡성군,신대리,청일면,강원도 횡성군 청일면 청일로737번길 10
강원도,횡성군,상동리,공근면,강원도 횡성군 공근면 금계로상동7길 9-4
강원도,횡성군,부창리,공근면,강원도 횡성군 공근면 금계로 791
강원도,횡성군,어둔리,공근면,강원도 횡성군 공근면 금계서로 361-6
강원도,횡성군,공근리,공근면,강원도 횡성군 공근면 봉화마을길 14
강원도,횡성군,가곡리,공근면,강원도 횡성군 공근면 금계로 514
강원도,횡성군,삼배리,공근면,강원도 횡성군 공근면 금계동로 1-1
강원도,횡성군,청곡1리,공근면,강원도 횡성군 공근면 금계로청곡2길 21
강원도,횡성군,청곡2리,공근면,강원도 횡성군 공근면 금계로 203
강원도,횡성군,행정리,공근면,강원도 횡성군 공근면 항재로 309
강원도,횡성군,상창봉리,공근면,강원도 횡성군 공근면 영서로상창3길 6-4
강원도,횡성군,창봉리,공근면,강원도 횡성군 공근면 항재로 426
강원도,횡성군,도곡리,공근면,강원도 횡성군 공근면 도곡로 90
강원도,횡성군,초원1리,공근면,강원도 횡성군 공근면 초학로 6
강원도,횡성군,초원2리,공근면,강원도 횡성군 공근면 경강로 1115
강원도,횡성군,학담1리,공근면,강원도 횡성군 공근면 학담2길 3
강원도,횡성군,학담2리,공근면,강원도 횡성군 공근면 학담서로2번길 5-2
강원도,횡성군,매곡리,공근면,강원도 횡성군 공근면 공근남로 134
강원도,횡성군,오산리,공근면,강원도 횡성군 공근면 공근남로 230
강원도,횡성군,수백리,공근면,강원도 횡성군 공근면 공근북로3번길 3
강원도,횡성군,덕촌리,공근면,강원도 횡성군 공근면 공근남로 320
강원도,횡성군,신촌리,공근면,강원도 횡성군 공근면 신촌길 51
강원도,횡성군,창촌1리,서원면,강원도 횡성군 서원면 서원로 148
강원도,횡성군,창촌2리,서원면,강원도 횡성군 서원면 창촌로 12
강원도,횡성군,압곡리,서원면,강원도 횡성군 서원면 백로마을1길 5
강원도,횡성군,옥계1리,서원면,강원도 횡성군 서원면 옥계5길 11
강원도,횡성군,옥계2리,서원면,강원도 횡성군 서원면 옥계사일1길 9
강원도,횡성군,석화1리,서원면,강원도 횡성군 서원면 월송석화로 169
강원도,횡성군,석화2리,서원면,강원도 횡성군 서원면 신평석화로 911
강원도,횡성군,석화3리,서원면,강원도 횡성군 서원면 서원서로 351
강원도,횡성군,유현1리,서원면,강원도 횡성군 서원면 경강로 475-5
강원도,횡성군,유현2리,서원면,강원도 횡성군 서원면 경강로유현3길 20
강원도,횡성군,유현3리,서원면,강원도 횡성군 서원면 경강로유현11길 20
강원도,횡성군,금대리,서원면,강원도 횡성군 서원면 금대2길 39
강원도,횡성군,강림1리,강림면,강원도 횡성군 강림면 강림시장길 29
강원도,횡성군,강림1리,강림면,강원도 횡성군 강림면 주천강로 949
강원도,횡성군,강림2리,강림면,강원도 횡성군 강림면 태종로 156
강원도,횡성군,강림3리,강림면,강원도 횡성군 강림면 강림길 6
강원도,횡성군,강림4리,강림면,강원도 횡성군 강림면 주천강로 1367
강원도,횡성군,강림5리,강림면,강원도 횡성군 강림면 태종로강림4길 28
강원도,횡성군,부곡1리,강림면,강원도 횡성군 강림면 태종로부곡4길 9
강원도,횡성군,부곡2리,강림면,강원도 횡성군 강림면 태종로부곡6길 35
강원도,횡성군,월현1리,강림면,강원도 횡성군 강림면 월현속담길 28
강원도,횡성군,월현2리,강림면,강원도 횡성군 강림면 주천강로 537
