읍면동,단지명,설치위치,클린하우스 형태,도로명주소,지번주소,위도,경도,데이터기준일자
안덕면,우리가든 옆,안덕면클린하우스 - 43,비가림시설,제주특별자치도 서귀포시 안덕면 일주서로 1562,제주특별자치도 서귀포시 안덕면 감산리 1509-1,33.25712365,126.3492864,2020-06-11
안덕면,조인빌리지 맞은편마을안길 100m(계곡서쪽),안덕면클린하우스 - 44,비가림시설,-,제주특별자치도 서귀포시 안덕면 감산리 439-3,33.2559701,126.3496203,2020-06-11
안덕면,구방앗간,안덕면클린하우스 - 45,비가림시설,제주특별자치도 서귀포시 안덕면 화순서동로 389-12,제주특별자치도 서귀포시 안덕면 서광리 74-1,33.28527194,126.3302528,2020-06-11
안덕면,서동보건소 남쪽,안덕면클린하우스 - 46,비가림시설,-,제주특별자치도 서귀포시 안덕면 서광리 212-6,33.2852789,126.3257695,2020-06-11
안덕면,대평 소기왓로,안덕면클린하우스 - 47,비가림시설,-,제주특별자치도 서귀포시 안덕면 창천리 772-1,33.235763,126.3661533,2020-06-11
안덕면,산방공업,안덕면클린하우스 - 48,비가림시설,-,제주특별자치도 서귀포시 안덕면 서광리 2470,33.2816139,126.2979774,2020-06-11
안덕면,7번클린하우스 인근(씨플러스민박),안덕면클린하우스 - 49,비가림시설,-,제주특별자치도 서귀포시 안덕면 화순리 353-6,33.2442939,126.334519,2020-06-11
안덕면,남당사 동쪽,안덕면클린하우스 - 50,비가림시설,제주특별자치도 서귀포시 안덕면 감천로 196,제주특별자치도 서귀포시 안덕면 감산리 105-1,33.25858827,126.3576849,2020-06-11
안덕면,산방복지회관,안덕면클린하우스 - 51,비가림시설,-,제주특별자치도 서귀포시 안덕면 사계리 1838-2,33.2329929,126.2994435,2020-06-11
안덕면,통물,안덕면클린하우스 - 54,비가림시설,-,제주특별자치도 서귀포시 안덕면 상창리 1560,33.261598,126.351654,2020-06-11
안덕면,조각공원 맞은편 (신항동),안덕면클린하우스 - 55,비가림시설,-,제주특별자치도 서귀포시 안덕면 사계리 3596-3,33.250421,126.3210311,2020-06-11
안덕면,하상못,안덕면클린하우스 - 56,비가림시설,제주특별자치도 서귀포시 안덕면 사계남로 12-1,제주특별자치도 서귀포시 안덕면 사계리 2449,33.22936543,126.2932469,2020-06-11
안덕면,서광서리 복지회관,안덕면클린하우스 - 58,비가림시설,제주특별자치도 서귀포시 안덕면 서광남로82번길 49,제주특별자치도 서귀포시 안덕면 서광리 2165-5,33.28516607,126.3024803,2020-06-11
표선면,(구)표선면 사무소 앞(표선리 공영주차장),표선면 - 1,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 699-7,33.326122,126.832131,2020-06-11
표선면,막상올레(천혜가든 앞),표선면 - 2,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 882-1,33.325584,126.8366,2020-06-11
표선면,표선 파출소 뒤,표선면 - 3,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 775,33.323258,126.83123,2020-06-11
표선면,제일주택 앞,표선면 - 4,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 515-4,33.32859,126.833166,2020-06-11
표선면,고려삼계탕 앞,표선면 - 5,비가림시설,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 8-2,제주특별자치도 서귀포시 표선면 성읍리 987-1,33.38413899,126.8018963,2020-06-11
표선면,표선장례식장(표선리마을회),표선면 - 6,비가림시설,제주특별자치도 서귀포시 표선면 표선관정로 48-36,제주특별자치도 서귀포시 표선면 표선리 2078,33.32775185,126.823681,2020-06-11
표선면,성읍 2리사무소(성읍2리마을회),표선면 - 7,비가림시설,제주특별자치도 서귀포시 표선면 성읍이리로 52,제주특별자치도 서귀포시 표선면 성읍리 2901,33.41327837,126.7719813,2020-06-11
표선면,구룡밭식당 앞,표선면 - 8,비가림시설,-,제주특별자치도 서귀포시 표선면 성읍리 2891,33.411361,126.774122,2020-06-11
표선면,표선 농협창고,표선면 - 9,비가림시설,제주특별자치도 서귀포시 표선면 표선동서로181번길 13,제주특별자치도 서귀포시 표선면 표선리 1005-6,33.32136544,126.8293686,2020-06-11
표선면,서상동 원룸,표선면 - 10,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 763-1,33.323491,126.829031,2020-06-11
표선면,세화1리 청소년공부방,표선면 - 11,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 1080,33.331014,126.798357,2020-06-11
표선면,즐겨찾기 게스트하우스 앞,표선면 - 12,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 1768-7,33.323396,126.792255,2020-06-11
표선면,세화3리 영농폐기물 집하장 남쪽,표선면 - 13,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 2410-4,33.320509,126.790481,2020-06-11
표선면,세화3리 마을회관 남쪽,표선면 - 14,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 154-4,33.3183229,126.7872835,2020-06-11
표선면,알토산 복지회관 앞 삼거리,표선면 - 15,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 332-12,33.30943,126.7809109,2020-06-11
표선면,동산식당,표선면 - 16,비가림시설,제주특별자치도 서귀포시 표선면 돈오름로 55,제주특별자치도 서귀포시 표선면 세화리 669-5,33.33307091,126.8040657,2020-06-11
표선면,토산2리,표선면 - 17,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 521-1,33.3095362,126.7750066,2020-06-11
표선면,해녀탈의장 부근,표선면 - 18,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 209-3,33.303939,126.803173,2020-06-11
표선면,나무이야기하우스(민박) 인근,표선면 - 19,비가림시설,제주특별자치도 서귀포시 표선면 민속해안로 32,제주특별자치도 서귀포시 표선면 세화리 200-1,33.30440591,126.8060969,2020-06-11
표선면,가마어린이집 옆,표선면 - 21,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 1521-4,33.307158,126.800519,2020-06-11
표선면,표선 당케포구,표선면 - 22,비가림시설,제주특별자치도 서귀포시 표선면 민속해안로 566-1,제주특별자치도 서귀포시 표선면 표선리 40-10,33.32463558,126.8451501,2020-06-11
표선면,표선도서관,표선면 - 23,비가림시설,제주특별자치도 서귀포시 표선면 표선백사로110번길 23,제주특별자치도 서귀포시 표선면 표선리 40-66,33.32338268,126.8383561,2020-06-11
표선면,가시천 주챙이교,표선면 - 24,비가림시설,-,제주특별자치도 서귀포시 표선면 가시리 1311-1,33.356869,126.776544,2020-06-11
표선면,하천리 가스충전소 옆,표선면 - 25,비가림시설,제주특별자치도 서귀포시 표선면 일주동로 5691,제주특별자치도 서귀포시 표선면 하천리 134-1,33.33732759,126.8428332,2020-06-11
표선면,성읍리 법성사,표선면 - 26,비가림시설,-,제주특별자치도 서귀포시 표선면 성읍리 1009,33.384451,126.796613,2020-06-11
표선면,성읍1리 성아시,표선면 - 27,비가림시설,제주특별자치도 서귀포시 표선면 중산간동로 4672-1,제주특별자치도 서귀포시 표선면 성읍리 1468-1,33.38930159,126.7962828,2020-06-11
표선면,돈오름 식당 옆,표선면 - 28,비가림시설,-,제주특별자치도 서귀포시 표선면 세화리 168-2,33.304962,126.808958,2020-06-11
표선면,토산 1리 사무소,표선면 - 29,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 1377-1,33.3256306,126.7632824,2020-06-11
표선면,남쪽나라 옆,표선면 - 30,비가림시설,제주특별자치도 서귀포시 표선면 일주동로6455번길 19,제주특별자치도 서귀포시 표선면 토산리 425-4,33.30654701,126.7835428,2020-06-11
표선면,송천교 옆,표선면 - 31,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 456-2,33.3073955,126.7744362,2020-06-11
표선면,향촌마을식당 인근 (다리 건너편),표선면 - 32,비가림시설,-,제주특별자치도 서귀포시 표선면 가시리 2105-2,33.349073,126.773885,2020-06-11
표선면,녹산로 입구 (오뚜기편의점 맞은 편),표선면 - 33,비가림시설,-,제주특별자치도 서귀포시 표선면 가시리 2528-3,33.361406,126.766033,2020-06-11
표선면,표선리 한지동 마을 내 (민속해안로119번길 22 앞),표선면 - 34,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 2919-2,33.307955,126.812771,2020-06-11
표선면,가시리 두리동 창고 앞 (선과장 앞),표선면 - 35,비가림시설,-,제주특별자치도 서귀포시 표선면 가시리 2318-2,33.351817,126.765572,2020-06-11
표선면,노인복지회관 옆,표선면 - 36,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 933,33.3302087,126.7680608,2020-06-11
표선면,하천리 흰동산 옆,표선면 - 37,비가림시설,-,제주특별자치도 서귀포시 표선면 하천리 668-3,33.3517581,126.8349374,2020-06-11
표선면,토산세화로 21 옆 (토산감귤영농조합법인 선과장 인근),표선면 - 38,비가림시설,-,제주특별자치도 서귀포시 표선면 토산리 856-4,33.3307368,126.7694003,2020-06-11
표선면,표선면 양묘장 앞,표선면 - 39,비가림시설,-,제주특별자치도 서귀포시 표선면 하천리 2176-1,33.3532661,126.8080594,2020-06-11
표선면,하천리 마을 입구,표선면 - 40,비가림시설,제주특별자치도 서귀포시 표선면 하천달산로 10,제주특별자치도 서귀포시 표선면 하천리 329-5,33.34182735,126.8447759,2020-06-11
표선면,폭남동 버스정류소,표선면 - 41,비가림시설,-,제주특별자치도 서귀포시 표선면 가시리 2168-2,33.345325,126.773483,2020-06-11
표선면,표선라이온스클럽 옆,표선면 - 42,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 2074-2,33.328229,126.822083,2020-06-11
표선면,무지개마을 입구,표선면 - 43,비가림시설,-,제주특별자치도 서귀포시 표선면 표선리 959-1,33.321784,126.833775,2020-06-11
표선면,성읍1리 복지타운 안,표선면 - 44,비가림시설,제주특별자치도 서귀포시 표선면 서성일로 74,제주특별자치도 서귀포시 표선면 성읍리 468-5,33.39773944,126.8044452,2020-06-11
표선면,표선초등학교 맞은편,표선면 - 45,비가림시설,제주특별자치도 서귀포시 표선면 표선동서로 287,제주특별자치도 서귀포시 표선면 표선리 463-1,33.3288785,126.8352269,2020-06-11
표선면,표선중학교,표선면 - 46,비가림시설,제주특별자치도 서귀포시 표선면 표선중앙로 31,제주특별자치도 서귀포시 표선면 표선리 317-1,33.33066884,126.8309831,2020-06-11
표선면,해양수산연구원,표선면 - 47,비가림시설,제주특별자치도 서귀포시 표선면 민속해안로 292,제주특별자치도 서귀포시 표선면 표선리 1311-6,33.30766086,126.829507,2020-06-11
표선면,토산2리 마을회관,표선면 - 48,비가림시설,제주특별자치도 서귀포시 표선면 토산중앙로16번길 1,제주특별자치도 서귀포시 표선면 토산리 537-3,33.30876899,126.7796501,2020-06-11
표선면,표선 제주민속촌,표선면 - 49,비가림시설,제주특별자치도 서귀포시 표선면 민속해안로 631-34,제주특별자치도 서귀포시 표선면 표선리 40-77,33.3223496,126.8392987,2020-06-11
표선면,붉은오름 휴양림,표선면 - ,비가림시설,제주특별자치도 서귀포시 표선면 남조로 1487-73,제주특별자치도 서귀포시 표선면 가시리 산 158,33.40142958,126.6756716,2020-06-11
송산동,우성모텔,송산동클린-1,비가림시설,제주특별자치도 서귀포시 솔동산로22번길 9,제주특별자치도 서귀포시 서귀동 634-2,33.2432891,126.5628451,2020-06-11
송산동,동남냉동,송산동클린-2,비가림시설,제주특별자치도 서귀포시 칠십리로 56,제주특별자치도 서귀포시 서귀동 673-5,33.23996412,126.5618874,2020-06-11
송산동,자치경찰대(YWCA 앞),송산동클린-4,비가림시설,-,제주특별자치도 서귀포시 서귀동 558-15,33.2445571,126.5634134,2020-06-11
송산동,송화촌,송산동클린-5,비가림시설,제주특별자치도 서귀포시 소암로12번길 19,제주특별자치도 서귀포시 서귀동 29-1,33.24314147,126.5670391,2020-06-11
송산동,해녀횟집,송산동클린-8,비가림시설,제주특별자치도 서귀포시 보목포로 42,제주특별자치도 서귀포시 보목동 566,33.23940851,126.6060356,2020-06-11
송산동,혜관정사,송산동클린-9,비가림시설,-,제주특별자치도 서귀포시 보목동 420,33.2426231,126.6023979,2020-06-11
송산동,보목농협,송산동클린-11,비가림시설,제주특별자치도 서귀포시 보목로 7,제주특별자치도 서귀포시 보목동 660,33.24253746,126.5987896,2020-06-11
송산동,KAL숙소,송산동클린-12,비가림시설,-,제주특별자치도 서귀포시 보목동 869-1,33.2440216,126.5987962,2020-06-11
송산동,CU앞(BK호텔),송산동클린-13,비가림시설,제주특별자치도 서귀포시 칠십리로91번길 11,제주특별자치도 서귀포시 서귀동 778-3,33.24072947,126.5641583,2020-06-11
송산동,어촌계 복지회관 앞,송산동클린-14,비가림시설,-,제주특별자치도 서귀포시 서귀동 652-7,33.2415193,126.5591798,2020-06-11
송산동,해군아파트 입구,송산동클린-15,비가림시설,제주특별자치도 서귀포시 솔동산로21번길 20,제주특별자치도 서귀포시 서귀동 738-2,33.24232279,126.5660045,2020-06-11
송산동,보목동 입구,-,적치장,제주특별자치도 서귀포시 칠십리로 430,제주특별자치도 서귀포시 보목동 1308-13,33.24323876,126.5970653,2020-06-11
송산동,삼다제가복지센터,적치장,적치장,-,제주특별자치도 서귀포시 보목동 695-3,33.2406746,126.5975792,2020-06-11
송산동,보목교회,적치장,적치장,제주특별자치도 서귀포시 보목로60번길 35,제주특별자치도 서귀포시 보목동 613-1,33.23902826,126.5987756,2020-06-11
정방동,정방동사무소 정문 앞,정방동클린-1,비가림시설,제주특별자치도 서귀포시 태평로439번길 20,제주특별자치도 서귀포시 서귀동 412-14,33.24677729,126.5650983,2020-06-11
정방동,쌍둥이 횟집 앞,정방동클린-2,비가림시설,-,제주특별자치도 서귀포시 서귀동 422-2,33.2464699,126.5611943,2020-06-11
정방동,신세계호텔 옆(평양면옥 맞은편),정방동클린-3,비가림시설,-,제주특별자치도 서귀포시 서귀동 463-1,33.2450442,126.5601586,2020-06-11
정방동,엄마손맛 옆,정방동클린-4,비가림시설,제주특별자치도 서귀포시 태평로371번길 8,제주특별자치도 서귀포시 서귀동 449,33.24557778,126.5614044,2020-06-11
정방동,대건아파트 옆,정방동클린-7,비가림시설,-,제주특별자치도 서귀포시 서귀동 172,33.2468267,126.5653904,2020-06-11
정방동,명지아파트 입구,정방동클린-8,비가림시설,-,제주특별자치도 서귀포시 서귀동 961-31,33.2459499,126.5675485,2020-06-11
정방동,작은 프랑스 옆,정방동클린-9,비가림시설,-,제주특별자치도 서귀포시 서귀동 485-10,33.2457077,126.5612443,2020-06-11
정방동,가야밀면 남쪽,정방동클린-10,비가림시설,-,제주특별자치도 서귀포시 서귀동 127-4,33.2465889,126.5663492,2020-06-11
정방동,정방동 공영주차장 옆,정방동클린-,비가림시설,-,제주특별자치도 서귀포시 서귀동 403-3,33.247828,126.5631657,2020-06-11
중앙동,장수흑염소앞,중앙동클린-1,비가림시설,제주특별자치도 서귀포시 중동로 11,제주특별자치도 서귀포시 서귀동 261-5,33.25320969,126.5656631,2020-06-11
중앙동,시민회관,중앙동클린-2,비가림시설,제주특별자치도 서귀포시 동홍로 31,제주특별자치도 서귀포시 동홍동 453-1,33.25102581,126.5671762,2020-06-11
중앙동,한로물산,중앙동클린-4,비가림시설,-,제주특별자치도 서귀포시 중앙동 250-6,33.2492489,126.5674712,2020-06-11
천지동,윤성현 내과앞,천지동클린-1,비가림시설,제주특별자치도 서귀포시 천지로 10,제주특별자치도 서귀포시 서귀동 294-7,33.24841853,126.5610683,2020-06-11
천지동,탐나마트 옆(태영전자 맞은편),천지동클린-3,비가림시설,제주특별자치도 서귀포시 중앙로89번길 28,제주특별자치도 서귀포시 서귀동 330-10,33.25220754,126.5576069,2020-06-11
천지동,골드슈퍼 앞,천지동클린-4,비가림시설,제주특별자치도 서귀포시 서문로38번길 15,제주특별자치도 서귀포시 서귀동 332-12,33.25081389,126.5571761,2020-06-11
천지동,평생학습센터 뒤,천지동클린-6,비가림시설,제주특별자치도 서귀포시 서문로29번길 10,제주특별자치도 서귀포시 서귀동 321-10,33.24930401,126.5585443,2020-06-11
천지동,한성전기 앞,천지동클린-7,비가림시설,제주특별자치도 서귀포시 서홍로 4-26,제주특별자치도 서귀포시 서홍동 477-4,33.24919583,126.5545015,2020-06-11
천지동,지체 장애인 앞,천지동클린-8,비가림시설,제주특별자치도 서귀포시 남성중로 130,제주특별자치도 서귀포시 서홍동 581-3,33.24427865,126.555093,2020-06-11
천지동,SGI 연수원 앞,천지동클린-9,비가림시설,-,제주특별자치도 서귀포시 서홍동 744-59,33.241942,126.554497,2020-06-11
천지동,어린이놀이터앞,적치장,적치장,제주특별자치도 서귀포시 서문서로 43,제주특별자치도 서귀포시 서귀동 304-4,33.2511829,126.5585134,2020-06-11
효돈동,효돈농협 맞은편,효돈동 클린-신규,비가림시설,-,제주특별자치도 서귀포시 신효동 125-3,33.263894,126.614667,2020-06-11
효돈동,안골목클린하우스,효돈동 클린-2,비가림시설,-,제주특별자치도 서귀포시 신효동 820-4,33.2638999,126.6102623,2020-06-11
효돈동,신효알동네클린하우스,효돈동 클린-3,비가림시설,-,제주특별자치도 서귀포시 신효동 798,33.2619724,126.6091434,2020-06-11
효돈동,신효중앙클린하우스,효돈동 클린-6,비가림시설,제주특별자치도 서귀포시 신효중앙로 23,제주특별자치도 서귀포시 신효동 690-9,33.26608533,126.613871,2020-06-11
효돈동,효돈중학교 후문,효돈동 클린-7,비가림시설,-,제주특별자치도 서귀포시 하효동 11-1,33.2661912,126.6187145,2020-06-11
효돈동,효돈동 농협하나로마트,효돈동 클린-8,비가림시설,-,제주특별자치도 서귀포시 하효동 646-3,33.2611299,126.6153448,2020-06-11
효돈동,셋가름클린하우스,효돈동 클린-9,비가림시설,-,제주특별자치도 서귀포시 하효동 255,33.2615564,126.6186693,2020-06-11
효돈동,성수동 클린하우스,효돈동 클린-11,비가림시설,-,제주특별자치도 서귀포시 하효동 537-3,33.2586771,126.6200142,2020-06-11
효돈동,효돈빌라 윗길,효돈동 클린-12,비가림시설,제주특별자치도 서귀포시 쇠소깍로 138,제주특별자치도 서귀포시 하효동 996-1,33.25167869,126.6225621,2020-06-11
효돈동,용운사옆 클린하우스,효돈동 클린-13,비가림시설,제주특별자치도 서귀포시 쇠소깍로48번길 9,제주특별자치도 서귀포시 하효동 429,33.25992212,126.6233895,2020-06-11
효돈동,알뜨르클린하우스,효돈동 클린-14,비가림시설,제주특별자치도 서귀포시 쇠소깍로 209,제주특별자치도 서귀포시 하효동 1068,33.25248453,126.6171802,2020-06-11
효돈동,칠십리클린하우스,효돈동 클린-15,비가림시설,-,제주특별자치도 서귀포시 하효동 910,33.257619,126.6155836,2020-06-11
효돈동,앞밭듸클린하우스,효돈동 클린-16,비가림시설,-,제주특별자치도 서귀포시 하효동 625-2,33.2595198,126.6156846,2020-06-11
효돈동,효돈빌라 북쪽,효돈동 클린-,비가림시설,-,제주특별자치도 서귀포시 신효동 189-3,33.2669284,126.6151987,2020-06-11
효돈동,신효섯동네(국수의전설),효돈적치장1,적치장,-,제주특별자치도 서귀포시 신효동 774,33.2634414,126.6078806,2020-06-11
효돈동,효돈 파출소 후문,효돈적치장5,적치장,제주특별자치도 서귀포시 효돈로 169,제주특별자치도 서귀포시 하효동 137,33.26375033,126.6168606,2020-06-11
영천동,삼성여고,영천동클린-1,비가림시설,-,제주특별자치도 서귀포시 토평동 1046-1,33.257827,126.586078,2020-06-11
영천동,삼원주택,영천동클린-2,비가림시설,-,제주특별자치도 서귀포시 토평동 1615-10,33.274548,126.590501,2020-06-11
영천동,한라빌라,영천동클린-3,비가림시설,-,제주특별자치도 서귀포시 토평동 2087-8,33.27264,126.586856,2020-06-11
영천동,서상효 마을회관 ,영천동클린-4,비가림시설,-,제주특별자치도 서귀포시 상효동 941-7,33.273069,126.596951,2020-06-11
영천동,동상효농협,영천동클린-6,비가림시설,-,제주특별자치도 서귀포시 상효동 453-2,33.279904,126.607512,2020-06-11
영천동,토평신협,영천동클린-7,비가림시설,제주특별자치도 서귀포시 토평로 50,제주특별자치도 서귀포시 토평동 1342-4,33.27050285,126.5900709,2020-06-11
영천동,뒷빌레식당,영천동클린-8,비가림시설,제주특별자치도 서귀포시 토평로 81,제주특별자치도 서귀포시 토평동 1541-3,33.2731265,126.5894962,2020-06-11
영천동,박씨선과장,영천동클린-9,비가림시설,제주특별자치도 서귀포시 토평로19번길 68-6,제주특별자치도 서귀포시 토평동 2069,33.27425745,126.5868675,2020-06-11
영천동,법호촌,영천동클린-10,비가림시설,-,제주특별자치도 서귀포시 상효동 1290-10,33.292274,126.594621,2020-06-11
영천동,돈내코마을회관,영천동클린-11,비가림시설,-,제주특별자치도 서귀포시 상효동 2295-4,33.302493,126.575905,2020-06-11
영천동,공업단지,영천동클린-12,비가림시설,-,제주특별자치도 서귀포시 토평동 3273-1,33.292543,126.581076,2020-06-11
영천동,고장낭밭,영천동클린-13,비가림시설,-,제주특별자치도 서귀포시 상효동 654-19,33.274183,126.599219,2020-06-11
영천동,평안요양원,영천동클린-14,비가림시설,제주특별자치도 서귀포시 토평로 172,제주특별자치도 서귀포시 토평동 1702-1,33.28127841,126.5887667,2020-06-11
영천동,돈내코 관리사무실,영천동클린-15,비가림시설,제주특별자치도 서귀포시 돈내코로 120,제주특별자치도 서귀포시 상효동 1460,33.30012963,126.5844393,2020-06-11
영천동,양마단지,영천적치장 6,적치장,-,제주특별자치도 서귀포시 상효동 1127-2,33.300327,126.600828,2020-06-11
영천동,월라봉로,영천동클린-16,비가림시설,-,제주특별자치도 서귀포시 상효동 828-8,33.267689,126.598021,2020-06-11
영천동,YWCA어린이집 인근,영천적치장 1,적치장,제주특별자치도 서귀포시 516로97번길 13,제주특별자치도 서귀포시 토평동 2336,33.26213529,126.5812794,2020-06-11
영천동,동사무소 인근,영천적치장 2,적치장,-,제주특별자치도 서귀포시 토평동 2235-3,33.268585,126.587045,2020-06-11
영천동,동네거리상회,영천적치장 3,적치장,제주특별자치도 서귀포시 토평중로18번길 10-4,제주특별자치도 서귀포시 토평동 3245,33.27199379,126.5872388,2020-06-11
영천동,정혜재활원,영천적치장 5,적치장,제주특별자치도 서귀포시 인정오름로85번길 41,제주특별자치도 서귀포시 토평동 2895,33.28467665,126.5814767,2020-06-11
영천동,돈내코야영장,적치장,적치장,제주특별자치도 서귀포시 돈내코로 114,제주특별자치도 서귀포시 상효동 1459,33.30024253,126.5847695,2020-06-11
동홍동,산지물(5단지 옆),동홍동클린-1,비가림시설,-,제주특별자치도 서귀포시 동홍동 1687-1,33.264998,126.563634,2020-06-11
동홍동,청소년문화의집(구.동사무소),동홍동클린-2,비가림시설,제주특별자치도 서귀포시 중산간동로 7950,제주특별자치도 서귀포시 동홍동 1041-8,33.26628454,126.5670494,2020-06-11
동홍동,동홍반석아르미 입구,동홍동클린-3,비가림시설,제주특별자치도 서귀포시 동홍로162번길 25,제주특별자치도 서귀포시 동홍동 1209-1,33.26404033,126.5698896,2020-06-11
동홍동,보리고개,동홍동클린-4,비가림시설,-,제주특별자치도 서귀포시 동홍동 1242-5,33.262197,126.566855,2020-06-11
동홍동,명물천사우나,동홍동클린-5,비가림시설,-,제주특별자치도 서귀포시 동홍동 1380-8,33.258958,126.56119,2020-06-11
동홍동,동방아파트 앞(서귀포의료원),동홍동클린-7,비가림시설,-,제주특별자치도 서귀포시 동홍동 1504-3,33.254275,126.563761,2020-06-11
동홍동,우성빌라 건너편,동홍동클린-8,비가림시설,-,제주특별자치도 서귀포시 동홍동 529-8,33.256298,126.566286,2020-06-11
동홍동,새동산교회(구.충일교회),동홍동클린-9,비가림시설,-,제주특별자치도 서귀포시 동홍동 426-7,33.251384,126.56994,2020-06-11
동홍동,노인복지회관,동홍동클린-10,비가림시설,제주특별자치도 서귀포시 태평로537번길 40-9,제주특별자치도 서귀포시 동홍동 646-1,33.25398814,126.5706943,2020-06-11
동홍동,덕산캐슬,동홍동클린-11,비가림시설,-,제주특별자치도 서귀포시 동홍동 151,33.252672,126.574181,2020-06-11
동홍동,서귀포 제일교회(구.오멍가멍),동홍동클린-12,비가림시설,-,제주특별자치도 서귀포시 동홍동 823,33.269826,126.572288,2020-06-11
동홍동,동홍주민센터 옆,동홍동클린-14,비가림시설,-,제주특별자치도 서귀포시 동홍동 577-7,33.257881,126.569257,2020-06-11
동홍동,충암5차,동홍동클린-15,비가림시설,-,제주특별자치도 서귀포시 동홍동 651,33.259004,126.574623,2020-06-11
동홍동,유정빌라,동홍동클린-16,비가림시설,제주특별자치도 서귀포시 동홍북로 75,제주특별자치도 서귀포시 동홍동 663,33.25885838,126.5763713,2020-06-11
동홍동,엔젤하우스 서쪽(작은도서관),동홍동클린-18,비가림시설,제주특별자치도 서귀포시 동홍중앙로 56,제주특별자치도 서귀포시 동홍동 470-1,33.25544697,126.5722626,2020-06-11
동홍동,예그린 하우스,동홍동클린-19,비가림시설,제주특별자치도 서귀포시 태평로536번길 27,제주특별자치도 서귀포시 동홍동 205-2,33.25097008,126.576126,2020-06-11
동홍동,아이진  3차아파트,동홍동클린-20,비가림시설,-,제주특별자치도 서귀포시 토평동 3265-8,33.2576742,126.5763365,2020-06-11
동홍동,현대탕 뒤쪽(대경빌라),동홍동클린-21,비가림시설,-,제주특별자치도 서귀포시 동홍동 420-1,33.256408,126.575787,2020-06-11
동홍동,협심빌라 남쪽(언덕밑),동홍동클린-22,비가림시설,-,제주특별자치도 서귀포시 동홍동 1385-8,33.260652,126.56227,2020-06-11
동홍동,캐슬휘닉스 1차,동홍동클린-23,비가림시설,제주특별자치도 서귀포시 일주동로 8547,제주특별자치도 서귀포시 동홍동 130,33.25418841,126.5754537,2020-06-11
동홍동,제주상회(자기주도학습 입구),동홍동클린-24,비가림시설,제주특별자치도 서귀포시 동홍서로 7,제주특별자치도 서귀포시 동홍동 392-1,33.24987247,126.5705127,2020-06-11
동홍동,서귀포향토오일시장,동홍적치장,적치장,제주특별자치도 서귀포시 토평서로11번길 142,제주특별자치도 서귀포시 동홍동 779-1,33.26698899,126.5736531,2020-06-11
서홍동,홍로그린빌라 옆,서홍동클린-1,비가림시설,제주특별자치도 서귀포시 현청로 23-4,제주특별자치도 서귀포시 서홍동 1966-1,33.26499193,126.5533739,2020-06-11
서홍동,서홍맨션 앞(명성어린이집),서홍동클린-2,비가림시설,제주특별자치도 서귀포시 중앙로 240-10,제주특별자치도 서귀포시 서홍동 238,33.26581249,126.558955,2020-06-11
서홍동,형남3차 아파트 북쪽 ,서홍클린-3,비가림시설,-,제주특별자치도 서귀포시 서홍동 276-8,33.263319,126.555952,2020-06-11
서홍동,태봉그린피아아파트,서홍동클린-4,비가림시설,제주특별자치도 서귀포시 홍중로 92,제주특별자치도 서귀포시 서홍동 299-1,33.2607091,126.555864,2020-06-11
서홍동,태양아파트 앞,서홍동클린-5,비가림시설,-,제주특별자치도 서귀포시 서홍동 305-4,33.260521,126.558046,2020-06-11
서홍동,일호지오빌A 앞,서홍동클린-6,비가림시설,-,제주특별자치도 서귀포시 서홍동 382-2,33.257398,126.558127,2020-06-11
서홍동,서귀포 보건소 옆,서홍동클린-7,비가림시설,제주특별자치도 서귀포시 중앙로101번길 52,제주특별자치도 서귀포시 서홍동 447-3,33.25347982,126.5553555,2020-06-11
서홍동,예일학원 앞,서홍동클린-8,비가림시설,-,제주특별자치도 서귀포시 서홍동 451,33.253559,126.560474,2020-06-11
서홍동,서홍동 주민센터,서홍동클린-10,비가림시설,제주특별자치도 서귀포시 중앙로 125,제주특별자치도 서귀포시 서홍동 397-24,33.25570748,126.5600961,2020-06-11
서홍동,건강나라 앞,서홍동클린-13,비가림시설,-,제주특별자치도 서귀포시 서홍동 345-1,33.258979,126.556109,2020-06-11
서홍동,서홍교회 북쪽,서홍동클린-14,비가림시설,제주특별자치도 서귀포시 현청로 54,제주특별자치도 서귀포시 서홍동 216-3,33.2655284,126.5561445,2020-06-11
