명칭,위도,경도,기준일
소금강삼거리,37.84684,128.705454,2021-10-05
소금강삼거리,37.846931,128.705472,2021-10-05
소금강체험학습장입구,37.851809,128.7864,2021-10-05
소금강체험학습장입구,37.852014,128.78678,2021-10-05
소돌,37.905442,128.82174,2021-10-05
소돌,37.905878,128.821428,2021-10-05
소돌아들바위공원,37.904866,128.829152,2021-10-05
소돌아들바위공원,37.904837,128.829274,2021-10-05
소양가든,37.705486,128.914691,2021-10-05
소양가든,37.705484,128.914816,2021-10-05
소재골길,37.730371,128.924344,2021-10-05
소재골길,37.730334,128.92429,2021-10-05
솔올공연장,37.763693,128.874552,2021-10-05
솔올공연장,37.76351,128.874236,2021-10-05
솔올중학교,37.771676,128.879916,2021-10-05
솔향수목원입구,37.709262,128.869328,2021-10-05
솔향수목원입구,37.709373,128.869409,2021-10-05
송림,37.855437,128.820112,2021-10-05
송림,37.855665,128.820651,2021-10-05
송림2리,37.853488,128.809991,2021-10-05
송림2리,37.853592,128.810609,2021-10-05
송림2리경로당,37.852018,128.807959,2021-10-05
송림2리경로당,37.8521,128.807899,2021-10-05
송암,37.780974,128.826467,2021-10-05
송암리노인복지회관,37.781655,128.837077,2021-10-05
송암리노인복지회관,37.781733,128.837173,2021-10-05
송양초교,37.757336,128.847858,2021-10-05
송양초교,37.757437,128.847933,2021-10-05
송정,37.776267,128.934845,2021-10-05
송정,37.776412,128.934871,2021-10-05
송정노인회관,37.774845,128.931969,2021-10-05
송정노인회관,37.775222,128.931169,2021-10-05
송정동주민센터,37.774408,128.928554,2021-10-05
송정동주민센터,37.774507,128.928188,2021-10-05
송정래미안,37.782879,128.930252,2021-10-05
송정래미안,37.782971,128.930329,2021-10-05
송정한신아파트입구,37.773874,128.936557,2021-10-05
송정한신아파트입구,37.77409,128.936572,2021-10-05
송정한신아파트후문,37.773635,128.938562,2021-10-05
송정해변,37.777692,128.938221,2021-10-05
송정해변,37.779962,128.937189,2021-10-05
송정해변,37.780053,128.936865,2021-10-05
송천,37.832556,128.643049,2021-10-05
송천,37.832585,128.642918,2021-10-05
송천,37.822169,128.634352,2021-10-05
수리골,37.780424,128.894939,2021-10-05
수리골,37.780494,128.895121,2021-10-05
수협사거리,37.895825,128.831416,2021-10-05
수협사거리,37.895938,128.831194,2021-10-05
수협중앙회,37.894903,128.831466,2021-10-05
수협중앙회,37.895014,128.831425,2021-10-05
순개울,37.818538,128.890923,2021-10-05
순개울,37.819491,128.889642,2021-10-05
순긋해변,37.816767,128.892484,2021-10-05
순긋해변,37.816667,128.892334,2021-10-05
순두부마을,37.78664,128.892995,2021-10-05
순두부마을,37.786503,128.892977,2021-10-05
숲사랑홍보관,37.818769,128.851307,2021-10-05
신광사입구,37.708485,128.859583,2021-10-05
신광사입구,37.708578,128.859519,2021-10-05
신도브래뉴,37.777357,128.938609,2021-10-05
신석,37.735272,128.922267,2021-10-05
신석,37.735245,128.922178,2021-10-05
신석입구,37.740633,128.921124,2021-10-05
신석입구,37.740633,128.921214,2021-10-05
신석종점,37.724219,128.925486,2021-10-05
신석종점,37.724173,128.925501,2021-10-05
신석회관,37.733331,128.922146,2021-10-05
신석회관,37.733328,128.92205,2021-10-05
신암동산,37.759873,128.856387,2021-10-05
신암동산,37.759906,128.856297,2021-10-05
신영극장,37.754547,128.896144,2021-10-05
신왕리,37.848181,128.790893,2021-10-05
신왕리,37.848209,128.790773,2021-10-05
신왕리마을회관,37.844168,128.788806,2021-10-05
신왕리마을회관,37.844144,128.78868,2021-10-05
신왕종점,37.828578,128.774835,2021-10-05
신왕초등학교,37.852856,128.789801,2021-10-05
신왕초등학교,37.852974,128.789874,2021-10-05
신평교,37.787084,128.847507,2021-10-05
신화A,37.749354,128.897439,2021-10-05
신화A,37.749349,128.898189,2021-10-05
신화건설,37.740191,128.887711,2021-10-05
신화건설,37.740378,128.887316,2021-10-05
심곡,37.664946,129.050702,2021-10-05
심곡,37.665019,129.05072,2021-10-05
심불사입구,37.703104,128.840072,2021-10-05
심불사입구,37.703035,128.840015,2021-10-05
썬크루즈,37.68213,129.043776,2021-10-05
아이스아레나,37.781799,128.896515,2021-10-05
아이스아레나,37.781696,128.896556,2021-10-05
안고단종점,37.524606,128.816763,2021-10-05
안곡,37.745478,128.829126,2021-10-05
안곡약수터입구,37.739782,128.837911,2021-10-05
안곡약수터입구,37.739792,128.837842,2021-10-05
안국고개입구,37.741533,128.837708,2021-10-05
안국고개입구,37.74155,128.837802,2021-10-05
안목,37.772798,128.945468,2021-10-05
안목,37.772714,128.945893,2021-10-05
안목,37.772687,128.946014,2021-10-05
안목.강릉항,37.770578,128.949343,2021-10-05
안목.강릉항,37.770418,128.949435,2021-10-05
안목커피거리,37.772668,128.945448,2021-10-05
안목커피거리,37.772375,128.945901,2021-10-05
안목커피거리,37.772437,128.945795,2021-10-05
안목해변,37.773569,128.945388,2021-10-05
안목해변,37.773873,128.945274,2021-10-05
안소재길,37.563802,128.849461,2021-10-05
안소재길,37.563813,128.849582,2021-10-05
안인,37.73406,128.989341,2021-10-05
안인,37.733987,128.98934,2021-10-05
안인삼거리,37.72794,128.980381,2021-10-05
안인삼거리,37.727882,128.980433,2021-10-05
암반욕체험장,37.725693,128.817456,2021-10-05
암반욕체험장,37.725735,128.8176,2021-10-05
양양고개,37.900093,128.828069,2021-10-05
양양고개,37.900076,128.828263,2021-10-05
양우아파트,37.751547,128.902235,2021-10-05
양우아파트,37.751788,128.902208,2021-10-05
양조장,37.881322,128.825829,2021-10-05
양지마을,37.619835,129.021952,2021-10-05
양지마을,37.61993,129.021881,2021-10-05
어단1리,37.696938,128.898396,2021-10-05
어단1리마을회관,37.693103,128.901608,2021-10-05
어단1리마을회관,37.693022,128.90165,2021-10-05
어단1리성황당,37.691507,128.899733,2021-10-05
어단1리성황당,37.691446,128.899811,2021-10-05
어단2리마을회관,37.696492,128.911467,2021-10-05
어단2리마을회관,37.696429,128.911518,2021-10-05
어단리,37.689219,128.895242,2021-10-05
어단리,37.689177,128.895184,2021-10-05
어흘리.굴면동,37.720364,128.813591,2021-10-05
어흘리.굴면동,37.719732,128.812406,2021-10-05
언별2리,37.701766,128.939801,2021-10-05
언별2리,37.701747,128.939907,2021-10-05
언별리,37.691296,128.932199,2021-10-05
연곡면사무소,37.859197,128.836969,2021-10-05
연곡면사무소,37.859373,128.8369,2021-10-05
연곡면사무소,37.859965,128.837643,2021-10-05
연곡면사무소,37.859883,128.837496,2021-10-05
연곡부영A,37.870154,128.8441,2021-10-05
연곡부영A,37.869916,128.844161,2021-10-05
연곡초교,37.856842,128.828142,2021-10-05
연곡초교,37.856965,128.828124,2021-10-05
연곡취수장입구,37.854401,128.813194,2021-10-05
연곡취수장입구,37.85453,128.813426,2021-10-05
연곡해변,37.857668,128.8528,2021-10-05
연곡해변,37.857553,128.85271,2021-10-05
연곡해변입구,37.854677,128.841316,2021-10-05
연곡해변입구,37.854582,128.84162,2021-10-05
연변,37.805803,128.831616,2021-10-05
연변,37.805887,128.831537,2021-10-05
영동정미소,37.627838,129.036454,2021-10-05
영동정미소,37.627855,129.036259,2021-10-05
영진입구,37.870609,128.836373,2021-10-05
영진입구,37.870497,128.836253,2021-10-05
영진항,37.868098,128.847682,2021-10-05
영진항,37.867771,128.847673,2021-10-05
예인수석원,37.770498,128.902186,2021-10-05
오대산휴게소,37.834996,128.648066,2021-10-05
오리나루,37.899188,128.834009,2021-10-05
오리나루,37.899174,128.834132,2021-10-05
오리동,37.68277,129.0132,2021-10-05
오리동,37.682846,129.0132,2021-10-05
오리들마을,37.744538,128.937295,2021-10-05
오봉,37.706417,128.820646,2021-10-05
오봉,37.70633,128.820527,2021-10-05
오봉리,37.709442,128.822241,2021-10-05
오봉리,37.709621,128.822201,2021-10-05
오성학교,37.779788,128.933135,2021-10-05
오죽헌,37.778966,128.880079,2021-10-05
오죽헌,37.779053,128.880071,2021-10-05
오죽헌,37.779862,128.882742,2021-10-05
오죽헌,37.78041,128.88245,2021-10-05
옥계119안전센터,37.602505,129.029946,2021-10-05
옥계119안전센터,37.602715,129.0305,2021-10-05
옥계면사무소,37.612306,129.03872,2021-10-05
옥계면사무소,37.612377,129.038603,2021-10-05
옥계현내시장,37.609016,129.035316,2021-10-05
옥계현내시장,37.608961,129.035088,2021-10-05
옥봉마을,37.703823,128.893089,2021-10-05
옥천119안전센터,37.761274,128.902425,2021-10-05
옥천119안전센터,37.760991,128.90318,2021-10-05
옥터가든,37.728016,128.813791,2021-10-05
옥터가든,37.728151,128.813785,2021-10-05
올밑,37.588895,129.039791,2021-10-05
옹기마을,37.617067,129.003698,2021-10-05
옹기마을,37.617179,129.00366,2021-10-05
왕산골,37.65454,128.787195,2021-10-05
왕산골,37.654639,128.787346,2021-10-05
왕산구)종점,37.623714,128.86049,2021-10-05
왕산구)종점,37.623749,128.860402,2021-10-05
왕산대기교차로,37.689808,128.808571,2021-10-05
왕산대기교차로,37.689632,128.808569,2021-10-05
왕산리2반,37.675992,128.802885,2021-10-05
왕산리2반,37.676019,128.803004,2021-10-05
왕산면사무소앞,37.672202,128.838411,2021-10-05
왕산면사무소앞,37.672187,128.838313,2021-10-05
왕산사,37.615033,128.859682,2021-10-05
왕산사,37.615117,128.859519,2021-10-05
왕산사슴목장,37.681384,128.825747,2021-10-05
왕산사슴목장,37.68137,128.825656,2021-10-05
왕산아트센터,37.670471,128.796835,2021-10-05
왕산아트센터,37.670379,128.796943,2021-10-05
왜골안길,37.7278,128.924317,2021-10-05
왜골안길,37.727775,128.924268,2021-10-05
용강동,37.754297,128.891339,2021-10-05
용강동,37.754399,128.891304,2021-10-05
용강동서부시장,37.755035,128.89166,2021-10-05
용강동서부시장,37.755633,128.891754,2021-10-05
용봉자동차학원,37.721877,128.834687,2021-10-05
용봉자동차학원,37.722187,128.834486,2021-10-05
용지각,37.76146,128.905264,2021-10-05
용지각,37.761868,128.905369,2021-10-05
우미린아파트,37.757498,128.870209,2021-10-05
우편집중국,37.760581,128.873351,2021-10-05
우편집중국,37.761614,128.873476,2021-10-05
운산노인회관,37.732957,128.93671,2021-10-05
운산노인회관,37.732921,128.936853,2021-10-05
운산분교,37.730779,128.936787,2021-10-05
운산분교,37.73076,128.936868,2021-10-05
운양초교,37.83361,128.860096,2021-10-05
운양초교,37.83354,128.860141,2021-10-05
원마트,37.887686,128.8255,2021-10-05
원마트,37.760201,128.918461,2021-10-05
원마트,37.760455,128.918511,2021-10-05
원마트,37.888183,128.825733,2021-10-05
월호평동,37.73806,128.935546,2021-10-05
월호평동,37.737872,128.93568,2021-10-05
월호평동,37.74867,128.948925,2021-10-05
위촌1교,37.758705,128.852491,2021-10-05
위촌1교,37.758772,128.852577,2021-10-05
위촌경로당,37.759607,128.844528,2021-10-05
위촌경로당,37.75969,128.844582,2021-10-05
위촌리,37.759746,128.836176,2021-10-05
윗허내,37.614697,128.977628,2021-10-05
윗허내,37.614684,128.977493,2021-10-05
윗회산,37.71159,128.862355,2021-10-05
윗회산,37.711565,128.862463,2021-10-05
유등.백운사입구,37.850336,128.758169,2021-10-05
유등.백운사입구,37.850442,128.758059,2021-10-05
유산동노인회관,37.74005,128.909848,2021-10-05
유산동노인회관,37.739999,128.909732,2021-10-05
유산민물장어,37.735947,128.911906,2021-10-05
유산민물장어,37.735911,128.911802,2021-10-05
유천동,37.766603,128.861547,2021-10-05
유천동,37.766709,128.861579,2021-10-05
유한킴벌리,37.716279,128.87775,2021-10-05
유한킴벌리,37.716175,128.877825,2021-10-05
유화A,37.785844,128.913571,2021-10-05
유화A,37.785745,128.913455,2021-10-05
율곡교육원,37.777086,128.877471,2021-10-05
율곡교육원,37.777156,128.877388,2021-10-05
율곡중정문,37.76962,128.889111,2021-10-05
율곡중학교,37.771997,128.890174,2021-10-05
율곡중학교,37.772215,128.890354,2021-10-05
율곡초등학교,37.765256,128.882259,2021-10-05
은마아파트,37.747098,128.897025,2021-10-05
은마아파트,37.746683,128.896772,2021-10-05
음촌,37.590308,128.994311,2021-10-05
음촌,37.590116,128.994258,2021-10-05
이마트,37.772015,128.922999,2021-10-05
이마트,37.772196,128.922854,2021-10-05
이화해변타운,37.783719,128.916973,2021-10-05
임곡,37.65385,128.959863,2021-10-05
임곡1리,37.693796,128.976007,2021-10-05
임곡1리,37.693797,128.975906,2021-10-05
임곡1리마을회관,37.691169,128.974641,2021-10-05
임곡1리마을회관,37.691149,128.974743,2021-10-05
임곡2리마을회관,37.663224,128.965485,2021-10-05
임곡2리마을회관,37.663265,128.965383,2021-10-05
임곡초등학교,37.676594,128.970272,2021-10-05
임곡초등학교,37.676626,128.970153,2021-10-05
임내폭포,37.66368,128.793696,2021-10-05
임내폭포,37.663677,128.793824,2021-10-05
입암1주공A,37.75498,128.906093,2021-10-05
입암1주공A,37.754417,128.905762,2021-10-05
입암2.3주공,37.765154,128.916241,2021-10-05
입암2.3주공,37.765031,128.916482,2021-10-05
입암4주공A,37.76164,128.916658,2021-10-05
입암4주공A,37.761909,128.916706,2021-10-05
입암5주공A,37.75995,128.914644,2021-10-05
입암6주공A,37.759288,128.91996,2021-10-05
입암6주공A,37.759075,128.919876,2021-10-05
입암6주공오거리,37.759429,128.918121,2021-10-05
입암6주공오거리,37.759282,128.918213,2021-10-05
입암현대A,37.753401,128.912383,2021-10-05
입암현대A,37.753091,128.91236,2021-10-05
자루뫼,37.762307,128.938899,2021-10-05
자루뫼,37.762251,128.939073,2021-10-05
자원순환센터,37.695941,128.988474,2021-10-05
자원순환센터,37.695955,128.988273,2021-10-05
자조와리,37.72637,128.878671,2021-10-05
자조와리,37.726318,128.878782,2021-10-05
자포골,37.707079,128.83086,2021-10-05
자포골,37.707234,128.8308,2021-10-05
작은다리,37.891048,128.826141,2021-10-05
작은다리,37.889934,128.825805,2021-10-05
잠수교,37.750089,128.899476,2021-10-05
잠수교,37.750165,128.899878,2021-10-05
장덕1리,37.878149,128.795523,2021-10-05
장덕1리,37.878218,128.795523,2021-10-05
장덕2리,37.883488,128.771546,2021-10-05
장덕2리,37.883567,128.771452,2021-10-05
장덕2리마을회관,37.879646,128.777773,2021-10-05
장덕2리마을회관,37.879688,128.777906,2021-10-05
장수탕,37.752225,128.887402,2021-10-05
장수탕,37.752327,128.887373,2021-10-05
장터마을,37.723208,128.972347,2021-10-05
장터마을,37.723122,128.97238,2021-10-05
적십자입구,37.756763,128.886281,2021-10-05
적십자입구,37.757225,128.887141,2021-10-05
정동교,37.688471,129.032451,2021-10-05
정동교,37.688516,129.032366,2021-10-05
정동진역,37.690286,129.032254,2021-10-05
정동진역,37.690255,129.032163,2021-10-05
정동초등학교,37.688054,129.034132,2021-10-05
정동초등학교,37.68794,129.033642,2021-10-05
정동해변,37.686135,129.040252,2021-10-05
정동해변,37.686076,129.040192,2021-10-05
제비1리마을회관,37.719742,128.862206,2021-10-05
제비1리마을회관,37.719706,128.862093,2021-10-05
제비리,37.705297,128.858253,2021-10-05
제비리,37.70526,128.858356,2021-10-05
제비리정미소,37.729947,128.859467,2021-10-05
제비리정미소,37.729907,128.859391,2021-10-05
제비산북교차로,37.702637,128.851943,2021-10-05
제비산북교차로,37.70263,128.852044,2021-10-05
제비삼거리,37.709293,128.861533,2021-10-05
제비삼거리,37.709216,128.861568,2021-10-05
젤마을,37.775483,128.887747,2021-10-05
조각공원,37.68149,129.041964,2021-10-05
조각공원,37.681344,129.041932,2021-10-05
종합경기장,37.773292,128.895492,2021-10-05
종합경기장,37.773373,128.895761,2021-10-05
종합경기장입구,37.770561,128.897382,2021-10-05
주공1차A,37.766682,128.882888,2021-10-05
주공1차A,37.766912,128.882575,2021-10-05
주공2차아파트,37.768484,128.885141,2021-10-05
주공3차A,37.764012,128.879688,2021-10-05
주길,37.757893,128.868117,2021-10-05
주길,37.758137,128.868099,2021-10-05
주문2리,37.897529,128.830654,2021-10-05
주문2리,37.897597,128.83047,2021-10-05
주문진수산시장,37.889992,128.82825,2021-10-05
주문진수산시장,37.890289,128.828406,2021-10-05
주문진시외버스터미널,37.884614,128.825091,2021-10-05
주문진시외버스터미널,37.885113,128.825312,2021-10-05
주문진읍민회관,37.882485,128.821901,2021-10-05
주문진읍민회관,37.882582,128.821633,2021-10-05
주문진중.고등학교.강릉정보고,37.87987,128.826716,2021-10-05
주문진중학교,37.878921,128.826911,2021-10-05
주문진파출소,37.894651,128.829265,2021-10-05
주문진파출소,37.894593,128.82859,2021-10-05
주문진항입구,37.89275,128.826736,2021-10-05
주문진항입구,37.892711,128.826891,2021-10-05
주문진해변,37.909362,128.817021,2021-10-05
주문진해변,37.909411,128.817178,2021-10-05
주문진해변,37.90882,128.821637,2021-10-05
주문진해변,37.908748,128.821556,2021-10-05
주수1리,37.614596,129.044648,2021-10-05
주수1리,37.617712,129.049253,2021-10-05
주수1리,37.614689,129.044564,2021-10-05
주수1리,37.617808,129.049219,2021-10-05
주수2리,37.618187,129.052984,2021-10-05
주수2리,37.618064,129.052008,2021-10-05
중앙석재,37.775404,128.888126,2021-10-05
중앙초교,37.757435,128.922317,2021-10-05
중앙초교,37.757348,128.922034,2021-10-05
즈므.과학단지,37.797521,128.860394,2021-10-05
즈므.과학단지,37.797268,128.860826,2021-10-05
즈므교,37.790852,128.85045,2021-10-05
지변동,37.771922,128.876677,2021-10-05
진고개휴게소,37.842937,128.658644,2021-10-05
진고개휴게소,37.843017,128.65879,2021-10-05
진골,37.706908,128.863673,2021-10-05
진골,37.706879,128.863367,2021-10-05
차돌광,37.759279,128.926684,2021-10-05
차돌광,37.758992,128.92671,2021-10-05
참샘,37.909617,128.798051,2021-10-05
천남리,37.596512,129.031913,2021-10-05
천남리,37.593019,129.033153,2021-10-05
천주교회,37.699216,128.914645,2021-10-05
천주교회,37.699211,128.914769,2021-10-05
철길건널목앞,37.737709,128.948597,2021-10-05
청솔공원,37.832212,128.847791,2021-10-05
청솔공원,37.832352,128.847486,2021-10-05
초당,37.783959,128.916956,2021-10-05
초당분수공원,37.78637,128.922627,2021-10-05
초당분수공원,37.786199,128.924214,2021-10-05
초당새마을금고,37.786735,128.914029,2021-10-05
초당새마을금고,37.786719,128.914136,2021-10-05
초당순두부마을,37.791184,128.915444,2021-10-05
초당순두부마을,37.791139,128.915522,2021-10-05
탄약고,37.870953,128.795634,2021-10-05
탑동교,37.66015,128.846102,2021-10-05
탑동교,37.660083,128.845996,2021-10-05
통일공원안보전시관,37.724407,128.996716,2021-10-05
통일공원안보전시관,37.724373,128.996591,2021-10-05
통일공원함정전시관,37.718401,129.004185,2021-10-05
통일공원함정전시관,37.718501,129.003988,2021-10-05
퇴곡,37.851162,128.752583,2021-10-05
퇴곡,37.851051,128.752535,2021-10-05
퇴곡1리경로당,37.849273,128.742108,2021-10-05
퇴곡1리경로당,37.849388,128.741941,2021-10-05
퇴곡2리,37.848007,128.716608,2021-10-05
퇴곡2리,37.848099,128.71666,2021-10-05
판교리,37.834318,128.86307,2021-10-05
평안의집,37.74068,128.905095,2021-10-05
평안의집,37.740749,128.905028,2021-10-05
평촌,37.552665,128.849622,2021-10-05
평촌,37.552721,128.849517,2021-10-05
포남1동주민센터,37.768065,128.908509,2021-10-05
포남1동주민센터,37.768247,128.908669,2021-10-05
포남2주공입구,37.779089,128.917962,2021-10-05
포남2주공입구,37.778969,128.918274,2021-10-05
포남시장,37.763952,128.907662,2021-10-05
풋살경기장옆,37.771715,128.876695,2021-10-05
프라임솔트,37.738143,128.97383,2021-10-05
프라자약국,37.728732,128.878906,2021-10-05
프라자약국,37.7288,128.879006,2021-10-05
피내,37.645854,129.006737,2021-10-05
피내,37.645933,129.006716,2021-10-05
하나금융투자,37.753508,128.894048,2021-10-05
하나로마트내곡점,37.741069,128.880266,2021-10-05
하나로마트내곡점,37.740636,128.88017,2021-10-05
하반암,37.584223,128.981121,2021-10-05
하반암,37.584227,128.980884,2021-10-05
하슬라아트월드,37.708312,129.012007,2021-10-05
하슬라아트월드,37.707357,129.011844,2021-10-05
하슬라중,37.770605,128.907243,2021-10-05
하슬라중,37.770427,128.907469,2021-10-05
하시동,37.74915,128.959181,2021-10-05
하시동3리3반,37.740897,128.959954,2021-10-05
하시동3리마을회관,37.737447,128.955682,2021-10-05
하시동입구,37.736263,128.940673,2021-10-05
하시동입구,37.736186,128.940512,2021-10-05
하이빌현대A,37.765153,128.88254,2021-10-05
하이샤시,37.714115,128.917286,2021-10-05
하이샤시,37.714099,128.917162,2021-10-05
하평리,37.836349,128.872155,2021-10-05
하평리,37.834393,128.866646,2021-10-05
학고개,37.804633,128.861001,2021-10-05
학고개,37.805597,128.860186,2021-10-05
학마을앞,37.716188,128.889304,2021-10-05
학마을앞,37.71625,128.889225,2021-10-05
학산1리,37.709867,128.894205,2021-10-05
학산2리마을회관,37.70626,128.888663,2021-10-05
학산2리마을회관,37.706308,128.888572,2021-10-05
학산3리마을회관,37.704555,128.903225,2021-10-05
학산3리마을회관,37.704478,128.903496,2021-10-05
학산기갑부대앞,37.712157,128.905862,2021-10-05
학산기갑부대앞,37.71223,128.905924,2021-10-05
학산둔지,37.713748,128.894566,2021-10-05
학산부대앞,37.711616,128.901943,2021-10-05
학산부대앞,37.711777,128.902028,2021-10-05
학산부대앞,37.712069,128.901747,2021-10-05
학산부대후문,37.719514,128.90194,2021-10-05
학산설래,37.695812,128.893168,2021-10-05
학산설래,37.695829,128.893068,2021-10-05
학우리,37.760727,128.93354,2021-10-05
한과마을,37.814588,128.835126,2021-10-05
한과마을,37.814759,128.835152,2021-10-05
한국자산관리공사,37.758319,128.901122,2021-10-05
한국폴리텍대학,37.738411,128.888675,2021-10-05
한라시멘트,37.617904,129.056765,2021-10-05
한라시멘트,37.617789,129.056763,2021-10-05
한라아파트,37.598212,129.030944,2021-10-05
한라아파트,37.598205,129.030821,2021-10-05
한밭입구,37.791644,128.864515,2021-10-05
한밭입구,37.791627,128.864969,2021-10-05
한빛마을입구,37.694045,128.907084,2021-10-05
한솔초교,37.775112,128.91415,2021-10-05
한솔초교,37.775067,128.914517,2021-10-05
한전사택,37.73117,128.984487,2021-10-05
한전사택,37.73106,128.984495,2021-10-05
한터마을,37.5583,128.702181,2021-10-05
할머니추어탕,37.734759,128.850408,2021-10-05
해당화연립,37.779004,128.934995,2021-10-05
해당화연립,37.778582,128.935601,2021-10-05
해살이,37.792291,128.814324,2021-10-05
해살이,37.792401,128.814336,2021-10-05
해운정,37.785781,128.889737,2021-10-05
해운정,37.785692,128.889669,2021-10-05
해찬들,37.707109,128.901731,2021-10-05
해찬들,37.707119,128.901635,2021-10-05
핸들,37.760002,128.930449,2021-10-05
핸들,37.759683,128.930222,2021-10-05
행정,37.852718,128.794027,2021-10-05
행정,37.852776,128.794219,2021-10-05
행정2리,37.850888,128.766965,2021-10-05
행정2리,37.851011,128.76693,2021-10-05
행정2리,37.850444,128.778675,2021-10-05
행정마을,37.788661,128.869939,2021-10-05
행정마을,37.788617,128.870399,2021-10-05
향호리,37.915438,128.810598,2021-10-05
향호리,37.915202,128.810383,2021-10-05
향호삼거리,37.910434,128.805632,2021-10-05
향호삼거리,37.910433,128.805699,2021-10-05
향호저수지,37.90409,128.78868,2021-10-05
향호회관,37.899663,128.803611,2021-10-05
허균.허난설헌기념공원,37.790195,128.909818,2021-10-05
허균.허난설헌기념공원,37.790279,128.909904,2021-10-05
허균.허난설헌기념공원,37.789883,128.90993,2021-10-05
허균.허난설헌기념공원,37.789987,128.909812,2021-10-05
허균생가입구,37.787771,128.91358,2021-10-05
허균생가입구,37.787753,128.913503,2021-10-05
허균생가입구,37.787817,128.912971,2021-10-05
허균생가입구,37.787927,128.912993,2021-10-05
허난설헌삼거리,37.791706,128.91277,2021-10-05
허난설헌삼거리,37.791812,128.91314,2021-10-05
현내1리연탄직매장,37.606189,129.03287,2021-10-05
현내1리연탄직매장,37.606319,129.032805,2021-10-05
현내리,37.601253,129.029333,2021-10-05
현내리,37.601363,129.02927,2021-10-05
현내리,37.617924,129.036577,2021-10-05
현내리,37.617906,129.036444,2021-10-05
현대2차아파트,37.764405,128.880066,2021-10-05
현대모비스,37.707488,128.988617,2021-10-05
현대모비스,37.707531,128.988505,2021-10-05
현대자동차서비스,37.765112,128.918974,2021-10-05
현덕사입구,37.84697,128.709991,2021-10-05
현덕사입구,37.847069,128.709895,2021-10-05
혜성연립,37.768445,128.915701,2021-10-05
혜성연립,37.768597,128.915528,2021-10-05
호장골,37.73817,128.960882,2021-10-05
홍제I.C,37.747402,128.879276,2021-10-05
홍제I.C,37.747519,128.878893,2021-10-05
홍제동주민센터,37.747897,128.884226,2021-10-05
홍제동주민센터,37.748143,128.884732,2021-10-05
화부산막국수,37.764339,128.897682,2021-10-05
화부산막국수,37.764329,128.897815,2021-10-05
화신주방,37.721807,128.902477,2021-10-05
화실길,37.575382,128.85164,2021-10-05
화실길,37.575382,128.851757,2021-10-05
회산교,37.741844,128.869388,2021-10-05
회산교,37.741725,128.868921,2021-10-05
회산주공1단지,37.744665,128.87928,2021-10-05
회산주공1단지,37.744626,128.878797,2021-10-05
회산주공2단지,37.743645,128.875501,2021-10-05
회산주공2단지,37.743672,128.876083,2021-10-05
효도마을,37.674367,129.045127,2021-10-05
효도마을,37.674344,129.045027,2021-10-05
흑시골,37.577684,129.023726,2021-10-05
흑시골,37.577789,129.023669,2021-10-05
