순번,관리번호,행정구역(구),행정구역(동),지번,교차로,고가,구분,재질,종류,신호등종류,경도,위도
4208,8-101-10,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0145636,35.24947955
4209,8-101-09,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0145295,35.24933822
4210,8-101-08,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0146340,35.24929371
4211,8-101-07,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0146633,35.24930025
4212,8-101-06,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0146972,35.24930781
4213,8-101-05,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0148284,35.24925178
4214,8-101-04,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0147711,35.24940199
4215,8-101-03,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0147635,35.24942869
4216,8-101-02,북구,금곡동,1109,금곡신금초교입구,지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0146903,35.24963701
4217,8-101-01,북구,금곡동,1109,금곡신금초교입구,지상,차량등,LED,1면3색,횡형3색,129.0146597,35.24963012
4218,8-100-07,북구,만덕동,646-29,만덕중학교,지상,보행등,LED,1면2색,보행등,129.0315555,35.21436352
4219,8-100-06,북구,만덕동,646-29,만덕중학교,지상,차량등,LED,1면3색,횡형3색,129.0315595,35.21432064
4220,8-100-05,북구,만덕동,646-29,만덕중학교,지상,차량등,LED,1면3색,횡형3색,129.0315595,35.21432064
4221,8-100-04,북구,만덕동,646-29,만덕중학교,지상,차량등,LED,1면3색,횡형3색,129.0316404,35.21429202
4222,8-100-03,북구,만덕동,646-29,만덕중학교,지상,차량등,LED,1면3색,횡형3색,129.0316404,35.21429202
4223,8-100-02,북구,만덕동,646-29,만덕중학교,지상,보행등,LED,1면2색,보행등,129.0316446,35.21425825
4224,8-100-01,북구,만덕동,801-14,만덕중학교,지상,차량등,LED,1면3색,종형3색,129.0319924,35.21437239
4225,8-099-06,북구,화명동,198,대천주택앞,지상,보행등,LED,1면2색,보행등,129.0185688,35.24098510
4226,8-099-05,북구,화명동,198,대천주택앞,지상,차량등,LED,1면3색,횡형3색,129.0185869,35.24096111
4227,8-099-04,북구,화명동,198,대천주택앞,지상,차량등,LED,1면3색,횡형3색,129.0185869,35.24096111
4228,8-099-03,북구,화명동,358-1,대천주택앞,지상,보행등,LED,1면2색,보행등,129.0186775,35.24094339
4229,8-099-02,북구,화명동,358-1,대천주택앞,지상,차량등,LED,1면3색,횡형3색,129.0186562,35.24096791
4230,8-099-01,북구,화명동,358-1,대천주택앞,지상,차량등,LED,1면3색,횡형3색,129.0186562,35.24096791
4231,8-098-25,북구,덕천동,131-1,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0072567,35.20766753
4232,8-098-24,북구,덕천동,131-1,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0072639,35.20764435
4233,8-098-23,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0071235,35.20763012
4234,8-098-22,북구,구포동,610-10,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0063824,35.20744877
4235,8-098-21,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0063824,35.20744877
4236,8-098-20,북구,덕천동,131-1,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0072726,35.20761636
4237,8-098-19,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0065848,35.20746670
4238,8-098-18,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0065933,35.20743957
4239,8-098-17,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0065933,35.20743957
4240,8-098-16,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0063791,35.20734686
4241,8-098-15,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0063843,35.20732382
4242,8-098-14,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0072014,35.20756880
4243,8-098-13,북구,구포동,610-10,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0063899,35.20729853
4244,8-098-12,북구,구포동,610-10,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0063899,35.20729853
4245,8-098-11,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0072131,35.20753818
4246,8-098-10,북구,덕천동,462,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0072234,35.20751081
4247,8-098-09,북구,덕천동,131-1,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0073246,35.20753274
4248,8-098-08,북구,덕천동,462,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0091443,35.20800335
4249,8-098-07,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0091443,35.20800335
4250,8-098-06,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0089150,35.20797048
4251,8-098-05,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0089041,35.20800316
4252,8-098-04,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0092894,35.20812754
4253,8-098-03,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,횡형3색,129.0092790,35.20815820
4254,8-098-02,북구,덕천동,462,동주광양맨션,지상,보행등,LED,1면2색,보행등,129.0089829,35.20812096
4255,8-098-01,북구,덕천동,462,동주광양맨션,지상,차량등,LED,1면3색,종형3색,129.0089829,35.20812096
4256,8-097-21,북구,덕천동,462,한성아파트,지상,보행등,LED,1면2색,보행등,129.0105213,35.20850575
4257,8-097-20,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,종형3색,129.0105213,35.20850575
4258,8-097-19,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0105303,35.20847689
4259,8-097-18,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0105396,35.20844713
4260,8-097-17,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0103824,35.20836542
4261,8-097-16,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0103908,35.20833889
4262,8-097-15,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,종형3색,129.0105712,35.20836972
4263,8-097-14,북구,덕천동,462,한성아파트,지상,보행등,LED,1면2색,보행등,129.0105712,35.20836972
4264,8-097-13,북구,덕천동,462,한성아파트,지상,보행등,LED,1면2색,보행등,129.0114318,35.20858862
4265,8-097-12,북구,덕천동,462,한성아파트,지상,차량등,LED,1면4색,횡형4색,129.0114228,35.20861246
4266,8-097-11,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0115449,35.20863085
4267,8-097-10,북구,덕천동,462,한성아파트,지상,차량등,LED,1면4색,횡형4색,129.0114144,35.20863473
4268,8-097-09,북구,덕천동,462,한성아파트,지상,차량등,LED,1면4색,횡형4색,129.0115788,35.20868191
4269,8-097-08,북구,덕천동,429-51,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0116554,35.20872981
4270,8-097-07,북구,덕천동,462,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0114758,35.20869554
4271,8-097-06,북구,덕천동,429-51,한성아파트,지상,차량등,LED,1면3색,횡형3색,129.0116437,35.20875520
4272,8-097-05,북구,덕천동,429-51,한성아파트,지상,보행등,LED,1면2색,보행등,129.0116336,35.20877724
4273,8-097-04,북구,덕천동,429-51,한성아파트,지상,보행등,LED,1면2색,보행등,129.0114604,35.20873560
4274,8-097-03,북구,덕천동,429-51,한성아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0114936,35.20883371
4275,8-097-02,북구,덕천동,429-51,한성아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0114585,35.20882513
4276,8-097-01,북구,덕천동,429-51,한성아파트,지상,보행등,LED,1면2색,보행등,129.0114300,35.20881819
4277,8-095-08,북구,만덕동,828,농협만덕지소,지상,보행등,LED,1면2색,보행등,129.0347076,35.21431076
4278,8-095-07,북구,만덕동,828,농협만덕지소,지상,차량등,LED,1면3색,종형3색,129.0347076,35.21431076
4279,8-095-06,북구,만덕동,828,농협만덕지소,지상,차량등,LED,1면3색,횡형3색,129.0347008,35.21426840
4280,8-095-05,북구,만덕동,828,농협만덕지소,지상,차량등,LED,1면3색,횡형3색,129.0347008,35.21426840
4281,8-095-04,북구,만덕동,830-6,농협만덕지소,지상,보행등,LED,1면2색,보행등,129.0347672,35.21420215
4282,8-095-03,북구,만덕동,830-6,농협만덕지소,지상,차량등,LED,1면3색,종형3색,129.0347672,35.21420215
4283,8-095-02,북구,만덕동,830-6,농협만덕지소,지상,차량등,LED,1면3색,횡형3색,129.0347715,35.21423030
4284,8-095-01,북구,만덕동,830-6,농협만덕지소,지상,차량등,LED,1면3색,횡형3색,129.0347715,35.21423030
4285,8-094-06,북구,덕천동,462,덕천동삼진아파트,지상,보행등,LED,1면2색,보행등,129.0190989,35.21430154
4286,8-094-05,북구,덕천동,462,덕천동삼진아파트,지상,차량등,LED,1면3색,횡형3색,129.0191029,35.21425555
4287,8-094-04,북구,덕천동,462,덕천동삼진아파트,지상,차량등,LED,1면3색,횡형3색,129.0191029,35.21425555
4288,8-094-03,북구,덕천동,462,덕천동삼진아파트,지상,보행등,LED,1면2색,보행등,129.0191601,35.21417929
4289,8-094-02,북구,덕천동,462,덕천동삼진아파트,지상,차량등,LED,1면3색,횡형3색,129.0191576,35.21421098
4290,8-094-01,북구,덕천동,462,덕천동삼진아파트,지상,차량등,LED,1면3색,횡형3색,129.0191576,35.21421098
4291,8-093-10,북구,만덕동,298-6,만덕삼성아파트,지상,차량등,LED,1면3색,횡형3색,129.0366876,35.21195370
4292,8-093-09,북구,만덕동,295-44,만덕삼성아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0363313,35.21192028
4293,8-093-08,북구,만덕동,295-44,만덕삼성아파트,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0362961,35.21192356
4294,8-093-07,북구,만덕동,295-4,만덕삼성아파트,지상,차량등,LED,1면3색,종형3색,129.0363736,35.21191633
4295,8-093-06,북구,만덕동,295-26,만덕삼성아파트,지상,보행등,LED,1면2색,보행등,129.0368198,35.21184650
4296,8-093-05,북구,만덕동,295-26,만덕삼성아파트,지상,차량등,LED,1면3색,횡형3색,129.0368268,35.21187894
4297,8-093-04,북구,만덕동,295-26,만덕삼성아파트,지상,차량등,LED,1면3색,횡형3색,129.0368325,35.21190474
4298,8-093-03,북구,만덕동,297,만덕삼성아파트,지상,차량등,LED,1면3색,종형3색,129.0371988,35.21192146
4299,8-093-02,북구,만덕동,295-26,만덕삼성아파트,지상,보행등,LED,1면2색,보행등,129.0368536,35.21198591
4300,8-093-01,북구,만덕동,298-6,만덕삼성아파트,지상,차량등,LED,1면3색,횡형3색,129.0366941,35.21198217
4301,8-092-17,북구,구포동,1232-26,구포해피타운,지상,보행등,LED,1면2색,보행등,129.0097001,35.19561576
4302,8-092-16,북구,구포동,1232-26,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0096893,35.19558904
4303,8-092-15,북구,구포동,1232-26,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0096756,35.19555491
4304,8-092-14,북구,구포동,1232-26,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0096756,35.19555491
4305,8-092-13,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0097548,35.19550168
4306,8-092-12,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0097436,35.19547356
4307,8-092-11,북구,구포동,1290,구포해피타운,지상,보행등,LED,1면2색,보행등,129.0097338,35.19544909
4308,8-092-10,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,종형3색,129.0105487,35.19524315
4309,8-092-09,북구,구포동,1290,구포해피타운,지상,보행등,LED,1면2색,보행등,129.0105487,35.19524315
4310,8-092-08,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색 좌회전,횡형3색,129.0105570,35.19526122
4311,8-092-07,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0106365,35.19529959
4312,8-092-06,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0105302,35.19534010
4313,8-092-05,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0106271,35.19532384
4314,8-092-04,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0106271,35.19532384
4315,8-092-03,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,횡형3색,129.0105227,35.19536457
4316,8-092-02,북구,구포동,1290,구포해피타운,지상,차량등,LED,1면3색,종형3색,129.0105163,35.19538557
4317,8-092-01,북구,구포동,1290,구포해피타운,지상,보행등,LED,1면2색,보행등,129.0105163,35.19538557
4318,8-090-28,북구,금곡동,154-2,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면3색,횡형3색,129.0164384,35.26281930
4319,8-090-27,북구,금곡동,154-2,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등,129.0164059,35.26282109
4320,8-090-26,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0162047,35.26208237
4321,8-090-25,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0162047,35.26205863
4322,8-090-24,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0162047,35.26202936
4323,8-090-23,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0162047,35.26202936
4324,8-090-22,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0163687,35.26216924
4325,8-090-21,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0162542,35.26195374
4326,8-090-20,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0163382,35.26182917
4327,8-090-19,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0163691,35.26182916
4328,8-090-18,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0164101,35.26182916
4329,8-090-17,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0164101,35.26182916
4330,8-090-16,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0164660,35.26220420
4331,8-090-15,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0164660,35.26220420
4332,8-090-14,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0165077,35.26188746
4333,8-090-13,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0164994,35.26220419
4334,8-090-12,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0166779,35.26193931
4335,8-090-11,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0166790,35.26196282
4336,8-090-10,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0166808,35.26199180
4337,8-090-09,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면4색,횡형4색,129.0166808,35.26199180
4338,8-090-08,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0166260,35.26206879
4339,8-090-07,북구,금곡동,126,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등+시간표시등(숫자),129.0165274,35.26220419
4340,8-090-06,북구,금곡동,157,금곡초교(금곡2차유림아파트),지상,보행등,LED,1면2색,보행등,129.0165602,35.26280502
4341,8-090-05,북구,금곡동,157,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면3색,횡형3색,129.0165585,35.26313372
4342,8-090-04,북구,금곡동,153,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면3색,횡형3색,129.0165256,35.26313438
4343,8-090-03,북구,금곡동,153,금곡초교(금곡2차유림아파트),지상,차량등,LED,1면3색,횡형3색,129.0165256,35.26313438
