철도운영기관명,선명,역명,경도,위도
공항철도,자기부상,용유,126.423637,37.424805
공항철도,자기부상,워터파크,126.434183,37.429227
공항철도,자기부상,인천국제공항,126.4525,37.447222
공항철도,자기부상,장기주차장,126.455671,37.44385
공항철도,자기부상,파라다이스시티,126.459858,37.437217
공항철도,자기부상,합동청사,126.458654,37.440519
