철도운영기관명,선명,역명,경도,위도
코레일,동해,부전,129.060172,35.164556
코레일,동해,거제해맞이,129.0692,35.182247
코레일,동해,거제,129.075517,35.190892
코레일,동해,교대,129.080025,35.195553
코레일,동해,동래,129.089756,35.197572
코레일,동해,안락,129.103803,35.195961
코레일,동해,재송,129.120103,35.189536
코레일,동해,센텀,129.124972,35.179167
코레일,동해,벡스코,129.135833,35.171667
코레일,동해,신해운대,129.177087,35.181674
코레일,동해,송정,129.199931,35.180928
코레일,동해,오시리아,129.20829,35.196247
코레일,동해,기장,129.218841,35.243785
코레일,동해,일광,129.2333,35.265548
