철도운영기관명,선명,역명,경도,위도
공항철도,공항,서울역,126.972559,37.554648
공항철도,공항,공덕,126.951592,37.544018
공항철도,공항,홍대입구,126.925381,37.557192
공항철도,공항,디지털미디어시티,126.900984,37.576646
공항철도,공항,김포공항,126.801058,37.562434
공항철도,공항,계양,126.735637,37.571462
공항철도,공항,검암,126.673728,37.569104
공항철도,공항,청라국제도시,126.625327,37.555878
공항철도,공항,영종,126.5237,37.511466
공항철도,공항,운서,126.49379,37.492904
공항철도,공항,공항화물청사,126.476241,37.458366
공항철도,공항,인천국제공항,126.452508,37.447464
