경도,위도,landuse,industrial,amenity,시설종류,name,addr:full,source:date
126.7070842,37.77741779,industrial,,,위험물 관리시설,시그네틱스(주),경기도 파주시  탄현면 평화로 711,2020-05-01
126.818649,37.81793436,industrial,,,위험물 관리시설,(주)유나에너지부곡지점,경기도 파주시  파주읍 정문로 691,2020-05-01
126.8753876,37.93875295,industrial,,,위험물 관리시설,육군제7226부대(25사 213대대),경기도 파주시 파평면 덕천리 ,2020-05-01
126.9318139,37.78111748,industrial,,,위험물 관리시설,감사교육원청사,경기도 파주시  광탄면 기산로 207-160,2020-05-01
126.893401,37.91109219,industrial,,,위험물 관리시설,동선산업,경기도 파주시  법원읍 술이홀로 1671-22,2020-05-01
126.8436655,37.86194345,industrial,,,위험물 관리시설,파주에너지,경기도 파주시 법원읍 동문리 610-5번지 ,2020-05-01
126.869307,37.83641482,industrial,,,위험물 관리시설,(주)화인에너지,경기도 파주시  법원읍 보광로1794번길 35,2020-05-01
126.7910351,37.78745322,industrial,,,위험물 관리시설,신성콘크리트공업(주),경기도 파주시  월롱면 누현길 37,2020-05-01
126.8608767,37.80686213,industrial,,,위험물 관리시설,태성에너지,경기도 파주시  광탄면 부흥로 106,2020-05-01
126.8454743,37.86182603,industrial,,,위험물 관리시설,LG수복석유,경기도 파주시  법원읍 자운서원로 433,2020-05-01
126.815231,37.76450705,industrial,,,위험물 관리시설,(주)대일석유,경기도 파주시  조리읍 뇌조리 376-1번지 ,2020-05-01
126.8465249,37.73795823,industrial,,,위험물 관리시설,(주)재영,경기도 파주시  조리읍 명봉산로114번길 29,2020-05-01
126.8699172,37.80231797,industrial,,,위험물 관리시설,(주)동우에너지,경기도 파주시 광탄면 방축리 104번지 ,2020-05-01
126.8839168,37.90429942,industrial,,,위험물 관리시설,공군제8218부대,경기도 파주시 법원읍 웅담리 산 84번지 ,2020-05-01
126.9304509,37.84343643,industrial,,,위험물 관리시설,공군제8972부대,경기도 파주시 법원읍 갈곡리 산 66번지 ,2020-05-01
126.9300288,37.7505481,industrial,,,위험물 관리시설,공군 제8976부대,경기도 파주시  광탄면 보광로 386,2020-05-01
126.7441989,37.84144649,industrial,,,위험물 관리시설,파주시 환경관리센터,경기도 파주시  탄현면 방촌로 1213-52,2020-05-01
126.857302,37.85168802,industrial,,,위험물 관리시설,(주)수향에너지,"경기도 파주시  법원읍 사임당로 682 (, 330-13)",2020-05-01
126.7970741,37.75944891,industrial,,,위험물 관리시설,제2196부대,경기도 파주시  아동동 산 71번지 ,2020-05-01
126.8438744,37.91989675,industrial,,,위험물 관리시설,하나로아스콘(주),경기도 파주시  파평면 술이홀로 1857-95,2020-05-01
126.8002047,37.84668789,industrial,,,위험물 관리시설,육군제7163부대 도하중대장,경기도 파주시  가야리 37-1번지 ,2020-05-01
126.8398536,37.92317283,industrial,,,위험물 관리시설,삼경유화,경기도 파주시  파평면 청송로 204,2020-05-01
126.8219403,37.75365411,industrial,,,위험물 관리시설,(주)서부산업,경기도 파주시  조리읍 뇌조로178번길 33,2020-05-01
126.7096266,37.89885268,industrial,,,위험물 관리시설,남북출입사무소(도라산역사),경기도 파주시 장단면 노상리 556번지 ,2020-05-01
126.6839775,37.70017245,industrial,,,위험물 관리시설,(주)보림로지스틱스 자유로,"경기도 파주시  자유로 2212 (문발동,외 3필지)",2020-05-01
126.7339114,37.77319484,industrial,,,위험물 관리시설,신성교통(주),경기도 파주시 맥금동 산 4-1번지 ,2020-05-01
126.8272162,37.77529464,industrial,,,위험물 관리시설,성신레미컨(주)파주공장,경기도 파주시  조리읍 매봉재길 78,2020-05-01
126.856519,37.93403939,industrial,,,위험물 관리시설,(주)알파푸드,경기도 파주시  파평면 파산서원길 40,2020-05-01
126.788513,37.78268811,industrial,,,위험물 관리시설,신성ENG,경기도 파주시  월롱면 통일로 824,2020-05-01
126.7163893,37.74801195,industrial,,,위험물 관리시설,(주)해진네트웍스오성석유상사,경기도 파주시  연화길 45 (연다산동),2020-05-01
126.766959,37.81117033,industrial,,,위험물 관리시설,엘지디스플레이(주),경기도 파주시 월롱면 덕은리 1007번지 ,2020-05-01
126.7105717,37.90398955,industrial,,,위험물 관리시설,경의선 도로출입시설,경기도 파주시 장단면 도라산리 95번지 ,2020-05-01
126.8002047,37.84668789,industrial,,,위험물 관리시설,조인에너지셀프(야동점),"경기도 파주시  창곡동길 27 (야동동,-16)",2020-05-01
126.8494103,37.76853945,industrial,,,위험물 관리시설,한독산업(주),경기도 파주시  광탄면 수레길 382 (외3필지),2020-05-01
126.8586684,37.93849304,industrial,,,위험물 관리시설,명성화학공업(주),경기도 파주시  파평면 파산서원길 320,2020-05-01
126.7235039,37.70434571,industrial,,,위험물 관리시설,(주)구송에너지,경기도 파주시  교하로 499 (동패동),2020-05-01
126.8138163,37.83959971,industrial,,,위험물 관리시설,주식회사 남강,경기도 파주시  파주읍 우계로 152,2020-05-01
126.7130475,37.90089926,industrial,,,위험물 관리시설,경의선 출입시설,경기도 파주시  군내면 백연리 840 외 204필지 ,2020-05-01
126.7655931,37.81681425,industrial,,,위험물 관리시설,한국코스틱(주),경기도 파주시 월롱면 덕은리 산 37-1번지 ,2020-05-01
126.8522074,37.95455773,industrial,,,위험물 관리시설,모아오일 주식회사,경기도 파주시  적성면 율곡로 1464-5,2020-05-01
126.79067,37.84959074,industrial,,,위험물 관리시설,(주)경기고속,경기도 파주시 파주읍 봉서리 404-1번지 ,2020-05-01
126.7154044,37.79253718,industrial,,,위험물 관리시설,제이에스켐코리아,경기도 파주시  탄현면 방촌로 541-42,2020-05-01
126.8013297,37.86353875,industrial,,,위험물 관리시설,(주)케이엔더블유(1공장),경기도 파주시 문산읍 선유리 문산첨단산업단지 5-1블럭,2020-05-01
126.7197311,37.73580374,industrial,,,위험물 관리시설,한국지역난방공사파주지사,경기도 파주시  청석로 380 (다율동),2020-05-01
126.9742339,37.98486635,industrial,,,위험물 관리시설,(주)건영,경기도 파주시  적성면 율곡로 2720 (외 2필지),2020-05-01
126.7676987,37.73714336,industrial,,,위험물 관리시설,운정환경관리센터,"경기도 파주시  가람로150번길 41-34 (와동동, 운정환경관리센터)",2020-05-01
126.9000729,37.91515503,industrial,,,위험물 관리시설,삼강화성(주),경기도 파주시  법원읍 버들뫼길 29-11,2020-05-01
126.76484,37.71934573,industrial,,,위험물 관리시설,동양에너지,경기도 파주시 야당동 239-68번지 ,2020-05-01
126.8077213,37.85972033,industrial,,,위험물 관리시설,솔브레인(주),경기도 파주시  문산읍 돈유2로 29,2020-05-01
126.767866,37.78183453,industrial,,,위험물 관리시설,제7095부대,경기도 파주시 야동동 산 11-1번지,2020-05-01
126.7823443,37.83972034,industrial,,,위험물 관리시설,LG이노텍(주),경기도 파주시  문산읍 휴암로 570,2020-05-01
126.815749,37.85800829,industrial,,,위험물 관리시설,(주)케이엔더블유(2공장),경기도 파주시  파주읍 향양리 697-2번지 ,2020-05-01
126.8416335,37.823262,industrial,,,위험물 관리시설,제2258부대,경기도 파주시 파주읍 연풍리 329번지 외 12필지 ,2020-05-01
126.8134648,37.83529845,industrial,,,위험물 관리시설,제5967부대,경기도 파주시  파주읍 우계로 101 (외 3필지),2020-05-01
126.7152329,37.79129195,industrial,,,위험물 관리시설,명진산업(주),경기도 파주시  탄현면 방촌로 541-57,2020-05-01
126.8652462,37.88052431,industrial,,,위험물 관리시설,육군 제6997부대,경기도 파주시 법원읍 동문리 114번지,2020-05-01
126.8640314,37.85374424,industrial,,,위험물 관리시설,육군 제8191부대,경기도 파주시  법원읍 사임당로745번길 51 (외3필지),2020-05-01
126.7199339,37.74643768,industrial,,,위험물 관리시설,(주)웅진화학,경기도 파주시  오도동 183-4번지 ,2020-05-01
126.8210207,37.77371921,industrial,,,위험물 관리시설,육군제6985부대,경기도 파주시  조리읍 오산리 산 102번지 외 4필지 ,2020-05-01
126.914022,37.94493576,industrial,,,위험물 관리시설,제8673부대,경기도 파주시  적성면 마지리 산 99-1번지 ,2020-05-01
126.9111582,37.97480379,industrial,,,위험물 관리시설,육군 제8890부대,경기도 파주시  적성면 가월리 사서함 95-19호 ,2020-05-01
126.8540352,37.93061856,industrial,,,위험물 관리시설,육군 제5978-101부대,경기도 파주시  파평면 눌노리 사서함 95-17호 ,2020-05-01
126.8966082,37.91031138,industrial,,,위험물 관리시설,육군 제5978부대,경기도 파주시  법원읍 웅담리 사서함 95-13호 ,2020-05-01
126.8604269,37.87827941,industrial,,,위험물 관리시설,육군 제6878부대,경기도 파주시  법원읍 동문리 산 127-1번지 외 13필지 ,2020-05-01
126.834247,37.93250567,industrial,,,위험물 관리시설,대박에너지,경기도 파주시  파평면 금파리 414-18번지 ,2020-05-01
126.7415321,37.72934385,industrial,,,위험물 관리시설,(주)이아이디,경기도 파주시  목동동 991번지 ,2020-05-01
126.691603,37.71988095,industrial,,,위험물 관리시설,한국영상자료원(파주보존센터),경기도 파주시  문발로 301 (문발동),2020-05-01
126.7434416,37.80634506,industrial,,,위험물 관리시설,현대모비스(주)서부부품사업소,경기도 파주시  탄현면 축현산단로 45,2020-05-01
126.9473918,37.96728567,industrial,,,위험물 관리시설,3626부대,경기도 파주시  적성면 객현리 336-1번지 ,2020-05-01
126.7441885,37.79373918,industrial,,,위험물 관리시설,육군제8293부대,경기도 파주시  검산동 411-10번지 ,2020-05-01
126.7493155,37.82840959,industrial,,,위험물 관리시설,육군제7052부대,경기도 파주시  탄현면 금승리 116-1번지 ,2020-05-01
126.8809085,37.85507695,industrial,,,위험물 관리시설,(주)광진섬유,경기도 파주시  법원읍 법원리 475번지 외 10필지 ,2020-05-01
126.8739254,37.781363,industrial,,,위험물 관리시설,동구산업(주),경기도 파주시  광탄면 우랑길 36-27,2020-05-01
126.8734397,37.80740627,industrial,,,위험물 관리시설,(주)대원아스콘 지점 대원레미콘,경기도 파주시  광탄면 부흥로169번길 160 (방축리5-14),2020-05-01
126.87925,37.77832326,industrial,,,위험물 관리시설,유경산업,경기도 파주시 광탄면 마장리 408-42번지 ,2020-05-01
126.874878,37.76043276,industrial,,,위험물 관리시설,형제에너지,경기도 파주시 광탄면 분수리 168-16번지 ,2020-05-01
126.874878,37.76043276,industrial,,,위험물 관리시설,유진잉크,경기도 파주시  광탄면 장지산로316번길 130-10,2020-05-01
126.8417821,37.78024989,industrial,,,위험물 관리시설,제1570부대,경기도 파주시  광탄면 신산리 584-3번지 ,2020-05-01
126.9108642,37.95076298,industrial,,,위험물 관리시설,제2573부대,경기도 파주시  적성면 마지리 사서함 112 ,2020-05-01
126.8633937,37.79896664,industrial,,,위험물 관리시설,나이스메탈(주),경기도 파주시  광탄면 창만리 362-5번지 ,2020-05-01
126.8992768,37.91057059,industrial,,,위험물 관리시설,제1719부대(315부대),경기도 파주시  법원읍 웅담리 191-2번지 외 5필지 ,2020-05-01
126.8447597,37.82382426,industrial,,,위험물 관리시설,제2258부대,경기도 파주시  파주읍 연풍리 73-2번지 ,2020-05-01
126.8147536,37.83071637,industrial,,,위험물 관리시설,육군제7723부대장(1공병여단127대대),경기도 파주시  파주읍 파주리 510번지 ,2020-05-01
126.8538082,37.88875676,industrial,,,위험물 관리시설,육군6953부대,경기도 파주시  파평면 마산리 146번지 외 13필지 ,2020-05-01
126.7713069,37.75635424,industrial,,,위험물 관리시설,대한주택공사서울지역본부,경기도 파주시  금촌동 252번지 ,2020-05-01
126.8040322,37.85452932,industrial,,,위험물 관리시설,케이이티솔루션(주),"경기도 파주시  파주읍 돈유1로 22 (향양리701-2,케이이티솔루션.주)",2020-05-01
126.9017184,37.85025411,industrial,,,위험물 관리시설,신일여객,경기도 파주시  법원읍 갈곡리 352-2번지 ,2020-05-01
126.8609487,37.96177831,industrial,,,위험물 관리시설,지영남사업장,경기도 파주시  적성면 자장리 350-3번지 외 1필지 ,2020-05-01
126.8546907,37.88903563,industrial,,,위험물 관리시설,육군제5710부대 868대대,경기도 파주시  파평면 마산리 사 109-27 ,2020-05-01
127.0057498,37.98441584,industrial,,,위험물 관리시설,육군제8261부대(231포병대대),경기도 파주시  적성면 적암리 94-22번지 ,2020-05-01
126.9091123,37.75152791,industrial,,,위험물 관리시설,육군제3015부대(1군단701특공),경기도 파주시  광탄면 영장리 53-4번지 ,2020-05-01
126.8840051,37.75118501,industrial,,,위험물 관리시설,한성우레탄(주),경기도 파주시  광탄면 장지산로 184-12,2020-05-01
126.8259722,37.83317118,industrial,,,위험물 관리시설,(주)세일섬유,경기도 파주시  파주읍 파발로81번길 31,2020-05-01
126.7442689,37.83194187,industrial,,,위험물 관리시설,(주)이롬,경기도 파주시 탄현면 낙하리 83-1 ,2020-05-01
126.7428115,37.79191352,industrial,,,위험물 관리시설,제8293부대,경기도 파주시  검산로 214 (검산동),2020-05-01
126.7499392,37.74819199,industrial,,,위험물 관리시설,쌍용레미콘(주)파주사업소,경기도 파주시  천정구로 155 (교하동),2020-05-01
126.7506405,37.93910864,industrial,,,위험물 관리시설,제8191부대,경기도 파주시  군내면 읍내리 238번지 ,2020-05-01
126.8461267,37.78484252,industrial,,,위험물 관리시설,육군 JSA 경비대대,경기도 파주시  광탄면 신산리 사서함 109-40 ,2020-05-01
126.7937827,37.77625495,industrial,,,위험물 관리시설,육군제29전차대대3056부대장,경기도 파주시  월롱면 영태리 사서함 86-35 ,2020-05-01
126.7102514,37.73422286,industrial,,,위험물 관리시설,명성운수(주),경기도 파주시  연다산동 산 16-6번지 외 1필지 ,2020-05-01
126.8775808,37.8864628,industrial,,,위험물 관리시설,제6878부대,"경기도 파주시  법원읍 술이홀로 1333, 사서함 95-36",2020-05-01
126.8838695,37.85540234,industrial,,,위험물 관리시설,육군제3273부대본부포대,경기도 파주시 법원읍 법원리 ,2020-05-01
126.7174159,37.80097429,industrial,,,위험물 관리시설,탄현농업협동조합,경기도 파주시  탄현면 방촌로 641,2020-05-01
126.8301648,37.81943669,industrial,,,위험물 관리시설,에버켐(주),경기도 파주시  파주읍 가마울길 212-14,2020-05-01
126.88949,37.94963541,industrial,,,위험물 관리시설,5699부대,경기도 파주시  적성면 국사로 53-25,2020-05-01
126.8274708,37.77354923,industrial,,,위험물 관리시설,(주)NS케미칼,경기도 파주시  조리읍 작은연당길 65,2020-05-01
126.6988159,37.80035607,industrial,,,위험물 관리시설,동양메이저(주) 파주공장,경기도 파주시  탄현면 헤이리로 199 (외 1필지),2020-05-01
126.8470007,37.89663703,industrial,,,위험물 관리시설,제1719부대(311부대),경기도 파주시  파평면 두포리 13번지 외 2필지 ,2020-05-01
126.8342217,37.86843664,industrial,,,위험물 관리시설,육군1570부대,경기도 파주시  문산읍 이천리 산 51-7번지 ,2020-05-01
126.6965051,37.73077417,industrial,,,위험물 관리시설,대진이화(주),경기도 파주시  신촌로 49 (신촌동),2020-05-01
126.9172383,37.77795723,industrial,,,위험물 관리시설,육군제1570부대101대대(1사단공병대대),경기도 파주시  광탄면 기산리 사서함109-2호 ,2020-05-01
126.8370727,37.86203176,industrial,,,위험물 관리시설,육군제6028부대(30사606포병),경기도 파주시  문산읍 이천리 246번지 ,2020-05-01
126.9406231,37.94328591,industrial,,,위험물 관리시설,육군 제7305부대,경기도 파주시  적성면 설마리 64번지 ,2020-05-01
126.7470404,37.8050589,industrial,,,위험물 관리시설,서준산업,경기도 파주시  탄현면 축현산단로 75-14,2020-05-01
126.8777616,37.85352436,industrial,,,위험물 관리시설,가톨릭대학교부속병원세탁부,경기도 파주시  법원읍 술이홀로934번길 24 (외4필지),2020-05-01
126.7895876,37.84490352,industrial,,,위험물 관리시설,파주농업협동조합,경기도 파주시 파주읍 봉서리 828-11번지,2020-05-01
126.8828626,37.7728524,industrial,,,위험물 관리시설,유일산업(주),경기도 파주시  광탄면 보광로 877,2020-05-01
126.8546907,37.88903563,industrial,,,위험물 관리시설,육군제6857부대,경기도 파주시  파평면 마산리 ,2020-05-01
126.7357013,37.81874999,industrial,,,위험물 관리시설,학교법인 웅지학원 웅지세무대학,경기도 파주시  탄현면 웅지로144번길 73,2020-05-01
126.711967,37.90809521,industrial,,,위험물 관리시설,제5967부대,경기도 파주시  장단면 도라산리 18-1번지 ,2020-05-01
126.8522404,37.80576027,industrial,,,위험물 관리시설,(주)삼송포리마,경기도 파주시 광탄면 창만리 582번지 ,2020-05-01
126.8594027,37.84808638,industrial,,,위험물 관리시설,오병윤사업장,경기도 파주시  법원읍 보광로 1984,2020-05-01
126.8583893,37.78546639,industrial,,,위험물 관리시설,대길고분자,경기도 파주시 광탄면 창만리 453-2번지,2020-05-01
126.8020759,37.79203481,industrial,,,위험물 관리시설,(주)뉴신일관광,경기도 파주시  월롱면 도감로 156,2020-05-01
126.8567406,37.8512501,industrial,,,위험물 관리시설,가야랜드,"경기도 파주시  법원읍 사임당로 674, 파주가야랜드",2020-05-01
126.8723106,37.80697201,industrial,,,위험물 관리시설,인창개발(주),경기도 파주시  광탄면 부흥로169번길 158,2020-05-01
126.8278254,37.76833597,industrial,,,위험물 관리시설,육군제3653부대,경기도 파주시 조리읍 오산리 274번지 ,2020-05-01
126.8671897,37.85825256,industrial,,,위험물 관리시설,육군제2731부대(1군단511방공대대),경기도 파주시 법원읍 가야리 산 19번지 ,2020-05-01
126.8172117,37.86177108,industrial,,,위험물 관리시설,(주)피유시스,경기도 파주시  문산읍 돈유2로 150,2020-05-01
126.8017188,37.76208204,industrial,,,위험물 관리시설,육군6953부대,경기도 파주시 월롱면 영태리 307번지,2020-05-01
126.7803648,37.79703805,industrial,,,위험물 관리시설,(주)인성통상,경기도 파주시  월롱면 월롱초교길 130,2020-05-01
126.8765485,37.85334162,industrial,,,위험물 관리시설,삼육특수유제(주),경기도 파주시  법원읍 술이홀로934번길 8,2020-05-01
126.8208323,37.86563654,industrial,,,위험물 관리시설,육군제1570부대701대대(1사전차대대),경기도 파주시 문산읍 이천리 산 45번지 ,2020-05-01
126.8026859,37.75276652,industrial,,,위험물 관리시설,조리농협주유소,경기도 파주시  조리읍 뇌조리 191-11번지,2020-05-01
126.7778294,37.87857806,industrial,,,위험물 관리시설,8958부대,경기도 파주시  문산읍 통일로 1950,2020-05-01
126.8429068,37.92431106,industrial,,,위험물 관리시설,(주)한국하이텍,경기도 파주시  파평면 청송로208번길 78,2020-05-01
126.9011674,37.76315829,industrial,,,위험물 관리시설,육군 제3015부대,경기도 파주시 광탄면 영장리 156-1번지 ,2020-05-01
