GPSLATI,GPSLONG,ROUTENO,public_transport,bus,ref,name
36.6013323,127.2970784,76,platform,yes,11093,조치원역
36.6014294,127.3000769,76,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,76,platform,yes,11107,조치원버스터미널
36.67953,127.2036,81,platform,yes,37079,전의역
36.68047,127.19682,81,platform,yes,37073,전의중학교
36.68079,127.19353,81,platform,yes,37086,한국콜마
36.67609,127.19916,81,platform,yes,37065,원성리(죽근마을)
36.676,127.20598,81,platform,yes,37045,신방2리마을회관
36.67207,127.21071,81,platform,yes,38012,베어트리파크
36.66242,127.21428,81,platform,yes,38037,송성2리입구
36.65265,127.21388,81,platform,yes,38085,흥진레미콘
36.6495494,127.2134708,81,platform,yes,38033,송성1리입구
36.63605,127.2174,81,platform,yes,38039,송성3리(솔티)
36.63605,127.2174,81,platform,yes,38039,송성3리(솔티)
36.64506,127.21685,81,platform,yes,38034,송성1리
36.6496282,127.2136204,81,platform,yes,38036,송성1리입구
36.65236,127.21365,81,platform,yes,38035,흥진레미콘
36.66261,127.21437,81,platform,yes,38038,송성2리입구
36.67203,127.21089,81,platform,yes,38013,베어트리파크
36.67611,127.2063,81,platform,yes,37046,신방2리마을회관
36.67622,127.19936,81,platform,yes,37062,원성리(죽근마을)
36.68087,127.19338,81,platform,yes,37087,한국콜마
36.68024,127.19736,81,platform,yes,37082,전의중학교
36.67939,127.20358,81,platform,yes,37080,전의역
36.67953,127.2036,82,platform,yes,37079,전의역
36.68047,127.19682,82,platform,yes,37073,전의중학교
36.68079,127.19353,82,platform,yes,37086,한국콜마
36.67609,127.19916,82,platform,yes,37065,원성리(죽근마을)
36.67112,127.19515,82,platform,yes,37064,원성2리
36.669438,127.194232,82,platform,yes,37103,신흥리(사사)
36.66348,127.19092,82,platform,yes,37052,신흥리
36.66042,127.18919,82,platform,yes,37060,영당리(영성들)
36.65524,127.18733,82,platform,yes,37059,대전카톨릭대입구
36.65099,127.18462,82,platform,yes,37047,신방1리(신암골)
36.64323,127.17697,82,platform,yes,37055,양곡리
36.63987,127.17637,82,platform,yes,37057,세종미래산업단지
36.6336684,127.1754206,82,platform,yes,37098,달전리
36.63113,127.17432,82,platform,yes,37022,달전1리
36.62677,127.17521,82,platform,yes,37018,달전2리입구
36.62586,127.19001,82,platform,yes,37033,부거실(아랫마을)
36.62444,127.19807,82,platform,yes,37034,부거실(윗마을)
36.62598,127.19015,82,platform,yes,37032,부거실(아랫마을)
36.61601,127.17733,82,platform,yes,37024,달전리(태호농장)
36.60976,127.17305,82,platform,yes,37011,금사리
36.60406,127.1863,82,platform,yes,37017,비암사입구
36.6031132,127.189307,82,platform,yes,37102,다방1리마을회관
36.60319,127.18944,82,platform,yes,37014,다방1리마을회관
36.60409,127.18662,82,platform,yes,37016,비암사입구
36.59749,127.17442,82,platform,yes,37015,다방2리마을회관
36.60927,127.17268,82,platform,yes,37010,금사리
36.61607,127.17748,82,platform,yes,37023,달전리(태호농장)
36.62685,127.17534,82,platform,yes,37020,달전2리입구
36.62586,127.19001,82,platform,yes,37033,부거실(아랫마을)
36.62444,127.19807,82,platform,yes,37034,부거실(윗마을)
36.62598,127.19015,82,platform,yes,37032,부거실(아랫마을)
36.62698,127.17504,82,platform,yes,37019,달전2리입구
36.63112,127.1745,82,platform,yes,37021,달전1리
36.633804,127.1755319,82,platform,yes,37097,달전리
36.63972,127.17649,82,platform,yes,37056,세종미래산업단지
36.64316,127.1771,82,platform,yes,37054,양곡리
36.651,127.18479,82,platform,yes,37048,신방1리(신암골)
36.65494,127.18734,82,platform,yes,37058,대전카톨릭대입구
36.66047,127.18938,82,platform,yes,37061,영당리(영성들)
36.66359,127.19113,82,platform,yes,37053,신흥리
36.66931,127.19429,82,platform,yes,37051,신흥리(사사)
36.67103,127.19527,82,platform,yes,37063,원성2리
36.67622,127.19936,82,platform,yes,37062,원성리(죽근마을)
36.68087,127.19338,82,platform,yes,37087,한국콜마
36.68024,127.19736,82,platform,yes,37082,전의중학교
36.67939,127.20358,82,platform,yes,37080,전의역
36.67939,127.20358,83,platform,yes,37080,전의역
36.68196,127.20455,83,platform,yes,37044,성호아파트
36.68899,127.2053,83,platform,yes,37004,갈정교
36.69905,127.19826,83,platform,yes,37006,관정1리
36.71551,127.19521,83,platform,yes,39002,고등1리마을회관
36.7191773,127.1955466,83,platform,yes,39028,세종첨단산업단지
36.7177679,127.2003627,83,platform,yes,39029,대교에이스
36.71543,127.19507,83,platform,yes,39003,고등1리마을회관
36.70594,127.18845,83,platform,yes,39004,고등2리
36.70287,127.19218,83,platform,yes,37076,전의산연수원
36.69941,127.18976,83,platform,yes,37038,서정2리
36.69661,127.18893,83,platform,yes,37040,서정2리마을회관
36.68798,127.19183,83,platform,yes,37036,서정1리마을회관
36.68024,127.19736,83,platform,yes,37082,전의중학교
36.67953,127.2036,83,platform,yes,37079,전의역
36.68047,127.19682,83,platform,yes,37073,전의중학교
36.68799,127.19201,83,platform,yes,37037,서정1리마을회관
36.69659,127.18911,83,platform,yes,37041,서정2리마을회관
36.69944,127.1899,83,platform,yes,37039,서정2리
36.70279,127.19239,83,platform,yes,37075,전의산연수원
36.7060526,127.1885841,83,platform,yes,39031,고등2리
36.71551,127.19521,83,platform,yes,39002,고등1리마을회관
36.7191773,127.1955466,83,platform,yes,39028,세종첨단산업단지
36.7177679,127.2003627,83,platform,yes,39029,대교에이스
36.71543,127.19507,83,platform,yes,39003,고등1리마을회관
36.69898,127.19813,83,platform,yes,37005,관정1리
36.68911,127.20517,83,platform,yes,37003,갈정교
36.68191,127.20441,83,platform,yes,37043,성호아파트
36.67939,127.20358,84,platform,yes,37080,전의역
36.68196,127.20455,84,platform,yes,37044,성호아파트
36.68899,127.2053,84,platform,yes,37004,갈정교
36.6932,127.2057,84,platform,yes,37025,대추리
36.69888,127.21024,84,platform,yes,37035,사관정
36.70488,127.21246,84,platform,yes,37008,중대부
36.71258,127.21146,84,platform,yes,37007,상대부(쌍태울)
36.70502,127.21236,84,platform,yes,37009,중대부
36.70105,127.21057,84,platform,yes,37074,전의산업단지
36.69794,127.22103,84,platform,yes,37001,(주)레이크엘이디앞
36.70131,127.22721,84,platform,yes,37085,하노곡
36.70046,127.23454,84,platform,yes,37013,노곡리종점
36.70061,127.23461,84,platform,yes,37012,노곡리
36.7014451,127.2271649,84,platform,yes,37084,하노곡
36.69603,127.22178,84,platform,yes,37083,종성골
36.69472,127.21988,84,platform,yes,37050,신정2리
36.69158,127.21464,84,platform,yes,37049,신정1리
36.68911,127.20517,84,platform,yes,37003,갈정교
36.68191,127.20441,84,platform,yes,37043,성호아파트
36.67953,127.2036,84,platform,yes,37079,전의역
36.67939,127.20358,84,platform,yes,37080,전의역
36.68196,127.20455,84,platform,yes,37044,성호아파트
36.68899,127.2053,84,platform,yes,37004,갈정교
36.6915871,127.2147544,84,platform,yes,37104,신정1리
36.6946059,127.219943,84,platform,yes,37105,신정2리
36.6959446,127.2218636,84,platform,yes,37106,종성골
36.70131,127.22721,84,platform,yes,37085,하노곡
36.70046,127.23454,84,platform,yes,37013,노곡리종점
36.70061,127.23461,84,platform,yes,37012,노곡리
36.7014451,127.2271649,84,platform,yes,37084,하노곡
36.6980972,127.2210106,84,platform,yes,37107,(주)레이크엘이디앞
36.7012593,127.2106772,84,platform,yes,37108,전의산업단지
36.70488,127.21246,84,platform,yes,37008,중대부
36.71258,127.21146,84,platform,yes,37007,상대부(쌍태울)
36.70502,127.21236,84,platform,yes,37009,중대부
36.69893829,127.2101017,84,platform,yes,37092,사관정
36.69343329,127.2057917,84,platform,yes,37091,대추리
36.68911,127.20517,84,platform,yes,37003,갈정교
36.68191,127.20441,84,platform,yes,37043,성호아파트
36.67953,127.2036,84,platform,yes,37079,전의역
36.67953,127.2036,85,platform,yes,37079,전의역
36.68047,127.19682,85,platform,yes,37073,전의중학교
36.68046,127.19186,85,platform,yes,37026,덕고개
36.68099,127.18197,85,platform,yes,37030,민석아파트입구
36.68292,127.17727,85,platform,yes,37068,유천2리
36.68628,127.16919,85,platform,yes,37067,유천리
36.68803,127.16612,85,platform,yes,37070,유천리(어천)
36.6887542,127.1574677,85,platform,yes,32116,행정리
36.69865,127.15205,85,platform,yes,39024,운당1리
36.7058276,127.1497944,85,platform,yes,39021,운당2리
36.705806,127.148932,85,platform,yes,39033,운당교차로
36.710519,127.147184,85,platform,yes,39034,동산산업
36.7057756,127.1489661,85,platform,yes,39022,운당2리
36.70852,127.15296,85,platform,yes,37002,KCC앞
36.71191,127.15392,85,platform,yes,39010,소정리입구
36.7143,127.15486,85,platform,yes,39018,소정면우체국
36.71885,127.1567,85,platform,yes,39012,소정리역
36.72149,127.15766,85,platform,yes,39016,소정면사무소
36.7245035,127.1581344,85,platform,yes,39030,소정리
36.72556,127.15982,85,platform,yes,39006,대곡4리
36.72646,127.16173,85,platform,yes,39014,소정육교(맹골)
36.72718,127.16312,85,platform,yes,39019,소정육교
36.7296,127.16673,85,platform,yes,39007,대곡리
36.7191773,127.1955466,85,platform,yes,39028,세종첨단산업단지
36.7177679,127.2003627,85,platform,yes,39029,대교에이스
36.71543,127.19507,85,platform,yes,39003,고등1리마을회관
36.71551,127.19521,85,platform,yes,39002,고등1리마을회관
36.7191773,127.1955466,85,platform,yes,39028,세종첨단산업단지
36.7177679,127.2003627,85,platform,yes,39029,대교에이스
36.7271,127.16202,85,platform,yes,39020,소정육교(맹골)
36.72607,127.15941,85,platform,yes,39005,대곡1리
36.72478,127.15813,85,platform,yes,39025,소정리
36.72173,127.15762,85,platform,yes,39015,소정면사무소
36.71895,127.1566,85,platform,yes,39013,소정리역
36.71422,127.15471,85,platform,yes,39017,소정면우체국
36.712119,127.153895,85,platform,yes,39011,소정리입구
36.70867,127.15287,85,platform,yes,39001,KCC앞
36.710329,127.147243,85,platform,yes,39032,동산산업
36.7057756,127.1489661,85,platform,yes,39022,운당2리
36.6979,127.15261,85,platform,yes,39023,운당1리
36.6885967,127.1575524,85,platform,yes,32115,행정리
36.6879,127.16612,85,platform,yes,37069,유천리(어천)
36.6862,127.16905,85,platform,yes,37071,유천리
36.68278,127.17728,85,platform,yes,37066,유천2리
36.6811,127.18134,85,platform,yes,37031,민석아파트입구
36.68032,127.19191,85,platform,yes,37027,덕고개
36.68024,127.19736,85,platform,yes,37082,전의중학교
36.67939,127.20358,85,platform,yes,37080,전의역
36.6018992,127.3028932,86,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,86,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,86,platform,yes,11071,조치원역
36.599942,127.29819,86,platform,yes,11062,조치원전통시장
36.5972495,127.2987069,86,platform,yes,11096,효성세종병원
36.59078,127.29892,86,platform,yes,11075,죽림리
36.5884,127.29841,86,platform,yes,11014,번암리
36.58577,127.29582,86,platform,yes,11017,번암아파트
36.58401,127.29416,86,platform,yes,11015,번암삼거리
36.58772,127.29233,86,platform,yes,11019,번암아파트후문
36.59085,127.29192,86,platform,yes,11058,자이아파트
36.59523,127.28973,86,platform,yes,11054,신흥주공아파트
36.59468,127.28478,86,platform,yes,11036,세종시민체육관
36.5945295,127.2773157,86,platform,yes,36132,방축골
36.59373,127.27467,86,platform,yes,36101,월하1리마을회관
36.59204,127.2716,86,platform,yes,36076,연서면사무소
36.59196,127.26919,86,platform,yes,36047,성제1리마을회관
36.58857,127.26386,86,platform,yes,36041,서세종농협
36.58632,127.26114,86,platform,yes,36038,서면
36.58113,127.25696,86,platform,yes,36078,연서중학교
36.58203,127.25394,86,platform,yes,36080,연서초등학교
36.5814876,127.2513956,86,platform,yes,36063,신대1리마을회관
36.58474,127.24801,86,platform,yes,36062,신대2리마을회관
36.5891565,127.2395123,86,platform,yes,36133,신대2리(의넘어)
36.59011,127.2335,86,platform,yes,36060,신대2리(송적골)
36.5944763,127.2278058,86,platform,yes,36147,용암리(금단마을)
36.5977479,127.2274533,86,platform,yes,36148,고복저수지
36.59901,127.22186,86,platform,yes,36064,쌍류리
36.5966178,127.2183175,86,platform,yes,36126,쌍류리입구
36.5952411,127.2174952,86,platform,yes,36146,쌍류리(월정마을)
36.59467,127.21372,86,platform,yes,36067,쌍류보건진료소
36.597535,127.208638,86,platform,yes,36143,쌍류초등학교
36.60319,127.18944,86,platform,yes,37014,다방1리마을회관
36.60409,127.18662,86,platform,yes,37016,비암사입구
36.60927,127.17268,86,platform,yes,37010,금사리
36.61607,127.17748,86,platform,yes,37023,달전리(태호농장)
36.62698,127.17504,86,platform,yes,37019,달전2리입구
36.63112,127.1745,86,platform,yes,37021,달전1리
36.633804,127.1755319,86,platform,yes,37097,달전리
36.63972,127.17649,86,platform,yes,37056,세종미래산업단지
36.64316,127.1771,86,platform,yes,37054,양곡리
36.651,127.18479,86,platform,yes,37048,신방1리(신암골)
36.65494,127.18734,86,platform,yes,37058,대전카톨릭대입구
36.66047,127.18938,86,platform,yes,37061,영당리(영성들)
36.66359,127.19113,86,platform,yes,37053,신흥리
36.66931,127.19429,86,platform,yes,37051,신흥리(사사)
36.67103,127.19527,86,platform,yes,37063,원성2리
36.67622,127.19936,86,platform,yes,37062,원성리(죽근마을)
36.68087,127.19338,86,platform,yes,37087,한국콜마
36.68024,127.19736,86,platform,yes,37082,전의중학교
36.67939,127.20358,86,platform,yes,37080,전의역
36.6794,127.2066,86,platform,yes,37072,재동아파트
36.67954,127.20667,86,platform,yes,37077,재동아파트
36.67953,127.2036,86,platform,yes,37079,전의역
36.68047,127.19682,86,platform,yes,37073,전의중학교
36.68079,127.19353,86,platform,yes,37086,한국콜마
36.67609,127.19916,86,platform,yes,37065,원성리(죽근마을)
36.67112,127.19515,86,platform,yes,37064,원성2리
36.669438,127.194232,86,platform,yes,37103,신흥리(사사)
36.66348,127.19092,86,platform,yes,37052,신흥리
36.66042,127.18919,86,platform,yes,37060,영당리(영성들)
36.65524,127.18733,86,platform,yes,37059,대전카톨릭대입구
36.65099,127.18462,86,platform,yes,37047,신방1리(신암골)
36.64323,127.17697,86,platform,yes,37055,양곡리
36.63987,127.17637,86,platform,yes,37057,세종미래산업단지
36.6336684,127.1754206,86,platform,yes,37098,달전리
36.63113,127.17432,86,platform,yes,37022,달전1리
36.62677,127.17521,86,platform,yes,37018,달전2리입구
36.61601,127.17733,86,platform,yes,37024,달전리(태호농장)
36.60976,127.17305,86,platform,yes,37011,금사리
36.60406,127.1863,86,platform,yes,37017,비암사입구
36.6031132,127.189307,86,platform,yes,37102,다방1리마을회관
36.5976715,127.208475,86,platform,yes,36144,쌍류초등학교
36.59453,127.21345,86,platform,yes,36065,쌍류보건진료소
36.5952236,127.2177077,86,platform,yes,36145,쌍류리(월정마을)
36.5968888,127.2185402,86,platform,yes,36127,쌍류리입구
36.5989,127.22171,86,platform,yes,36066,쌍류리
36.5977251,127.2273249,86,platform,yes,36149,고복저수지
36.5944128,127.227644,86,platform,yes,36094,용암리(금단마을)
36.59008,127.2332,86,platform,yes,36059,신대2리(송적골)
36.589008,127.2396078,86,platform,yes,36134,신대2리(의넘어)
36.58454,127.24817,86,platform,yes,36061,신대2리마을회관
36.581362,127.2516833,86,platform,yes,36135,신대1리마을회관
36.58198663,127.2537284,86,platform,yes,36123,연서초등학교
36.58099,127.25676,86,platform,yes,36079,연서중학교
36.58628,127.26126,86,platform,yes,36039,서면
36.58847,127.26396,86,platform,yes,36042,서세종농협
36.59183,127.26913,86,platform,yes,36046,성제1리마을회관
36.59184,127.27115,86,platform,yes,36077,연서면사무소
36.59354,127.27439,86,platform,yes,36100,월하1리마을회관
36.59433,127.27733,86,platform,yes,36031,방축골
36.59455,127.28477,86,platform,yes,11052,세종시민체육관
36.5951,127.28973,86,platform,yes,11053,신흥주공아파트
36.59083,127.29173,86,platform,yes,11059,자이아파트
36.5876866,127.2920412,86,platform,yes,11097,번암아파트후문
36.58365,127.29409,86,platform,yes,11016,번암삼거리
36.58555,127.29591,86,platform,yes,11018,번암아파트
36.588329,127.2986104,86,platform,yes,11411,번암리
36.59127,127.29897,86,platform,yes,11076,죽림리
36.59705,127.29895,86,platform,yes,11090,효성세종병원
36.59898,127.29861,86,platform,yes,11063,조치원전통시장
36.6013323,127.2970784,86,platform,yes,11093,조치원역
36.6014294,127.3000769,86,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,86,platform,yes,11107,조치원버스터미널
36.6018992,127.3028932,91,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,91,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,91,platform,yes,11071,조치원역
36.60296,127.29789,91,platform,yes,11039,세종우체국
36.60578,127.29741,91,platform,yes,11070,조치원여중
36.61017,127.2968,91,platform,yes,11034,세종고등학교
36.61256,127.29455,91,platform,yes,11030,새주막거리
36.61372,127.29104,91,platform,yes,11046,신안1리입구
36.61411,127.28953,91,platform,yes,11079,중앙요양병원
36.61637,127.28719,91,platform,yes,11033,신안리마을회관
36.61737,127.28887,91,platform,yes,11005,구렁말
36.62178,127.29072,91,platform,yes,11088,홍익대학교
36.62633,127.28994,91,platform,yes,11081,신안2리(안터)
36.62926,127.28909,91,platform,yes,11048,신안2리입구
36.63471,127.28878,91,platform,yes,11073,조형아파트
36.63758,127.28628,91,platform,yes,13006,상봉초등학교
36.63862,127.28379,91,platform,yes,13004,상봉2리(가마소)
36.64456,127.27603,91,platform,yes,38053,심중1리
36.65736,127.2811,91,platform,yes,38059,심중2리입구
36.66531,127.29224,91,platform,yes,38058,심중2리
36.6704,127.29874,91,platform,yes,38061,심중리시민스포츠센터
36.66544,127.29221,91,platform,yes,38056,심중2리
36.6575,127.28108,91,platform,yes,38055,심중2리입구
36.64999,127.27104,91,platform,yes,38060,심중2리입구
36.65369,127.26701,91,platform,yes,38065,전동삼거리
36.6609,127.27033,91,platform,yes,38007,노장농공단지
36.66316,127.27271,91,platform,yes,38003,노장2리
36.66932,127.2727,91,platform,yes,38006,노장3리
36.67291,127.27078,91,platform,yes,38070,조치원낚시터
36.68073,127.26314,91,platform,yes,38019,봉대리(평말)
36.68345,127.26529,91,platform,yes,38017,봉대리
36.68337,127.26512,91,platform,yes,38052,봉대리
36.68098,127.26305,91,platform,yes,38018,봉대리(평말)
36.67308,127.2706,91,platform,yes,38069,조치원낚시터
36.66938,127.2725,91,platform,yes,38005,노장3리
36.66327,127.27263,91,platform,yes,38004,노장2리
36.66071,127.27012,91,platform,yes,38008,노장농공단지
36.65378,127.2669,91,platform,yes,38064,전동삼거리
36.64988,127.27101,91,platform,yes,38057,심중2리입구
36.65736,127.2811,91,platform,yes,38059,심중2리입구
36.66531,127.29224,91,platform,yes,38058,심중2리
36.6704,127.29874,91,platform,yes,38061,심중리시민스포츠센터
36.66544,127.29221,91,platform,yes,38056,심중2리
36.6575,127.28108,91,platform,yes,38055,심중2리입구
36.64451,127.27593,91,platform,yes,38054,심중1리
36.63857,127.28365,91,platform,yes,13005,상봉2리(가마소)
36.63747,127.28622,91,platform,yes,13003,상봉초등학교
36.63441,127.28884,91,platform,yes,11074,조형아파트
36.62874,127.28909,91,platform,yes,11047,신안2리입구
36.62652,127.28975,91,platform,yes,11082,신안2리(안터)
36.62188,127.29056,91,platform,yes,11089,홍익대학교
36.61865,127.29091,91,platform,yes,11044,신안1리
36.61749,127.28889,91,platform,yes,11006,구렁말
36.61655,127.28695,91,platform,yes,11049,신안리마을회관
36.614,127.2894,91,platform,yes,11080,중앙요양병원
36.61353,127.29121,91,platform,yes,11045,신안1리입구
36.61236,127.29459,91,platform,yes,11029,새주막거리
36.61024,127.29666,91,platform,yes,11035,세종고등학교
36.60591,127.29721,91,platform,yes,11069,조치원여중
36.6013323,127.2970784,91,platform,yes,11093,조치원역
36.6014294,127.3000769,91,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,91,platform,yes,11107,조치원버스터미널
36.6018992,127.3028932,92,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,92,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,92,platform,yes,11071,조치원역
36.60296,127.29789,92,platform,yes,11039,세종우체국
36.60578,127.29741,92,platform,yes,11070,조치원여중
36.61017,127.2968,92,platform,yes,11034,세종고등학교
36.61256,127.29455,92,platform,yes,11030,새주막거리
36.61372,127.29104,92,platform,yes,11046,신안1리입구
36.61411,127.28953,92,platform,yes,11079,중앙요양병원
36.61637,127.28719,92,platform,yes,11033,신안리마을회관
36.61737,127.28887,92,platform,yes,11005,구렁말
36.62178,127.29072,92,platform,yes,11088,홍익대학교
36.62633,127.28994,92,platform,yes,11081,신안2리(안터)
36.62926,127.28909,92,platform,yes,11048,신안2리입구
36.63471,127.28878,92,platform,yes,11073,조형아파트
36.63758,127.28628,92,platform,yes,13006,상봉초등학교
36.63862,127.28379,92,platform,yes,13004,상봉2리(가마소)
36.64456,127.27603,92,platform,yes,38053,심중1리
36.64999,127.27104,92,platform,yes,38060,심중2리입구
36.65369,127.26701,92,platform,yes,38065,전동삼거리
36.646477,127.268761,92,platform,yes,38094,깊은내길
36.64401,127.25738,92,platform,yes,38016,보덕2리마을회관
36.6591135,127.2569277,92,platform,yes,38021,석곡리
36.65495,127.23318,92,platform,yes,38072,청람1리마을회관
36.65165,127.23274,92,platform,yes,38076,청람리
36.64433,127.23168,92,platform,yes,38009,청람리(동막골)
36.6443571,127.2318088,92,platform,yes,38092,청람리(동막골)
36.65163,127.23286,92,platform,yes,38074,청람리
36.65476,127.23347,92,platform,yes,38071,청람1리마을회관
36.6587466,127.2560505,92,platform,yes,38020,석곡리
36.64401,127.25738,92,platform,yes,38016,보덕2리마을회관
36.646415,127.268755,92,platform,yes,38095,깊은내길
36.65378,127.2669,92,platform,yes,38064,전동삼거리
36.64988,127.27101,92,platform,yes,38057,심중2리입구
36.64451,127.27593,92,platform,yes,38054,심중1리
36.63857,127.28365,92,platform,yes,13005,상봉2리(가마소)
36.63747,127.28622,92,platform,yes,13003,상봉초등학교
36.63441,127.28884,92,platform,yes,11074,조형아파트
36.62874,127.28909,92,platform,yes,11047,신안2리입구
36.62652,127.28975,92,platform,yes,11082,신안2리(안터)
36.62188,127.29056,92,platform,yes,11089,홍익대학교
36.61865,127.29091,92,platform,yes,11044,신안1리
36.61749,127.28889,92,platform,yes,11006,구렁말
36.61655,127.28695,92,platform,yes,11049,신안리마을회관
36.614,127.2894,92,platform,yes,11080,중앙요양병원
36.61353,127.29121,92,platform,yes,11045,신안1리입구
36.61236,127.29459,92,platform,yes,11029,새주막거리
36.61024,127.29666,92,platform,yes,11035,세종고등학교
36.60591,127.29721,92,platform,yes,11069,조치원여중
36.6013323,127.2970784,92,platform,yes,11093,조치원역
36.6014294,127.3000769,92,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,92,platform,yes,11107,조치원버스터미널
36.6018992,127.3028932,93,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,93,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,93,platform,yes,11071,조치원역
36.60296,127.29789,93,platform,yes,11039,세종우체국
36.60578,127.29741,93,platform,yes,11070,조치원여중
36.61017,127.2968,93,platform,yes,11034,세종고등학교
36.61256,127.29455,93,platform,yes,11030,새주막거리
36.6108381,127.2930928,93,platform,yes,11001,고려대학교
36.6070144,127.2912647,93,platform,yes,11067,세종여자고등학교입구
36.60653,127.28837,93,platform,yes,11065,세종여자고등학교
36.60526,127.28432,93,platform,yes,11032,서창리
36.60621,127.28092,93,platform,yes,11027,봉산리
36.60694,127.27798,93,platform,yes,11024,봉산1리마을회관
36.60959,127.27518,93,platform,yes,11023,봉산리(중뜸)
36.61174,127.27389,93,platform,yes,11009,봉산리(윗말)
36.61812,127.27049,93,platform,yes,11050,봉산리(국제기계)
36.62545,127.26847,93,platform,yes,38026,송곡1리(예비군훈련장)
36.63079,127.26911,93,platform,yes,38032,송곡보건진료소
36.63073,127.26613,93,platform,yes,38023,송곡1리
36.63014,127.26023,93,platform,yes,38028,송곡2리
36.62967,127.25687,93,platform,yes,38031,송곡2리(능골)
36.62871,127.25064,93,platform,yes,38044,송정1리(권고조경)
36.62792,127.24628,93,platform,yes,38042,송정1리
36.62752,127.24412,93,platform,yes,38046,송정1리(상소골)
36.62748,127.24134,93,platform,yes,38051,송정리(행골)
36.62618,127.23619,93,platform,yes,38049,송정2리(구리골)
36.6252011,127.2325295,93,platform,yes,38091,송정리
36.62505,127.2325,93,platform,yes,38047,송정리
36.62602,127.23617,93,platform,yes,38048,송정2리(구리골)
36.6274,127.24115,93,platform,yes,38050,송정리(행골)
36.62739,127.24411,93,platform,yes,38043,송정1리(상소골)
36.6278,127.24617,93,platform,yes,38041,송정1리
36.62849,127.25058,93,platform,yes,38045,송정1리(권고조경)
36.62956,127.25671,93,platform,yes,38030,송곡2리(능골)
36.63007,127.26045,93,platform,yes,38029,송곡2리
36.6306,127.26601,93,platform,yes,38025,송곡1리
36.63065,127.26908,93,platform,yes,38024,송곡보건진료소
36.62553,127.26835,93,platform,yes,38027,송곡1리(예비군훈련장)
36.61816,127.27034,93,platform,yes,11051,봉산리(국제기계)
36.61172,127.27374,93,platform,yes,11028,봉산리(윗말)
36.60936,127.27516,93,platform,yes,11020,봉산리(중뜸)
36.60681,127.27801,93,platform,yes,11025,봉산1리마을회관
36.6061,127.28081,93,platform,yes,11026,봉산리
36.60512,127.28421,93,platform,yes,11031,서창리
36.60638,127.28828,93,platform,yes,11066,세종여자고등학교
36.6068434,127.2914161,93,platform,yes,11068,세종여자고등학교입구
36.61076,127.29344,93,platform,yes,11002,고려대학교
36.61236,127.29459,93,platform,yes,11029,새주막거리
36.61024,127.29666,93,platform,yes,11035,세종고등학교
36.60591,127.29721,93,platform,yes,11069,조치원여중
36.6013323,127.2970784,93,platform,yes,11093,조치원역
36.6014294,127.3000769,93,platform,yes,64008,조치원전통시장북측
36.6018765,127.3027591,93,platform,yes,11107,조치원버스터미널
36.6018992,127.3028932,94,platform,yes,11106,조치원버스터미널
36.6015602,127.2996293,94,platform,yes,11099,조치원전통시장북측
36.60099,127.29713,94,platform,yes,11071,조치원역
36.60296,127.29789,94,platform,yes,11039,세종우체국
36.60578,127.29741,94,platform,yes,11070,조치원여중
36.61017,127.2968,94,platform,yes,11034,세종고등학교
36.61256,127.29455,94,platform,yes,11030,새주막거리
36.61372,127.29104,94,platform,yes,11046,신안1리입구
36.61411,127.28953,94,platform,yes,11079,중앙요양병원
36.61637,127.28719,94,platform,yes,11033,신안리마을회관
36.61737,127.28887,94,platform,yes,11005,구렁말
36.62178,127.29072,94,platform,yes,11088,홍익대학교
36.62633,127.28994,94,platform,yes,11081,신안2리(안터)
36.62926,127.28909,94,platform,yes,11048,신안2리입구
36.63471,127.28878,94,platform,yes,11073,조형아파트
36.63387,127.28325,94,platform,yes,11086,한마음효요양병원
36.6326,127.27317,94,platform,yes,38015,보덕1리
36.63079,127.26911,94,platform,yes,38032,송곡보건진료소
36.63073,127.26613,94,platform,yes,38023,송곡1리
36.63014,127.26023,94,platform,yes,38028,송곡2리
36.62967,127.25687,94,platform,yes,38031,송곡2리(능골)
36.62871,127.25064,94,platform,yes,38044,송정1리(권고조경)
36.62792,127.24628,94,platform,yes,38042,송정1리
36.62752,127.24412,94,platform,yes,38046,송정1리(상소골)
36.62748,127.24134,94,platform,yes,38051,송정리(행골)
36.62618,127.23619,94,platform,yes,38049,송정2리(구리골)
36.6252011,127.2325295,94,platform,yes,38091,송정리
36.62505,127.2325,94,platform,yes,38047,송정리
36.62602,127.23617,94,platform,yes,38048,송정2리(구리골)
36.6274,127.24115,94,platform,yes,38050,송정리(행골)
36.62739,127.24411,94,platform,yes,38043,송정1리(상소골)
36.6278,127.24617,94,platform,yes,38041,송정1리
36.62849,127.25058,94,platform,yes,38045,송정1리(권고조경)
