위도,경도,name,operator,source:date
37.9455,127.75158,면허시험장입구,춘천시,2019-11-27
37.87969,127.76523,만천2리,춘천시,2019-11-27
37.87964,127.76572,만천2리,춘천시,2019-11-27
37.88526,127.74947,동광오거리,춘천시,2019-11-27
37.8847,127.74947,동광오거리,춘천시,2019-11-27
37.87603,127.78548,만천리종점,춘천시,2019-11-27
37.8817,127.761,동면만천농협,춘천시,2019-11-27
37.88192,127.76073,동면만천농협,춘천시,2019-11-27
37.875,127.7782,만천3리마을회관,춘천시,2019-11-27
37.87508,127.77847,만천3리마을회관,춘천시,2019-11-27
37.88269,127.75814,만천초교,춘천시,2019-11-27
37.87743,127.77062,만천3리,춘천시,2019-11-27
37.87781,127.77045,만천3리,춘천시,2019-11-27
37.88264,127.75862,만천초교,춘천시,2019-11-27
37.8852,127.75593,양지교,춘천시,2019-11-27
37.88547,127.75561,양지교,춘천시,2019-11-27
38.00279,127.62754,마평,춘천시,2019-11-27
37.86527,127.69218,마삼래,춘천시,2019-11-27
37.86569,127.69244,마삼래,춘천시,2019-11-27
37.8538,127.71512,가압펌프장,춘천시,2019-11-27
37.8551,127.71454,가압펌프장,춘천시,2019-11-27
37.89953,127.73082,삼성동부A,춘천시,2019-11-27
37.89971,127.73087,롯데인벤스,춘천시,2019-11-27
37.85713,127.75938,호반베르디움,춘천시,2019-11-27
37.85561,127.75154,거두리부영A,춘천시,2019-11-27
37.85424,127.75054,로데오거리,춘천시,2019-11-27
37.85032,127.74713,뜨란채A,춘천시,2019-11-27
37.82486,127.66078,삼악산,춘천시,2019-11-27
37.82491,127.66043,삼악산,춘천시,2019-11-27
37.90202,127.72821,두미르A,춘천시,2019-11-27
37.90265,127.72739,두미르A,춘천시,2019-11-27
37.93018,127.78872,춘천동원학교,춘천시,2019-11-27
37.93026,127.78854,춘천동원학교,춘천시,2019-11-27
37.75205,127.7915,동산중학교,춘천시,2019-11-27
37.75226,127.79126,동산중학교,춘천시,2019-11-27
37.73766,127.79605,조양2리,춘천시,2019-11-27
37.7376,127.79613,조양2리,춘천시,2019-11-27
37.88921,127.74211,동산A,춘천시,2019-11-27
37.88913,127.7425,소방서,춘천시,2019-11-27
37.75394,127.79589,동산면행복센터,춘천시,2019-11-27
37.7541,127.79587,동산면행복센터,춘천시,2019-11-27
37.87632,127.73345,동부시장,춘천시,2019-11-27
37.87659,127.73428,동부시장,춘천시,2019-11-27
37.86179,127.74215,동보A,춘천시,2019-11-27
37.88372,127.74108,동보빌리지,춘천시,2019-11-27
37.88364,127.74134,동보빌리지,춘천시,2019-11-27
37.90403,127.78037,동면치안센터,춘천시,2019-11-27
37.90414,127.78038,동면치안센터,춘천시,2019-11-27
37.91375,127.78244,동면지내리,춘천시,2019-11-27
37.91363,127.78227,동면지내리,춘천시,2019-11-27
37.89365,127.7584,노루목저수지,춘천시,2019-11-27
37.89373,127.75823,노루묵저수지,춘천시,2019-11-27
37.91007,127.78151,동면행정복지센터,춘천시,2019-11-27
37.90997,127.78136,동면행정복지센터,춘천시,2019-11-27
37.91202,127.78201,동면복지회관,춘천시,2019-11-27
37.85041,127.76599,동내초교,춘천시,2019-11-27
37.85042,127.76572,동내초교,춘천시,2019-11-27
37.848,127.76159,동내면행복센터,춘천시,2019-11-27
37.84812,127.76141,동내면행복센터,춘천시,2019-11-27
37.88988,127.75171,동광주유소,춘천시,2019-11-27
37.89051,127.74485,도민일보,춘천시,2019-11-27
37.89022,127.74304,도민일보,춘천시,2019-11-27
37.82722,127.67006,덕두원3리,춘천시,2019-11-27
37.86006,127.6593,덕두원2리,춘천시,2019-11-27
37.86336,127.65741,덕두원2리,춘천시,2019-11-27
37.86587,127.65556,덕두원2리,춘천시,2019-11-27
37.8687,127.65301,덕두원2리,춘천시,2019-11-27
37.86996,127.65026,덕두원2리,춘천시,2019-11-27
37.87119,127.64749,덕두원2리,춘천시,2019-11-27
37.87263,127.64431,덕두원2리,춘천시,2019-11-27
37.87676,127.6394,덕두원2리,춘천시,2019-11-27
37.878,127.63767,덕두원2리,춘천시,2019-11-27
37.88061,127.63296,덕두원2리,춘천시,2019-11-27
37.88041,127.63309,덕두원2리,춘천시,2019-11-27
37.87818,127.63765,덕두원2리,춘천시,2019-11-27
37.87668,127.63923,덕두원2리,춘천시,2019-11-27
37.8726,127.6442,덕두원2리,춘천시,2019-11-27
37.87114,127.64734,덕두원2리,춘천시,2019-11-27
37.87009,127.65021,덕두원2리,춘천시,2019-11-27
37.86856,127.65311,덕두원2리,춘천시,2019-11-27
37.86598,127.65555,덕두원2리,춘천시,2019-11-27
37.86348,127.65725,덕두원2리,춘천시,2019-11-27
37.86017,127.65914,덕두원2리,춘천시,2019-11-27
37.85264,127.66902,덕두원1리,춘천시,2019-11-27
37.85454,127.66653,덕두원1리,춘천시,2019-11-27
37.85376,127.66176,덕두원1리,춘천시,2019-11-27
37.85363,127.66185,덕두원1리,춘천시,2019-11-27
37.85449,127.66647,덕두원1리,춘천시,2019-11-27
37.85259,127.66893,덕두원1리,춘천시,2019-11-27
37.84727,127.67146,덕두원1리,춘천시,2019-11-27
37.84735,127.67156,덕두원1리,춘천시,2019-11-27
37.84511,127.68556,대원사,춘천시,2019-11-27
37.84521,127.68555,대원사,춘천시,2019-11-27
37.84817,127.74366,대룡중학교,춘천시,2019-11-27
37.83218,127.78173,대룡산종점,춘천시,2019-11-27
37.83228,127.78171,대룡산종점,춘천시,2019-11-27
37.84125,127.76428,사암리,춘천시,2019-11-27
37.84089,127.76457,대룡산쉼터,춘천시,2019-11-27
37.83839,127.60862,당림초교,춘천시,2019-11-27
37.83832,127.60852,당림1리,춘천시,2019-11-27
37.85847,127.60177,당림5반종점,춘천시,2019-11-27
37.86233,127.61864,당림3반종점,춘천시,2019-11-27
37.84129,127.6098,당림3거리,춘천시,2019-11-27
37.84116,127.6097,당림3거리,춘천시,2019-11-27
37.83079,127.61541,당림2리,춘천시,2019-11-27
37.83037,127.61526,당림2리,춘천시,2019-11-27
37.84874,127.614,당림1리,춘천시,2019-11-27
37.84865,127.61403,당림1리,춘천시,2019-11-27
37.83523,127.60273,당림1리,춘천시,2019-11-27
37.90056,127.73559,농업기술원,춘천시,2019-11-27
37.90923,127.73965,농촌공사춘천지소,춘천시,2019-11-27
37.90973,127.73935,농촌공사춘천지소,춘천시,2019-11-27
37.90313,127.73772,도재활병원삼거리,춘천시,2019-11-27
37.77692,127.76481,논골입구,춘천시,2019-11-27
37.77687,127.76462,논골입구,춘천시,2019-11-27
37.86393,127.731,국민연금공단,춘천시,2019-11-27
37.86385,127.73122,국민연금공단,춘천시,2019-11-27
37.86041,127.72187,남춘천초교,춘천시,2019-11-27
37.86059,127.72139,남춘천중학교,춘천시,2019-11-27
37.8623,127.7295,(구)남춘천역,춘천시,2019-11-27
37.8619,127.7295,(구)남춘천역,춘천시,2019-11-27
37.79149,127.64606,남산면행복센터,춘천시,2019-11-27
37.79138,127.64599,남산면행복센터,춘천시,2019-11-27
37.87063,127.726,남부시장,춘천시,2019-11-27
37.87011,127.72748,남부시장,춘천시,2019-11-27
37.73167,127.6011,남면행정복지센터,춘천시,2019-11-27
37.73124,127.60058,발산1리,춘천시,2019-11-27
37.81936,127.71677,김유정문학촌,춘천시,2019-11-27
37.81942,127.7167,김유정문학촌,춘천시,2019-11-27
37.89559,127.68604,금산3리,춘천시,2019-11-27
37.8955,127.68621,금산3리,춘천시,2019-11-27
37.90197,127.69688,금산2리,춘천시,2019-11-27
37.90201,127.69716,금산2리,춘천시,2019-11-27
37.89627,127.69073,금산3리,춘천시,2019-11-27
37.89604,127.6906,강원정보문화진흥원,춘천시,2019-11-27
37.91126,127.70376,과수원마을입구,춘천시,2019-11-27
37.81467,127.71089,금병초교,춘천시,2019-11-27
37.88816,127.72462,근화초교,춘천시,2019-11-27
37.8833,127.71447,춘천역육교앞,춘천시,2019-11-27
37.87522,127.71487,근화사거리,춘천시,2019-11-27
37.88146,127.71345,청와A,춘천시,2019-11-27
37.86683,127.7563,그랜드A,춘천시,2019-11-27
37.75663,127.74291,군자공원묘지,춘천시,2019-11-27
37.75206,127.73297,군자3리,춘천시,2019-11-27
37.75196,127.73296,군자3리,춘천시,2019-11-27
37.75439,127.73849,군자3리,춘천시,2019-11-27
37.7565,127.74292,군자공원묘지,춘천시,2019-11-27
37.74859,127.72208,군자1리,춘천시,2019-11-27
37.74853,127.72219,군자1리,춘천시,2019-11-27
37.77074,127.76431,국립춘천병원,춘천시,2019-11-27
37.77084,127.76413,국립춘천병원,춘천시,2019-11-27
37.79722,127.61643,구곡폭포종점,춘천시,2019-11-27
37.81012,127.63638,구곡폭포입구,춘천시,2019-11-27
37.80991,127.63626,구곡폭포입구,춘천시,2019-11-27
37.8778,127.73812,교동초교입구,춘천시,2019-11-27
37.87737,127.73766,교동초교입구,춘천시,2019-11-27
37.73037,127.70113,광판초교,춘천시,2019-11-27
37.73011,127.70079,광판초교,춘천시,2019-11-27
37.72606,127.69867,광판중학교입구,춘천시,2019-11-27
37.72607,127.69877,광판중학교입구,춘천시,2019-11-27
37.72263,127.69957,광판중학교,춘천시,2019-11-27
37.7226,127.69945,광판중학교,춘천시,2019-11-27
37.74434,127.71288,광판2리,춘천시,2019-11-27
37.74294,127.71022,광판2리,춘천시,2019-11-27
37.73997,127.70906,광판2리,춘천시,2019-11-27
37.74427,127.71305,광판2리,춘천시,2019-11-27
37.74003,127.70895,광판2리,춘천시,2019-11-27
37.73276,127.70654,광판1리,춘천시,2019-11-27
37.73299,127.70678,광판,춘천시,2019-11-27
38.01469,127.62701,신포리,춘천시,2019-11-27
37.72331,127.51239,관천리종점,춘천시,2019-11-27
37.72944,127.52201,관천리,춘천시,2019-11-27
37.72932,127.5221,관천리,춘천시,2019-11-27
37.87404,127.74135,춘천청소년수련관,춘천시,2019-11-27
37.87437,127.74098,춘천청소년수련관,춘천시,2019-11-27
37.8583,127.734,과선교,춘천시,2019-11-27
37.8569,127.7362,과선교,춘천시,2019-11-27
37.8574,127.7351,과선교,춘천시,2019-11-27
37.8583,127.7341,과선교,춘천시,2019-11-27
37.87421,127.71474,공지천사거리,춘천시,2019-11-27
37.87431,127.7146,공지사거리,춘천시,2019-11-27
37.88508,127.74676,신성교회,춘천시,2019-11-27
37.88621,127.74578,농협후석로지점,춘천시,2019-11-27
37.85901,127.85333,곡골,춘천시,2019-11-27
37.85901,127.8531,곡골,춘천시,2019-11-27
37.96446,127.67705,고탄입구,춘천시,2019-11-27
37.96437,127.67634,고탄입구,춘천시,2019-11-27
37.98815,127.70443,구고탄농협,춘천시,2019-11-27
37.9912,127.7206,고탄,춘천시,2019-11-27
37.99096,127.7202,고탄,춘천시,2019-11-27
37.98817,127.70512,고탄,춘천시,2019-11-27
37.84043,127.73428,고창말,춘천시,2019-11-27
37.84044,127.73442,고창말,춘천시,2019-11-27
37.84553,127.78867,고은리종점,춘천시,2019-11-27
37.84982,127.77281,고은리입구,춘천시,2019-11-27
37.84905,127.7745,고은리입구,춘천시,2019-11-27
37.84579,127.78508,고은리,춘천시,2019-11-27
37.84585,127.78513,고은리,춘천시,2019-11-27
37.84856,127.77766,고은2리,춘천시,2019-11-27
37.84863,127.77768,고은2리,춘천시,2019-11-27
37.8466,127.78208,고은1리,춘천시,2019-11-27
37.84667,127.78205,고은1리,춘천시,2019-11-27
37.99267,127.72459,고성2리선돌입구,춘천시,2019-11-27
37.99944,127.73653,고성2리,춘천시,2019-11-27
37.99471,127.73516,고성2리용화산입구,춘천시,2019-11-27
37.99216,127.73335,고성2리매산교앞,춘천시,2019-11-27
37.98897,127.71325,고탄리(성탄교앞),춘천시,2019-11-27
37.83593,127.58463,안보1리,춘천시,2019-11-27
37.83576,127.58439,안보1리,춘천시,2019-11-27
37.84269,127.55039,경강역,춘천시,2019-11-27
37.84259,127.55039,경강역,춘천시,2019-11-27
37.85597,127.75209,거두리부영A,춘천시,2019-11-27
37.85614,127.75486,성우오스타A,춘천시,2019-11-27
37.8613,127.76251,거두1리마을회관,춘천시,2019-11-27
37.8612,127.76257,거두1리마을회관,춘천시,2019-11-27
37.86109,127.78736,거두2리마을회관,춘천시,2019-11-27
37.8604,127.78333,거두2리,춘천시,2019-11-27
37.86041,127.77795,거두2리,춘천시,2019-11-27
37.86028,127.77811,거두2리,춘천시,2019-11-27
37.86037,127.78344,거두2리,춘천시,2019-11-27
37.86198,127.76712,거두1리,춘천시,2019-11-27
37.86204,127.76727,거두1리,춘천시,2019-11-27
37.83781,127.57602,탑동마을,춘천시,2019-11-27
37.81838,127.63423,강촌입구,춘천시,2019-11-27
37.8186,127.6343,강촌입구,춘천시,2019-11-27
37.82031,127.6308,강촌입구,춘천시,2019-11-27
37.81361,127.63361,강촌유원지,춘천시,2019-11-27
37.81345,127.6336,강촌유원지,춘천시,2019-11-27
37.8156,127.6327,(구)강촌역,춘천시,2019-11-27
37.8154,127.6326,(구)강촌역,춘천시,2019-11-27
37.8066,127.63165,강촌리,춘천시,2019-11-27
37.79905,127.6188,강촌리,춘천시,2019-11-27
37.80284,127.62137,강촌리,춘천시,2019-11-27
37.80666,127.63184,강촌리,춘천시,2019-11-27
37.82571,127.62263,강촌검문소,춘천시,2019-11-27
37.82565,127.6222,강촌검문소,춘천시,2019-11-27
37.80521,127.62947,강촌1리4반,춘천시,2019-11-27
37.80516,127.62958,강촌1리4반,춘천시,2019-11-27
37.91229,127.73925,폴리텍2캠퍼스,춘천시,2019-11-27
37.85951,127.76004,거두1리,춘천시,2019-11-27
37.85953,127.75984,거두1리,춘천시,2019-11-27
37.88255,127.72851,강원일보,춘천시,2019-11-27
37.87276,127.74417,강원대후문,춘천시,2019-11-27
37.87289,127.74425,강원대후문,춘천시,2019-11-27
37.87476,127.74313,강원대학병원,춘천시,2019-11-27
37.87471,127.74292,강원대학병원,춘천시,2019-11-27
37.86416,127.73627,춘천사회혁신센터,춘천시,2019-11-27
37.86554,127.73507,병무청앞,춘천시,2019-11-27
37.89171,127.75348,동면농협장학지점,춘천시,2019-11-27
37.89177,127.75317,동면농협장학지점,춘천시,2019-11-27
37.89509,127.75584,강원중학교,춘천시,2019-11-27
37.8951,127.75593,강원고교,춘천시,2019-11-27
37.90538,127.70055,애니고등학교,춘천시,2019-11-27
37.90526,127.70064,애니고등학교,춘천시,2019-11-27
37.86586,127.72006,춘천우체국,춘천시,2019-11-27
37.90126,127.79139,감정2리마을회관,춘천시,2019-11-27
37.90167,127.80645,감정2리3반,춘천시,2019-11-27
37.90233,127.79235,감정2리,춘천시,2019-11-27
37.90243,127.79245,감정2리,춘천시,2019-11-27
37.89637,127.78992,감정1리마을회관,춘천시,2019-11-27
37.7373,127.5748,가정중학교,춘천시,2019-11-27
37.73722,127.57466,가정진료소,춘천시,2019-11-27
37.76332,127.57733,가정리종점,춘천시,2019-11-27
37.76066,127.5676,가정3리,춘천시,2019-11-27
37.76075,127.56749,가정3리,춘천시,2019-11-27
37.74812,127.57312,가정2리,춘천시,2019-11-27
37.75332,127.57185,가정2리,춘천시,2019-11-27
37.75324,127.57176,가정2리,춘천시,2019-11-27
37.748,127.5732,가정2리,춘천시,2019-11-27
37.7319,127.57926,가정1리,춘천시,2019-11-27
37.73177,127.57901,가정1리,춘천시,2019-11-27
37.7368,127.61976,가재골,춘천시,2019-11-27
37.73675,127.61987,가재골,춘천시,2019-11-27
37.87559,127.73537,팔호광장,춘천시,2019-11-27
37.87525,127.73498,팔호광장,춘천시,2019-11-27
37.85241,127.71502,88공원,춘천시,2019-11-27
37.94124,127.71221,(구)102보충대,춘천시,2019-11-27
37.94078,127.7124,(구)102보충대,춘천시,2019-11-27
37.87927,127.75044,신한은행후평동지점,춘천시,2019-11-27
37.87954,127.75001,충인교회,춘천시,2019-11-27
37.87824,127.73954,(구)보훈청,춘천시,2019-11-27
37.77616,127.63149,창촌3리약수터,춘천시,2019-11-27
37.77609,127.6314,창촌3리약수터,춘천시,2019-11-27
37.7715,127.64103,창촌3리,춘천시,2019-11-27
37.77154,127.64081,창촌3리,춘천시,2019-11-27
37.78727,127.6482,창촌3거리,춘천시,2019-11-27
37.78712,127.64813,창촌3거리,춘천시,2019-11-27
37.78957,127.64702,창촌1리,춘천시,2019-11-27
37.78945,127.64689,창촌1리,춘천시,2019-11-27
37.86895,127.75254,청구/진흥A,춘천시,2019-11-27
37.8691,127.75274,청구/진흥A,춘천시,2019-11-27
38.04482,127.64553,현지사,춘천시,2019-11-27
38.0452,127.64509,현지사,춘천시,2019-11-27
38.03368,127.64075,지촌3리,춘천시,2019-11-27
38.03365,127.64059,지촌3리,춘천시,2019-11-27
38.05061,127.64283,지촌2리,춘천시,2019-11-27
38.05049,127.64272,지촌2리,춘천시,2019-11-27
37.87721,127.75193,우미린후문,춘천시,2019-11-27
37.87803,127.7511,한국국토정보공사,춘천시,2019-11-27
37.98085,127.60766,지암초교,춘천시,2019-11-27
37.98079,127.60775,지암초교,춘천시,2019-11-27
37.98174,127.609,지암산천마을,춘천시,2019-11-27
37.98194,127.60916,지암산천마을,춘천시,2019-11-27
37.97533,127.59526,지암리종점,춘천시,2019-11-27
37.97935,127.62237,지암리,춘천시,2019-11-27
37.97705,127.63584,지암리,춘천시,2019-11-27
37.97718,127.63574,지암리,춘천시,2019-11-27
37.97928,127.6222,지암리,춘천시,2019-11-27
37.95017,127.7308,지내리,춘천시,2019-11-27
37.9501,127.73064,지내리,춘천시,2019-11-27
37.94821,127.7308,지내3리,춘천시,2019-11-27
37.94822,127.73063,지내3리,춘천시,2019-11-27
37.9598,127.72107,지내2리마을회관,춘천시,2019-11-27
37.95769,127.72318,지내2리,춘천시,2019-11-27
37.9172,127.78467,지내2리,춘천시,2019-11-27
37.91725,127.78461,지내2리,춘천시,2019-11-27
37.9671,127.73283,지내1리종점,춘천시,2019-11-27
37.96167,127.73038,지내1리마을회관,춘천시,2019-11-27
37.96199,127.73034,지내1리마을회관,춘천시,2019-11-27
37.95776,127.73072,지내보건소,춘천시,2019-11-27
37.95788,127.73036,지내보건소,춘천시,2019-11-27
37.91172,127.78176,지내1리,춘천시,2019-11-27
37.82799,127.72608,증3리,춘천시,2019-11-27
37.82637,127.72411,증3리,춘천시,2019-11-27
37.82607,127.72408,증3리,춘천시,2019-11-27
37.831,127.72726,증3리,춘천시,2019-11-27
37.81127,127.70964,증2리,춘천시,2019-11-27
37.80756,127.70987,증2리,춘천시,2019-11-27
37.8053,127.71193,증2리,춘천시,2019-11-27
37.8026,127.70994,증2리,춘천시,2019-11-27
37.80254,127.71,증2리,춘천시,2019-11-27
37.80301,127.7115,증2리,춘천시,2019-11-27
37.80539,127.71204,증2리,춘천시,2019-11-27
37.80759,127.70999,증2리,춘천시,2019-11-27
37.81137,127.70976,증2리,춘천시,2019-11-27
37.81427,127.70917,증1리,춘천시,2019-11-27
37.85456,127.73726,중앙하이츠1차,춘천시,2019-11-27
37.8558,127.735,중앙하이츠,춘천시,2019-11-27
37.8559,127.735,중앙하이츠,춘천시,2019-11-27
37.85445,127.73673,중앙하이츠1차,춘천시,2019-11-27
37.87749,127.7242,중앙시장환승센터,춘천시,2019-11-27
37.87835,127.72499,중앙시장/중앙초교,춘천시,2019-11-27
37.8785,127.72548,중앙시장,춘천시,2019-11-27
37.87193,127.69696,중도선착장,춘천시,2019-11-27
37.87178,127.69724,중도선착장,춘천시,2019-11-27
37.8881,127.7172,중도배터,춘천시,2019-11-27
37.87749,127.74849,일성트루엘A,춘천시,2019-11-27
37.86824,127.7228,KBS방송국,춘천시,2019-11-27
37.86765,127.72272,KBS방송국,춘천시,2019-11-27
37.75984,127.77329,조양4리,춘천시,2019-11-27
37.75584,127.78372,조양4리,춘천시,2019-11-27
37.75576,127.78467,조양4리,춘천시,2019-11-27
37.75766,127.77867,신세계주유소,춘천시,2019-11-27
37.74393,127.83153,조양3리,춘천시,2019-11-27
37.75602,127.81144,조양1리,춘천시,2019-11-27
37.87307,127.71386,조각공원,춘천시,2019-11-27
37.83387,127.7293,정족2리입구,춘천시,2019-11-27
37.83375,127.72904,정족2리입구,춘천시,2019-11-27
37.83393,127.72937,정족2리입구,춘천시,2019-11-27
37.8337,127.72879,정족2리입구,춘천시,2019-11-27
37.83161,127.73444,정족2리,춘천시,2019-11-27
37.83153,127.73447,정족2리,춘천시,2019-11-27
37.84281,127.7315,정족1리입구,춘천시,2019-11-27
37.8429,127.7314,정족1리입구,춘천시,2019-11-27
37.83221,127.67396,사천왕사,춘천시,2019-11-27
37.83233,127.67384,사천왕사,춘천시,2019-11-27
37.8889,127.74927,정부합동청사,춘천시,2019-11-27
37.88843,127.74957,정부합동청사,춘천시,2019-11-27
37.86151,127.70706,정법사,춘천시,2019-11-27
37.86142,127.70694,정법사,춘천시,2019-11-27
37.78923,127.73145,재취골,춘천시,2019-11-27
37.77614,127.63417,기와집골,춘천시,2019-11-27
37.77607,127.63417,기와집골,춘천시,2019-11-27
37.89842,127.76813,장학1리,춘천시,2019-11-27
37.89851,127.76799,장학1리,춘천시,2019-11-27
37.88563,127.71608,춘천역육교앞,춘천시,2019-11-27
37.85834,127.7076,호반요양병원,춘천시,2019-11-27
37.85767,127.70753,호반요양병원,춘천시,2019-11-27
37.88109,127.72659,인성병원,춘천시,2019-11-27
37.88108,127.72618,소양로우체국,춘천시,2019-11-27
37.98567,127.65946,인람종점,춘천시,2019-11-27
37.99086,127.65958,인람리,춘천시,2019-11-27
37.85032,127.66999,의암치안센터,춘천시,2019-11-27
37.85037,127.67014,의암치안센터,춘천시,2019-11-27
37.84544,127.69323,송암스포츠타운입구,춘천시,2019-11-27
37.84577,127.69232,송암스포츠타운입구,춘천시,2019-11-27
37.83186,127.67943,의암리본마을,춘천시,2019-11-27
37.83181,127.67937,의암리본마을,춘천시,2019-11-27
37.74352,127.57221,의암류인석유적지,춘천시,2019-11-27
37.74341,127.5721,의암류인석유적지,춘천시,2019-11-27
37.83792,127.67719,의암댐,춘천시,2019-11-27
37.83776,127.6771,의암댐,춘천시,2019-11-27
37.82721,127.6696,의암교차로,춘천시,2019-11-27
37.82685,127.68265,의암,춘천시,2019-11-27
37.8267,127.68273,의암,춘천시,2019-11-27
37.86153,127.72053,열린공원,춘천시,2019-11-27
37.86195,127.71969,은행나무공원,춘천시,2019-11-27
37.93048,127.7514,강원테크노파크,춘천시,2019-11-27
37.92984,127.76643,율문3리,춘천시,2019-11-27
37.93053,127.75169,강원테크노파크,춘천시,2019-11-27
37.92571,127.74383,율문1리,춘천시,2019-11-27
37.92584,127.74357,율문1리,춘천시,2019-11-27
37.93033,127.77003,천전2리,춘천시,2019-11-27
37.93046,127.76937,천전2리,춘천시,2019-11-27
37.91618,127.72157,육림랜드,춘천시,2019-11-27
37.91756,127.72119,육림공원,춘천시,2019-11-27
37.87721,127.73044,육림고개,춘천시,2019-11-27
37.87717,127.73071,육림고개,춘천시,2019-11-27
37.95238,127.77673,유포2리종점,춘천시,2019-11-27
37.94932,127.77656,유포리,춘천시,2019-11-27
37.94913,127.77662,유포리회관,춘천시,2019-11-27
37.93604,127.7517,유포3리입구,춘천시,2019-11-27
37.93507,127.7515,유포3리입구,춘천시,2019-11-27
37.86189,127.73105,유승한내들,춘천시,2019-11-27
37.86192,127.73137,유승한내들,춘천시,2019-11-27
37.93267,127.79306,윗샘밭종점,춘천시,2019-11-27
37.93244,127.79216,윗샘밭종점,춘천시,2019-11-27
37.92441,127.72122,위도입구,춘천시,2019-11-27
37.92494,127.721,위도입구,춘천시,2019-11-27
37.91704,127.67551,월송3리종점,춘천시,2019-11-27
37.91827,127.69654,월송2리입구,춘천시,2019-11-27
37.92294,127.68949,월송2리,춘천시,2019-11-27
37.93014,127.68734,월송1리,춘천시,2019-11-27
37.92262,127.80815,월곡리종점,춘천시,2019-11-27
37.91858,127.80165,월곡리,춘천시,2019-11-27
37.91855,127.80155,월곡리,춘천시,2019-11-27
38.00363,127.63442,원평리,춘천시,2019-11-27
38.00193,127.6275,샛강쉼터,춘천시,2019-11-27
38.00274,127.63334,원평마을,춘천시,2019-11-27
37.99525,127.6444,원평계곡,춘천시,2019-11-27
37.99489,127.64426,원평계곡,춘천시,2019-11-27
37.82565,127.75999,학곡리,춘천시,2019-11-27
37.82608,127.76041,원창리입구,춘천시,2019-11-27
37.81006,127.76878,원창고개,춘천시,2019-11-27
37.81594,127.75922,원창고개,춘천시,2019-11-27
37.80995,127.76861,원창고개,춘천시,2019-11-27
37.81573,127.75921,원창고개,춘천시,2019-11-27
37.7795,127.76445,원창5리,춘천시,2019-11-27
37.78081,127.76449,원창5리,춘천시,2019-11-27
37.80956,127.77007,원창4리,춘천시,2019-11-27
37.78941,127.76418,원창3리,춘천시,2019-11-27
37.78935,127.76394,원창3리,춘천시,2019-11-27
37.80338,127.7736,원창2리,춘천시,2019-11-27
37.79736,127.7737,폴리텍대학,춘천시,2019-11-27
37.79759,127.77401,폴리텍대학,춘천시,2019-11-27
37.80374,127.77365,원창2리,춘천시,2019-11-27
37.78843,127.74999,원창1리,춘천시,2019-11-27
37.78833,127.74998,원창1리,춘천시,2019-11-27
37.76643,127.7823,봉명리,춘천시,2019-11-27
37.76659,127.76703,원무골,춘천시,2019-11-27
37.95099,127.69392,웃골1리,춘천시,2019-11-27
37.95044,127.69454,웃골1리,춘천시,2019-11-27
37.86594,127.75,강원대학교동문,춘천시,2019-11-27
37.86621,127.75061,우석초교입구,춘천시,2019-11-27
37.865,127.75018,우석초교,춘천시,2019-11-27
37.86474,127.751,우석초교,춘천시,2019-11-27
37.86696,127.75605,그랜드A,춘천시,2019-11-27
37.96817,127.67122,용산치안센터,춘천시,2019-11-27
37.94622,127.70724,용산리종점,춘천시,2019-11-27
37.94581,127.70734,용산3리,춘천시,2019-11-27
37.95014,127.70055,용산2리취수장,춘천시,2019-11-27
37.94955,127.70098,용산2리취수장,춘천시,2019-11-27
37.96252,127.67893,한강수력본부,춘천시,2019-11-27
37.96261,127.67859,한강수력본부,춘천시,2019-11-27
37.94838,127.71715,용산1리종점,춘천시,2019-11-27
37.94281,127.71089,용산1리,춘천시,2019-11-27
37.94273,127.71066,용산1리,춘천시,2019-11-27
37.73122,127.56047,왕터연수원,춘천시,2019-11-27
37.7312,127.56059,왕터연수원,춘천시,2019-11-27
37.92627,127.7374,올미종점,춘천시,2019-11-27
37.92219,127.73655,올미입구,춘천시,2019-11-27
37.92233,127.7365,올미입구,춘천시,2019-11-27
37.92136,127.73852,올미,춘천시,2019-11-27
37.92141,127.73839,올미,춘천시,2019-11-27
37.86578,127.72134,온의사거리,춘천시,2019-11-27
37.86734,127.71739,풍물시장,춘천시,2019-11-27
37.86657,127.71821,럭키A,춘천시,2019-11-27
37.87329,127.72014,미소지움/방송대,춘천시,2019-11-27
37.87326,127.72116,방송통신대입구,춘천시,2019-11-27
37.86888,127.71614,온의금호1차,춘천시,2019-11-27
37.86872,127.71582,온의금호1차,춘천시,2019-11-27
37.91645,127.78278,옥광산입구,춘천시,2019-11-27
37.91617,127.78225,지내1리(옥광산입구),춘천시,2019-11-27
37.97759,127.90448,오항리종점,춘천시,2019-11-27
38.05261,127.58176,오탄리종점,춘천시,2019-11-27
38.0429,127.62175,오탄리,춘천시,2019-11-27
38.04268,127.62197,오탄1리,춘천시,2019-11-27
38.04171,127.601,오탄3리종점,춘천시,2019-11-27
38.05404,127.59509,오탄2리,춘천시,2019-11-27
38.05417,127.59534,오탄2리,춘천시,2019-11-27
38.04708,127.61601,오탄1리,춘천시,2019-11-27
38.04686,127.61601,오탄1리,춘천시,2019-11-27
37.9407,127.7848,오음리입구,춘천시,2019-11-27
37.9408,127.7847,오음리입구,춘천시,2019-11-27
37.98006,127.64191,오월유원지,춘천시,2019-11-27
37.98015,127.64218,오월유원지,춘천시,2019-11-27
