위도,경도,name,ref,source:date
35.6515549,129.2227857,당지,15233,2020-07-27
35.65164919,129.2230857,당지,15234,2020-07-27
35.65360687,129.2263288,화전교회,15235,2020-07-27
35.65366345,129.2267896,화전교회,15236,2020-07-27
35.65386016,129.2300257,박제상유적지,15237,2020-07-27
35.6539314,129.2302215,박제상유적지,15238,2020-07-27
35.65482297,129.23408,옷밭,15239,2020-07-27
35.65488847,129.2340948,옷밭,15240,2020-07-27
35.64692199,129.2329467,비조,15241,2020-07-27
35.64675665,129.2322103,비조,15242,2020-07-27
35.6449662,129.2282924,중비조,15243,2020-07-27
35.64514765,129.2288244,중비조,15244,2020-07-27
35.64813157,129.235478,칠조회관,15245,2020-07-27
35.64821331,129.2358074,칠조회관,15246,2020-07-27
35.6586107,129.0726808,옥천당,15248,2020-07-27
35.65859252,129.0724614,옥천당,15249,2020-07-27
35.62113844,129.2685401,반용회관,15251,2020-07-27
35.62106227,129.2686948,반용회관,15252,2020-07-27
35.61835947,129.2706273,홍상골,15253,2020-07-27
35.61820389,129.2708808,홍상골,15254,2020-07-27
35.61469594,129.2746509,척과초등학교,15255,2020-07-27
35.61477362,129.2746765,척과초등학교,15256,2020-07-27
35.61314856,129.2762326,농협척과지점,15257,2020-07-27
35.61313742,129.2763809,농협척과지점,15258,2020-07-27
35.63310063,129.2575082,반용종점,15260,2020-07-27
35.63299661,129.2575895,반용종점,15262,2020-07-27
35.62264595,129.2674098,붉은밭골,15264,2020-07-27
35.62398272,129.2659232,상동,15266,2020-07-27
35.66659938,129.0889745,대곡입구,15267,2020-07-27
35.66663936,129.0890571,대곡입구,15268,2020-07-27
35.62659621,129.2638097,뒷농골,15271,2020-07-27
35.62672519,129.2638172,뒷농골,15272,2020-07-27
35.62409841,129.2657609,상동,15273,2020-07-27
35.62256848,129.2673966,붉은밭골,15275,2020-07-27
35.63062088,129.2582367,약불암,15277,2020-07-27
35.63063903,129.2582896,약불암,15278,2020-07-27
35.69540318,129.0805263,태종,15281,2020-07-27
35.69551539,129.0805215,태종,15282,2020-07-27
35.677143,129.0853209,태종교,15283,2020-07-27
35.67718631,129.0854214,태종교,15284,2020-07-27
35.66991565,129.0858319,소호,15285,2020-07-27
35.66981258,129.0860992,소호,15286,2020-07-27
35.66408762,129.0903901,대곡,15288,2020-07-27
35.6690992,129.0789345,와리,15289,2020-07-27
35.66910734,129.079002,와리,15290,2020-07-27
35.64351513,129.2281087,이전마을,15292,2020-07-27
35.65169703,129.1652979,두동입구,15293,2020-07-27
35.65197132,129.1657594,두동입구,15294,2020-07-27
35.65348349,129.0650595,외양,15295,2020-07-27
35.65347197,129.0651617,외양,15296,2020-07-27
35.64749405,129.2092602,박제상유적지입구,15297,2020-07-27
35.64758815,129.2093712,박제상유적지입구,15298,2020-07-27
35.65287994,129.2248299,당지마을,15299,2020-07-27
35.65301909,129.224863,당지마을,15300,2020-07-27
35.69045993,129.0845716,청석들,15301,2020-07-27
35.6904739,129.0846106,청석들,15302,2020-07-27
35.6863707,129.0859394,큰못골,15303,2020-07-27
35.68637348,129.0860389,큰못골,15304,2020-07-27
35.59002839,129.0763573,거리동회관,15305,2020-07-27
35.59001719,129.0764502,거리동회관,15306,2020-07-27
35.58537368,129.0834113,오산회관,15307,2020-07-27
35.58544839,129.0833898,오산회관,15308,2020-07-27
35.5843855,129.0848141,꿈자람놀이터,15309,2020-07-27
35.58446589,129.084649,꿈자람놀이터,15310,2020-07-27
35.57969046,129.0850452,후리,15311,2020-07-27
35.5798119,129.0853508,후리,15312,2020-07-27
35.57382409,129.0842428,사광,15313,2020-07-27
35.57376763,129.0843684,사광,15314,2020-07-27
35.6433084,129.2280554,이전마을,15315,2020-07-27
35.57116587,129.0843578,명촌마을,15316,2020-07-27
35.56379197,129.0846603,모래골,15317,2020-07-27
35.56516639,129.0852582,모래골,15318,2020-07-27
35.55642479,129.0837871,등억삼거리,15319,2020-07-27
35.55634936,129.0837852,등억삼거리,15320,2020-07-27
35.55716742,129.0725844,간월입구,15321,2020-07-27
35.55715192,129.0728269,간월입구,15322,2020-07-27
35.56147463,129.0835912,광대고개,15323,2020-07-27
