위도,경도,highway,public_transport,bus,name,source,source:date,addr:subdistrict
37.08792,128.205168,bus_stop,platform,yes,양화리,공공데이터포털,2020-04-28,금성면
37.078742,128.20782,bus_stop,platform,yes,양화리(가스공사 중간밸브 앞),공공데이터포털,2020-04-28,금성면
37.078742,128.20782,bus_stop,platform,yes,양화리(가스공사 중간밸브 앞),공공데이터포털,2020-04-28,금성면
37.078865,128.214118,bus_stop,platform,yes,양화리 길마재,공공데이터포털,2020-04-28,금성면
37.142032,128.017939,bus_stop,platform,yes,평동1리 백운중학교 앞,공공데이터포털,2020-04-28,백운면
37.151179,128.011885,bus_stop,platform,yes,방학리(궁평교 앞 사거리),공공데이터포털,2020-04-28,백운면
37.150603,128.010331,bus_stop,platform,yes,방학1리 (백운방향),공공데이터포털,2020-04-28,백운면
37.164571,127.996641,bus_stop,platform,yes,꼴미 입구(도곡1리),공공데이터포털,2020-04-28,백운면
37.167085,127.995042,bus_stop,platform,yes,도장골 입구,공공데이터포털,2020-04-28,백운면
37.115851,128.030862,bus_stop,platform,yes,응평리(경로당) 앞,공공데이터포털,2020-04-28,백운면
37.136077,127.998477,bus_stop,platform,yes,원월리,공공데이터포털,2020-04-28,백운면
37.128165,127.998162,bus_stop,platform,yes,원월리,공공데이터포털,2020-04-28,백운면
37.114494,128.00668,bus_stop,platform,yes,대월 종점,공공데이터포털,2020-04-28,백운면
37.156821,128.009285,bus_stop,platform,yes,원박리(원박사거리 백운방면),공공데이터포털,2020-04-28,백운면
37.216774,128.004381,bus_stop,platform,yes,거문골,공공데이터포털,2020-04-28,백운면
37.216774,128.004381,bus_stop,platform,yes,거문골,공공데이터포털,2020-04-28,백운면
37.184,127.993127,bus_stop,platform,yes,덕동(점골) 앞,공공데이터포털,2020-04-28,백운면
37.184,127.993127,bus_stop,platform,yes,덕동(점골) 앞,공공데이터포털,2020-04-28,백운면
37.191506,127.998082,bus_stop,platform,yes,덕동(덕동교 위) ,공공데이터포털,2020-04-28,백운면
37.191506,127.998082,bus_stop,platform,yes,덕동(덕동교 위) ,공공데이터포털,2020-04-28,백운면
37.202273,127.979179,bus_stop,platform,yes,덕동리,공공데이터포털,2020-04-28,백운면
37.20203,127.979134,bus_stop,platform,yes,덕동리,공공데이터포털,2020-04-28,백운면
37.145567,128.04328,bus_stop,platform,yes,박달재휴양림 앞(국도변),공공데이터포털,2020-04-28,백운면
37.145567,128.04328,bus_stop,platform,yes,박달재휴양림 앞(국도변),공공데이터포털,2020-04-28,백운면
37.172165,127.97109,bus_stop,platform,yes,화당2리 대호지(대호지 방향),공공데이터포털,2020-04-28,백운면
37.172165,127.97109,bus_stop,platform,yes,화당2리 대호지(백운 방향),공공데이터포털,2020-04-28,백운면
37.173351,127.960707,bus_stop,platform,yes,화당2리 다목적회관(회관 방향),공공데이터포털,2020-04-28,백운면
37.173351,127.960707,bus_stop,platform,yes,화당2리 다목적회관(백운 방향),공공데이터포털,2020-04-28,백운면
37.174241,127.954355,bus_stop,platform,yes,화당2리 대호지(종점)(종점 방향),공공데이터포털,2020-04-28,백운면
37.174241,127.954355,bus_stop,platform,yes,화당2리 대호지(종점)(백운 방향),공공데이터포털,2020-04-28,백운면
37.183999,128.205834,bus_stop,platform,yes,안모산 만남의광장,,2020-04-28,
37.182609,128.206743,bus_stop,platform,yes,안모산 (밤나무골)앞,,2020-04-28,
37.182609,128.206743,bus_stop,platform,yes,안모산 (밤나무골)뒤 ,,2020-04-28,
37.053863,128.160461,bus_stop,platform,yes,모산동 솔밭입구,,2020-04-28,모상동
37.180118,128.208921,bus_stop,platform,yes,세명대 사거리,,2020-04-28,
37.178251,128.210222,bus_stop,platform,yes,안모산 정미소앞,,2020-04-28,
37.172021,128.212018,bus_stop,platform,yes,제1의 림지 입구,,2020-04-28,모산동
37.166884,128.21224,bus_stop,platform,yes,밖모산 우림정 위,,2020-04-28,
37.160523,128.211704,bus_stop,platform,yes,모산 로즈월 앞,,2020-04-28,
37.160433,128.216635,bus_stop,platform,yes,홍인 아파트 사거리 옆,,2020-04-28,
37.160433,128.216635,bus_stop,platform,yes,홍인 아파트 사거리 앞,,2020-04-28,
37.168687,128.240058,bus_stop,platform,yes,고암동 태양철강 앞,,2020-04-28,
37.165622,128.231682,bus_stop,platform,yes,고암동 둔전골 입구 사거리,,2020-04-28,고암동
37.053863,128.160461,bus_stop,platform,yes,고암동 효자원 입구,,2020-04-28,
37.173905,128.235469,bus_stop,platform,yes,고암동 보궁장례식장 앞,,2020-04-28,
37.14278,128.206262,bus_stop,platform,yes,프라임공인중개사사무소 앞,,2020-04-28,
37.143113,128.206387,bus_stop,platform,yes,인사동밥집 앞,,2020-04-28,
37.144032,128.206592,bus_stop,platform,yes,광진샤인빌 맞은편,,2020-04-28,
37.14433,128.206019,bus_stop,platform,yes,광진샤인빌 앞,,2020-04-28,
37.144648,128.209644,bus_stop,platform,yes,의림동 8통,,2020-04-28,의림동
37.141032,128.210963,bus_stop,platform,yes,중앙로2가 7통,,2020-04-28,
37.135186,128.204913,bus_stop,platform,yes,제천여고 앞,,2020-04-28,명동
37.134791,128.209077,bus_stop,platform,yes,화산교차로,,2020-04-28,중앙로1가
37.13299,128.203028,bus_stop,platform,yes,명동 4통,,2020-04-28,
37.139714,128.207616,bus_stop,platform,yes,의림동 2통,,2020-04-28,
37.139858,128.207324,bus_stop,platform,yes,의림동 3통,,2020-04-28,
37.137283,128.205966,bus_stop,platform,yes,명동 1통,,2020-04-28,명동
37.137419,128.205707,bus_stop,platform,yes,서부시장,,2020-04-28,서부동
37.136385,128.204691,bus_stop,platform,yes,제천여고앞,,2020-04-28,서부동
37.131436,128.199872,bus_stop,platform,yes,북성연립(청송자동차용품 앞),,2020-04-28,영천동
37.130679,128.205194,bus_stop,platform,yes,역전오거리(도레미분식앞),,2020-04-28,영천동
37.12571,128.202502,bus_stop,platform,yes,영천동 청풍방면(모란세차장),,2020-04-28,영천동
37.129736,128.203593,bus_stop,platform,yes,남당초교앞(첼로모텔),,2020-04-28,영천동
37.126836,128.202786,bus_stop,platform,yes,기관차사무소앞(영천관식당맞은편),,2020-04-28,영천동
37.124939,128.205077,bus_stop,platform,yes,강저휴먼시아1단지(108동앞),,2020-04-28,영천동
37.1236,128.208483,bus_stop,platform,yes,강저 리슈빌 아파트 앞,,2020-04-28,영천동
37.125105,128.208183,bus_stop,platform,yes,원화산입구(강저주공 아파트4단지),,2020-04-28,영천동
37.125105,128.208183,bus_stop,platform,yes,원화산 입구(강저주공 4단지 맞은편),,2020-04-28,영천동
37.13047,128.195717,bus_stop,platform,yes,코아루아파트 옆(신당공원),,2020-04-28,천남동
37.131615,128.195359,bus_stop,platform,yes,코아루아파트 정문 맞은편(모델하우스앞),,2020-04-28,천남동
37.129898,128.175445,bus_stop,platform,yes,제천노인병원입구(우성장수촌앞),,2020-04-28,천남동
37.129948,128.165913,bus_stop,platform,yes,신동(1통 방앗간 앞),,2020-04-28,신동
37.131349,128.163237,bus_stop,platform,yes,구신동 마을회관 앞,,2020-04-28,신동
37.13399,128.162939,bus_stop,platform,yes,놋적개마을 입구,,2020-04-28,신동
37.127974,128.159831,bus_stop,platform,yes,세거리입구(구)용진매매상사앞,,2020-04-28,신동
37.129293,128.157617,bus_stop,platform,yes,신동1통 세거리입구,,2020-04-28,신동
37.124298,128.206054,bus_stop,platform,yes,영천동 휴먼시아4단지,,2020-04-28,영천동
37.132048,128.195,bus_stop,platform,yes,남천동 동명초 사거리,,2020-04-28,천남동
37.132211,128.229734,bus_stop,platform,yes,신백동(그린주유소),,2020-04-28,신백동
37.135089,128.227897,bus_stop,platform,yes,신백동(내토초등학교앞),,2020-04-28,신백동
37.134042,128.228693,bus_stop,platform,yes,신백동(내토초등학교앞),,2020-04-28,신백동
37.13323,128.224863,bus_stop,platform,yes,신백동(덕일한마음아파트 후문 진입도로),,2020-04-28,신백동
37.132362,128.226504,bus_stop,platform,yes,신백동(신백동),,2020-04-28,신백동
37.127825,128.223711,bus_stop,platform,yes,신백동(행정복지센터 앞),,2020-04-28,신백동
37.129764,128.227914,bus_stop,platform,yes,신백동(장미아파트앞),,2020-04-28,신백동
37.13254,128.22745,bus_stop,platform,yes,신백동(제천상고),,2020-04-28,신백동
37.13323,128.229287,bus_stop,platform,yes,신백동(제천상고앞),,2020-04-28,신백동
37.120407,128.238363,bus_stop,platform,yes,고명4통(시거리),,2020-04-28,고명동
37.114072,128.233842,bus_stop,platform,yes,고명동(백양동),,2020-04-28,고명동
37.119713,128.242851,bus_stop,platform,yes,고명동(한천),,2020-04-28,고명동
37.119713,128.242851,bus_stop,platform,yes,고명동(한천),,2020-04-28,고명동
37.118413,128.243983,bus_stop,platform,yes,고명동(한천),,2020-04-28,고명동
37.110688,128.265618,bus_stop,platform,yes,고명동(한천),,2020-04-28,고명동
37.11285,128.257884,bus_stop,platform,yes,고명동(한천),,2020-04-28,고명동
37.105216,128.241803,bus_stop,platform,yes,대랑동(송현입구),,2020-04-28,대랑동
37.104312,128.243071,bus_stop,platform,yes,대랑동(송현),,2020-04-28,대랑동
37.099246,128.247881,bus_stop,platform,yes,대랑동(대랑리),,2020-04-28,대랑동
37.092757,128.256691,bus_stop,platform,yes,대랑동(대원주유소 옆),,2020-04-28,대랑동
37.093071,128.257502,bus_stop,platform,yes,대랑동(대원주유소 건너편),,2020-04-28,대랑동
37.140243,128.26311,bus_stop,platform,yes,두학동(상풍마을),,2020-04-28,두학동
37.131784,128.240762,bus_stop,platform,yes,두학동(알미입구),,2020-04-28,두학동
37.128304,128.2821,bus_stop,platform,yes,두학동(장치미),,2020-04-28,두학동
37.128877,128.279705,bus_stop,platform,yes,두학동(장치미삼거리),,2020-04-28,두학동
37.131593,128.274335,bus_stop,platform,yes,두학동(장치미연못),,2020-04-28,두학동
37.146103,128.245198,bus_stop,platform,yes,흑석동(서문니마을),,2020-04-28,흑석동
37.133074,128.244199,bus_stop,platform,yes,흑석동(흑석동),,2020-04-28,흑석동
37.121704,128.290752,bus_stop,platform,yes,자작동(가마실),,2020-04-28,자작동
37.121704,128.290752,bus_stop,platform,yes,자작동(가마실),,2020-04-28,자작동
37.102773,128.300906,bus_stop,platform,yes,자작동(갑산재),,2020-04-28,자작동
37.103637,128.301371,bus_stop,platform,yes,자작동(갑산재앞),,2020-04-28,자작동
37.111623,128.300412,bus_stop,platform,yes,자작동(자작),,2020-04-28,자작동
37.125006,128.285453,bus_stop,platform,yes,자작동(화랑터),,2020-04-28,자작동
37.122468,128.235207,bus_stop,platform,yes,고명동,,2020-04-28,고명동
37.122413,128.235635,bus_stop,platform,yes,고명동,,2020-04-28,고명동
37.122628,128.227195,bus_stop,platform,yes,고명동,,2020-04-28,고명동
37.122973,128.230662,bus_stop,platform,yes,고명동,,2020-04-28,고명동
37.122973,128.230662,bus_stop,platform,yes,고명동,,2020-04-28,고명동
37.138839,128.245231,bus_stop,platform,yes,세하의집,,2020-04-28,흑석동
37.140001,128.245494,bus_stop,platform,yes,세하의집 앞,,2020-04-28,흑석동
37.130979,128.228582,bus_stop,platform,yes,어울림체육관 앞,,2020-04-28,신백동
37.131442,128.20721,bus_stop,platform,yes,역전시장,,2020-04-28,화산동
37.13091,128.207479,bus_stop,platform,yes,삼익상가 옆,,2020-04-28,화산동
37.120384,128.207844,bus_stop,platform,yes,휴먼시아2단지 아파트 삼거리,,2020-04-28,강제동
37.121537,128.207802,bus_stop,platform,yes,휴먼시아2단지 아파트 입구,,2020-04-28,강제동
37.122778,128.199129,bus_stop,platform,yes,강저휴먼시아3단지,,2020-04-28,강제동
37.119917,128.211714,bus_stop,platform,yes,진우골입구,,2020-04-28,강제동
37.119917,128.211714,bus_stop,platform,yes,진우골입구,,2020-04-28,강제동
37.119707,128.218409,bus_stop,platform,yes,강저로통로,,2020-04-28,강제동
37.116995,128.222666,bus_stop,platform,yes,강제동마을,,2020-04-28,강제동
37.114552,128.223446,bus_stop,platform,yes,원강제,,2020-04-28,강제동
37.112014,128.201644,bus_stop,platform,yes,명지동 성보나벤뚜라입구,,2020-04-28,명지동
37.109881,128.200063,bus_stop,platform,yes,방초골,,2020-04-28,명지동
37.105192,128.190836,bus_stop,platform,yes,무지골 건강관리실앞,,2020-04-28,명지동
37.104214,128.198945,bus_stop,platform,yes,산곡동,,2020-04-28,산곡동
37.100555,128.199554,bus_stop,platform,yes,중터,,2020-04-28,산곡동
37.094294,128.19839,bus_stop,platform,yes,산곡동,,2020-04-28,산곡동
37.121046,128.199777,bus_stop,platform,yes,강저 코아루 아파트,,2020-04-28,강제동
37.128479,128.206009,bus_stop,platform,yes,제천역 종점,,2020-04-28,화산동
37.131442,128.20721,bus_stop,platform,yes,역전교차로앞,,2020-04-28,화산동
37.127834,128.213863,bus_stop,platform,yes,서희아파트,,2020-04-28,화산동
37.127834,128.213863,bus_stop,platform,yes,서희아파트앞,,2020-04-28,화산동
37.127834,128.213863,bus_stop,platform,yes,약초시장입구,,2020-04-28,화산동
37.127834,128.213863,bus_stop,platform,yes,약초시장입구앞,,2020-04-28,화산동
37.142212,128.200914,bus_stop,platform,yes,하소동(삼천리자건거앞),,2020-04-28,하소동
37.142843,128.200882,bus_stop,platform,yes,하소동(골말감자탕건너편),,2020-04-28,청전동
37.1445,128.196125,bus_stop,platform,yes,하소1단지 아파트,,2020-04-28,하소동
37.143458,128.199476,bus_stop,platform,yes,하나로마트 앞,,2020-04-28,하소동
37.142297,128.198832,bus_stop,platform,yes,의림여중 앞(우),,2020-04-28,하소동
37.147237,128.197809,bus_stop,platform,yes,원뜰,,2020-04-28,청전동
37.151578,128.188533,bus_stop,platform,yes,가구단지(좌),,2020-04-28,신월동
37.152429,128.18581,bus_stop,platform,yes,가구단지(우),,2020-04-28,신월동
37.156332,128.179357,bus_stop,platform,yes,종자보급소,,2020-04-28,신월동
37.153252,128.184033,bus_stop,platform,yes,"질고개,현진에버빌 아파트",,2020-04-28,신월동
37.15425,128.191376,bus_stop,platform,yes,신월동(중앙골프 연습장 인근),,2020-04-28,신월동
37.152014,128.191708,bus_stop,platform,yes,신월동(중앙골프 연습장 인근),,2020-04-28,신월동
37.172623,128.191828,bus_stop,platform,yes,대원대학 입구,,2020-04-28,신월동
37.17133,128.194494,bus_stop,platform,yes,신월학사촌,,2020-04-28,신월동
37.168249,128.194114,bus_stop,platform,yes,중담(부영 아파트),,2020-04-28,신월동
37.165301,128.194895,bus_stop,platform,yes,하진마을(좌),,2020-04-28,신월동
37.156402,128.19226,bus_stop,platform,yes,하진(신안전력앞),,2020-04-28,신월동
37.154351,128.172654,bus_stop,platform,yes,바이오밸리입구,,2020-04-28,왕암동
37.053863,128.160461,bus_stop,platform,yes,충북전통의학산업센타,,2020-04-28,왕앙동
37.147606,128.16943,bus_stop,platform,yes,바이오벤처센터앞,,2020-04-28,왕암동
37.146005,128.167006,bus_stop,platform,yes,신영에이치에스앞,,2020-04-28,왕암동
37.146005,128.167006,bus_stop,platform,yes,아세아테크앞,,2020-04-28,왕암동
37.14396,128.166574,bus_stop,platform,yes,한방엑스포공원입구(시내방향),,2020-04-28,왕암동
37.14396,128.166574,bus_stop,platform,yes,한방엑스포공원입구(엑스포장방향),,2020-04-28,왕암동
37.144573,128.159731,bus_stop,platform,yes,한방엑스포공원(좌),,2020-04-28,왕암동
37.144393,128.159551,bus_stop,platform,yes,한방엑스포공원(우),,2020-04-28,왕암동
37.147196,128.159737,bus_stop,platform,yes,왕암종점,,2020-04-28,왕암동
37.14545,128.151358,bus_stop,platform,yes,아워홈,,2020-04-28,왕암동
37.14545,128.151358,bus_stop,platform,yes,케이앤피나노,,2020-04-28,왕암동
37.134987,128.194592,bus_stop,platform,yes,그린코아루 아파트 107동,,2020-04-28,하소동
37.160381,128.194894,bus_stop,platform,yes,상진마을,,2020-04-28,신월동
37.139805,128.20156,bus_stop,platform,yes,롯데슈퍼,,2020-04-28,하소동
37.140526,128.20154,bus_stop,platform,yes,롯데슈퍼앞,,2020-04-28,하소동
37.145027,128.199098,bus_stop,platform,yes,하소주공2단지,,2020-04-28,하소동
