위도,경도,public_transport,bus,name,addr:full,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
37.51984,129.10548,platform,yes,주공4차아파트(북평.삼척방면),,2020-11-24,,,1052-20,천곡동,,,
37.53556,129.10515,platform,yes,부곡(시청.북평방면),,2020-11-24,,,91-2,부곡동,,,
37.53565,129.10637,platform,yes,부곡(발한.망상방면),,2020-11-24,,,134-2,부곡동,,,
37.52855,129.10138,platform,yes,주공6차아파트(시청.북평방면),,2020-11-24,,,318-9,평릉동,,,
37.52868,129.10166,platform,yes,주공6차아파트(발한.옥계방면),,2020-11-24,,,318-1,평릉동,,,
37.57573,129.08192,platform,yes,구암교(발한.시청방면),,2020-11-24,,,671,심곡동,,,
37.57579,129.08193,platform,yes,구암교(만우방면),,2020-11-24,,,671,심곡동,,,
37.54995,129.10794,platform,yes,농협묵호지점(발한.시청방면),,2020-11-24,,,735,발한동,,,
37.55052,129.10754,platform,yes,새마을금고앞(옥계방면),,2020-11-24,,,297-18,발한동,,,
37.49654,129.12635,platform,yes,우리들연합의원(북평.대동방면),,2020-11-24,,,826-3,송정동,,,
37.4968,129.12652,platform,yes,우리들연합의원(시청.발한방면),,2020-11-24,,,826-2,송정동,,,
37.52413,129.11006,platform,yes,중앙초교앞(시청.북평방면),,2020-11-24,,,1079-7,천곡동,,,
37.52474,129.10897,platform,yes,중앙초등학교앞(발한.옥계방면),,2020-11-24,,,1090-3,천곡동,,,
37.46825,129.10638,platform,yes,지가동(북평.시청방면),,2020-11-24,,,264-2,지가동,,,
37.4683,129.10636,platform,yes,지가동(지가동방면),,2020-11-24,,,264-2,지가동,,,
37.46689,129.10537,platform,yes,지가동종점(북평.시청방면),,2020-11-24,,,385-2,지가동,,,
37.47711,129.10522,platform,yes,지가동입구(지가동방면),,2020-11-24,,,398-1,이도동,,,
37.47711,129.10532,platform,yes,지가동입구(북평.시청방면),,2020-11-24,,,401-2,이도동,,,
37.4989,129.09676,platform,yes,지양골(한중대방면),,2020-11-24,,,504-25,지흥동,,,
37.55786,129.10956,platform,yes,산제골경로당(발한.시청방면),,2020-11-24,,,85-40,묵호진동,,,
37.5579,129.10965,platform,yes,산제골경로당(묵호등대방면),,2020-11-24,,,85-224,묵호진동,,,
37.51783,129.11144,platform,yes,돌리네탐방로(북평.대동방면),,2020-11-24,,,1008-12,천곡동,,,
37.51829,129.11084,platform,yes,북평여고(시청.발한방면),,2020-11-24,,,1008-16,천곡동,,,
37.5288,129.10475,platform,yes,동해시종합버스터미널(시청.북평방면),,2020-11-24,,,159-4,평릉동,,,
37.52732,129.10538,platform,yes,동해시종합버스터미널(발한.대진방면),,2020-11-24,,,162-4,평릉동,,,
37.52532,129.10648,platform,yes,천곡지구대(시청.북평방면),,2020-11-24,,,1085-1,천곡동,,,
37.52557,129.10661,platform,yes,한양아파트(발한.옥계방면),,2020-11-24,,,1090-58,천곡동,,,
37.5177,129.10995,platform,yes,북평여고(북평.삼척방면),,2020-11-24,,,1003,천곡동,,,
37.51756,129.11011,platform,yes,천곡천연동굴(시청.발한방면),,2020-11-24,,,1003,천곡동,,,
37.5167,129.10828,platform,yes,시영아파트(시청.발한방면),,2020-11-24,,,1004-12,천곡동,,,
37.4939,129.12631,platform,yes,천일화물앞(북평.대동방면),,2020-11-24,,,354,송정동,,,
37.49419,129.12654,platform,yes,천일화물앞(시청.발한방면),,2020-11-24,,,357-4,송정동,,,
37.49066,129.06737,platform,yes,삼화천주교앞(비천.신흥방면),,2020-11-24,,,132-11,이로동,,,
37.49012,129.06761,platform,yes,천주교앞(대동.북평방면),,2020-11-24,,,130-1,이로동,,,
37.54369,129.10848,platform,yes,청소년문화의집(시청.삼척방면),,2020-11-24,,,160-6,발한동,,,
37.54402,129.10858,platform,yes,청소년문화의집(발한.대진방면),,2020-11-24,,,69-29,발한동,,,
37.48578,129.10319,platform,yes,청운초등학교(대동방면),,2020-11-24,,,79-2,쇄운동,,,
37.57653,129.097,platform,yes,초구입구(발한.시청방면),,2020-11-24,,,1-3,초구동,,,
37.57661,129.09729,platform,yes,초구입구(옥계방면),,2020-11-24,,,1-2,초구동,,,
37.46885,129.14241,platform,yes,추암입구(삼척방면),,2020-11-24,,,35-1,대구동,,,
37.46899,129.14255,platform,yes,추암입구(북평.시청방면),,2020-11-24,,,35-1,대구동,,,
37.47853,129.15684,platform,yes,추암해변(북평.시청방면),,2020-11-24,,,631-2,추암동,,,
37.51995,129.01961,platform,yes,관촌쉼터(신흥방면),,2020-11-24,,,216-3,신흥동,,,
37.52009,129.01935,platform,yes,관촌(대동.북평방면),,2020-11-24,,,214-2,신흥동,,,
37.55266,129.10546,platform,yes,풍물시장앞(발한.시청방면),,2020-11-24,,,330-38,발한동,,,
37.55268,129.1057,platform,yes,발한중앙시장(옥계방면),,2020-11-24,,,330-18,발한동,,,
37.5339,129.1156,platform,yes,하평마을(발한.망상방면),,2020-11-24,,,85-1,평릉동,,,
37.5033,129.09161,platform,yes,한중대학교(북평.시청방면),,2020-11-24,,,348,지흥동,,,
37.5034,129.12732,platform,yes,해군부대(북평.대동방면),,2020-11-24,,,66-5,용정동,,,
37.50418,129.12777,platform,yes,해군부대(시청.발한방면),,2020-11-24,,,64-1,용정동,,,
37.55538,129.11105,platform,yes,해돋이마을(발한.시청방면),강원도 동해시 묵호진동 산56-35,2020-11-24,,,,묵호진동,,,
37.55535,129.11117,platform,yes,해돋이마을(묵호등대방면),강원도 동해시 묵호진동 산56-35,2020-11-24,,,,묵호진동,,,
37.51717,129.11669,platform,yes,현충탑(북평.대동방면),,2020-11-24,,,1001-8,천곡동,,,
37.51699,129.11725,platform,yes,현충탑(시청.발한방면),,2020-11-24,,,964-1,천곡동,,,
37.46579,129.12906,platform,yes,호현마을( ),,2020-11-24,,,81,호현동,,,
37.47419,129.10666,platform,yes,가원습지(지가동방면),,2020-11-24,,,99-1,지가동,,,
37.47425,129.10673,platform,yes,가원습지(북평.시청방면),강원도 동해시 지가동 산71-2,2020-11-24,,,,지가동,,,
37.49422,129.11051,platform,yes,효가광장(북평.삼척방면),,2020-11-24,,,176-6,효가동,,,
37.49368,129.11079,platform,yes,효가사거리(시청.발한방면),,2020-11-24,,,118-7,효가동,,,
37.56822,129.11764,platform,yes,구어달동사무소(발한.시청방면),,2020-11-24,,,184-9,어달동,,,
37.56837,129.11768,platform,yes,구어달동사무소(대진방면),,2020-11-24,,,192-1,어달동,,,
37.50328,129.1079,platform,yes,양지마을(북평.삼척방면),,2020-11-24,,,360-3,효가동,,,
37.50389,129.10681,platform,yes,양지마을(시청.발한방면),,2020-11-24,,,362-122,효가동,,,
37.51922,129.12067,platform,yes,쌍용아파트(북평.대동방면),,2020-11-24,,,958-8,천곡동,,,
37.51942,129.1204,platform,yes,쌍용아파트(시청.발한방면),,2020-11-24,,,958-7,천곡동,,,
37.53301,129.11268,platform,yes,엘리시아앞(시청.북평방면),,2020-11-24,,,113-3,평릉동,,,
37.53309,129.11279,platform,yes,부영아파트(발한.망상방면),,2020-11-24,,,113-3,평릉동,,,
37.49479,129.05633,platform,yes,쌍용아파트(비천.신흥방면),,2020-11-24,,,683-2,이로동,,,
37.49467,129.05637,platform,yes,쌍용아파트(대동.북평방면),,2020-11-24,,,424,이로동,,,
37.47305,129.10964,platform,yes,지상사입구(지가동방면),,2020-11-24,,,20-4,지가동,,,
37.47312,129.10958,platform,yes,지상사입구(북평.시청방면),,2020-11-24,,,58-3,지가동,,,
37.4719,129.10924,platform,yes,지가동(지가동방면),,2020-11-24,,,148-1,지가동,,,
37.47187,129.10928,platform,yes,지가동(북평.시청방면),,2020-11-24,,,148-1,지가동,,,
37.52922,129.10407,platform,yes,동해감리교회(시청.북평방면),,2020-11-24,,,171-16,평릉동,,,
37.529,129.10419,platform,yes,동해감리교회(발한.옥계방면),,2020-11-24,,,401-34,평릉동,,,
37.4984,129.09791,platform,yes,지양길118(대동.시청방면),,2020-11-24,,,147-2,지흥동,,,
37.4908,129.11109,platform,yes,동일제일교회앞(무릉.신흥방면),,2020-11-24,,,84-4,효가동,,,
37.49084,129.11086,platform,yes,동해현대주유소앞(북평.시청방면),,2020-11-24,,,83-6,효가동,,,
37.53114,129.10642,platform,yes,동해병원.동인병원(시청.북평방면),,2020-11-24,,,401-7,평릉동,,,
37.53103,129.10668,platform,yes,동해병원.동인병원(발한.망상방면),,2020-11-24,,,401-7,평릉동,,,
37.55387,129.10773,platform,yes,동문산(묵호등대방면),,2020-11-24,,,329-38,발한동,,,
37.55393,129.10783,platform,yes,동문산(발한.시청방면),,2020-11-24,,,329-38,발한동,,,
37.52721,129.10279,platform,yes,종합버스터미널(뉴동해관광호텔옆),,2020-11-24,,,755-3,천곡동,,,
37.52739,129.10297,platform,yes,종합버스터미널(금호어울림아파트옆),,2020-11-24,,,505,평릉동,,,
37.58812,129.09533,platform,yes,망상삼거리(발한.시청방면),,2020-11-24,,,193-4,망상동,,,
37.58829,129.09544,platform,yes,망상삼거리(옥계방면),,2020-11-24,,,194-6,망상동,,,
37.47153,129.04114,platform,yes,진주강씨세효열비(무릉방면),,2020-11-24,,,586-1,삼화동,,,
37.47152,129.04127,platform,yes,진주강씨세효열비(대동.북평방면),,2020-11-24,,,586-1,삼화동,,,
37.46605,129.03047,platform,yes,동해무릉건강숲(무릉방면),,2020-11-24,,,714,삼화동,,,
37.46584,129.03052,platform,yes,동해무릉건강숲(대동.북평방면),강원도 동해시 삼화동 산180-10,2020-11-24,,,,삼화동,,,
37.57092,129.07002,platform,yes,괴란(만우방면),,2020-11-24,,,23-1,괴란동,,,
37.5388,129.09562,platform,yes,묵호고등학교(승지방면),,2020-11-24,,,224-11,부곡동,,,
37.53864,129.09579,platform,yes,묵호고등학교(발한방면),,2020-11-24,,,224-10,부곡동,,,
37.53934,129.09037,platform,yes,동해향교(승지방면),강원도 동해시 부곡동 산166-3,2020-11-24,,,,부곡동,,,
37.53925,129.09037,platform,yes,동해향교(발한방면),강원도 동해시 부곡동 산166-3,2020-11-24,,,,부곡동,,,
37.53865,129.07697,platform,yes,청풍가든(승지방면),강원도 동해시 부곡동 산144-1,2020-11-24,,,,부곡동,,,
37.53861,129.0774,platform,yes,청풍가든(발한방면),,2020-11-24,,,333-1,부곡동,,,
37.47466,129.14744,platform,yes,GS화력(추암방면),,2020-11-24,,,250,구호동,,,
37.47486,129.147,platform,yes,GS화력(북평.시청방면),,2020-11-24,,,250,구호동,,,
37.49349,129.10661,platform,yes,지양길19(대동.시청방면),,2020-11-24,,,213-8,동회동,,,
37.49387,129.10629,platform,yes,지양길26(한중대방면),,2020-11-24,,,465-16,효가동,,,
37.49999,129.09543,platform,yes,해태음료(한중대방면),,2020-11-24,,,400,지흥동,,,
37.46733,129.13804,platform,yes,대구마을회관,,2020-11-24,,,97-3,대구동,,,
37.46729,129.13805,platform,yes,대구마을회관,,2020-11-24,,,128-1,대구동,,,
37.46836,129.1389,platform,yes,대구동마을창고,,2020-11-24,,,74-3,대구동,,,
37.46833,129.13894,platform,yes,대구동마을창고,,2020-11-24,,,74-3,대구동,,,
37.53811,129.09911,platform,yes,부곡자율방범대앞(승지방면),,2020-11-24,,,67-26,부곡동,,,
37.54009,129.08554,platform,yes,미타사앞(발한방면),,2020-11-24,,,285-4,부곡동,,,
37.54017,129.08553,platform,yes,미타사앞(승지방면),,2020-11-24,,,285-4,부곡동,,,
