위도,경도,업종명,업소명,addr:full,소재지(지번),데이터기준일자
33.2402708,126.2507128,휴게음식점,우리들마트,제주특별자치도 서귀포시 대정읍 일주서로 2641,제주특별자치도 서귀포시 대정읍 하모리 1293번지 ,2018-02-23
33.2906919,126.3011741,휴게음식점,지에스25서귀서광로점,제주특별자치도 서귀포시 안덕면 녹차분재로 61,제주특별자치도 서귀포시 안덕면 서광리 1390번지 1호 ,2018-02-23
33.254188,126.6213171,휴게음식점,미어,제주특별자치도 서귀포시 쇠소깍로 156 2층 (하효동),제주특별자치도 서귀포시 하효동 999번지 9호 ,2018-02-23
33.2583212,126.5106092,휴게음식점,씨유서귀포시청점,제주특별자치도 서귀포시 신북로 39 (강정동),제주특별자치도 서귀포시 강정동 132번지 ,2018-02-23
33.284366,126.276762,휴게음식점,씨유제주삼정지에듀점,제주특별자치도 서귀포시 대정읍 에듀시티로 148 105호,제주특별자치도 서귀포시 대정읍 보성리 2424번지 ,2018-02-23
33.4629517,126.9353566,휴게음식점,한국맥도날드(유)제주성산점,제주특별자치도 서귀포시 성산읍 일출로 284-1 1 2층,제주특별자치도 서귀포시 성산읍 성산리 109번지 4호 ,2018-02-23
33.4721117,126.9331983,휴게음식점,텀브커피 여객터미널점,제주특별자치도 서귀포시 성산읍 성산등용로 130-21 1층,제주특별자치도 서귀포시 성산읍 성산리 347번지 9호 ,2018-02-23
33.4627122,126.9351852,휴게음식점,이삭토스트앤커피성산점,제주특별자치도 서귀포시 성산읍 일출로 284-4 2층,제주특별자치도 서귀포시 성산읍 성산리 125번지 2호 ,2018-02-23
33.2590931,126.5564347,휴게음식점,건강나라구내매점,제주특별자치도 서귀포시 홍중로 74 4층 (서홍동),제주특별자치도 서귀포시 서홍동 343번지 1호 ,2018-02-23
33.2503593,126.5114684,휴게음식점,복음이네김밥만두,제주특별자치도 서귀포시 김정문화로 64 (법환동),제주특별자치도 서귀포시 법환동 749번지 ,2018-02-23
33.227297,126.2485777,휴게음식점,씨유서귀송악도서관점,제주특별자치도 서귀포시 대정읍 동일하모로149번길 5 1층 3호,제주특별자치도 서귀포시 대정읍 하모리 1263번지 4호 ,2018-02-23
33.2657988,126.5736594,휴게음식점,지에스25오일장점,제주특별자치도 서귀포시 토평서로11번길 155 (동홍동),제주특별자치도 서귀포시 동홍동 807번지 5호 ,2018-02-23
33.2534102,126.3431685,휴게음식점,더온,제주특별자치도 서귀포시 안덕면 일주서로 1613-54 1층,제주특별자치도 서귀포시 안덕면 화순리 174번지 1호 ,2018-02-23
33.3244236,126.8323566,휴게음식점,난타5000 표선점,제주특별자치도 서귀포시 표선면 표선동서로 230 1층,제주특별자치도 서귀포시 표선면 표선리 633번지 7호 ,2018-02-23
33.2421595,126.6100897,휴게음식점,열린까페,제주특별자치도 서귀포시 보목포로 161 2층 (하효동),제주특별자치도 서귀포시 하효동 1374번지 2호 ,2018-02-23
33.3089803,126.3402728,휴게음식점,원물휴게소,제주특별자치도 서귀포시 안덕면 동광로 257,제주특별자치도 서귀포시 안덕면 동광리 387번지 ,2018-02-23
33.2407909,126.6108183,휴게음식점,게우지코지인갤러리,제주특별자치도 서귀포시 보목포로 179 1 2층 (하효동),제주특별자치도 서귀포시 하효동 1371번지 ,2018-02-23
33.4616976,126.9338917,휴게음식점,까페더모해,제주특별자치도 서귀포시 성산읍 일출로 267,제주특별자치도 서귀포시 성산읍 성산리 150번지 ,2018-02-23
33.2602196,126.5620729,휴게음식점,단미&CAFE,제주특별자치도 서귀포시 중앙로150번길 32 (동홍동),제주특별자치도 서귀포시 동홍동 1383번지 ,2018-02-23
33.2923161,126.2996588,휴게음식점,별난카페,제주특별자치도 서귀포시 안덕면 녹차분재로 199,제주특별자치도 서귀포시 안덕면 서광리 1224번지 52호 ,2018-02-23
33.3084898,126.7790718,휴게음식점,카페알토산,제주특별자치도 서귀포시 표선면 토산중앙로15번길 6 1층,제주특별자치도 서귀포시 표선면 토산리 448번지 11호 ,2018-02-23
33.2564051,126.4018105,휴게음식점,지에스25중문버자야,제주특별자치도 서귀포시 예래로 38 (상예동),제주특별자치도 서귀포시 상예동 581번지 4호 ,2018-02-23
33.378711,126.8797688,휴게음식점,제이아일랜드,제주특별자치도 서귀포시 성산읍 환해장성로 69 1층,제주특별자치도 서귀포시 성산읍 신산리 421번지 1호 ,2018-02-23
33.2729636,126.7014772,휴게음식점,던킨도너츠제주금호리조트점,제주특별자치도 서귀포시 남원읍 태위로 522-12 1층,제주특별자치도 서귀포시 남원읍 남원리 2390번지 ,2018-02-23
33.2741273,126.3636498,휴게음식점,올레휴게마트,제주특별자치도 서귀포시 안덕면 한창로 128,제주특별자치도 서귀포시 안덕면 상창리 622번지 7호 ,2018-02-23
33.2448621,126.4592692,휴게음식점,리틀포레스트,제주특별자치도 서귀포시 월평로 15 (월평동),제주특별자치도 서귀포시 월평동 471번지 1호 ,2018-02-23
33.2549224,126.4087187,휴게음식점,이디야커피제주중문점,제주특별자치도 서귀포시 중문관광로 42 1층 (색달동),제주특별자치도 서귀포시 색달동 2629번지 ,2018-02-23
33.2505549,126.5727622,휴게음식점,CU서귀포가온점,제주특별자치도 서귀포시 태평로512번길 1-4 1층 (동홍동),제주특별자치도 서귀포시 동홍동 357번지 6호 ,2018-02-23
33.2570097,126.528149,휴게음식점,차롱밥상,제주특별자치도 서귀포시 호근남로 6 (호근동),제주특별자치도 서귀포시 호근동 1764번지 7호 ,2018-02-23
33.2476634,126.5584532,휴게음식점,GS25서귀중정점,제주특별자치도 서귀포시 중정로 17-1 1층 (서귀동),제주특별자치도 서귀포시 서귀동 318번지 23호 ,2018-02-23
33.23663,126.5109673,휴게음식점,GS25서귀법환점,제주특별자치도 서귀포시 이어도로 900 1층 (법환동),제주특별자치도 서귀포시 법환동 1282번지 8호 ,2018-02-23
33.3089803,126.3402728,휴게음식점,꽃썸,제주특별자치도 서귀포시 안덕면 동광로 151,제주특별자치도 서귀포시 안덕면 동광리 950번지 3호 ,2018-02-23
33.2484225,126.5674188,휴게음식점,찰스커피,제주특별자치도 서귀포시 중정로 104 1층 (서귀동),제주특별자치도 서귀포시 서귀동 209번지 10호 ,2018-02-23
33.2572228,126.5739029,휴게음식점,지에스25강정엘에이치점,제주특별자치도 서귀포시 대청로25번길 9 101 102호 (강정동),제주특별자치도 서귀포시 강정동 192번지 ,2018-02-23
33.2540891,126.5241674,휴게음식점,카페 공감각,제주특별자치도 서귀포시 서호호근로 77 1층 (서호동),제주특별자치도 서귀포시 서호동 294번지 4호 ,2018-02-23
33.2494747,126.5641385,휴게음식점,커피탭,제주특별자치도 서귀포시 중앙로48번길 23 1층 (서귀동),제주특별자치도 서귀포시 서귀동 271번지 30호 ,2018-02-23
33.2550042,126.428374,휴게음식점,씨유제주중문오네뜨점,제주특별자치도 서귀포시 천제연로213번길 44 1층 (중문동),제주특별자치도 서귀포시 중문동 1714번지 1호 ,2018-02-23
33.3318834,126.8289703,휴게음식점,맘스터치표선점,제주특별자치도 서귀포시 표선면 표선중앙로 8-4,제주특별자치도 서귀포시 표선면 표선리 1806번지 1호 ,2018-02-23
33.3258919,126.8344185,휴게음식점,꼭지분식,제주특별자치도 서귀포시 표선면 표선중앙로 97,제주특별자치도 서귀포시 표선면 표선리 621번지 ,2018-02-23
33.24973,126.5634949,휴게음식점,아이스크림연구소,제주특별자치도 서귀포시 중앙로54번길 14 1층 (서귀동),제주특별자치도 서귀포시 서귀동 291번지 66호 ,2018-02-23
33.2232489,126.2551317,휴게음식점,도나도넛제주본점,제주특별자치도 서귀포시 대정읍 신영로 130 1층,제주특별자치도 서귀포시 대정읍 하모리 819번지 2호 ,2018-02-23
33.2439503,126.3360304,휴게음식점,지에스25화순아일랜드점,제주특별자치도 서귀포시 안덕면 화순중앙로 94 2층,제주특별자치도 서귀포시 안덕면 화순리 358번지 3호 ,2018-02-23
33.448917,126.9175588,휴게음식점,핏제리아모꼬지,제주특별자치도 서귀포시 성산읍 동류암로 20 C동 1층,제주특별자치도 서귀포시 성산읍 고성리 297번지 1호 ,2018-02-23
33.2910924,126.3009964,휴게음식점,씨유서귀서광신화점,제주특별자치도 서귀포시 안덕면 녹차분재로 64 1층,제주특별자치도 서귀포시 안덕면 서광리 1393번지 1호 ,2018-02-23
33.3835243,126.8413634,휴게음식점,쏭쏭,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30 1층,제주특별자치도 서귀포시 성산읍 삼달리 1010번지 1층 ,2018-02-23
33.34543,126.8541536,휴게음식점,비욘드북카페,제주특별자치도 서귀포시 성산읍 신천동로 24-30 1 2층,제주특별자치도 서귀포시 성산읍 신천리 538번지 2호 ,2018-02-23
33.2541205,126.560076,휴게음식점,메종드카페(신서귀포),제주특별자치도 서귀포시 서호남로32번길 24 1층 (서호동),제주특별자치도 서귀포시 서호동 1553번지 7호 ,2018-02-23
33.2528972,126.5755013,휴게음식점,씨유서귀포세기점,제주특별자치도 서귀포시 태평로 551 상가동 102 103호 (동홍동),제주특별자치도 서귀포시 동홍동 139번지 10호 ,2018-02-23
33.2570704,126.5723268,휴게음식점,카페드숑,제주특별자치도 서귀포시 동홍남로 37 1층 (동홍동),제주특별자치도 서귀포시 동홍동 108번지 5호 ,2018-02-23
33.2546735,126.5610815,휴게음식점,세븐일레븐서귀포시서강파인힐점,제주특별자치도 서귀포시 중앙로 199 1층 1호 (서홍동 서강파인힐),제주특별자치도 서귀포시 서홍동 285번지 3호 서강파인힐 1층 1호,2018-02-23
33.2397054,126.5644152,휴게음식점,지에스25서귀포부두점,제주특별자치도 서귀포시 칠십리로 78 2층 (서귀동),제주특별자치도 서귀포시 서귀동 788번지 1호 2층 ,2018-02-23
33.2598416,126.6217794,휴게음식점,씨유서귀포효돈중앙점,제주특별자치도 서귀포시 과원동로 3 102동 1층 101호 (하효동),제주특별자치도 서귀포시 하효동 475번지 102동 101호,2018-02-23
33.2402708,126.2507128,휴게음식점,밀로드,제주특별자치도 서귀포시 대정읍 일주서로 2535,제주특별자치도 서귀포시 대정읍 상모리 3723번지 1호 ,2018-02-23
33.3204193,126.7703021,휴게음식점,용순김밥,제주특별자치도 서귀포시 중앙로 199 1층 17호 (서홍동 서강파인힐5차),제주특별자치도 서귀포시 서홍동 285번지 3호 서강파인힐5차 1층 17호,2018-02-23
33.2663197,126.5671727,휴게음식점,솔오름전망대, ,제주특별자치도 서귀포시 동홍동 2150번지 2호 앞 도로 (2150-1) ,2018-02-23
33.3953165,126.6846116,휴게음식점,뚱이네, ,제주특별자치도 서귀포시 표선면 가시리 산 158번지 4호 ,2018-02-23
33.4268965,126.8647243,휴게음식점,브라더커피,제주특별자치도 서귀포시 성산읍 서성일로 511 2층,제주특별자치도 서귀포시 성산읍 난산리 2625번지 4호 ,2018-02-23
33.2663197,126.5671727,휴게음식점,될놈, ,제주특별자치도 서귀포시 동홍동 2150번지 2호 앞(도로(2150-1) ,2018-02-23
33.4497382,126.9206376,휴게음식점,스타벅스제주성산DT점,제주특별자치도 서귀포시 성산읍 일출로 80 1 2층,제주특별자치도 서귀포시 성산읍 고성리 238번지 1 2층 ,2018-02-23
33.2496477,126.5641314,휴게음식점,제주섬SUM분식,제주특별자치도 서귀포시 중정로73번길 18 (서귀동),제주특별자치도 서귀포시 서귀동 271번지 26호 ,2018-02-23
33.281977,126.6213462,휴게음식점,내창,제주특별자치도 서귀포시 남원읍 하례로 393,제주특별자치도 서귀포시 남원읍 하례리 산 124번지 ,2018-02-23
33.3256448,126.8335518,휴게음식점,지에스25제주표선점,제주특별자치도 서귀포시 표선면 표선중앙로 90 1층,제주특별자치도 서귀포시 표선면 표선리 634번지 1층 ,2018-02-23
33.3953165,126.6846116,휴게음식점,쉬림프스토어, ,제주특별자치도 서귀포시 표선면 가시리 산 158번지 4호 ,2018-02-23
33.414559,126.8960019,휴게음식점,파랑몽생이,제주특별자치도 서귀포시 성산읍 혼인지로37번길 23-13 1층,제주특별자치도 서귀포시 성산읍 온평리 1616번지 5호 1층 ,2018-02-23
33.2910924,126.3009964,휴게음식점,코코호도서귀포시신화월드점,제주특별자치도 서귀포시 안덕면 녹차분재로 64 1층,제주특별자치도 서귀포시 안덕면 서광리 1393번지 1호 ,2018-02-23
33.3953165,126.6846116,휴게음식점,토스트와더치카페, ,제주특별자치도 서귀포시 표선면 가시리 산 158번지 4호 ,2018-02-23
33.2663197,126.5671727,휴게음식점,솔오름푸드트럭, ,제주특별자치도 서귀포시 동홍동 2150번지 2호 앞 도로(2150-1) ,2018-02-23
33.249596,126.5686053,휴게음식점,지에스25동홍그린점,제주특별자치도 서귀포시 동홍동로32번길 12 1층 (동홍동),제주특별자치도 서귀포시 동홍동 99번지 1호 ,2018-02-23
33.326215,126.4716831,휴게음식점,탐라포장마차, ,제주특별자치도 서귀포시 하원동 산 78번지 1호 앞 도로(산78-6) ,2018-02-23
33.2524682,126.5118522,휴게음식점,비브레이브,제주특별자치도 서귀포시 신서로48번길 66 (서호동),제주특별자치도 서귀포시 서호동 1470번지 ,2018-02-23
33.2529814,126.3150833,휴게음식점,앤드,제주특별자치도 서귀포시 안덕면 덕수회관로 14 1층,제주특별자치도 서귀포시 안덕면 덕수리 662번지 2호 ,2018-02-23
33.2438633,126.4513018,휴게음식점,카페헬로,제주특별자치도 서귀포시 이어도로 297 1층 (하원동),제주특별자치도 서귀포시 하원동 1697번지 1층 ,2018-02-23
33.4143696,126.8999778,휴게음식점,지에스25성산삼달점,제주특별자치도 서귀포시 성산읍 일주동로 5251,제주특별자치도 서귀포시 성산읍 삼달리 32번지 8호 ,2018-02-23
33.2646426,126.5576903,휴게음식점,소풍키즈카페,제주특별자치도 서귀포시 중산간동로 8044-4 (서홍동),제주특별자치도 서귀포시 서홍동 259번지 19호 ,2018-02-23
33.2788483,126.7185714,휴게음식점,아일랜드,제주특별자치도 서귀포시 남원읍 태위로 672-8,제주특별자치도 서귀포시 남원읍 남원리 122번지 1호 ,2018-02-23
33.3953165,126.6846116,휴게음식점,유명한핫도그, ,제주특별자치도 서귀포시 표선면 가시리 산 158번지 4호 ,2018-02-23
33.416346,126.889907,휴게음식점,185펜션,제주특별자치도 서귀포시 성산읍 일주동로 5428-40 1층,제주특별자치도 서귀포시 성산읍 신풍리 185번지 4호 1층 ,2018-02-23
33.3266458,126.8324236,휴게음식점,밥말리,제주특별자치도 서귀포시 표선면 표선중앙로 75 1층,제주특별자치도 서귀포시 표선면 표선리 600번지 4호 ,2018-02-23
33.2526495,126.5045616,휴게음식점,배스킨라빈스서귀포혁신점,제주특별자치도 서귀포시 대청로 43 지하1층 (강정동),제주특별자치도 서귀포시 강정동 209번지 지하1층 ,2018-02-23
33.291839,126.284336,휴게음식점,바이올가서귀포영어마을점,제주특별자치도 서귀포시 대정읍 에듀시티로 40 1층 102호,제주특별자치도 서귀포시 대정읍 보성리 2372번지 2호 1층 102호 ,2018-02-23
33.2507993,126.430737,휴게음식점,쥬씨중문점,제주특별자치도 서귀포시 천제연로 242 2층 (중문동),제주특별자치도 서귀포시 중문동 1928번지 외 2필지 ,2018-02-23
33.2515559,126.424194,휴게음식점,배스킨라빈스중문점,제주특별자치도 서귀포시 천제연로 182-1 (중문동),제주특별자치도 서귀포시 중문동 2119번지 2호 ,2018-02-23
33.2526495,126.5045616,휴게음식점,부자김밥,제주특별자치도 서귀포시 대청로 43 지하1층 (강정동),제주특별자치도 서귀포시 강정동 209번지 ,2018-02-23
33.4480793,126.9152794,휴게음식점,제주흑돈만두,제주특별자치도 서귀포시 성산읍 고성오조로 50,제주특별자치도 서귀포시 성산읍 고성리 322번지 7호 ,2018-02-23
33.304846,126.29972,휴게음식점,신성휴게소,제주특별자치도 서귀포시 안덕면 녹차분재로 45 1층,제주특별자치도 서귀포시 안덕면 서광리 1421번지 4호 1층 ,2018-02-23
33.4404718,126.8822331,휴게음식점,지에스25수산삼거리점,제주특별자치도 서귀포시 성산읍 서성일로 1029,제주특별자치도 서귀포시 성산읍 수산리 269번지 ,2018-02-23
33.301546,126.317122,휴게음식점,주식회사명가투썸플레이스제주신화빌라스점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 1층 (제주신화빌라스 한국스퀘어),제주특별자치도 서귀포시 안덕면 서광리 2518번지 제주신화빌라스 한국스퀘어 1층 ,2018-02-23
33.2483926,126.5692091,휴게음식점,서귀휴게음식점,제주특별자치도 서귀포시 중정로 122 1층 (서귀동),제주특별자치도 서귀포시 서귀동 218번지 5호 1층 ,2018-02-23
33.2495549,126.563826,휴게음식점,올레큐브스테이크,제주특별자치도 서귀포시 중정로73번길 15-1 (서귀동),제주특별자치도 서귀포시 서귀동 276번지 15호 ,2018-02-23
33.2434045,126.5598021,휴게음식점,망고레이천지연폭포점,제주특별자치도 서귀포시 남성중로 2-3 1층 (서홍동),제주특별자치도 서귀포시 서홍동 678번지 ,2018-02-23
33.2761847,126.6067488,휴게음식점,로하스,제주특별자치도 서귀포시 하신상로 229 1층 (상효동),제주특별자치도 서귀포시 상효동 167번지 2호 ,2018-02-23
33.3294189,126.3567077,휴게음식점,광평교푸드트럭, ,제주특별자치도 서귀포시 안덕면 동광리 산 28번지 ,2018-02-23
33.3258417,126.6696618,휴게음식점,또와, ,제주특별자치도 서귀포시 남원읍 한남리 산 76번지 1호 도로 ,2018-02-23
33.301546,126.317122,휴게음식점,(주)명가로봇김밥신화빌라스제주점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 2층 (신화빌라스 한국스퀘어),제주특별자치도 서귀포시 안덕면 서광리 2518번지 신화빌라스 한국스퀘어 2층 ,2018-02-23
33.3835243,126.8413634,휴게음식점,이디살레,제주특별자치도 서귀포시 성산읍 중산간동로 4150-30,제주특별자치도 서귀포시 성산읍 삼달리 1010번지 ,2018-02-23
33.2389206,126.2994501,휴게음식점,지에스25신서귀엘에이치점,제주특별자치도 서귀포시 서호남로 92-16 상가동 1층 103 104호 (서호동),제주특별자치도 서귀포시 서호동 1545번지 ,2018-02-23
33.301546,126.317122,휴게음식점,씨유제주신화빌라스점,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 1층 (제주신화빌라스일본테라스),제주특별자치도 서귀포시 안덕면 서광리 2518번지 제주신화빌라스일본테라스 1층 ,2018-02-23
33.2450152,126.5222577,휴게음식점,하영편의점,제주특별자치도 서귀포시 이어도로 1041-1 1층 (서호동),제주특별자치도 서귀포시 서호동 130번지 10호 ,2018-02-23
33.4268965,126.8647243,휴게음식점,풀가개비,제주특별자치도 서귀포시 성산읍 서성일로 335,제주특별자치도 서귀포시 성산읍 난산리 2945번지 ,2018-02-23
33.2383561,126.5138691,휴게음식점,미몽,제주특별자치도 서귀포시 이어도로 931 1층 (법환동),제주특별자치도 서귀포시 법환동 329번지 1층 ,2018-02-23
33.2526495,126.5045616,휴게음식점,탐라220도씨피자 피자투어,제주특별자치도 서귀포시 대청로 43 지하1층 (강정동),제주특별자치도 서귀포시 강정동 209번지 ,2018-02-23
33.2541205,126.560076,휴게음식점,뷰티타임,제주특별자치도 서귀포시 대청로 37 1층 104호 (강정동 세종안채오피스텔),제주특별자치도 서귀포시 강정동 208번지 5호 세종안채오피스텔 1층 104호,2018-02-23
33.2195019,126.2479359,휴게음식점,오케이다방,제주특별자치도 서귀포시 대정읍 신영로36번길 45 지하1층,제주특별자치도 서귀포시 대정읍 하모리 1089번지 44호 ,2018-02-23
33.2408107,126.3347888,휴게음식점,카페수애기,제주특별자치도 서귀포시 안덕면 화순중앙로 132 2층,제주특별자치도 서귀포시 안덕면 화순리 823번지 2층 ,2018-02-23
33.2541205,126.560076,휴게음식점,메가커피제주혁신도시점,제주특별자치도 서귀포시 대청로 34 1층 107호 (강정동 제주강정유승한내들퍼스트오션상가동),제주특별자치도 서귀포시 강정동 200번지 제주강정유승한내들퍼스트오션상가동1층 107호,2018-02-23
33.24761,126.5650596,휴게음식점,콩툰서귀포점,제주특별자치도 서귀포시 명동로 29 3층 (서귀동),제주특별자치도 서귀포시 서귀동 408번지 3호 3층 ,2018-02-23
33.291839,126.284336,휴게음식점,스타벅스제주에듀시티점,제주특별자치도 서귀포시 대정읍 에듀시티로 36 1층,제주특별자치도 서귀포시 대정읍 보성리 2372번지 1층 ,2018-02-23
33.3066927,126.3380858,휴게음식점,바램,제주특별자치도 서귀포시 안덕면 신화역사로 611,제주특별자치도 서귀포시 안덕면 동광리 259번지 3호 ,2018-02-23
33.2503166,126.5622458,휴게음식점,애선양행,제주특별자치도 서귀포시 중앙로72번길 8-19 1층 (서귀동),제주특별자치도 서귀포시 서귀동 289번지 4호 1층 ,2018-02-23
33.2608963,126.5590022,휴게음식점,GS25서귀소원점,제주특별자치도 서귀포시 중앙로 183 1층 (서홍동),제주특별자치도 서귀포시 서홍동 307번지 3호 1층 ,2018-02-23
33.2500911,126.5658335,휴게음식점,지에스25서귀동변점,제주특별자치도 서귀포시 중앙로48번길 42 1층 (서귀동),제주특별자치도 서귀포시 서귀동 258번지 5호 ,2018-02-23
33.23581,126.5062702,휴게음식점,다가온,제주특별자치도 서귀포시 이어도로 852 1층 (강정동),제주특별자치도 서귀포시 강정동 590번지 ,2018-02-23
33.3456001,126.7895359,휴게음식점,카페샤인,제주특별자치도 서귀포시 표선면 가시로 340 1층,제주특별자치도 서귀포시 표선면 세화리 2176번지 1호 ,2018-02-23
33.2505672,126.5720227,휴게음식점,지에스25동홍중앙점,제주특별자치도 서귀포시 태평로 509 1층 101호 (동홍동),제주특별자치도 서귀포시 동홍동 179번지 1층 101호,2018-02-23
33.2798179,126.2737676,휴게음식점,제주지에스구억점,제주특별자치도 서귀포시 대정읍 영어도시로 1,제주특별자치도 서귀포시 대정읍 구억리 463번지 6호 ,2018-02-23
33.2491939,126.5667571,휴게음식점,먹고가게,제주특별자치도 서귀포시 동문로 62 (서귀동),제주특별자치도 서귀포시 서귀동 256번지 44호 ,2018-02-23
33.4268965,126.8647243,휴게음식점,트레이통닭,제주특별자치도 서귀포시 성산읍 서성일로 314,제주특별자치도 서귀포시 성산읍 난산리 2958번지 5호 ,2018-02-23
33.301546,126.317122,휴게음식점,투썸플레이스제주신화빌라스점별관,제주특별자치도 서귀포시 안덕면 신화역사로304번길 139 1층 (제주신화빌라스한국스퀘어),제주특별자치도 서귀포시 안덕면 서광리 2518번지 제주신화빌라스한국스퀘어 1층 ,2018-02-23
33.2451213,126.3852784,휴게음식점,지에스25논짓물점,제주특별자치도 서귀포시 예래로 229 1층 (하예동),제주특별자치도 서귀포시 하예동 45번지 4호 1층 ,2018-02-23
33.2563117,126.4256818,휴게음식점,지에스25중문희망점,제주특별자치도 서귀포시 중문로 53 1층 (중문동),제주특별자치도 서귀포시 중문동 1616번지 1호 ,2018-02-23
33.228286,126.3076006,휴게음식점,지에스25사계포구점,제주특별자치도 서귀포시 안덕면 사계남로 165,제주특별자치도 서귀포시 안덕면 사계리 2072번지 1호 ,2018-02-23
33.2761837,126.2571383,휴게음식점,지에스25제주신평점,제주특별자치도 서귀포시 대정읍 중산간서로 2613,제주특별자치도 서귀포시 대정읍 신평리 364번지 1호 ,2018-02-23
33.2616977,126.5217426,휴게음식점,씨유서귀호근사거리점,제주특별자치도 서귀포시 서호호근로 75 1층 (서호동),제주특별자치도 서귀포시 서호동 294번지 2호 ,2018-02-23
33.2618492,126.407066,휴게음식점,생수천쉼터,제주특별자치도 서귀포시 색달로81번길 53 1층 (색달동),제주특별자치도 서귀포시 색달동 2038번지 1층 ,2018-02-23
33.280681,126.707391,휴게음식점,느영나영초가집,제주특별자치도 서귀포시 남원읍 태위로 483,제주특별자치도 서귀포시 남원읍 남원리 2453번지 5호 ,2018-02-23
33.210157,126.2914269,휴게음식점,모아카페,제주특별자치도 서귀포시 대정읍 형제해안로 296 2층,제주특별자치도 서귀포시 대정읍 상모리 126번지 7호 2층 ,2018-02-23
33.2654692,126.554049,휴게음식점,놀멍쉬멍고르멍,제주특별자치도 서귀포시 현청로 51 (서홍동),제주특별자치도 서귀포시 서홍동 136번지 1호 ,2018-02-23
33.4765014,126.8962962,휴게음식점,묘한상점묘한카페,제주특별자치도 서귀포시 성산읍 시흥상동로 87,제주특별자치도 서귀포시 성산읍 시흥리 1127번지 ,2018-02-23
33.2480463,126.3309435,휴게음식점,지에스25화순육거리점,제주특별자치도 서귀포시 안덕면 화순로 142 C동 1층,제주특별자치도 서귀포시 안덕면 화순리 1055번지 3호 ,2018-02-23
33.2159151,126.2575666,휴게음식점,이디야커피송악산점,제주특별자치도 서귀포시 대정읍 최남단해안로 578 1 2층,제주특별자치도 서귀포시 대정읍 상모리 133번지 6호 1 2층 ,2018-02-23
33.2419198,126.5616902,휴게음식점,올라,제주특별자치도 서귀포시 천지연로41번길 7 1층 (서귀동),제주특별자치도 서귀포시 서귀동 655번지 12호 1층 ,2018-02-23
33.2524884,126.5581079,휴게음식점,씨유서귀걸매점,제주특별자치도 서귀포시 일주동로 8709 (서귀동),제주특별자치도 서귀포시 서귀동 302번지 5호 ,2018-02-23
33.2534226,126.5613107,휴게음식점,지에스25서귀광장점,제주특별자치도 서귀포시 일주동로 8678 1층 (동홍동),제주특별자치도 서귀포시 동홍동 1546번지 7호 1층 ,2018-02-23
33.2589085,126.5104348,휴게음식점,씨유서귀신북로점,제주특별자치도 서귀포시 신서로98번길 74 지하1층 (서호동),제주특별자치도 서귀포시 서호동 1233번지 1호 ,2018-02-23
33.2715236,126.6076604,휴게음식점,감귤박물관쉼터,제주특별자치도 서귀포시 효돈순환로 441 (신효동),제주특별자치도 서귀포시 신효동 산 4번지 ,2018-02-23
33.4118359,126.9013288,휴게음식점,오메오메,제주특별자치도 서귀포시 성산읍 온평관전로 94,제주특별자치도 서귀포시 성산읍 온평리 661번지 2호 ,2018-02-23
33.2537273,126.5614624,휴게음식점,세븐일레븐서귀포오션팰리스점,제주특별자치도 서귀포시 중앙로 14 102호 (서귀동),제주특별자치도 서귀포시 서귀동 494번지 ,2018-02-23
33.2572632,126.5738737,휴게음식점,고봉민김밥인서귀포강정점,제주특별자치도 서귀포시 대청로25번길 4 1층 (강정동 102호),제주특별자치도 서귀포시 강정동 208번지 1호 1층 102호 ,2018-02-23
33.2487112,126.5615757,휴게음식점,지에스25서귀엘지점,제주특별자치도 서귀포시 중앙로 45 1층 (서귀동),제주특별자치도 서귀포시 서귀동 294번지 1호 ,2018-02-23
33.2496914,126.563856,휴게음식점,올레흑돼지꼬치구이전문점,제주특별자치도 서귀포시 중정로73번길 17 (서귀동),제주특별자치도 서귀포시 서귀동 276번지 9호 ,2018-02-23
33.2502446,126.4142309,휴게음식점,옐로우카페,제주특별자치도 서귀포시 중문관광로 90 B동 지하1층 (색달동),제주특별자치도 서귀포시 색달동 2864번지 10호 ,2018-02-23
33.2491574,126.5692267,휴게음식점,혜시리네김밥,제주특별자치도 서귀포시 동홍로8번길 13 1층 (서귀동),제주특별자치도 서귀포시 서귀동 252번지 25호 ,2018-02-23
33.2228813,126.2549566,휴게음식점,친구네분식,제주특별자치도 서귀포시 대정읍 신영로 124-1 1층,제주특별자치도 서귀포시 대정읍 하모리 820번지 2호 1층 ,2018-02-23
33.2903783,126.3538589,휴게음식점,이어휴게마트,제주특별자치도 서귀포시 안덕면 한창로 146 1층,제주특별자치도 서귀포시 안덕면 상창리 755번지 1층 ,2018-02-23
33.3231773,126.7938632,휴게음식점,북살롱이마고,제주특별자치도 서귀포시 표선면 세화강왓로 78 1층,제주특별자치도 서귀포시 표선면 세화리 1807번지 7호 1층 ,2018-02-23
33.2410807,126.5938804,휴게음식점,제주아우룸,제주특별자치도 서귀포시 보목로64번길 22 1층 (보목동),제주특별자치도 서귀포시 보목동 603번지 2호 ,2018-02-23
