위도,경도,업종명,업소명,addr:full,소재지(지번),데이터기준일자,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
33.2521128,126.5591464,일반음식점,천하부대찌개,,제주특별자치도 서귀포시 서귀동 303번지 1호 ,2018-02-23,,중앙로89번길,13,서귀동,,,
33.247455,126.5638926,일반음식점,야미야미양꼬치,,제주특별자치도 서귀포시 서귀동 418번지 ,2018-02-23,,명동로,17,서귀동,,,
33.252294,126.5596166,일반음식점,올리브,,제주특별자치도 서귀포시 서귀동 300번지 5호 ,2018-02-23,,중앙로89번길,9,서귀동,,,
33.2506088,126.5628795,일반음식점,수연,,제주특별자치도 서귀포시 서귀동 278번지 7호 ,2018-02-23,,중정로61번길,30-1,서귀동,,,
33.2518048,126.4257669,일반음식점,더비어,,제주특별자치도 서귀포시 중문동 2021번지 1호 ,2018-02-23,,중문상로,38,중문동,,,
33.2479809,126.5686074,일반음식점,애릿내,,제주특별자치도 서귀포시 서귀동 220번지 8호 ,2018-02-23,,정방로,7-7,서귀동,,,
33.2800386,126.5641675,일반음식점,호재옻닭,,제주특별자치도 서귀포시 동홍동 2020번지 4호 ,2018-02-23,,동홍로,371,동홍동,,,
33.2502644,126.5620224,일반음식점,나르샤,,제주특별자치도 서귀포시 서귀동 290번지 15호 ,2018-02-23,,중앙로62번길,5,서귀동,,,
33.2387544,126.4396458,일반음식점,운해횟집,,제주특별자치도 서귀포시 대포동 2367번지 1호 ,2018-02-23,,대포로,174,대포동,,1,
33.2519157,126.4254762,일반음식점,21스텝스,,제주특별자치도 서귀포시 중문동 2057번지 ,2018-02-23,,중문상로,39,중문동,,,
33.2455761,126.4055533,일반음식점,하얏트리젠시간이식당,,제주특별자치도 서귀포시 색달동 3039번지 1호 ,2018-02-23,,중문관광로72번길,114,색달동,,,
33.2558366,126.5743343,일반음식점,행복식당,,제주특별자치도 서귀포시 동홍동 423번지 5호 ,2018-02-23,,동홍중앙로66번길,22-8,동홍동,,,
33.2440549,126.5364328,일반음식점,서귀포흑돼지명가,,제주특별자치도 서귀포시 호근동 431번지 8호 ,2018-02-23,,태평로,122,호근동,,,
33.2358747,126.4796116,일반음식점,매모루식당,,제주특별자치도 서귀포시 강정동 4445번지 9호 ,2018-02-23,,이어도로,589,강정동,,,
33.250057,126.5612414,일반음식점,아즈망국수,,제주특별자치도 서귀포시 서귀동 296번지 9호 ,2018-02-23,,중앙로59번길,4,서귀동,,,
33.2726954,126.5897171,일반음식점,뒷빌레식당,,제주특별자치도 서귀포시 토평동 1488번지 ,2018-02-23,,토평로,75,토평동,,,
33.2545116,126.5755491,일반음식점,바당동네,,제주특별자치도 서귀포시 동홍동 135번지 2호 ,2018-02-23,,일주동로,8543,동홍동,,,
33.2475387,126.4297716,일반음식점,그린정,,제주특별자치도 서귀포시 중문동 2461번지 ,2018-02-23,,중문관광로,305,중문동,,,
33.2542918,126.5695218,일반음식점,금강민물장어,,제주특별자치도 서귀포시 동홍동 640번지 1호 ,2018-02-23,,일주동로,8597,동홍동,,,
33.2395029,126.4421828,일반음식점,제주흑돼지와전복,,제주특별자치도 서귀포시 대포동 2211번지 ,2018-02-23,,이어도로,193,대포동,,,
33.2526756,126.5594043,일반음식점,제주면옥,,제주특별자치도 서귀포시 서귀동 301번지 3호 ,2018-02-23,,일주동로,8697,서귀동,,,
33.253034,126.5710876,일반음식점,꾸바꾸바참숯불바베큐,,제주특별자치도 서귀포시 동홍동 648번지 4호 ,2018-02-23,,태평로537번길,40-2,동홍동,,,
33.2519045,126.4246695,일반음식점,보리밥상,,제주특별자치도 서귀포시 중문동 2082번지 ,2018-02-23,,천제연로,185,중문동,,,
33.2506928,126.5637538,일반음식점,타베루,,제주특별자치도 서귀포시 서귀동 279번지 6호 ,2018-02-23,,중정로91번길,36,서귀동,,,
33.2473776,126.5654723,일반음식점,열열이얼큰이,,제주특별자치도 서귀포시 서귀동 410번지 7호 ,2018-02-23,,명동로,32,서귀동,,,
33.2424278,126.5651604,일반음식점,낚시갈치전문점,,제주특별자치도 서귀포시 서귀동 726번지 6호 ,2018-02-23,,부두로,29,서귀동,,,
33.252101,126.5614011,일반음식점,헤라,제주특별자치도 서귀포시 중앙로 지하 84 지하1층 (서귀동),제주특별자치도 서귀포시 서귀동 287번지 9호 ,2018-02-23,,중앙로,84,서귀동,,-1,
33.2508631,126.5633507,일반음식점,안거리음식점,,제주특별자치도 서귀포시 서귀동 279번지 5호 ,2018-02-23,,중정로91번길,38,서귀동,,,
33.2515765,126.4249651,일반음식점,중문수두리보말칼국수,,제주특별자치도 서귀포시 중문동 2056번지 4호 ,2018-02-23,,천제연로,190,중문동,,,
33.3315111,126.3562077,일반음식점,송림산장,,제주특별자치도 서귀포시 안덕면 광평리 산 112번지 ,2018-02-23,,산록남로,415,안덕면,,,
33.2412161,126.3336256,일반음식점,덕후,,제주특별자치도 서귀포시 안덕면 화순리 847번지 1호 ,2018-02-23,,화순해안로,63,안덕면,,,
33.227664,126.2438695,일반음식점,대정웰빙식당,,제주특별자치도 서귀포시 대정읍 동일리 2850번지 2호 ,2018-02-23,,동일하모로,112,대정읍,,,
33.2794771,126.7198364,일반음식점,희야네식당,,제주특별자치도 서귀포시 남원읍 남원리 100번지 3호 ,2018-02-23,,태위로,685-1,남원읍,,,
33.3234478,126.8447796,일반음식점,하노루,,제주특별자치도 서귀포시 표선면 표선리 40번지 69호 ,2018-02-23,,민속해안로,537,표선면,,,
33.3234478,126.8447796,일반음식점,이디,,제주특별자치도 서귀포시 표선면 표선리 40번지 76호 ,2018-02-23,,민속해안로,537,표선면,,,
33.3234478,126.8447796,일반음식점,테라스가든,,제주특별자치도 서귀포시 표선면 표선리 40번지 69호 ,2018-02-23,,민속해안로,537,표선면,,,
33.4488954,126.9160167,일반음식점,화선이네분식야식,,제주특별자치도 서귀포시 성산읍 고성리 315번지 3호 ,2018-02-23,,동류암로,44,성산읍,,,
33.3327155,126.8167799,일반음식점,표선골목집,,제주특별자치도 서귀포시 표선면 표선리 2655번지 5호 ,2018-02-23,,가시로,63,표선면,,,
33.2803607,126.7227282,일반음식점,남원한라가든,,제주특별자치도 서귀포시 남원읍 남원리 50번지 ,2018-02-23,,태위로,713,남원읍,,,
33.2799028,126.7191442,일반음식점,남원올레,,제주특별자치도 서귀포시 남원읍 남원리 200번지 2호 ,2018-02-23,,태위로679번길,8,남원읍,,,
33.3817822,126.8800495,일반음식점,신산포구수산자연산횟집,,제주특별자치도 서귀포시 성산읍 신산리 561번지 1호 ,2018-02-23,,환해장성로111번길,4,성산읍,,,
33.3250443,126.8432904,일반음식점,낭구지횟집,,제주특별자치도 서귀포시 표선면 표선리 40번지 35호 ,2018-02-23,,민속해안로,585,표선면,,,
33.3375553,126.8422099,일반음식점,날목동산,,제주특별자치도 서귀포시 표선면 하천리 154번지 6호 ,2018-02-23,,하천달산로9번길,96,표선면,,,
33.2750663,126.7034801,일반음식점,큰엉식당,,제주특별자치도 서귀포시 남원읍 남원리 2374번지 1호 외2필지 2층 ,2018-02-23,,태위로,526,남원읍,,,
33.3258771,126.8361178,일반음식점,비치영양굴밥,,제주특별자치도 서귀포시 표선면 표선리 858번지 3호 ,2018-02-23,,표선중앙로117번길,1,표선면,,,
33.2254725,126.2545104,일반음식점,북경반점,,제주특별자치도 서귀포시 대정읍 하모리 1560번지 6호 ,2018-02-23,,동일하모로,218,대정읍,,,
33.4610216,126.9343367,일반음식점,마가리따은혜씨,,제주특별자치도 서귀포시 성산읍 성산리 140번지 8호 ,2018-02-23,,일출로,258-11,성산읍,,,
33.2209936,126.2525914,일반음식점,코시롱화덕피자,,제주특별자치도 서귀포시 대정읍 하모리 933번지 5호 ,2018-02-23,,신영로,91-1,대정읍,,,
33.3298498,126.8148541,일반음식점,허브사람들,,제주특별자치도 서귀포시 표선면 표선리 2596번지 1호 ,2018-02-23,,돈오름로,170,표선면,,,
33.2208746,126.254517,일반음식점,예술,,제주특별자치도 서귀포시 대정읍 하모리 836번지 1호 ,2018-02-23,,영서중로,6,대정읍,,,
33.3247119,126.8384907,일반음식점,네그루식당,,제주특별자치도 서귀포시 표선면 표선리 40번지 29호 ,2018-02-23,,민속해안로,633-9,표선면,,,
33.3234478,126.8447796,일반음식점,그랜드볼륨,,제주특별자치도 서귀포시 표선면 표선리 40번지 69호 ,2018-02-23,,민속해안로,537,표선면,,,
33.2835677,126.3232054,일반음식점,민스(MINS),,제주특별자치도 서귀포시 안덕면 덕수리 190번지 ,2018-02-23,,서광서문로,55-7,안덕면,,,
33.3249528,126.8384145,일반음식점,바다향기,,제주특별자치도 서귀포시 표선면 표선리 40번지 28호 ,2018-02-23,,민속해안로,631-6,표선면,,,
33.2792034,126.7213646,일반음식점,토크쇼남원지점,,제주특별자치도 서귀포시 남원읍 남원리 83번지 3호 ,2018-02-23,,태위로700번길,6,남원읍,,,
33.2746312,126.7058491,일반음식점,에코키친,,제주특별자치도 서귀포시 남원읍 남원리 1403번지 ,2018-02-23,,태위로,536,남원읍,,,
33.4632341,126.9336008,일반음식점,삼대국수회관성산일출봉점,,제주특별자치도 서귀포시 성산읍 성산리 177번지 1호 ,2018-02-23,,성산중앙로,40,성산읍,,,
33.4411683,126.8690488,일반음식점,드랭이가든,,제주특별자치도 서귀포시 성산읍 수산리 2014번지 ,2018-02-23,,금백조로,34-19,성산읍,,,
33.2468323,126.3355995,일반음식점,꼬메르치킨화순점,,제주특별자치도 서귀포시 안덕면 화순리 1074번지 6호 ,2018-02-23,,화순로,102,안덕면,,,
33.2253984,126.256624,일반음식점,피자리아,,제주특별자치도 서귀포시 대정읍 상모리 3854번지 5호 ,2018-02-23,,동일하모로,240,대정읍,,,
33.2077281,126.291151,일반음식점,산이물식당,,제주특별자치도 서귀포시 대정읍 상모리 130번지 ,2018-02-23,,형제해안로,306,대정읍,,,
33.2320642,126.3089739,일반음식점,단비식당,,제주특별자치도 서귀포시 안덕면 사계리 132번지 4호 ,2018-02-23,,사계남로,212,안덕면,,,
33.2803755,126.7201346,일반음식점,벗,,제주특별자치도 서귀포시 남원읍 남원리 206번지 7호 ,2018-02-23,,태위로689번길,10,남원읍,,,
33.462593,126.9326426,일반음식점,성산수산식당,,제주특별자치도 서귀포시 성산읍 성산리 174번지 10호 ,2018-02-23,,성산중앙로,29,성산읍,,,
33.416346,126.889907,일반음식점,시카고피자성산점,,제주특별자치도 서귀포시 성산읍 고성리 1179번지 6호 ,2018-02-23,,일주동로,4232,성산읍,,,
33.2567589,126.5710334,일반음식점,풍전고기뷔페,,제주특별자치도 서귀포시 동홍동 114번지 5호 ,2018-02-23,,동홍남로,24-1,동홍동,,,
33.2511922,126.5632734,일반음식점,비비큐서귀일호점,,제주특별자치도 서귀포시 서귀동 279번지 7호 ,2018-02-23,,동문로,22,서귀동,,,
33.2523531,126.4223587,일반음식점,청해원,,제주특별자치도 서귀포시 중문동 2113번지 3호 ,2018-02-23,,천제연로,163,중문동,,,
33.2414078,126.5646642,일반음식점,할매식당,,제주특별자치도 서귀포시 서귀동 775번지 3호 ,2018-02-23,,부두로,40,서귀동,,,
33.2481178,126.5596959,일반음식점,삼촌네돌판구이,,제주특별자치도 서귀포시 서귀동 311번지 7호 ,2018-02-23,,서문로29번길,25,서귀동,,,
33.2496086,126.5633187,일반음식점,우정회센타,,제주특별자치도 서귀포시 서귀동 276번지 20호 A동 B동 ,2018-02-23,,중앙로54번길,32,서귀동,,,
33.2404109,126.3863939,일반음식점,부어치킨예래점,,제주특별자치도 서귀포시 하예동 463번지 1호 ,2018-02-23,,논짓물로48번길,3,하예동,,,
33.2423888,126.3854778,일반음식점,더이칠하나,,제주특별자치도 서귀포시 하예동 140번지 1호 ,2018-02-23,,예래로,271,하예동,,,
33.2484963,126.5596017,일반음식점,현재식당,,제주특별자치도 서귀포시 서귀동 310번지 40호 ,2018-02-23,,서문로29번길,21,서귀동,,,
33.2516483,126.5090439,일반음식점,자연수산,,제주특별자치도 서귀포시 법환동 747번지 2호 ,2018-02-23,,김정문화로,39,법환동,,,
33.2718999,126.4130358,일반음식점,소두리가든,,제주특별자치도 서귀포시 색달동 1601번지 7호 ,2018-02-23,,색달중앙로,145,색달동,,,
33.2539212,126.5638029,일반음식점,피자에땅,,제주특별자치도 서귀포시 동홍동 1502번지 7호 ,2018-02-23,,일주동로,8654,동홍동,,,
33.2513571,126.5649866,일반음식점,명가솥뚜껑,,제주특별자치도 서귀포시 서귀동 267번지 6호 ,2018-02-23,,중앙로62번길,36,서귀동,,,
33.2401855,126.5624257,일반음식점,영희네집,,제주특별자치도 서귀포시 서귀동 669번지 4호 ,2018-02-23,,칠십리로,55,서귀동,,,
33.2585187,126.5597699,일반음식점,남자의식탁,,제주특별자치도 서귀포시 서홍동 314번지 3호 ,2018-02-23,,중앙로,157,서홍동,,,
33.2544,126.5694385,일반음식점,제주손칼국수냉면전문점,,제주특별자치도 서귀포시 동홍동 640번지 2호 ,2018-02-23,,일주동로,8599,동홍동,,,
33.2498304,126.5656661,일반음식점,기어서집까지,,제주특별자치도 서귀포시 서귀동 257번지 7호 ,2018-02-23,,동문로,48,서귀동,,,
33.2516541,126.4277461,일반음식점,교촌치킨중문점,,제주특별자치도 서귀포시 중문동 1965번지 9호 ,2018-02-23,,천제연로,215,중문동,,,
33.2551275,126.5758772,일반음식점,착한밥집,,제주특별자치도 서귀포시 동홍동 497번지 1호 ,2018-02-23,,일주동로,8542,동홍동,,,
33.2550722,126.4164647,일반음식점,제주미향,,제주특별자치도 서귀포시 색달동 2477번지 ,2018-02-23,,천제연로,99,색달동,,,
33.2397608,126.437082,일반음식점,대포정식뷔페,,제주특별자치도 서귀포시 대포동 2066번지 1호 ,2018-02-23,,이어도로,137,대포동,,1,
33.2550381,126.5602079,일반음식점,정다운돌솥,,제주특별자치도 서귀포시 서홍동 397번지 75호 ,2018-02-23,,중앙로117번길,5,서홍동,,,
33.2682594,126.589636,일반음식점,신오가네설렁탕,,제주특별자치도 서귀포시 토평동 1284번지 ,2018-02-23,,중산간동로,7738,토평동,,,
33.2560963,126.5630644,일반음식점,서귀포의료원장례식장1식당,,제주특별자치도 서귀포시 동홍동 1530번지 2호 ,2018-02-23,,장수로,47,동홍동,,,
33.2588232,126.5688041,일반음식점,청솔골,,제주특별자치도 서귀포시 동홍동 588번지 6호 ,2018-02-23,,동홍로,114,동홍동,,,
33.2427,126.5635133,일반음식점,충남식당,,제주특별자치도 서귀포시 서귀동 644번지 5호 ,2018-02-23,,솔동산로,26,서귀동,,,
33.2660329,126.3939204,일반음식점,예래고을,,제주특별자치도 서귀포시 상예동 1763번지 4호 ,2018-02-23,,상예로,238,상예동,,,
33.2646715,126.55948,일반음식점,황실가든,제주특별자치도 서귀포시 중산간동로 8024 황실가든 (서홍동),제주특별자치도 서귀포시 서홍동 247번지 1호 황실가든 ,2018-02-23,,중산간동로,8024,서홍동,,,
33.2492258,126.567572,일반음식점,한라산불뚝이본점,,제주특별자치도 서귀포시 서귀동 255번지 1호 ,2018-02-23,,동문로,67,서귀동,,,
33.2415697,126.4432191,일반음식점,올레8길흑돼지,,제주특별자치도 서귀포시 대포동 2232번지 1호 ,2018-02-23,,이어도로,215,대포동,,,
33.2421137,126.56326,일반음식점,먹돌새기,,제주특별자치도 서귀포시 서귀동 700번지 1호 ,2018-02-23,,솔동산로,31,서귀동,,,
33.261396,126.6174573,일반음식점,효돈연탄구이,,제주특별자치도 서귀포시 하효동 701번지 ,2018-02-23,,하신상로,7,하효동,,,
33.2668155,126.5682251,일반음식점,동홍분식,,제주특별자치도 서귀포시 동홍동 1073번지 7호 ,2018-02-23,,동홍로,205,동홍동,,,
33.2574957,126.5290702,일반음식점,솔왓동산식당,,제주특별자치도 서귀포시 호근동 1297번지 ,2018-02-23,,호근서호로,112,호근동,,,
33.2523891,126.5108234,일반음식점,쭈꾸미블루스신서귀포점,,제주특별자치도 서귀포시 법환동 740번지 4호 ,2018-02-23,,신서귀로,37,법환동,,,
33.2512764,126.5603458,일반음식점,진국옹기설렁탕,,제주특별자치도 서귀포시 서귀동 298번지 8호 ,2018-02-23,,중앙로79번길,10,서귀동,,,
33.2514431,126.5619699,일반음식점,느낌호프,,제주특별자치도 서귀포시 서귀동 288번지 26호 ,2018-02-23,,중정로91번길,51-1,서귀동,,,
33.2551726,126.5736765,일반음식점,대영일식횟집,,제주특별자치도 서귀포시 동홍동 498번지 1호 ,2018-02-23,,일주동로,8560,동홍동,,,
33.2392542,126.4388076,일반음식점,대포항식당,,제주특별자치도 서귀포시 대포동 2183번지 ,2018-02-23,,대포로,167,대포동,,,
33.2567863,126.5705994,일반음식점,상하이,,제주특별자치도 서귀포시 동홍동 113번지 2호 ,2018-02-23,,동홍남로,22,동홍동,,,
33.2480287,126.5611899,일반음식점,아랑골,,제주특별자치도 서귀포시 서귀동 294번지 12호 ,2018-02-23,,천지로,6,서귀동,,,
33.2470831,126.5601903,일반음식점,맨도롱해장국,,제주특별자치도 서귀포시 서귀동 313번지 5호 ,2018-02-23,,태평로353번길,11,서귀동,,,
33.251921,126.5693201,일반음식점,더조은치킨코리아점,,제주특별자치도 서귀포시 동홍동 430번지 40호 ,2018-02-23,,문부로,12,동홍동,,,
33.2509917,126.5621522,일반음식점,운하반점,,제주특별자치도 서귀포시 서귀동 289번지 2호 ,2018-02-23,,중앙로72번길,8-1,서귀동,,,
33.2480287,126.5611899,일반음식점,신나라,,제주특별자치도 서귀포시 서귀동 294번지 12호 ,2018-02-23,,천지로,6,서귀동,,,
33.2401855,126.5624257,일반음식점,부두회수산,,제주특별자치도 서귀포시 서귀동 669번지 4호 ,2018-02-23,,칠십리로,55,서귀동,,,
33.250442,126.559765,일반음식점,명품식당,,제주특별자치도 서귀포시 서귀동 308번지 4호 ,2018-02-23,,중앙로71번길,15-2,서귀동,,,
33.2480387,126.5659572,일반음식점,풍광양꼬치,,제주특별자치도 서귀포시 서귀동 401번지 15호 ,2018-02-23,,태평로431번길,27,서귀동,,,
33.2741108,126.6632301,일반음식점,위미해오름식당,,제주특별자치도 서귀포시 남원읍 위미리 1878번지 ,2018-02-23,,위미중앙로,179,남원읍,,,
33.2799623,126.7175729,일반음식점,푸른솔,,제주특별자치도 서귀포시 남원읍 남원리 145번지 7호 ,2018-02-23,,남한로,11,남원읍,,,
33.2860534,126.7449252,일반음식점,돌담이야기,,제주특별자치도 서귀포시 남원읍 태흥리 483번지 2호 ,2018-02-23,,태위로,932,남원읍,,,
33.27957,126.7201871,일반음식점,남원쌈밥,,제주특별자치도 서귀포시 남원읍 남원리 100번지 10호 (2층) ,2018-02-23,,태위로689번길,1,남원읍,,,
33.4652184,126.9353558,일반음식점,성산포바당,,제주특별자치도 서귀포시 성산읍 성산리 285번지 1호 ,2018-02-23,,성산중앙로,70-2,성산읍,,,
33.2257171,126.2501687,일반음식점,신호등,,제주특별자치도 서귀포시 대정읍 하모리 1456번지 3호 ,2018-02-23,,동일하모로,178,대정읍,,,
33.4684925,126.9213142,일반음식점,뚱삼춘연탄구이,,제주특별자치도 서귀포시 성산읍 오조리 7번지 2호 ,2018-02-23,,한도로,124,성산읍,,,
33.2767709,126.7114207,일반음식점,제주바베큐,,제주특별자치도 서귀포시 남원읍 남원리 1382번지 ,2018-02-23,,태위로,604,남원읍,,,
33.2176507,126.2499045,일반음식점,신미영이네,,제주특별자치도 서귀포시 대정읍 하모리 770번지 29호 ,2018-02-23,,하모항구로,42,대정읍,,,
33.2795138,126.7192873,일반음식점,제주섬과바다,,제주특별자치도 서귀포시 남원읍 남원리 101번지 1호 ,2018-02-23,,태위로679번길,4,남원읍,,,
33.3259529,126.8288252,일반음식점,표선춘하추동,,제주특별자치도 서귀포시 표선면 표선리 1613번지 2호 ,2018-02-23,,표선관정로,71,표선면,,,
33.460409,126.9308418,일반음식점,어조횟집,,제주특별자치도 서귀포시 성산읍 성산리 388번지 3호 ,2018-02-23,,일출로,233,성산읍,,,
33.4520636,126.9123977,일반음식점,고성장터국밥,,제주특별자치도 서귀포시 성산읍 고성리 1171번지 1호 ,2018-02-23,,고성동서로45번길,19,성산읍,,,
33.4489134,126.9153937,일반음식점,대벌,,제주특별자치도 서귀포시 성산읍 고성리 317번지 9호 ,2018-02-23,,동류암로,49,성산읍,,-,
33.3248035,126.8331581,일반음식점,밤도깨비,,제주특별자치도 서귀포시 표선면 표선리 634번지 41호 ,2018-02-23,,표선중앙로90번길,9-2,표선면,,,
33.2465587,126.335771,일반음식점,꼬꼬댁꼬꼬,,제주특별자치도 서귀포시 안덕면 화순리 337번지 9호 ,2018-02-23,,화순로,101,안덕면,,,
33.4268965,126.8647243,일반음식점,수산농원백숙집,,제주특별자치도 서귀포시 성산읍 수산리 1048번지 ,2018-02-23,,서성일로,913,성산읍,,,
33.4268965,126.8647243,일반음식점,숲으로,,제주특별자치도 서귀포시 성산읍 수산리 1672번지 ,2018-02-23,,서성일로,895,성산읍,,,
33.4625433,126.9331617,일반음식점,돌산식당본점,,제주특별자치도 서귀포시 성산읍 성산리 176번지 2호 ,2018-02-23,,성산중앙로,30-3,성산읍,,,
33.2114583,126.2566077,일반음식점,제주보물섬,,제주특별자치도 서귀포시 대정읍 하모리 646번지 2호 ,2018-02-23,,최남단해안로,119,대정읍,,,
33.2488584,126.2814719,일반음식점,청루봉평메밀막국수전문점,,제주특별자치도 서귀포시 대정읍 인성리 268번지 6호 ,2018-02-23,,일주서로,2215,대정읍,,,
33.4508497,126.914834,일반음식점,토크쇼동남점,,제주특별자치도 서귀포시 성산읍 고성리 1198번지 1호 ,2018-02-23,,고성동서로,71,성산읍,,,
33.3256923,126.8294033,일반음식점,우림가든,,제주특별자치도 서귀포시 표선면 표선리 720번지 ,2018-02-23,,표선관정로,77,표선면,,,
33.4624753,126.9325903,일반음식점,성산수구레국밥,,제주특별자치도 서귀포시 성산읍 성산리 174번지 19호 ,2018-02-23,,성산중앙로,27,성산읍,,,
33.2791651,126.7210604,일반음식점,고기국수1번지,,제주특별자치도 서귀포시 남원읍 남원리 83번지 4호 ,2018-02-23,,남원회관로,75,남원읍,,,
33.468524,126.9203704,일반음식점,빅웨이브,,제주특별자치도 서귀포시 성산읍 오조리 13번지 ,2018-02-23,,한도로,116,성산읍,,,
33.2402708,126.2507128,일반음식점,미향해장국모슬포점,,제주특별자치도 서귀포시 대정읍 상모리 3412번지 1호 ,2018-02-23,,일주서로,2476,대정읍,,,
33.4613277,126.9319783,일반음식점,우선식당,,제주특별자치도 서귀포시 성산읍 성산리 164번지 15호 ,2018-02-23,,성산중앙로,14,성산읍,,,
33.2231395,126.2521551,일반음식점,명성수다뜰,,제주특별자치도 서귀포시 대정읍 하모리 964번지 ,2018-02-23,,하모중앙로,56-1,대정읍,,,
33.2213573,126.2530647,일반음식점,아랑졸띠,,제주특별자치도 서귀포시 대정읍 하모리 919번지 7호 ,2018-02-23,,하모상가로,38-2,대정읍,,,
33.2861637,126.3021174,일반음식점,서광오거리식당,,제주특별자치도 서귀포시 안덕면 서광리 1903번지 2호 ,2018-02-23,,중산간서로,2084,안덕면,,,
33.4658976,126.9345492,일반음식점,푸른제주,,제주특별자치도 서귀포시 성산읍 성산리 260번지 2호 ,2018-02-23,,한도로,256,성산읍,,,
33.2261431,126.2529588,일반음식점,춘범이네흑돈,,제주특별자치도 서귀포시 대정읍 하모리 1416번지 4호 ,2018-02-23,,동일하모로,203,대정읍,,,
33.2202844,126.2522944,일반음식점,동아리대정점,,제주특별자치도 서귀포시 대정읍 하모리 934번지 21호 ,2018-02-23,,최남단해안로,1,대정읍,,,
33.2480401,126.2805845,일반음식점,기봉가든,,제주특별자치도 서귀포시 대정읍 인성리 277번지 ,2018-02-23,,향교로75번길,64,대정읍,,,
33.2795389,126.7196165,일반음식점,정직한통닭남원점,,제주특별자치도 서귀포시 남원읍 남원리 100번지 4호 ,2018-02-23,,태위로,683,남원읍,,,
33.3264219,126.8329668,일반음식점,새로미김밥,,제주특별자치도 서귀포시 표선면 표선리 603번지 2호 ,2018-02-23,,표선동서로,253,표선면,,,
33.2266286,126.2528666,일반음식점,보말과풍경,,제주특별자치도 서귀포시 대정읍 하모리 1411번지 ,2018-02-23,,하모중앙로,17,대정읍,,,
33.3256066,126.8352439,일반음식점,간이역표선점,,제주특별자치도 서귀포시 표선면 표선리 852번지 1호 ,2018-02-23,,표선중앙로,106,표선면,,,
33.2480346,126.276797,일반음식점,크로바식당,,제주특별자치도 서귀포시 대정읍 보성리 1746번지 5호 ,2018-02-23,,추사로55번길,22,대정읍,,,
33.4494963,126.920717,일반음식점,고등어쌈밥,,제주특별자치도 서귀포시 성산읍 고성리 232번지 ,2018-02-23,,섭지코지로25번길,122-5,성산읍,,,
33.2331477,126.3088244,일반음식점,올레마당,,제주특별자치도 서귀포시 안덕면 사계리 135번지 1호 ,2018-02-23,,사계남로,224,안덕면,,,
33.3250737,126.8441192,일반음식점,다미진,,제주특별자치도 서귀포시 표선면 표선리 40번지 51호 ,2018-02-23,,민속해안로,578-1,표선면,,,
33.2518284,126.5617629,일반음식점,동아리꼬치구이,,제주특별자치도 서귀포시 서귀동 286번지 26호 ,2018-02-23,,중정로91번길,58,서귀동,,,
33.2465446,126.5618881,일반음식점,숟가락젓가락,,제주특별자치도 서귀포시 서귀동 433번지 6호 ,2018-02-23,,중앙로,21,서귀동,,,
33.2513344,126.5739825,일반음식점,신용참숯갈비,,제주특별자치도 서귀포시 동홍동 183번지 5호 ,2018-02-23,,태평로,528,동홍동,,,
33.258746,126.4074936,일반음식점,객코스,,제주특별자치도 서귀포시 색달동 2156번지 3호 ,2018-02-23,,일주서로,968-8,색달동,,,
33.2568064,126.5704596,일반음식점,제주영양,,제주특별자치도 서귀포시 동홍동 113번지 3호 ,2018-02-23,,동홍남로,20,동홍동,,,
33.2527276,126.5372872,일반음식점,제주궁전,,제주특별자치도 서귀포시 호근동 603번지 2호 ,2018-02-23,,일주동로,8924,호근동,,,
33.2491653,126.5674099,일반음식점,다혜솔방,,제주특별자치도 서귀포시 서귀동 255번지 26호 ,2018-02-23,,동문로,65,서귀동,,,
33.2463308,126.5678929,일반음식점,수미흑돈,,제주특별자치도 서귀포시 서귀동 148번지 2호 ,2018-02-23,,태평로,448,서귀동,,,
33.2523634,126.5591487,일반음식점,늘풍년식당,,제주특별자치도 서귀포시 서귀동 302번지 13호 ,2018-02-23,,중앙로89번길,14,서귀동,,,
33.2449864,126.569682,일반음식점,탐라갈치요리전문점,,제주특별자치도 서귀포시 서귀동 89번지 1호 ,2018-02-23,,소암로,37,서귀동,,,
33.2515086,126.5623304,일반음식점,서영횟집,,제주특별자치도 서귀포시 서귀동 286번지 14호 ,2018-02-23,,중정로91번길,50-1,서귀동,,,
33.2509877,126.5644593,일반음식점,외가집고팡,,제주특별자치도 서귀포시 서귀동 280번지 8호 ,2018-02-23,,동문로,33,서귀동,,,
33.2572561,126.5242977,일반음식점,명품치킨신시가지점,,제주특별자치도 서귀포시 호근동 1839번지 ,2018-02-23,,서호호근로,113,호근동,,,
33.2548767,126.4171862,일반음식점,신라원중문점,,제주특별자치도 서귀포시 색달동 2480번지 4호 ,2018-02-23,,천제연로,107,색달동,,,
33.2510323,126.5643373,일반음식점,샤브랑,,제주특별자치도 서귀포시 서귀동 280번지 9호 ,2018-02-23,,동문로,31,서귀동,,,
33.2470649,126.5640814,일반음식점,요시,,제주특별자치도 서귀포시 서귀동 417번지 10호 ,2018-02-23,,이중섭로,12,서귀동,,,
33.2475888,126.565413,일반음식점,명가보쌈본점,,제주특별자치도 서귀포시 서귀동 408번지 ,2018-02-23,,명동로,31,서귀동,,,
33.2588813,126.4046839,일반음식점,맛있는밥상,,제주특별자치도 서귀포시 색달동 2081번지 1호 ,2018-02-23,,일주서로,996,색달동,,,
