"도서관명",시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
"경상북도교육청예천도서관",경상북도,예천군,공공도서관,"매주 월요일, 일요일을 제외한 관공서의 공휴일",09:00,22:00,09:00,22:00,00:00,00:00,300,75161,35,10311,5,14,경상북도 예천군 예천읍 중앙로 40-5,경상북도교육청예천도서관,054-652-6076,,1345.08,http://www.gbelib.kr/yc,36.65560998,128.4550158,2021-01-18
