"도서관명",시도명,시군구명,도서관유형,휴관일,평일운영시작시각,평일운영종료시각,토요일운영시작시각,토요일운영종료시각,공휴일운영시작시각,공휴일운영종료시각,열람좌석수,자료수(도서),자료수(연속간행물),자료수(비도서),대출가능권수,대출가능일수,소재지도로명주소,운영기관명,도서관전화번호,부지면적,건물면적,홈페이지주소,위도,경도,데이터기준일자
"형설지공군립도서관",전라북도,무주군,공공도서관,"매주월요일,국가지정공휴일(일요일제외)",09:00,22:00,09:00,17:00,09:00,17:00,158,43757,15,0,5,14,전라북도 무주군 무주읍 한풍루로 326-17,전라북도 무주군청,063-320-5622,419.8,419.8,http://library.muju.go.kr,36.0023606058,127.6625944,2020-07-10
