위도,경도,데이터기준일자,highway,support,light_method,light:lit,light:shape,light:tilt
37.485069,126.539948,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485033,126.539881,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485,126.539809,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484964,126.539741,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484928,126.539678,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480698,126.542525,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480805,126.542822,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480916,126.543121,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481027,126.543424,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481647,126.543308,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481507,126.542918,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481394,126.542603,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481239,126.542157,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481112,126.5418,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480917,126.541918,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48072,126.542024,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480577,126.542115,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480376,126.542209,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480186,126.542321,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479981,126.542446,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479831,126.542625,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479718,126.542874,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479942,126.542993,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480158,126.542946,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480411,126.54281,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479676,126.543142,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479708,126.543406,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479841,126.543695,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479503,126.543691,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479714,126.544037,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479192,126.543865,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479373,126.544313,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479628,126.544582,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4806,126.543305,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480341,126.54345,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480167,126.543637,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480045,126.543907,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479808,126.544788,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479933,126.544504,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480043,126.544214,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480169,126.543949,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480449,126.543965,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480662,126.543888,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480858,126.543771,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481061,126.543683,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481276,126.543644,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481483,126.543674,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481688,126.543763,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481869,126.54392,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482014,126.544112,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482117,126.544352,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482201,126.544598,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482289,126.544842,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482384,126.54509,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48247,126.54534,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482559,126.545584,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482649,126.54583,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482708,126.54608,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482729,126.546358,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482725,126.546632,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482656,126.546832,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482572,126.54704,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482433,126.547283,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482336,126.547448,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482209,126.547659,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48208,126.547871,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481951,126.548089,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481837,126.548322,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481774,126.548594,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481771,126.548863,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481824,126.549131,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481933,126.549373,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482086,126.54957,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482285,126.549706,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482495,126.549775,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482713,126.549793,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482929,126.549789,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483144,126.549822,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483014,126.546998,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482806,126.547341,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482506,126.547842,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482267,126.548245,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482106,126.548572,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48276,126.548689,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482376,126.548685,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482148,126.549052,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482505,126.549366,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482895,126.549398,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48313,126.549204,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483136,126.548718,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483107,126.548172,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483053,126.547715,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482612,126.548753,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482603,126.548954,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482593,126.549159,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.477623,126.512376,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.477974,126.512707,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.478313,126.513042,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.478637,126.513369,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.478892,126.513746,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479089,126.514206,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479161,126.514427,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479321,126.51493,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479482,126.515434,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479665,126.515924,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479896,126.516422,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479968,126.516566,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480215,126.51701,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480486,126.517433,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480741,126.517512,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480475,126.517099,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480221,126.516658,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479896,126.516085,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479698,126.515604,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479527,126.515114,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479368,126.514608,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.479127,126.513881,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.478884,126.513437,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.47857,126.513071,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.478223,126.512734,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.477882,126.512407,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.477562,126.512055,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480699,126.517801,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48105,126.518328,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481367,126.518738,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481697,126.519104,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482024,126.519463,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482345,126.519821,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482567,126.520154,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48271,126.520326,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482929,126.520667,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483148,126.52112,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483355,126.521592,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483509,126.52208,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483603,126.522587,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483677,126.523116,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483719,126.523507,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483748,126.52373,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483803,126.524004,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48388,126.524536,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483959,126.525077,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484035,126.525604,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484095,126.526152,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484288,126.526389,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484263,126.526154,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484208,126.525846,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484133,126.525313,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484052,126.524779,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483973,126.52424,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483899,126.523709,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483863,126.523453,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483773,126.522816,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483693,126.52228,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483563,126.521754,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483374,126.521276,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483158,126.520802,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482913,126.520344,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482845,126.520216,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482747,126.520086,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482592,126.519885,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482273,126.519506,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481949,126.519155,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481621,126.518792,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481311,126.518433,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481026,126.518013,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484143,126.52646,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48425,126.52686,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484425,126.527381,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484638,126.52786,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484846,126.528324,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485045,126.528794,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485168,126.529291,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485219,126.5298,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485195,126.530312,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485102,126.53081,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484962,126.531337,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484879,126.531891,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484861,126.532443,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484995,126.532706,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484999,126.532175,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485045,126.531643,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485162,126.531125,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485294,126.530602,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485352,126.530065,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485336,126.529523,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485244,126.528993,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485074,126.528484,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484863,126.528017,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484651,126.527545,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484457,126.527061,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484318,126.52655,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.493766,126.506431,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.490682,126.501844,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.490524,126.501977,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.490362,126.502082,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.490215,126.502187,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.490057,126.502281,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.489892,126.502372,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48974,126.502442,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.489574,126.502534,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.489402,126.502632,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.489229,126.502722,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48905,126.502807,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488864,126.502901,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488666,126.502969,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488488,126.503072,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488311,126.503168,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488138,126.503259,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.488014,126.503294,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.487832,126.503411,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.487656,126.503549,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48749,126.503629,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.487326,126.503716,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.487163,126.503804,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486994,126.503887,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48683,126.503981,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486659,126.504063,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486498,126.504152,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486336,126.504238,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486177,126.504322,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.486022,126.5044,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485856,126.504473,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.480706,126.507592,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48087,126.507499,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481032,126.507417,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48119,126.507329,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481358,126.507244,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481527,126.507158,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481681,126.507071,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482028,126.506902,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482187,126.506806,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482363,126.506713,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482527,126.506631,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482685,126.506545,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482852,126.50646,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483005,126.50638,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483185,126.50628,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483343,126.506193,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483517,126.506103,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483695,126.506011,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483851,126.505932,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484,126.505847,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484159,126.505773,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48433,126.505715,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484492,126.505636,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484645,126.50555,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484804,126.505451,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484976,126.50535,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485144,126.505252,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485332,126.505161,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485535,126.505054,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485771,126.50495,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485645,126.504576,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485421,126.504724,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485244,126.504808,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.485078,126.504894,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484909,126.504987,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484738,126.505073,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48456,126.505173,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484382,126.505239,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484226,126.505313,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.484061,126.505399,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483901,126.505481,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483741,126.505557,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483561,126.505614,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.483225,126.505791,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48307,126.505914,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482904,126.505996,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48276,126.506073,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482611,126.506153,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482456,126.506239,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.482296,126.506331,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48213,126.506444,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.48196,126.50653,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481795,126.50662,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481616,126.506716,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481455,126.506798,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481294,126.506882,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.481126,126.506964,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
