위도,경도,데이터기준일자,highway,support,light_method,light:lit,light:shape,light:tilt
37.4316574,126.4291073,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4316428,126.4297036,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4317634,126.4303027,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4328078,126.4317753,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4323964,126.4313319,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4331704,126.4321068,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4335678,126.4323697,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.433949,126.4325764,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4343748,126.4327483,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4347822,126.432898,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4350444,126.4332851,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4355516,126.4331645,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4359401,126.4332468,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4362737,126.4332624,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4365709,126.433225,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4361116,126.4332658,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4357595,126.4332166,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4353372,126.4331011,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4364357,126.4332478,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4349906,126.4329841,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.434583,126.4328231,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4341484,126.4326627,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4337495,126.4324789,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4333589,126.4322384,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4329945,126.431941,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4408957,126.431789,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4407126,126.4318195,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4404699,126.4318614,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.440189,126.4319095,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4399215,126.431949,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4396384,126.4320029,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4393484,126.4320513,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4390945,126.4320934,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4388206,126.4321698,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4385516,126.43226,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4382986,126.4323755,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4380414,126.4325164,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.437809,126.4326512,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4375318,126.432818,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4372792,126.4329645,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4369882,126.4331091,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4411148,126.431749,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4436117,126.4307985,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4432278,126.4310692,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4413348,126.4317106,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4415417,126.4316837,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4423709,126.4315109,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4428075,126.4313097,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4437989,126.4306505,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4434108,126.430944,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4430088,126.4311981,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4421709,126.4315688,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4419642,126.431607,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4417574,126.4316453,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4425903,126.431416,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4439794,126.4304998,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4482988,126.4268891,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4487193,126.426482,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4488879,126.4262893,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4490521,126.4261023,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4492135,126.4258956,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4493639,126.425689,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4495143,126.4254825,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4496514,126.4252732,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4497951,126.4250639,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4499477,126.4248516,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4500891,126.4246396,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4502259,126.4244332,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4503785,126.4242153,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4505222,126.4240059,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4506548,126.4238054,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4508581,126.4235186,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4510039,126.4233037,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4511386,126.4231059,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4512823,126.4229051,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4514237,126.422693,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4515607,126.4224952,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4517066,126.4222802,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4518458,126.4220825,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4519916,126.4218675,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4521263,126.4216612,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4522633,126.421469,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4524226,126.4212454,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4525727,126.4210218,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4701784,126.3713463,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4690605,126.3721856,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.46956,126.371802,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4698616,126.3715785,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4692968,126.3719997,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4706168,126.3717885,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4709498,126.3724336,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4704437,126.3714815,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4707991,126.3721122,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4687757,126.3723876,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4681487,126.37287,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4675557,126.3733236,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4670076,126.3737228,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4684653,126.372637,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4678745,126.3730768,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4672772,126.3735307,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4667607,126.3739155,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4687932,126.3725786,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4682139,126.373021,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.467612,126.3734636,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4669852,126.3739126,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4663655,126.3743637,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.468517,126.3727912,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4679084,126.3732399,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4672976,126.3736996,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4666799,126.3741342,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4691521,126.3722995,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.469694,126.3719094,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4693952,126.3721194,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4699487,126.3717738,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4705304,126.3722764,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4702982,126.3719361,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4707419,126.3725878,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.3728708,126.4408808,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.3729041,126.4413543,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4600864,126.3796993,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598029,126.3800558,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4595204,126.38048,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4592208,126.3809725,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4589568,126.3814303,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4587102,126.3818425,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.458437,126.3822892,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4581549,126.3827474,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4578819,126.3832053,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4576351,126.3836062,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4574411,126.3839156,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4609465,126.3786861,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4606184,126.3790774,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4550837,126.3932282,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4573884,126.396598,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4576737,126.3970101,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4579336,126.3974087,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4582534,126.3978707,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4585542,126.3983222,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4591585,126.3992136,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4594218,126.3997081,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4596124,126.4002917,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4597536,126.4009076,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598608,126.4014989,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598944,126.4019983,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4554769,126.3936661,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4558239,126.3941616,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4561084,126.394557,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4563622,126.3949752,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4566017,126.3953602,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4568525,126.395756,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4571218,126.396177,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4588689,126.3987761,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4552778,126.3934332,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4556423,126.3939,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.455952,126.394323,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4562241,126.394758,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4564887,126.3951763,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4567212,126.3955469,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4569814,126.3959597,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4572438,126.3963694,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4575219,126.3967818,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4577957,126.3972053,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.45809,126.3976426,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4583797,126.3980685,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4587242,126.3985644,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4590045,126.3989796,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4592923,126.3994398,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4595244,126.3999659,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4596838,126.4005672,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598138,126.4012031,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598752,126.4017388,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4599118,126.402269,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4546733,126.3928753,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4542698,126.3925166,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4539118,126.3922106,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.453449,126.3917995,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4530047,126.3914192,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4545091,126.3927234,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4540895,126.3923565,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4536907,126.3920119,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4532167,126.3916038,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4548258,126.3930021,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4529957,126.3912046,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4532685,126.3907664,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4535348,126.3903141,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4538367,126.3898133,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4541164,126.3893495,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4544072,126.3888658,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4547001,126.3883819,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4549909,126.3878982,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4552795,126.387423,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4555546,126.3869564,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4558565,126.3864668,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4561628,126.3859546,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4564469,126.3854794,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4567176,126.3850298,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4569971,126.3845661,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4531276,126.3909843,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4533873,126.3905463,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4536738,126.3900852,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4539622,126.3896015,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4542529,126.3891121,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4545505,126.388634,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4548345,126.3881532,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.455123,126.387675,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4554138,126.3871913,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4557024,126.3867133,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4559954,126.3862266,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4562905,126.3857399,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4565769,126.3852732,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4568655,126.3847979,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4571671,126.3843057,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4583164,126.4129242,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4580267,126.4133258,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4577106,126.4137789,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4574255,126.4141776,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4571359,126.4145879,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4568352,126.4150123,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4565455,126.4154141,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4562448,126.4158413,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4559574,126.4162401,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4556612,126.4166618,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.455365,126.4170833,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4550799,126.4174906,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4547791,126.4179094,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4544984,126.4183052,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4542041,126.4187014,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4539169,126.41912,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4536206,126.4195359,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4533332,126.4199432,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4530525,126.4203362,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.452807,126.4206832,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4581461,126.4131595,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4578632,126.4135639,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.457558,126.4139885,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4572773,126.4143872,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.45697,126.4148118,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4566827,126.4152219,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4563909,126.4156407,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4560923,126.4160509,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4558004,126.4164526,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4555065,126.416877,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4552103,126.4173043,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4549273,126.4177002,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4546355,126.418116,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4543569,126.4185005,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4540585,126.4189278,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4537734,126.4193322,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4534682,126.4197539,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4531808,126.4201555,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4529177,126.4205339,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4587384,126.412322,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4591586,126.4117338,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4595299,126.4112116,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4598503,126.4107443,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4601053,126.4102783,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4602942,126.4097545,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4604015,126.4091927,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4604502,126.4086322,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4604134,126.4080763,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4603606,126.4074925,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4603176,126.406982,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4602705,126.4064886,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4602347,126.4060146,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4601811,126.4055494,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4601387,126.4050727,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4600964,126.4046047,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.460056,126.4041196,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
37.4600134,126.4036287,2020-10-15,street_lamp,straight_mast,LED,dusk-dawn,cylindrical ,-90
