지형지물부호,관리번호,행정읍면동,도엽번호,관리기관,도로구간번호,공사번호,보수종류,보수공종,연장,면적,폭원,차도포장재질,보도포장재질,이전차도포장재질,이전보도포장재질,대장초기화여부,구분ID,경도,위도
보도포장,166,도산면,348021305C,통영시,10012,RD20170001,신설,기타,2.89,8.19,2.83,미분류,소형고압블럭,미분류,미분류,1,334,128.3714893,34.89646888
차도포장,167,도산면,348021305C,통영시,10014,RD20170001,신설,기타,89.35,938,10.5,아스팔트콘크리트,미분류,미분류,미분류,1,335,128.3718181,34.89614214
보도포장,168,도산면,348021305C,통영시,10014,RD20170001,신설,기타,88.14,198.71,2.25,미분류,소형고압블럭,미분류,미분류,1,336,128.3718786,34.89617043
보도포장,169,도산면,348021305C,통영시,10012,RD20170001,신설,기타,2.75,7.44,2.71,미분류,소형고압블럭,미분류,미분류,1,337,128.3716124,34.89653033
차도포장,170,도산면,348021305C,통영시,10036,RD20170001,신설,기타,66.24,531.38,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,338,128.3711263,34.89637212
보도포장,171,도산면,348021305D,통영시,10083,RD20170001,신설,기타,1.9,3.82,2.01,미분류,소형고압블럭,미분류,미분류,1,339,128.3740029,34.89658073
보도포장,172,도산면,348021305D,통영시,10047,RD20170001,신설,기타,94.53,188.78,2,미분류,소형고압블럭,미분류,미분류,1,340,128.3735479,34.89637962
보도포장,173,도산면,348021305C,통영시,10036,RD20170001,신설,기타,67.2,140.75,2.09,미분류,소형고압블럭,미분류,미분류,1,341,128.371113,34.89641994
보도포장,174,도산면,348021305C,통영시,10012,RD20170001,신설,기타,2.91,8.01,2.75,미분류,소형고압블럭,미분류,미분류,1,342,128.3713946,34.89659515
차도포장,175,도산면,348021305D,통영시,10047,RD20170001,신설,기타,93.7,752.84,8.03,아스팔트콘크리트,미분류,미분류,미분류,1,343,128.3735186,34.89641811
차도포장,176,도산면,348021305C,통영시,10012,RD20170001,신설,기타,20.46,275.28,13.45,아스팔트콘크리트,미분류,미분류,미분류,1,344,128.3715033,34.8965634
보도포장,177,도산면,348021305C,통영시,10012,RD20170001,신설,기타,2.79,7.77,2.78,미분류,소형고압블럭,미분류,미분류,1,345,128.3715167,34.89665832
보도포장,178,도산면,348021305D,통영시,10047,RD20170001,신설,기타,94.77,198.9,2.1,미분류,소형고압블럭,미분류,미분류,1,346,128.3734997,34.89646289
보도포장,179,도산면,348021305D,통영시,10083,RD20170001,신설,기타,2.61,6.68,2.56,미분류,소형고압블럭,미분류,미분류,1,347,128.3739113,34.89670493
차도포장,180,도산면,348021305D,통영시,10083,RD20170001,신설,기타,19.4,183.77,9.47,아스팔트콘크리트,미분류,미분류,미분류,1,348,128.3739986,34.89666489
보도포장,181,도산면,348021304D,통영시,10001,RD20170001,신설,기타,74.25,229.92,3.1,미분류,소형고압블럭,미분류,미분류,1,349,128.3697607,34.89679185
보도포장,182,도산면,348021305C,통영시,10039,RD20170001,신설,기타,94.72,195.64,2.07,미분류,소형고압블럭,미분류,미분류,1,350,128.3720234,34.89677204
차도포장,183,도산면,348021304D,통영시,10001,RD20170001,신설,기타,72.16,621.75,8.62,아스팔트콘크리트,미분류,미분류,미분류,1,351,128.3696969,34.89682213
차도포장,184,도산면,348021305C,통영시,10039,RD20170001,신설,기타,93.71,750.74,8.01,아스팔트콘크리트,미분류,미분류,미분류,1,352,128.372008,34.89681824
보도포장,185,도산면,348021305C,통영시,10039,RD20170001,신설,기타,94.78,195.57,2.06,미분류,소형고압블럭,미분류,미분류,1,353,128.3719648,34.89685043
보도포장,186,도산면,348021305C,통영시,10002,RD20170001,신설,기타,72.19,224.79,3.11,미분류,소형고압블럭,미분류,미분류,1,354,128.37044,34.89714203
보도포장,187,도산면,348021305C,통영시,10011,RD20170001,신설,기타,95.09,229.13,2.41,미분류,소형고압블럭,미분류,미분류,1,355,128.371099,34.89699143
보도포장,188,도산면,348021305C,통영시,10003,RD20170001,신설,기타,3.87,14.97,3.87,미분류,소형고압블럭,미분류,미분류,1,356,128.3708013,34.89732261
차도포장,189,도산면,348021305C,통영시,10002,RD20170001,신설,기타,72.16,536.05,7.43,아스팔트콘크리트,미분류,미분류,미분류,1,357,128.3704092,34.89718224
차도포장,190,도산면,348021305C,통영시,10011,RD20170001,신설,기타,93.85,988.3,10.53,아스팔트콘크리트,미분류,미분류,미분류,1,358,128.3711749,34.89700345
보도포장,191,도산면,348021305D,통영시,10082,RD20170001,신설,기타,89.49,179.92,2.01,미분류,소형고압블럭,미분류,미분류,1,359,128.3736461,34.89706314
보도포장,192,도산면,348021305C,통영시,10011,RD20170001,신설,기타,95.1,222.7,2.34,미분류,소형고압블럭,미분류,미분류,1,360,128.3712195,34.89705687
보도포장,193,도산면,348021305D,통영시,10080,RD20170001,신설,기타,2.61,6.46,2.48,미분류,소형고압블럭,미분류,미분류,1,361,128.3733777,34.89742006
보도포장,194,도산면,348021305D,통영시,10040,RD20170001,신설,기타,94.78,193.97,2.05,미분류,소형고압블럭,미분류,미분류,1,362,128.3729266,34.89722744
차도포장,195,도산면,348021305D,통영시,10082,RD20170001,신설,기타,89.47,717.22,8.02,아스팔트콘크리트,미분류,미분류,미분류,1,363,128.3736925,34.89708729
보도포장,196,도산면,348021305C,통영시,10003,RD20170001,신설,기타,3.93,15.48,3.94,미분류,소형고압블럭,미분류,미분류,1,364,128.3709968,34.8974225
차도포장,197,도산면,348021305C,통영시,10003,RD20170001,신설,기타,26.33,248.73,9.45,아스팔트콘크리트,미분류,미분류,미분류,1,365,128.3708733,34.89740686
차도포장,198,도산면,348021305D,통영시,10040,RD20170001,신설,기타,93.71,750.28,8.01,아스팔트콘크리트,미분류,미분류,미분류,1,366,128.3728869,34.89726129
보도포장,199,도산면,348021305D,통영시,10040,RD20170001,신설,기타,89.65,194.85,2.17,미분류,소형고압블럭,미분류,미분류,1,367,128.3728707,34.89730704
보도포장,200,도산면,348021305B,통영시,10080,RD20170001,신설,기타,2.8,7.39,2.64,미분류,소형고압블럭,미분류,미분류,1,368,128.3732817,34.89754861
차도포장,201,도산면,348021305D,통영시,10080,RD20170001,신설,기타,20.48,191.53,9.35,아스팔트콘크리트,미분류,미분류,미분류,1,369,128.3733712,34.89750575
보도포장,202,도산면,348021305A,통영시,10005,RD20170001,신설,기타,88.77,275.67,3.11,미분류,소형고압블럭,미분류,미분류,1,370,128.3714327,34.89764608
차도포장,203,도산면,348021305A,통영시,10005,RD20170001,신설,기타,88.76,658.94,7.42,아스팔트콘크리트,미분류,미분류,미분류,1,371,128.371403,34.89768673
보도포장,204,도산면,348021305B,통영시,10079,RD20170001,신설,기타,95.42,199.44,2.09,미분류,소형고압블럭,미분류,미분류,1,372,128.372992,34.89793751
보도포장,205,도산면,348021305A,통영시,10006,RD20170001,신설,기타,88.79,275.75,3.11,미분류,소형고압블럭,미분류,미분류,1,373,128.3722589,34.89806555
보도포장,206,도산면,348021305B,통영시,10007,RD20170001,신설,기타,2.77,8.18,2.95,미분류,소형고압블럭,미분류,미분류,1,374,128.3726918,34.89828055
차도포장,207,도산면,348021305B,통영시,10079,RD20170001,신설,기타,94.37,757.82,8.03,아스팔트콘크리트,미분류,미분류,미분류,1,375,128.3730474,34.89795141
차도포장,208,도산면,348021305A,통영시,10006,RD20170001,신설,기타,88.76,660.76,7.44,아스팔트콘크리트,미분류,미분류,미분류,1,376,128.3722294,34.89810644
보도포장,209,도산면,348021305B,통영시,10079,RD20170001,신설,기타,3.76,6.75,1.8,미분류,소형고압블럭,미분류,미분류,1,377,128.3728387,34.89833041
보도포장,210,도산면,348021305B,통영시,10007,RD20170001,신설,기타,1.91,4.51,2.36,미분류,소형고압블럭,미분류,미분류,1,378,128.3728414,34.89835284
보도포장,211,도산면,348021305B,통영시,10009,RD20170001,신설,기타,13.21,37.98,2.88,미분류,소형고압블럭,미분류,미분류,1,379,128.3729099,34.89839453
차도포장,212,도산면,348021305B,통영시,10007,RD20170001,신설,기타,17.73,178.94,10.09,아스팔트콘크리트,미분류,미분류,미분류,1,380,128.3727363,34.89835019
차도포장,213,도산면,348021305B,통영시,10009,RD20170001,신설,기타,18.08,177.96,9.84,아스팔트콘크리트,미분류,미분류,미분류,1,381,128.372885,34.89845394
보도포장,214,도산면,348021316C,통영시,10089,RD20170001,신설,기타,4.24,12.57,2.96,미분류,소형고압블럭,미분류,미분류,1,382,128.3757588,34.89106863
보도포장,215,도산면,348021316C,통영시,10094,RD20170001,신설,기타,2.76,5.58,2.02,미분류,소형고압블럭,미분류,미분류,1,383,128.3751127,34.89059263
차도면,180702,,348021860A,통영시,180702,,미분류,미분류,198.2,1570.74,8,아스팔트콘크리트,미분류,미분류,미분류,1,384,128.3971411,34.82329729
차도면,180701,,348021933D,통영시,180701,,미분류,미분류,135.89,1164.77,8,아스팔트콘크리트,미분류,미분류,미분류,1,385,128.4153252,34.83174912
차도포장,181031,용남면,348021561A,통영시,181036,RD20190009,신설,미분류,91.43,749.66,12,아스팔트콘크리트,미분류,미분류,미분류,1,386,128.4511414,34.86947078
차도포장,181033,용남면,348021561A,통영시,181035,RD20190009,신설,미분류,21.45,276.05,12,아스팔트콘크리트,미분류,미분류,미분류,1,387,128.4517304,34.86967118
보도포장,181035,용남면,348021561A,통영시,181036,RD20190009,신설,미분류,36.82,135.04,3.8,미분류,칼라AS,미분류,미분류,1,388,128.4510326,34.86938291
보도포장,181036,용남면,348021561A,통영시,181036,RD20190009,신설,미분류,43.71,235.6,5.3,미분류,칼라AS,미분류,미분류,1,389,128.4514355,34.86950685
차도포장,181034,,348021487C,통영시,181031,RD20190008,신설,미분류,70.65,603.25,8,아스팔트콘크리트,미분류,미분류,미분류,1,390,128.4319454,34.85508659
차도포장,181116,산양읍,348022339C,통영시,181130,,신설,미분류,463.28,2851.59,5,아스팔트콘크리트,미분류,미분류,미분류,1,391,128.3916755,34.78083843
차도포장,181103,용남면,348021456B,통영시,181105,RD20190007,미분류,미분류,317.6,2764.38,8,아스팔트콘크리트,미분류,미분류,미분류,1,392,128.4292734,34.87275962
보도포장,181124,용남면,348021456B,통영시,181105,RD20190007,신설,미분류,88.39,99.52,1,미분류,콘크리트,미분류,미분류,1,393,128.4299628,34.87342192
차도포장,181102,용남면,348021456D,통영시,181102,RD20190007,미분류,미분류,42.6,370.23,8,아스팔트콘크리트,미분류,미분류,미분류,1,394,128.4277286,34.87171901
보도포장,181122,용남면,348021456D,통영시,181102,RD20190007,신설,미분류,40.82,71.49,1.7,미분류,콘크리트,미분류,미분류,1,395,128.4277293,34.8717674
보도포장,181123,용남면,348021456D,통영시,181105,RD20190007,신설,미분류,209.73,326.51,1.5,미분류,콘크리트,미분류,미분류,1,396,128.4287888,34.87241224
차도포장,181101,용남면,348021456C,통영시,181101,RD20190007,미분류,미분류,288.53,2381.12,8,아스팔트콘크리트,미분류,미분류,미분류,1,397,128.4258977,34.87161058
보도포장,181121,용남면,348021456C,통영시,181101,RD20190007,신설,미분류,25.47,48.11,2,미분류,콘크리트,미분류,미분류,1,398,128.4273625,34.87173754
보도포장,181120,용남면,348021456C,통영시,181101,RD20190007,신설,미분류,264.28,557.05,2,미분류,기타,미분류,미분류,1,399,128.425787,34.87165457
차도포장,181104,용남면,348021457A,통영시,181106,RD20190007,미분류,미분류,8.19,67.64,8,아스팔트콘크리트,미분류,미분류,미분류,1,400,128.4304627,34.87378865
보도포장,181125,용남면,348021457A,통영시,181106,RD20190007,신설,미분류,7.02,5.8,1,미분류,콘크리트,미분류,미분류,1,401,128.4304307,34.8738194
보도포장,181126,용남면,348021457A,통영시,181109,RD20190007,신설,미분류,137.67,229.46,2,미분류,콘크리트,미분류,미분류,1,402,128.4309868,34.87438056
차도포장,181112,용남면,348021447B,통영시,181122,RD20190007,미분류,미분류,3.92,36.96,8,아스팔트콘크리트,미분류,미분류,미분류,1,403,128.4337524,34.87939888
차도포장,181111,용남면,348021447B,통영시,181121,RD20190007,미분류,미분류,4.19,40.97,8,아스팔트콘크리트,미분류,미분류,미분류,1,404,128.4337382,34.87936414
차도포장,181110,용남면,348021447B,통영시,181118,RD20190007,미분류,미분류,8.66,83.6,8,아스팔트콘크리트,미분류,미분류,미분류,1,405,128.4337275,34.8793075
차도포장,181109,용남면,348021447B,통영시,181117,RD20190007,미분류,미분류,100.4,898.1,8,아스팔트콘크리트,미분류,미분류,미분류,1,406,128.4336611,34.87882011
차도포장,181108,용남면,348021447B,통영시,181114,RD20190007,미분류,미분류,12.33,93.35,8,아스팔트콘크리트,미분류,미분류,미분류,1,407,128.4336002,34.87831293
차도포장,181106,용남면,348021447B,통영시,181110,RD20190007,미분류,미분류,20.97,165.25,8,아스팔트콘크리트,미분류,미분류,미분류,1,408,128.4333089,34.87755785
차도포장,181107,용남면,348021447B,통영시,181113,RD20190007,미분류,미분류,71.28,550.02,8,아스팔트콘크리트,미분류,미분류,미분류,1,409,128.4334629,34.877956
보도포장,181132,용남면,348021447D,통영시,181109,RD20190007,신설,미분류,39.15,61.92,1.6,미분류,기타,미분류,미분류,1,410,128.4326824,34.87696911
차도포장,181105,용남면,348021447C,통영시,181109,RD20190007,미분류,미분류,484.49,3980.16,8,아스팔트콘크리트,미분류,미분류,미분류,1,411,128.4318791,34.87568261
보도포장,181128,용남면,348021447C,통영시,181109,RD20190007,신설,미분류,45.9,73.96,1.5,미분류,콘크리트,미분류,미분류,1,412,128.431709,34.87556627
보도포장,181131,용남면,348021447C,통영시,181109,RD20190007,신설,미분류,106.3,169.01,1.6,미분류,기타,미분류,미분류,1,413,128.4321484,34.87635114
보도포장,181129,용남면,348021447C,통영시,181109,RD20190007,신설,미분류,5.11,6.87,1.5,미분류,콘크리트,미분류,미분류,1,414,128.4318309,34.87583063
보도포장,181127,용남면,348021447C,통영시,181109,RD20190007,신설,미분류,45.51,63.45,1.5,미분류,콘크리트,미분류,미분류,1,415,128.4314749,34.87508366
차도포장,181115,용남면,348021437D,통영시,181128,RD20190007,미분류,미분류,593.78,4062.13,8,아스팔트콘크리트,미분류,미분류,미분류,1,416,128.4346098,34.88288559
차도포장,181114,용남면,348021437D,통영시,181125,RD20190007,미분류,미분류,15.54,118.11,8,아스팔트콘크리트,미분류,미분류,미분류,1,417,128.4342944,34.88027572
차도포장,171119,,348021496C,통영시,171119,,신설,미분류,111.01,879.81,8,아스팔트콘크리트,미분류,미분류,미분류,1,418,128.4253613,34.85171119
차도포장,171118,,348021495B,통영시,171118,,신설,미분류,61.4,803.83,11,아스팔트콘크리트,미분류,미분류,미분류,1,419,128.4249782,34.85241694
보도포장,171129,,348021496C,통영시,171119,,신설,미분류,112.38,344.58,3,미분류,소형고압블럭,미분류,미분류,1,420,128.425432,34.85168883
보도포장,171131,,348021496C,통영시,171118,,신설,미분류,83.39,376.3,4.5,미분류,소형고압블럭,미분류,미분류,1,421,128.4250426,34.8525535
보도포장,171132,,348021496C,통영시,171119,,신설,미분류,13.43,50.41,4.5,미분류,소형고압블럭,미분류,미분류,1,422,128.4256247,34.85117551
보도포장,171148,,348021495D,통영시,171118,,기타,미분류,50.45,92.25,1.6,미분류,소형고압블럭,미분류,미분류,1,423,128.4249263,34.85232284
차도포장,171112,,348021495B,통영시,171112,,신설,미분류,67.45,1263.09,17.5,아스팔트콘크리트,미분류,미분류,미분류,1,424,128.4248095,34.85273005
보도포장,171130,,348021495B,통영시,171112,,신설,미분류,10.83,46.83,3,미분류,소형고압블럭,미분류,미분류,1,425,128.4250152,34.85290238
보도포장,171151,,348021495D,통영시,171112,,기타,미분류,1.6,3.5,1.6,미분류,소형고압블럭,미분류,미분류,1,426,128.4247561,34.85243532
차도포장,171103,,348021496D,통영시,171103,,신설,미분류,152.75,2705.62,16,아스팔트콘크리트,미분류,미분류,미분류,1,427,128.4283511,34.85209228
보도포장,171134,,348021496D,통영시,171103,,신설,미분류,76.83,306.03,4,미분류,소형고압블럭,미분류,미분류,1,428,128.4281252,34.85199164
보도포장,171135,,348021496D,통영시,171103,,신설,미분류,8.17,54.92,8,미분류,소형고압블럭,미분류,미분류,1,429,128.4277902,34.85159967
보도포장,171147,,348021496D,통영시,171103,,기타,미분류,33.57,102.44,3,미분류,소형고압블럭,미분류,미분류,1,430,128.4280463,34.85160207
보도포장,171146,,348021496D,통영시,171103,,기타,미분류,45,157.44,3.5,미분류,소형고압블럭,미분류,미분류,1,431,128.4283307,34.8519175
보도포장,171145,,348021496D,통영시,171103,,기타,미분류,14.24,76.21,6,미분류,소형고압블럭,미분류,미분류,1,432,128.4285695,34.85215949
보도포장,171121,,348021496B,통영시,171103,,신설,미분류,42.6,146.68,4,미분류,소형고압블럭,미분류,미분류,1,433,128.4285982,34.85253126
보도포장,171137,,348021496D,통영시,171103,,기타,미분류,41.35,260.95,6,미분류,소형고압블럭,미분류,미분류,1,434,128.4288042,34.85242895
보도포장,171149,,348021496B,통영시,171104,,기타,미분류,35.49,210.76,6,미분류,소형고압블럭,미분류,미분류,1,435,128.4290457,34.85270008
차도포장,171104,,348021496B,통영시,171104,,신설,미분류,34.63,1297.8,12.7,아스팔트콘크리트,미분류,미분류,미분류,1,436,128.4289955,34.85286642
보도포장,171150,,348021496B,통영시,171104,,기타,미분류,4.68,5.16,1.9,미분류,소형고압블럭,미분류,미분류,1,437,128.4292342,34.85293278
보도포장,171144,,348021496B,통영시,171104,,기타,미분류,5.36,33.78,3,미분류,소형고압블럭,미분류,미분류,1,438,128.4289314,34.85304433
차도포장,171106,,348021496B,통영시,171106,,신설,미분류,53.58,987.67,18,아스팔트콘크리트,미분류,미분류,미분류,1,439,128.4285881,34.8530416
차도포장,171107,,348021496B,통영시,171107,,신설,미분류,19.84,401.08,20,아스팔트콘크리트,미분류,미분류,미분류,1,440,128.4282062,34.85316389
보도포장,171120,,348021496B,통영시,171104,,신설,미분류,18.3,86.08,5,미분류,소형고압블럭,미분류,미분류,1,441,128.4287883,34.85276493
보도포장,171125,,348021496B,통영시,171107,,신설,미분류,19.94,118.49,6,미분류,소형고압블럭,미분류,미분류,1,442,128.428146,34.8530542
보도포장,171126,,348021496B,통영시,171106,,신설,미분류,53.44,422.05,4.5,미분류,소형고압블럭,미분류,미분류,1,443,128.4286076,34.85288243
보도포장,171136,,348021496B,통영시,171106,,기타,미분류,1.49,6.84,3,미분류,소형고압블럭,미분류,미분류,1,444,128.4288941,34.85304561
차도포장,171108,,348021496B,통영시,171108,,신설,미분류,89.06,1891.42,18,아스팔트콘크리트,미분류,미분류,미분류,1,445,128.4276611,34.85332783
보도포장,171124,,348021496A,통영시,171108,,신설,미분류,36.35,295.76,8.46,미분류,소형고압블럭,미분류,미분류,1,446,128.4273224,34.85331348
보도포장,171133,,348021496B,통영시,171108,,신설,미분류,38.73,322.52,8.5,미분류,소형고압블럭,미분류,미분류,1,447,128.4278556,34.85313349
보도포장,171138,,348021496A,통영시,171108,,기타,미분류,35.36,72.21,2,미분류,소형고압블럭,미분류,미분류,1,448,128.4274193,34.85351105
차도포장,171109,,348021496A,통영시,171109,,신설,미분류,16.88,287.61,16,아스팔트콘크리트,미분류,미분류,미분류,1,449,128.4271199,34.85351732
보도포장,171143,,348021496A,통영시,171109,,기타,미분류,16.83,35.24,2,미분류,소형고압블럭,미분류,미분류,1,450,128.4271557,34.8535989
보도포장,171123,,348021496A,통영시,171109,,신설,미분류,17.65,113.25,6,미분류,소형고압블럭,미분류,미분류,1,451,128.4270716,34.85341752
보도포장,171139,,348021496A,통영시,171110,,기타,미분류,18.06,38.07,2,미분류,소형고압블럭,미분류,미분류,1,452,128.4269805,34.85365775
보도포장,171142,,348021496A,통영시,171110,,기타,미분류,14.66,31.87,2,미분류,소형고압블럭,미분류,미분류,1,453,128.4267515,34.85373452
차도포장,171110,,348021496A,통영시,171110,,신설,미분류,139.09,2198.75,14,아스팔트콘크리트,미분류,미분류,미분류,1,454,128.4262962,34.85380015
보도포장,171127,,348021496A,통영시,171110,,신설,미분류,150.1,872.35,6,미분류,소형고압블럭,미분류,미분류,1,455,128.4262525,34.85370584
보도포장,171141,,348021496A,통영시,171110,,기타,미분류,86.36,196.85,2,미분류,소형고압블럭,미분류,미분류,1,456,128.4260818,34.85395998
차도포장,171115,,348021496A,통영시,171115,,신설,미분류,47.09,911.49,17.5,아스팔트콘크리트,미분류,미분류,미분류,1,457,128.4254909,34.85399582
차도포장,171114,,348021496A,통영시,171114,,신설,미분류,96.93,1709.97,17.5,아스팔트콘크리트,미분류,미분류,미분류,1,458,128.4251616,34.85341103
보도포장,171122,,348021496A,통영시,171114,,신설,미분류,96.93,285.68,3,미분류,소형고압블럭,미분류,미분류,1,459,128.4252575,34.85336035
보도포장,171128,,348021496A,통영시,171115,,신설,미분류,4.56,14.65,3,미분류,소형고압블럭,미분류,미분류,1,460,128.4254945,34.85379867
보도포장,171140,,348021496A,통영시,171115,,기타,미분류,6.5,15.95,2,미분류,소형고압블럭,미분류,미분류,1,461,128.4256753,34.85417821
차도포장,13001,광도면,348021453D,통영시,13003,RD20130001,신설,미분류,966,6774.85,8.43,아스팔트콘크리트,미분류,,,1,462,128.4127399,34.87459574
보도포장,13009,광도면,348021453B,통영시,13003,RD20130001,신설,미분류,583.9,2064.05,3.56,미분류,소형고압블럭,,,1,463,128.4126609,34.87457208
차도포장,181001,광도면,348021453B,통영시,181007,,신설,미분류,30.84,280.4,10,아스팔트콘크리트,미분류,미분류,미분류,1,464,128.4124921,34.87381921
차도포장,181002,광도면,348021453B,통영시,181004,,신설,미분류,258.36,2136.92,8,아스팔트콘크리트,미분류,미분류,미분류,1,465,128.4139429,34.87440378
차도포장,181003,광도면,348021453B,통영시,181005,,신설,미분류,23.18,241.23,10,아스팔트콘크리트,미분류,미분류,미분류,1,466,128.4130451,34.87377765
차도포장,181004,광도면,348021443D,통영시,181003,,신설,미분류,9.72,120.3,10,아스팔트콘크리트,미분류,미분류,미분류,1,467,128.4136977,34.87539137
차도포장,181005,광도면,348021453A,통영시,181009,,신설,미분류,157.57,1273.95,8,아스팔트콘크리트,미분류,미분류,미분류,1,468,128.4115953,34.87417612
차도포장,181006,광도면,348021453B,통영시,181006,,신설,미분류,23.22,256.93,10,아스팔트콘크리트,미분류,미분류,미분류,1,469,128.4127782,34.87378968
차도포장,181007,광도면,348021443D,통영시,181008,,신설,미분류,46.03,430.7,10,아스팔트콘크리트,미분류,미분류,미분류,1,470,128.4133822,34.87539837
보도포장,181008,광도면,348021443D,통영시,181004,,신설,미분류,48.25,95.69,2,미분류,기타,미분류,미분류,1,471,128.4137991,34.87513476
보도포장,181009,광도면,348021453B,통영시,181006,,신설,미분류,7.33,14.01,2,미분류,기타,미분류,미분류,1,472,128.4128954,34.87382146
차도포장,181010,광도면,348021443D,통영시,181008,,신설,미분류,0.55,0.74,2.5,미분류,소형고압블럭,미분류,미분류,1,473,128.4131756,34.87554615
보도포장,181011,광도면,348021453B,통영시,181005,,신설,미분류,8.07,17.83,2,미분류,기타,미분류,미분류,1,474,128.4129792,34.87381923
보도포장,181012,광도면,348021443D,통영시,181008,,신설,미분류,49.55,156.84,3,미분류,기타,미분류,미분류,1,475,128.4133868,34.87534062
보도포장,181013,광도면,348021443D,통영시,181003,,신설,미분류,2,3.59,3,미분류,기타,미분류,미분류,1,476,128.4136699,34.87533448
보도포장,181014,광도면,348021443D,통영시,181008,,신설,미분류,45.35,117.2,2.5,미분류,소형고압블럭,미분류,미분류,1,477,128.4133832,34.87545404
보도포장,181015,광도면,348021443D,통영시,181003,,신설,미분류,7.92,20.21,2.5,미분류,소형고압블럭,미분류,미분류,1,478,128.4136595,34.8754531
보도포장,181016,광도면,348021453B,통영시,181007,,신설,미분류,12.79,26.32,2,미분류,기타,미분류,미분류,1,479,128.4125457,34.87385286
보도포장,181017,광도면,348021453B,통영시,181006,,신설,미분류,2.5,3.7,2,미분류,기타,미분류,미분류,1,480,128.4126216,34.87384555
보도포장,181018,광도면,348021453B,통영시,181004,,신설,미분류,55.3,121.01,2,미분류,기타,미분류,미분류,1,481,128.4142216,34.87438164
보도포장,181019,광도면,348021453B,통영시,181004,,신설,미분류,12.08,37.2,3.5,미분류,기타,미분류,미분류,1,482,128.4140359,34.87473968
보도포장,181020,광도면,348021453B,통영시,181005,,신설,미분류,4.08,8.68,2,미분류,기타,미분류,미분류,1,483,128.413031,34.87384603
차도포장,181202,무전동,348021465C,통영시,181008,RD20190002,신설,미분류,60.3,837.67,11.1,아스팔트콘크리트,미분류,미분류,미분류,1,484,128.4206435,34.86490605
차도포장,181203,광도면,348021434D,통영시,181005,RD20190003,전면개수,미분류,225.3,4296.03,17,아스팔트콘크리트,미분류,미분류,미분류,1,485,128.4184209,34.88120461
차도포장,181204,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,40.43,1222.53,17,아스팔트콘크리트,미분류,미분류,미분류,1,486,128.4186821,34.88244427
차도포장,181205,광도면,348021424C,통영시,181007,RD20190003,전면개수,미분류,361.14,7025.61,17,아스팔트콘크리트,미분류,미분류,미분류,1,487,128.4179964,34.88413458
보도포장,181206,,348021932A,통영시,181001,RD20190001,전면개수,미분류,65.22,120.56,1.79,미분류,기타,미분류,미분류,1,488,128.405424,34.8334779
보도포장,181207,광도면,348021434D,통영시,181005,RD20190003,전면개수,미분류,117.79,468.1,4,미분류,소형고압블럭,미분류,미분류,1,489,128.4184259,34.88175048
보도포장,181208,광도면,348021434D,통영시,181006,RD20190003,전면개수,미분류,82.49,296.77,3.6,미분류,콘크리트,미분류,미분류,1,490,128.4182109,34.88087878
보도포장,181209,무전동,348021475A,통영시,181008,RD20190002,신설,미분류,50.69,155.59,3,미분류,소형고압블럭,미분류,미분류,1,491,128.4207401,34.86481433
보도포장,181210,무전동,348021465C,통영시,181008,RD20190002,신설,미분류,75.07,105.41,1,미분류,기타,미분류,미분류,1,492,128.4206867,34.8649632
보도포장,181211,광도면,348021424C,통영시,181007,RD20190003,전면개수,미분류,37.71,153.8,4,미분류,소형고압블럭,미분류,미분류,1,493,128.4172127,34.88538034
보도포장,181213,광도면,348021434A,통영시,181007,RD20190003,전면개수,미분류,39.85,147.2,4,미분류,소형고압블럭,미분류,미분류,1,494,128.4174195,34.88472951
보도포장,181214,광도면,348021424D,통영시,181007,RD20190003,전면개수,미분류,118.56,467.33,4,미분류,소형고압블럭,미분류,미분류,1,495,128.4177165,34.88472649
보도포장,181215,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,36.73,149.69,4,미분류,소형고압블럭,미분류,미분류,1,496,128.4177525,34.88432257
보도포장,181216,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,45.89,205.1,4,미분류,소형고압블럭,미분류,미분류,1,497,128.4182646,34.88403763
보도포장,181217,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,30.14,140.49,4,미분류,소형고압블럭,미분류,미분류,1,498,128.4185338,34.88369639
보도포장,181218,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,180.4,699.13,4,미분류,소형고압블럭,미분류,미분류,1,499,128.4183719,34.88342634
보도포장,181219,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,74.85,301.02,4,미분류,소형고압블럭,미분류,미분류,1,500,128.4188348,34.882948
보도포장,181220,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,15.36,86.25,4,미분류,소형고압블럭,미분류,미분류,1,501,128.4188703,34.88255132
보도포장,181221,광도면,348021434B,통영시,181007,RD20190003,전면개수,미분류,16.71,73.95,4,미분류,소형고압블럭,미분류,미분류,1,502,128.4185557,34.88258951
보도포장,181222,광도면,348021434D,통영시,181005,RD20190003,전면개수,미분류,15.07,79.01,4,미분류,소형고압블럭,미분류,미분류,1,503,128.4185039,34.88233748
