보호구역구분,보호구역명칭,소재지,위도,경도
어린이집,어반힐스어린이집,관저2동,36.294752,127.342781
어린이집,엄마품어린이집,관저1동,36.309105,127.338818
어린이집,엔젤궁어린이집,관저2동,36.298074,127.342129
어린이집,열매어린이집,관저2동,36.298133,127.328468
어린이집,예그랑어린이집,관저2동,36.299831,127.332339
어린이집,예꿈어린이집,관저1동,36.308315,127.337778
어린이집,예나어린이집,가수원동,36.315566,127.346904
어린이집,예랑어린이집,도마2동,36.312489,127.369814
어린이집,예린어린이집,가수원동,36.308811,127.349411
어린이집,예미지어린이집,가수원동,36.330948,127.343167
어린이집,예미지키즈어린이집,관저2동,36.293887,127.333069
어린이집,예쁜무지개어린이집,갈마2동,36.347224,127.371696
어린이집,예쁜아이어린이집,가수원동,36.301044,127.352938
어린이집,예은어린이집,월평3동,36.360468,127.365639
어린이집,예찬어린이집,월평3동,36.36036,127.365729
어린이집,오렌지어린이집,가수원동,36.322286,127.346292
어린이집,오른발왼발어린이집,관저1동,36.303383,127.339078
어린이집,온누리어린이집,월평2동,36.361206,127.375684
어린이집,온새미로어린이집,관저2동,36.299836,127.331637
어린이집,올리브어린이집,둔산2동,36.34878,127.381409
어린이집,우리들어린이집,월평3동,36.361472,127.366478
어린이집,우리영재어린이집,관저2동,36.295222,127.331777
어린이집,우미린도담도담어린이집,가수원동,36.309734,127.350049
어린이집,우미린어린이집,가수원동,36.310126,127.349255
어린이집,우미어린이집,둔산2동,36.361573,127.392807
어린이집,원앙한나어린이집,관저1동,36.302779,127.339072
어린이집,월평꿈나무어린이집,월평1동,36.356418,127.358396
어린이집,월평새싹어린이집,월평1동,36.351919,127.359737
어린이집,월평어린이집,월평2동,36.363639,127.370494
어린이집,유명어린이집,관저1동,36.304947,127.338297
어린이집,은비까비어린이집,도마1동,36.318058,127.383512
어린이집,은빛어린이집,둔산2동,36.359063,127.397239
어린이집,은샘어린이집,관저2동,36.299716,127.331093
어린이집,은아꼬마숲어린이집,가수원동,36.304058,127.350341
어린이집,은아영재어린이집,정림동,36.306046,127.363029
어린이집,은하수어린이집,둔산2동,36.348433,127.378838
어린이집,은혜어린이집,정림동,36.301294,127.364404
어린이집,이든샘어린이집,둔산2동,36.347992,127.380703
어린이집,이솝어린이집,둔산2동,36.361527,127.392652
어린이집,이지숲어린이집,관저2동,36.297429,127.331591
어린이집,이큐어린이집,둔산2동,36.361529,127.392997
어린이집,일곱색깔어린이집,갈마1동,36.347545,127.365889
어린이집,자람터어린이집,관저2동,36.297522,127.328818
어린이집,자연사랑어린이집,관저2동,36.293199,127.343996
어린이집,작은별어린이집,월평3동,36.359042,127.36711
어린이집,작은천국어린이집,둔산1동,36.349459,127.390852
어린이집,재미나어린이집,정림동,36.301643,127.365648
어린이집,재영어린이집,둔산3동,36.354628,127.398934
어린이집,잼재미어린이집,도마2동,36.320771,127.369681
어린이집,잼잼어린이집,관저2동,36.294972,127.332102
어린이집,조앤키즈어린이집,관저2동,36.299495,127.327176
어린이집,조은아이어린이집,가수원동,36.31974,127.347126
어린이집,조이랜드어린이집,관저2동,36.301039,127.343864
어린이집,좋은친구어린이집,관저1동,36.308801,127.339244
어린이집,주공예능어린이집,관저2동,36.29937,127.327366
어린이집,주은숲어린이집,가수원동,36.319749,127.347215
어린이집,진달래어린이집,월평3동,36.358829,127.367602
어린이집,짝꿍어린이집,갈마2동,36.34925,127.371256
어린이집,참사랑어린이집,관저2동,36.300678,127.342063
어린이집,케이티씨에스대전어린이집,관저1동,36.302158,127.337519
어린이집,콩콩어린이집,용문동,36.336464,127.392813
어린이집,크로바어린이집,둔산1동,36.352401,127.391475
어린이집,큰나무어린이집,관저2동,36.299496,127.327253
어린이집,키즈맘어린이집,월평3동,36.361579,127.371224
어린이집,키즈모드니어린이집,관저2동,36.296183,127.34249
어린이집,키즈영재어린이집,월평3동,36.358747,127.370823
어린이집,키즈컴어린이집,둔산2동,36.361797,127.392583
어린이집,킹스키즈어린이집,정림동,36.301255,127.36711
어린이집,토토로어린이집,둔산2동,36.354068,127.375707
어린이집,파란어린이집,갈마2동,36.344198,127.37719
어린이집,파랑새굿맘어린이집,둔산2동,36.356591,127.375587
어린이집,포근한어린이집,도마2동,36.320519,127.369683
어린이집,포비어린이집,도마2동,36.321686,127.368871
어린이집,푸르니어린이집,정림동,36.30237,127.368415
어린이집,푸른꿈어린이집,가수원동,36.315084,127.346118
어린이집,푸른샘어린이집,가수원동,36.319581,127.346125
어린이집,푸른어린이집,둔산2동,36.352817,127.375985
어린이집,프뢰벨어린이집,갈마2동,36.344189,127.377246
어린이집,피노키오어린이집,둔산2동,36.348047,127.380791
어린이집,피아제어린이집,갈마1동,36.346365,127.366054
어린이집,하늘린어린이집,가수원동,36.322073,127.346884
어린이집,하늘빛어린이집,가수원동,36.298027,127.353408
어린이집,하람어린이집,관저1동,36.30629,127.338274
어린이집,하랑어린이집,관저2동,36.294474,127.33175
어린이집,하림어린이집,가수원동,36.302082,127.351638
어린이집,하이캠어린이집,월평1동,36.355168,127.365482
어린이집,한결어린이집,관저2동,36.297432,127.3304
어린이집,한밭어린이집,월평2동,36.363639,127.370494
어린이집,해그림어린이집,월평3동,36.35886,127.370009
어린이집,해달별어린이집,관저2동,36.298161,127.330238
어린이집,해든어린이집,관저2동,36.293078,127.341626
어린이집,해뜬어린이집,관저2동,36.292923,127.338009
어린이집,해뜰어린이집,관저2동,36.299406,127.327288
어린이집,해솔어린이집,가수원동,36.319699,127.346246
어린이집,해피베베어린이집,관저1동,36.309603,127.336075
어린이집,해피아이어린이집,월평3동,36.359059,127.366798
어린이집,해피키즈어린이집,둔산2동,36.360116,127.391549
어린이집,햇님굿맘어린이집,둔산1동,36.356304,127.391701
어린이집,햇님나라어린이집,월평3동,36.361335,127.371248
어린이집,햇빛어린이집,갈마2동,36.343037,127.372275
어린이집,햇빛촌어린이집,둔산2동,36.363479,127.391868
어린이집,행복아이어린이집,월평3동,36.359001,127.36788
어린이집,향촌꼬마숲어린이집,둔산2동,36.353311,127.375714
어린이집,헬로아트미미어린이집,관저2동,36.29748,127.331001
어린이집,헬로아트베베어린이집,관저2동,36.294845,127.332014
어린이집,헬로아트어린이집,관저2동,36.299778,127.332595
어린이집,현대어린이집,갈마1동,36.352511,127.372745
어린이집,현어린이집,둔산2동,36.363605,127.391811
어린이집,호반별꽃어린이집,가수원동,36.31234,127.34692
어린이집,호반숲어린이집,가수원동,36.313256,127.347993
어린이집,호산나어린이집,관저1동,36.302549,127.33815
어린이집,황토어린이집,도마2동,36.325122,127.369345
어린이집,효성열린어린이집,도마1동,36.310399,127.38365
어린이집,휴리움어린이집,갈마1동,36.350453,127.368751
어린이집,흑석어린이집,기성동,36.252396,127.345127
초등학교,가수원초등학교,가수원동,36.30274,127.353369
초등학교,기성초등학교,기성동,36.248877,127.337757
초등학교,기성초등학교길헌분교장,기성동,36.241826,127.316277
초등학교,대전갈마초등학교,갈마1동,36.356062,127.369218
초등학교,대전갑천초등학교,월평3동,36.360857,127.367686
초등학교,대전관저초등학교,관저1동,36.306569,127.339898
초등학교,대전구봉초등학교,관저2동,36.299682,127.329946
초등학교,대전금동초등학교,관저2동,36.298211,127.326318
초등학교,대전도마초등학교,도마1동,36.324144,127.371736
초등학교,대전둔산초등학교,둔산2동,36.350123,127.381421
초등학교,대전둔원초등학교,갈마2동,36.343669,127.374275
초등학교,대전문정초등학교,둔산3동,36.350432,127.396013
초등학교,대전봉산초등학교,갈마1동,36.345219,127.365741
초등학교,대전삼육초등학교,도마2동,36.311811,127.37286
초등학교,대전삼천초등학교,둔산3동,36.354162,127.401088
초등학교,대전샘머리초등학교,둔산2동,36.363342,127.393284
초등학교,대전서원초등학교,둔산2동,36.359418,127.394317
초등학교,대전선암초등학교,관저2동,36.297506,127.334029
초등학교,대전성룡초등학교,월평3동,36.361951,127.37355
초등학교,대전성천초등학교,월평2동,36.363249,127.373517
초등학교,대전월평초등학교,월평1동,36.355875,127.357933
초등학교,대전유천초등학교,도마2동,36.314918,127.375697
초등학교,대전정림초등학교,정림동,36.303649,127.366534
초등학교,한밭초등학교,둔산1동,36.354451,127.394177
초등학교,대전수미초등학교,정림동,36.295322,127.361535
초등학교,대전원앙초등학교,관저1동,36.311386,127.337363
초등학교,대전느리울초등학교,관저2동,36.298598,127.344006
초등학교,대전도안초등학교,가수원동,36.321763,127.344681
초등학교,대전도솔초등학교,가수원동,36.311207,127.347486
초등학교,대전선유초등학교,관저2동,36.294932,127.341276
