위도,경도,amenity,name,addr:full,source,source:date,shop,branch,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door,addr:housename
33.2485522,126.5639723,restaurant,소문난순대족발,,공공데이터포털,2018-02-23,,,,중앙로42번길,22,서귀동,,,,
33.2520222,126.5605933,restaurant,김밥명가,,공공데이터포털,2018-02-23,,,,서문로,5,서귀동,,,,
33.3085402,126.6344826,restaurant,휴애리,,공공데이터포털,2018-02-23,,,,신례동로,256,남원읍,,,,
33.2831948,126.349772,restaurant,자동차박물관티하우스,,공공데이터포털,2018-02-23,,,,중산간서로,1610,안덕면,,,,
33.2786915,126.7179704,restaurant,버거나라남원점,,공공데이터포털,2018-02-23,,,,태위로,668,남원읍,,,,
33.2484335,126.5092187,restaurant,(주)보승식품,,공공데이터포털,2018-02-23,,,,일주동로,9209,법환동,,,,
33.2570575,126.5756055,restaurant,피자다오,,공공데이터포털,2018-02-23,,,,동홍남로,67,동홍동,,,,
33.2496757,126.5675722,restaurant,오는정김밥,,공공데이터포털,2018-02-23,,,,동문동로,2,서귀동,,,,
33.2392661,126.6068963,restaurant,보목어촌계식당,,공공데이터포털,2018-02-23,,,,보목포로,48,보목동,,,,
33.2604879,126.5600101,restaurant,조리제안델리,,공공데이터포털,2018-02-23,,,,중앙로,180,동홍동,,,,
33.4305782,126.9277688,restaurant,던킨도너츠휘닉스점,,공공데이터포털,2018-02-23,,,,섭지코지로,107,성산읍,,,,
33.4489824,126.9152358,restaurant,써니,,공공데이터포털,2018-02-23,,,,고성오조로,60,성산읍,,,,
33.2497883,126.5651399,restaurant,강추분식,,공공데이터포털,2018-02-23,,,,중정로91번길,18,서귀동,,,,
33.199919,126.276136,restaurant,설렁탕빠진전복,,공공데이터포털,2018-02-23,,,,최남단해안로,412,대정읍,,,,
33.2465809,126.333321,restaurant,안덕농협휴게음식점,,공공데이터포털,2018-02-23,,,,화순로,122,안덕면,,,,
33.4818042,126.9017207,restaurant,목화식당휴게소,,공공데이터포털,2018-02-23,,,,해맞이해안로,2526,성산읍,,,,
33.3706144,126.6799654,restaurant,주식회사더클래식씨씨그늘집1,,공공데이터포털,2018-02-23,,,,남조로,1105,남원읍,,,,
33.2493161,126.5680524,restaurant,윤희분식,,공공데이터포털,2018-02-23,,,,동홍로,10,서귀동,,,,
33.4645385,126.9336741,cafe,영다방,,공공데이터포털,2018-02-23,,,,,,,,,,
33.2477094,126.5617231,restaurant,미스터피자서귀포점,,공공데이터포털,2018-02-23,,,,중앙로,35,서귀동,,,,
33.2904213,126.322602,restaurant,소인국카페,,공공데이터포털,2018-02-23,,,,중산간서로,1878,안덕면,,,,
33.3242993,126.8321767,cafe,원다방,,공공데이터포털,2018-02-23,,,,표선동서로,228,표선면,,,,
33.2582273,126.5749298,restaurant,이디야커피서귀포점,,공공데이터포털,2018-02-23,,,,중앙로,90,서귀동,,,,
33.2659083,126.5697725,restaurant,또또김밥,,공공데이터포털,2018-02-23,,,,중산간동로,7926,동홍동,,,,
33.2510796,126.4127629,cafe,스타벅스 제주중문점,,공공데이터포털,2018-02-23,,,,중문관광로110번길,32,색달동,,,,
33.279325,126.719333,restaurant,남원분식,,공공데이터포털,2018-02-23,,,,태위로679번길,2,남원읍,,,,
33.3264274,126.8366249,restaurant,네잎크로바,,공공데이터포털,2018-02-23,,,,표선백사로,123,표선면,,,,
33.4505144,126.9144273,cafe,미소다방,,공공데이터포털,2018-02-23,,,,고성동서로,66,성산읍,,,,
33.2604879,126.5600101,restaurant,고가비,,공공데이터포털,2018-02-23,,,,중앙로,180,동홍동,,,,
33.2904213,126.322602,restaurant,걸리버스넥,,공공데이터포털,2018-02-23,,,,중산간서로,1878,안덕면,,,,
33.2567149,126.5714318,restaurant,라르고커피숍,,공공데이터포털,2018-02-23,,,,동홍남로,30,동홍동,,,,
33.2413649,126.4245153,restaurant,던킨도너츠제주컨벤션점,,공공데이터포털,2018-02-23,,,,중문관광로,224,중문동,,,,
33.2522055,126.6231188,restaurant,쇠소깍휴게소,,공공데이터포털,2018-02-23,,,,쇠소깍로,128,하효동,,,,
33.2213619,126.2523642,,GS25 제주대정점,,공공데이터포털,2018-02-23,,제주대정점,,하모중앙로,75,대정읍,,,,
33.2487995,126.5083874,,GS25 서귀터미널점,,공공데이터포털,2018-02-23,,서귀터미널점,,일주동로,9213,법환동,,,,
33.2341791,126.5136523,restaurant,좀녀숨비소리,,공공데이터포털,2018-02-23,,,,최영로,10,법환동,,,,
33.2434045,126.5598021,restaurant,쥬씨천지연점,,공공데이터포털,2018-02-23,,,,남성중로,2-3,서홍동,,,,
33.2604879,126.5600101,restaurant,조리제안핫델리,,공공데이터포털,2018-02-23,,,,중앙로,180,동홍동,,,,
33.2801687,126.7201902,cafe,선다방,,공공데이터포털,2018-02-23,,,,태위로689번길,8,남원읍,,,,
33.2604879,126.5600101,restaurant,KFC 서귀포HP,,공공데이터포털,2018-02-23,,,,중앙로,180,동홍동,,,,
33.2492052,126.5663352,cafe,고려다방,,공공데이터포털,2018-02-23,,,,중앙로42번길,44,서귀동,,,,
33.2526756,126.5594043,restaurant,제주한라찐빵,,공공데이터포털,2018-02-23,,,,일주동로,8697,서귀동,,,,
33.2413649,126.4245153,restaurant,전복나라,,공공데이터포털,2018-02-23,,,,중문관광로,224,중문동,,,,
33.273358,126.6542951,restaurant,이쁜이김밥,,공공데이터포털,2018-02-23,,,,태위로,60,남원읍,,,,
33.2442247,126.5821443,restaurant,검은여닭도가니,,공공데이터포털,2018-02-23,,,,검은여로,4,토평동,,,,
33.2526399,126.5616863,restaurant,던킨도너츠제주서귀포점,,공공데이터포털,2018-02-23,,,,중앙로,88,서귀동,,,,
33.2536625,126.5592132,restaurant,운송,,공공데이터포털,2018-02-23,,,,홍중로,8,서홍동,,,,
33.2599437,126.5563939,restaurant,해신분식,,공공데이터포털,2018-02-23,,,,흙담솔로,27-1,서홍동,,,,
33.2790966,126.7193965,restaurant,항아리반찬가게,,공공데이터포털,2018-02-23,,,,태위로682번길,2,남원읍,,,,
33.2518512,126.422666,,CU 제주중문길점,,공공데이터포털,2018-02-23,convenience,제주중문길점,,천제연로,168,중문동,,1,,
33.3601625,126.72564,restaurant,모꼬지,,공공데이터포털,2018-02-23,,,,원님로399번길,319,남원읍,,,,
33.2523991,126.4255663,restaurant,빈스와플,,공공데이터포털,2018-02-23,,,,중문상로,43,중문동,,,,
33.2504823,126.5612967,restaurant,마녀닭강정&치킨,,공공데이터포털,2018-02-23,,,,중앙로,65,서귀동,,,,
33.2464563,126.335392,,CU 제주화순점,,공공데이터포털,2018-02-23,convenience,제주화순점,,화순로,103,안덕면,,,,
33.2467141,126.3354622,restaurant,나누리김밥천국,,공공데이터포털,2018-02-23,,,,화순로,104-1,안덕면,,,,
33.2135659,126.2929992,restaurant,오젠,,공공데이터포털,2018-02-23,,,,송악관광로177번길,253,대정읍,,,,
33.2544185,126.5600314,restaurant,콩,,공공데이터포털,2018-02-23,,,,솜반천로,8,서홍동,,,,
33.2363359,126.364322,restaurant,브런치피자,,공공데이터포털,2018-02-23,,,,대평로,27,안덕면,,,,
33.2496078,126.5666859,,CU 서귀포동문점,,공공데이터포털,2018-02-23,convenience,서귀포동문점,,중동로48번길,11,서귀동,,,,
33.2236432,126.2525194,cafe,신장미다방,,공공데이터포털,2018-02-23,,,,하모중앙로,51,대정읍,,,,
33.4627163,126.9359748,restaurant,던킨도너츠성산일출봉점,,공공데이터포털,2018-02-23,,,,일출로,284-11,성산읍,,,,
33.4482777,126.9148725,restaurant,승혜분식,,공공데이터포털,2018-02-23,,,,고성오조로,51,성산읍,,,,
33.2510796,126.4127629,,GS25 중문단지점,,공공데이터포털,2018-02-23,,중문단지점,,중문관광로110번길,32,색달동,,,,
33.3535346,126.7718183,restaurant,레이크,,공공데이터포털,2018-02-23,,,,,,,,,,
33.2545552,126.5757341,restaurant,커피볶는집브엘세바,,공공데이터포털,2018-02-23,,,,일주동로,8541,동홍동,,,,
33.2202515,126.2518778,,CU 제주대정하모리점,,공공데이터포털,2018-02-23,convenience,제주대정하모리점,,최남단해안로,2,대정읍,,,,
33.2496778,126.4113633,restaurant,던킨제주중문점,,공공데이터포털,2018-02-23,,,,중문관광로72번길,29-9,색달동,,,,
33.2474572,126.551644,restaurant,세계조가비박물관커피숍,,공공데이터포털,2018-02-23,,,,태평로,284,서홍동,,,,
33.258634,126.5596102,,CU 서홍대로점,,공공데이터포털,2018-02-23,convenience,서홍대로점,,중앙로,159-1,서홍동,,,,
33.2516541,126.4277461,,세븐일레븐 서귀포중문점,,공공데이터포털,2018-02-23,convenience,,,천제연로,215,중문동,,,,
33.2409117,126.3327752,restaurant,조이풀,,공공데이터포털,2018-02-23,,,,화순해안로,66-14,안덕면,,,,
33.2891738,126.322306,,GS25 안덕서광점,,공공데이터포털,2018-02-23,convenience,안덕서광점,,중산간서로,1882,안덕면,,,,
33.2215013,126.2534941,cafe,바리스타손설웅,,공공데이터포털,2018-02-23,,,,하모상가로,42-1,대정읍,,,,
33.2352678,126.3134471,restaurant,치치퐁,,공공데이터포털,2018-02-23,,,,사계남로216번길,24-62,안덕면,,,,
33.245277,126.5594023,restaurant,자연과함께하는행복한쉼터,,공공데이터포털,2018-02-23,,,,,,,,,,
33.2503412,126.5725264,restaurant,난타5000동홍점,,공공데이터포털,2018-02-23,,,,태평로512번길,4,동홍동,,,,
33.2371582,126.3880769,restaurant,댕규리네감귤해수족욕카페,,공공데이터포털,2018-02-23,,,,논짓물로,13,하예동,,,,
33.248556,126.5628176,,GS25 서귀중앙점,,공공데이터포털,2018-02-23,,서귀중앙점,,중앙로42번길,9,서귀동,,,,
33.2536568,126.5607446,,CU 서귀포예일점,,공공데이터포털,2018-02-23,convenience,서귀포예일점,,중앙로101번길,1,서홍동,,,,
33.2476176,126.5628319,restaurant,앨리스,,공공데이터포털,2018-02-23,,,,중정로,60,서귀동,,,,
33.463575,126.9335051,,GS25 성산중앙점,,공공데이터포털,2018-02-23,,성산중앙점,,성산중앙로,43-1,성산읍,,,,
33.4625183,126.9348627,restaurant,커피잇수다,,공공데이터포털,2018-02-23,,,,일출로,280,성산읍,,,,
33.2486533,126.5624147,restaurant,한스델리서귀포점,,공공데이터포털,2018-02-23,,,,중앙로42번길,7,서귀동,,,,
33.2457655,126.4493336,restaurant,약천사휴게소,,공공데이터포털,2018-02-23,,,,이어도로,293-20,하원동,,,,
33.2535777,126.5617052,restaurant,베스킨라빈스,,공공데이터포털,2018-02-23,,,,일주동로,8674-1,동홍동,,,,
33.3992006,126.7852521,restaurant,이디야커피성읍점,,공공데이터포털,2018-02-23,,,,번영로,2644,표선면,,,,
33.1165839,126.2661685,restaurant,철가방을든해녀투,,공공데이터포털,2018-02-23,,,,마라로,85,대정읍,,,,
33.325009,126.8324787,cafe,한라산백록다방,,공공데이터포털,2018-02-23,,,,표선동서로,236,표선면,,,,
33.2364205,126.3129475,restaurant,레이지,,공공데이터포털,2018-02-23,,,,산방로,208,안덕면,,,,
33.3245683,126.6627718,restaurant,스프링데일 카페테리아,,공공데이터포털,2018-02-23,,,,서성로,459,남원읍,,,,
33.3245683,126.6627718,restaurant,스프링데일통나무집,,공공데이터포털,2018-02-23,,,,서성로,459,남원읍,,,,
33.2213981,126.2509025,cafe,기원다방,,공공데이터포털,2018-02-23,,,,하모상가로,18-1,대정읍,,,,
33.2527271,126.557077,restaurant,하늘정원,,공공데이터포털,2018-02-23,,,,일주동로,8718,서홍동,,,,
33.2518048,126.4257669,,CU 제주중문점,,공공데이터포털,2018-02-23,convenience,제주중문점,,중문상로,38,중문동,,,,
33.2572672,126.5246216,,GS25 서귀호근,,공공데이터포털,2018-02-23,,서귀호근,,호근서호로,153,호근동,,,,
33.3726822,126.7971235,restaurant,성읍랜드,,공공데이터포털,2018-02-23,,,,번영로,2650,표선면,,,,
33.2400105,126.5628083,,CU 서귀포부두점,,공공데이터포털,2018-02-23,convenience,서귀포부두점,,칠십리로,61,서귀동,,,,
33.2483228,126.5662788,cafe,정원다방,,공공데이터포털,2018-02-23,,,,태평로431번길,32,서귀동,,,,
33.2361844,126.4786868,,CU 강정마을점,,공공데이터포털,2018-02-23,convenience,강정마을점,,이어도로,579,강정동,,,,
33.3265182,126.8331331,restaurant,춘자싸롱멸치국수,,공공데이터포털,2018-02-23,,,,표선동서로,255,표선면,,,,
33.2570541,126.5762569,restaurant,빨강공주,,공공데이터포털,2018-02-23,,,,동홍남로,73,동홍동,,,,
33.2729636,126.7014772,restaurant,금호커피전문점,,공공데이터포털,2018-02-23,,,,태위로,522-12,남원읍,,,,
33.2277774,126.3033549,restaurant,스테이위드커피,,공공데이터포털,2018-02-23,,,,형제해안로,32,안덕면,,,,
33.449765,126.9147281,restaurant,커피후,,공공데이터포털,2018-02-23,,,,고성동서로56번길,18,성산읍,,,,
33.4380663,126.9212263,restaurant,커피방듸,,공공데이터포털,2018-02-23,,,,섭지코지로,48,성산읍,,,,
33.2077281,126.291151,,CU 제주송악산점,,공공데이터포털,2018-02-23,convenience,제주송악산점,,형제해안로,306,대정읍,,,,
33.2550803,126.5723055,,GS25 서귀동홍점,,공공데이터포털,2018-02-23,,서귀동홍점,,동홍중앙로,50,동홍동,,1,,
33.2526607,126.4146465,restaurant,더블룸,,공공데이터포털,2018-02-23,,,,중문관광로,93,색달동,,,,
33.2896606,126.3148155,restaurant,서광휴게소,,공공데이터포털,2018-02-23,,,,중산간서로,1957,안덕면,,,,
33.2462792,126.5631092,cafe,설매다방,,공공데이터포털,2018-02-23,,,,태평로439번길,39,서귀동,,,,
33.2415408,126.5367032,restaurant,60빈스,,공공데이터포털,2018-02-23,,,,태평로120번길,29-2,호근동,,,,
33.2449894,126.57324,restaurant,하루방휴게소,,공공데이터포털,2018-02-23,,,,칠십리로214번길,36,동홍동,,,,
33.2791363,126.7184405,,CU 남제주점,,공공데이터포털,2018-02-23,convenience,남제주점,,태위로,673,남원읍,,,,
33.416346,126.889907,,CU 성산신산점,,공공데이터포털,2018-02-23,convenience,성산신산점,,일주동로,5115,성산읍,,,,
33.2413649,126.4245153,,세븐일레븐 ICC점,,공공데이터포털,2018-02-23,convenience,,,중문관광로,224,중문동,,,,
33.227689,126.2530064,,세븐일레븐 대정주공점,,공공데이터포털,2018-02-23,convenience,,,하모중앙로,5,대정읍,,,,
33.3256492,126.8342123,restaurant,씨앤아이,,공공데이터포털,2018-02-23,,,,표선중앙로,96,표선면,,,,
33.2521803,126.5610081,,CU 서귀포광장점,,공공데이터포털,2018-02-23,convenience,서귀포광장점,,중앙로,85,서귀동,,,,
33.2634478,126.6177577,restaurant,착한만두앤고로케2호점,,공공데이터포털,2018-02-23,,,,하신상로,30,하효동,,,,
33.2476816,126.5687701,,CU 서귀포정방점,,공공데이터포털,2018-02-23,convenience,서귀포정방점,,태평로,463,서귀동,,,,
33.3267724,126.8366934,restaurant,롯데리아제주표선해변점,,공공데이터포털,2018-02-23,,,,표선백사로,127,표선면,,1,,
33.2664162,126.6428296,restaurant,숑,,공공데이터포털,2018-02-23,,,,공천포로,91,남원읍,,,,
33.2749594,126.6687976,,CU 제주위미점,,공공데이터포털,2018-02-23,convenience,제주위미점,,태위로,200,남원읍,,,,
33.326023,126.8325393,cafe,유성다방,,공공데이터포털,2018-02-23,,,,표선중앙로80번길,1,표선면,,,,
33.2564229,126.572317,restaurant,띠아모동홍점,,공공데이터포털,2018-02-23,,,,동홍중앙로,64,동홍동,,,,
33.2825685,126.2875448,restaurant,노리 매,,공공데이터포털,2018-02-23,,,,중산간서로,2260-15,대정읍,,,,
33.2670104,126.5838207,restaurant,모닝분식,,공공데이터포털,2018-02-23,,,,중산간동로,7791,토평동,,,,
33.3250933,126.8430288,,CU 제주당케점,,공공데이터포털,2018-02-23,convenience,제주당케점,,민속해안로,587,표선면,,,,
33.2433149,126.5660912,restaurant,아름문구,,공공데이터포털,2018-02-23,,,,천지연로8번길,20,서귀동,,,,
33.2503593,126.5114684,restaurant,시끌벅적분식,,공공데이터포털,2018-02-23,,,,김정문화로,66,법환동,,,,
33.4621467,126.9364271,restaurant,썬플라워,,공공데이터포털,2018-02-23,,,,일출로,284-12,성산읍,,,,
33.2434045,126.5598021,restaurant,엔제리너스 천지연폭포점,,공공데이터포털,2018-02-23,,,,남성중로,2-3,서홍동,,,,
33.2276743,126.2517033,restaurant,수다,,공공데이터포털,2018-02-23,,,,하모중앙로,6,대정읍,,,,
33.2509458,126.5050459,,CU 서귀포강정점,,공공데이터포털,2018-02-23,convenience,서귀포강정점,,신서귀로97번길,84,강정동,,,,
33.2777668,126.7132974,,GS25 서귀에덴점,,공공데이터포털,2018-02-23,,서귀에덴점,,태위로,623,남원읍,,,,
33.4367676,126.9208724,restaurant,커피먹는고냉이,,공공데이터포털,2018-02-23,,,,신양로,103,성산읍,,,,
33.2278135,126.303557,restaurant,씨앤블루,,공공데이터포털,2018-02-23,,,,형제해안로,30,안덕면,,,,
33.2657502,126.5691129,restaurant,완댜,,공공데이터포털,2018-02-23,,,,중산간동로7929번길,2,동홍동,,,,
33.4345727,126.9263432,restaurant,빈스앤베리즈제주1호점,,공공데이터포털,2018-02-23,,,,섭지코지로,93-15,성산읍,,,,
33.4345727,126.9263432,restaurant,빈스앤베리즈제주2호점,,공공데이터포털,2018-02-23,,,,섭지코지로,93-15,성산읍,,,,
33.4345727,126.9263432,restaurant,빈스앤베리즈제주3호점,,공공데이터포털,2018-02-23,,,,섭지코지로,93-15,성산읍,,,,
33.2508775,126.5617087,cafe,연다방,,공공데이터포털,2018-02-23,,,,중앙로72번길,4,서귀동,,,,
33.467855,126.9239401,restaurant,카페코지,,공공데이터포털,2018-02-23,,,,한도로,200,성산읍,,,,
33.2519142,126.5609974,restaurant,아이비스PC,,공공데이터포털,2018-02-23,,,,중앙로,81,서귀동,,,,
33.2507993,126.430737,restaurant,네오치킨중문점,,공공데이터포털,2018-02-23,,,,천제연로,242,중문동,,,,
33.2356687,126.3125597,restaurant,풀하우스,,공공데이터포털,2018-02-23,,,,사계남로216번길,24-73,안덕면,,,,
33.2337896,126.3116142,restaurant,효재마트,,공공데이터포털,2018-02-23,,,,사계남로216번길,24-9,안덕면,,,,
33.2521271,126.558983,restaurant,소요유,,공공데이터포털,2018-02-23,,,,중앙로89번길,15,서귀동,,,,
33.46287,126.9355028,cafe,스타벅스 성산일출봉점,,공공데이터포털,2018-02-23,,,,일출로,284-5,성산읍,,,,
33.2795389,126.7196165,restaurant,레인보우PC방,,공공데이터포털,2018-02-23,,,,태위로,683,남원읍,,,,
33.274681,126.6947399,restaurant,로드삼점칠,,공공데이터포털,2018-02-23,,,,태위로510번길,91-2,남원읍,,,,
33.240469,126.493008,,CU 서귀법환점,,공공데이터포털,2018-02-23,convenience,서귀법환점,,이어도로,916,법환동,,,,
33.2067454,126.2897673,,세븐일레븐 서귀포송악산점,,공공데이터포털,2018-02-23,convenience,,,형제해안로,322-1,대정읍,,,,
33.241328,126.5644681,restaurant,J커피숍,,공공데이터포털,2018-02-23,,,,부두로,44,서귀동,,,,
33.246956,126.5634715,restaurant,항공모함PC존,,공공데이터포털,2018-02-23,,,,명동로,14,서귀동,,,,
33.2446516,126.5646466,,CU 서귀포송산점,,공공데이터포털,2018-02-23,convenience,서귀포송산점,,태평로,414,서귀동,,,,
33.2631427,126.6215467,,CU 서귀포효돈점,,공공데이터포털,2018-02-23,convenience,서귀포효돈점,,일주동로,8092,하효동,,,,
33.2526783,126.4184383,restaurant,놀멍쉬멍카페테리아,,공공데이터포털,2018-02-23,,,,천제연로,132,중문동,,,,
33.2835776,126.3008364,restaurant,인공위성제주,,공공데이터포털,2018-02-23,,,,서광남로,123,안덕면,,,,
33.2547004,126.5122178,,CU 혁신도시점,,공공데이터포털,2018-02-23,convenience,혁신도시점,,신서귀로,66,서호동,,,,
33.2624644,126.5958936,restaurant,오델로,,공공데이터포털,2018-02-23,,,,상효로,39,상효동,,,,
33.3223451,126.8414874,restaurant,길먹거리,,공공데이터포털,2018-02-23,,,,민속해안로,631-34,표선면,,,,
33.2646916,126.5616851,,CU 서귀포동홍점,,공공데이터포털,2018-02-23,convenience,서귀포동홍점,,중산간동로,8004,동홍동,,,,
33.1142012,126.2674817,restaurant,마라버거,,공공데이터포털,2018-02-23,,,,마라로,113,대정읍,,,,
33.2499302,126.4132655,restaurant,초콜릿앤드커피,,공공데이터포털,2018-02-23,,,,중문관광로110번길,15,색달동,,,,
33.2723619,126.676564,restaurant,와랑와랑,,공공데이터포털,2018-02-23,,,,위미중앙로300번길,28,남원읍,,,,
33.3065954,126.2909201,restaurant,(주)이니스프리,,공공데이터포털,2018-02-23,,,,신화역사로,435,안덕면,,,,
33.3249217,126.844452,,세븐일레븐 서귀포 표선 해비치점,,공공데이터포털,2018-02-23,convenience,,,민속해안로,576,표선면,,,,
33.4119114,126.8416603,restaurant,뉴자연으로,,공공데이터포털,2018-02-23,,,,중산간동로,4217,성산읍,,,,
33.2452223,126.5738961,restaurant,드롭탑 서귀포갤러리 왈점,,공공데이터포털,2018-02-23,,,,칠십리로214번길,30,동홍동,,,,
33.2375851,126.5126494,restaurant,리멤버(Remember),,공공데이터포털,2018-02-23,,,,이어도로,917-1,법환동,,,,
33.2608963,126.5590022,restaurant,동네커피,,공공데이터포털,2018-02-23,,,,중앙로,183,서홍동,,,,
33.2537273,126.5614624,restaurant,파스구찌 제주오션펠리스점,,공공데이터포털,2018-02-23,,,,중앙로,14,서귀동,,,,
33.1710594,126.2731193,restaurant,황금보리,,공공데이터포털,2018-02-23,,,,가파로,233,대정읍,,,,
33.273416,126.6544853,restaurant,위미(WEME),,공공데이터포털,2018-02-23,,,,태위로,62-1,남원읍,,,,
33.2584326,126.4353135,restaurant,국수바다본점,,공공데이터포털,2018-02-23,,,,일주서로,982,색달동,,,,
33.2434033,126.5642185,restaurant,파시랑,,공공데이터포털,2018-02-23,,,,솔동산로,15,서귀동,,,,
33.2694372,126.6556626,restaurant,카페 서연의집,,공공데이터포털,2018-02-23,,,,위미해안로,86,남원읍,,,,
33.2688319,126.5903553,restaurant,올레들영가게,,공공데이터포털,2018-02-23,,,,토평로50번길,44,토평동,,,,
33.2480583,126.5532469,restaurant,동백농원특산카페,,공공데이터포털,2018-02-23,,,,서홍로,2,서홍동,,,,
33.2570313,126.5747366,,CU 서귀포현대점,,공공데이터포털,2018-02-23,convenience,서귀포현대점,,동홍남로,59,동홍동,,,,
33.2513427,126.5616292,,CU 서귀포올레시장점,,공공데이터포털,2018-02-23,convenience,서귀포올레시장점,,중정로91번길,57-6,서귀동,,,,
33.2590705,126.570472,restaurant,학교종이 땡땡,,공공데이터포털,2018-02-23,,,,동홍북로,20,동홍동,,,,
33.2532159,126.5627164,restaurant,한국맥도날드(유) 서귀포DT점,,공공데이터포털,2018-02-23,,,,일주동로,8665,서귀동,,,,
33.2927354,126.5949687,,CU 서귀포돈내코점,,공공데이터포털,2018-02-23,convenience,서귀포돈내코점,,516로,466,상효동,,,,
33.2515834,126.5610812,restaurant,짱스낵,,공공데이터포털,2018-02-23,,,,중앙로,77,서귀동,,,,
33.2526756,126.5594043,restaurant,즐겨찾기,,공공데이터포털,2018-02-23,,,,일주동로,8697,서귀동,,,,
33.2615636,126.49447,restaurant,북까페 평화책방,,공공데이터포털,2018-02-23,,,,,,,,,,
33.2364305,126.3126866,restaurant,써니하우스,,공공데이터포털,2018-02-23,,,,산방로,212,안덕면,,,,
33.2492238,126.565603,cafe,자유다방,,공공데이터포털,2018-02-23,,,,중정로91번길,9,서귀동,,,,
33.280681,126.707391,restaurant,코리아커피(Corea Coffee),,공공데이터포털,2018-02-23,,,,태위로,907,남원읍,,,,
33.254188,126.6213171,restaurant,메이슨커피하우스,,공공데이터포털,2018-02-23,,,,쇠소깍로,100,하효동,,,,
33.2069506,126.2903317,restaurant,카페데이트,,공공데이터포털,2018-02-23,,,,형제해안로,318,대정읍,,,,
33.2203773,126.2494072,restaurant,나비정원,,공공데이터포털,2018-02-23,,,,신영로,60-7,대정읍,,,,
33.2682594,126.589636,,CU 서귀토평점,,공공데이터포털,2018-02-23,convenience,서귀토평점,,중산간동로,7738,토평동,,,,
33.2216553,126.2559935,cafe,서울다방,,공공데이터포털,2018-02-23,,,,영서중로,21-3,대정읍,,,,
33.4690335,126.9202823,,CU 제주성산올레점,,공공데이터포털,2018-02-23,convenience,제주성산올레점,,한도로,113,성산읍,,,,
33.4491091,126.9155989,,CU 제주동남점,,공공데이터포털,2018-02-23,convenience,제주동남점,,동류암로,48,성산읍,,,,
33.239117,126.5096143,restaurant,원테이블,,공공데이터포털,2018-02-23,,,,법환로,14,법환동,,,,
33.2414331,126.5310828,restaurant,그녀의커피잔,,공공데이터포털,2018-02-23,,,,태평로92번길,34,호근동,,,,
33.2504744,126.4268356,restaurant,큰손왕만두중문점,,공공데이터포털,2018-02-23,,,,천제연로,208,중문동,,,,
33.2485522,126.5639723,restaurant,불로초장터,,공공데이터포털,2018-02-23,,,,중앙로42번길,22,서귀동,,,,
33.2819894,126.7328037,restaurant,모두올레애견하우스카페(cafe)왈,,공공데이터포털,2018-02-23,,,,남태해안로,285-1,남원읍,,,,
33.2447994,126.5618394,,CU 서귀포태평로점,,공공데이터포털,2018-02-23,convenience,서귀포태평로점,,태평로,385,서귀동,,,,
33.2421049,126.5315523,restaurant,올레돔베낭길휴게소,,공공데이터포털,2018-02-23,,,,태평로92번길,30,호근동,,,,
33.4472495,126.9144185,restaurant,천사,,공공데이터포털,2018-02-23,,,,일출로,14-1,성산읍,,,,
33.2240107,126.2526215,cafe,청자다방,,공공데이터포털,2018-02-23,,,,하모중앙로,47,대정읍,,2,,
33.243844,126.4572162,restaurant,파머스커피,,공공데이터포털,2018-02-23,,,,월평하원로,43-3,월평동,,,,
33.2560963,126.5630644,,CU 서귀포의료원점,,공공데이터포털,2018-02-23,convenience,서귀포의료원점,,장수로,47,동홍동,,,,
33.4077466,126.89991,restaurant,수하리(SUHARI),,공공데이터포털,2018-02-23,,,,온평애향로,21,성산읍,,,,
33.2424406,126.5061755,restaurant,가배,,공공데이터포털,2018-02-23,,,,월드컵로,206,강정동,,,,
33.281192,126.7415575,restaurant,마더카페,,공공데이터포털,2018-02-23,,,,태위로894번길,45,남원읍,,,,
33.2570601,126.5717453,restaurant,메종드카페,,공공데이터포털,2018-02-23,,,,동홍남로,31,동홍동,,,,
33.2518196,126.5765897,,CU 서귀정방연로점,,공공데이터포털,2018-02-23,convenience,서귀정방연로점,,정방연로,47-1,토평동,,,,
33.2903783,126.3538589,restaurant,(주)제이콥에프앤비제주아일랜드점,,공공데이터포털,2018-02-23,,,,한창로,340,안덕면,,,,
33.258231,126.5687386,restaurant,민트박스,,공공데이터포털,2018-02-23,,,,동홍로,108,동홍동,,,,
33.2477967,126.5621036,cafe,스타벅스 제주서귀포점,,공공데이터포털,2018-02-23,,,,중정로,53,서귀동,,,,
33.256118,126.414906,restaurant,아리아호텔,,공공데이터포털,2018-02-23,,,,중문관광로,23-1,색달동,,-1,,
33.2460023,126.3060521,restaurant,미르빌,,공공데이터포털,2018-02-23,,,,사계로114번길,87,안덕면,,,,
33.3247649,126.8331191,,CU 제주표선남촌점,,공공데이터포털,2018-02-23,convenience,제주표선남촌점,,표선동서로,138,표선면,,,,
33.2536948,126.452211,restaurant,(주)제주뮤지엄,,공공데이터포털,2018-02-23,,,,일주서로,532,대포동,,,,
33.3271865,126.8337289,cafe,금빛다방,,공공데이터포털,2018-02-23,,,,표선동서로,261,표선면,,,,
33.2584326,126.4353135,restaurant,일레인호텔,,공공데이터포털,2018-02-23,,,,일주서로,660,회수동,,,,
33.244029,126.362855,restaurant,도도엔마농,,공공데이터포털,2018-02-23,,,,대평감산로,47,안덕면,,,,
