위도,경도,amenity,name,addr:full,source,source:date,shop
33.2371582,126.3880769,휴게음식점,댕규리네감귤해수족욕카페,제주특별자치도 서귀포시 논짓물로 13 (하예동),공공데이터포털,2018-02-23,
33.248556,126.5628176,휴게음식점,GS25서귀중앙점,제주특별자치도 서귀포시 중앙로42번길 9 (서귀동),공공데이터포털,2018-02-23,
33.2536568,126.5607446,,CU 서귀포예일점,제주특별자치도 서귀포시 중앙로101번길 1 (서홍동),공공데이터포털,2018-02-23,convenience
33.2476176,126.5628319,휴게음식점,앨리스,제주특별자치도 서귀포시 중정로 60 (서귀동),공공데이터포털,2018-02-23,
33.463575,126.9335051,휴게음식점,GS25성산중앙점,제주특별자치도 서귀포시 성산읍 성산중앙로 43-1,공공데이터포털,2018-02-23,
33.4625183,126.9348627,휴게음식점,커피잇수다,제주특별자치도 서귀포시 성산읍 일출로 280,공공데이터포털,2018-02-23,
33.2486533,126.5624147,휴게음식점,한스델리서귀포점,제주특별자치도 서귀포시 중앙로42번길 7 (서귀동),공공데이터포털,2018-02-23,
33.2457655,126.4493336,휴게음식점,약천사휴게소,제주특별자치도 서귀포시 이어도로 293-20 (하원동),공공데이터포털,2018-02-23,
33.2535777,126.5617052,휴게음식점,베스킨라빈스,제주특별자치도 서귀포시 일주동로 8674-1 (동홍동),공공데이터포털,2018-02-23,
33.3992006,126.7852521,휴게음식점,이디야커피성읍점,제주특별자치도 서귀포시 표선면 번영로 2644,공공데이터포털,2018-02-23,
33.1165839,126.2661685,휴게음식점,철가방을든해녀투,제주특별자치도 서귀포시 대정읍 마라로 85,공공데이터포털,2018-02-23,
33.325009,126.8324787,cafe,한라산백록다방,제주특별자치도 서귀포시 표선면 표선동서로 236,공공데이터포털,2018-02-23,
33.2364205,126.3129475,휴게음식점,레이지,제주특별자치도 서귀포시 안덕면 산방로 208,공공데이터포털,2018-02-23,
33.3245683,126.6627718,휴게음식점,스프링데일 카페테리아,제주특별자치도 서귀포시 남원읍 서성로 459,공공데이터포털,2018-02-23,
33.3245683,126.6627718,휴게음식점,스프링데일통나무집,제주특별자치도 서귀포시 남원읍 서성로 459,공공데이터포털,2018-02-23,
33.2213981,126.2509025,cafe,기원다방,제주특별자치도 서귀포시 대정읍 하모상가로 18-1,공공데이터포털,2018-02-23,
33.2527271,126.557077,휴게음식점,하늘정원,제주특별자치도 서귀포시 일주동로 8718 (서홍동),공공데이터포털,2018-02-23,
33.2518048,126.4257669,,CU 제주중문점,제주특별자치도 서귀포시 중문상로 38 (중문동),공공데이터포털,2018-02-23,convenience
33.2572672,126.5246216,휴게음식점,GS25서귀호근,제주특별자치도 서귀포시 호근서호로 153 (호근동),공공데이터포털,2018-02-23,
33.3726822,126.7971235,휴게음식점,성읍랜드,제주특별자치도 서귀포시 표선면 번영로 2650,공공데이터포털,2018-02-23,
33.2400105,126.5628083,,CU 서귀포부두점,제주특별자치도 서귀포시 칠십리로 61 (서귀동),공공데이터포털,2018-02-23,convenience
33.2483228,126.5662788,cafe,정원다방,제주특별자치도 서귀포시 태평로431번길 32 (서귀동),공공데이터포털,2018-02-23,
33.2361844,126.4786868,,CU 강정마을점,제주특별자치도 서귀포시 이어도로 579 (강정동),공공데이터포털,2018-02-23,convenience
33.3265182,126.8331331,휴게음식점,춘자싸롱멸치국수,제주특별자치도 서귀포시 표선면 표선동서로 255,공공데이터포털,2018-02-23,
33.2570541,126.5762569,휴게음식점,빨강공주,제주특별자치도 서귀포시 동홍남로 73 (동홍동),공공데이터포털,2018-02-23,
33.2729636,126.7014772,휴게음식점,금호커피전문점,제주특별자치도 서귀포시 남원읍 태위로 522-12,공공데이터포털,2018-02-23,
33.2277774,126.3033549,휴게음식점,스테이위드커피,제주특별자치도 서귀포시 안덕면 형제해안로 32,공공데이터포털,2018-02-23,
33.449765,126.9147281,휴게음식점,커피후,제주특별자치도 서귀포시 성산읍 고성동서로56번길 18,공공데이터포털,2018-02-23,
33.4380663,126.9212263,휴게음식점,커피방듸,제주특별자치도 서귀포시 성산읍 섭지코지로 48,공공데이터포털,2018-02-23,
33.2077281,126.291151,,CU 제주송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 306,공공데이터포털,2018-02-23,convenience
33.2550803,126.5723055,휴게음식점,GS25서귀동홍점,제주특별자치도 서귀포시 동홍중앙로 50 1층 (동홍동),공공데이터포털,2018-02-23,
33.2526607,126.4146465,휴게음식점,더블룸,제주특별자치도 서귀포시 중문관광로 93 (색달동),공공데이터포털,2018-02-23,
33.2896606,126.3148155,휴게음식점,서광휴게소,제주특별자치도 서귀포시 안덕면 중산간서로 1957,공공데이터포털,2018-02-23,
33.2462792,126.5631092,cafe,설매다방,제주특별자치도 서귀포시 태평로439번길 39 (서귀동),공공데이터포털,2018-02-23,
33.2415408,126.5367032,휴게음식점,60빈스,제주특별자치도 서귀포시 태평로120번길 29-2 (호근동),공공데이터포털,2018-02-23,
33.2449894,126.57324,휴게음식점,하루방휴게소,제주특별자치도 서귀포시 칠십리로214번길 36 (동홍동),공공데이터포털,2018-02-23,
33.2791363,126.7184405,,CU 남제주점,제주특별자치도 서귀포시 남원읍 태위로 673,공공데이터포털,2018-02-23,convenience
33.416346,126.889907,,CU 성산신산점,제주특별자치도 서귀포시 성산읍 일주동로 5115,공공데이터포털,2018-02-23,convenience
33.2413649,126.4245153,휴게음식점,세븐일레븐ICC점,제주특별자치도 서귀포시 중문관광로 224 (중문동),공공데이터포털,2018-02-23,
33.227689,126.2530064,휴게음식점,세븐일레븐대정주공점,제주특별자치도 서귀포시 대정읍 하모중앙로 5,공공데이터포털,2018-02-23,
33.3256492,126.8342123,휴게음식점,씨앤아이,제주특별자치도 서귀포시 표선면 표선중앙로 96,공공데이터포털,2018-02-23,
33.2521803,126.5610081,,CU 서귀포광장점,제주특별자치도 서귀포시 중앙로 85 (서귀동),공공데이터포털,2018-02-23,convenience
33.2634478,126.6177577,휴게음식점,착한만두앤고로케2호점,제주특별자치도 서귀포시 하신상로 30 (하효동),공공데이터포털,2018-02-23,
33.2476816,126.5687701,,CU 서귀포정방점,제주특별자치도 서귀포시 태평로 463 (서귀동),공공데이터포털,2018-02-23,convenience
33.3267724,126.8366934,휴게음식점,롯데리아제주표선해변점,제주특별자치도 서귀포시 표선면 표선백사로 127 1층,공공데이터포털,2018-02-23,
33.2664162,126.6428296,휴게음식점,숑,제주특별자치도 서귀포시 남원읍 공천포로 91,공공데이터포털,2018-02-23,
33.2749594,126.6687976,,씨유제주위미점,제주특별자치도 서귀포시 남원읍 태위로 200,공공데이터포털,2018-02-23,convenience
33.326023,126.8325393,cafe,유성다방,제주특별자치도 서귀포시 표선면 표선중앙로80번길 1,공공데이터포털,2018-02-23,
33.2564229,126.572317,휴게음식점,띠아모동홍점,제주특별자치도 서귀포시 동홍중앙로 64 (동홍동),공공데이터포털,2018-02-23,
33.2825685,126.2875448,휴게음식점,노리 매,제주특별자치도 서귀포시 대정읍 중산간서로 2260-15,공공데이터포털,2018-02-23,
33.2670104,126.5838207,휴게음식점,모닝분식,제주특별자치도 서귀포시 중산간동로 7791 (토평동),공공데이터포털,2018-02-23,
33.3250933,126.8430288,,씨유제주당케점,제주특별자치도 서귀포시 표선면 민속해안로 587,공공데이터포털,2018-02-23,convenience
33.2433149,126.5660912,휴게음식점,아름문구,제주특별자치도 서귀포시 천지연로8번길 20 (서귀동),공공데이터포털,2018-02-23,
33.2503593,126.5114684,휴게음식점,시끌벅적분식,제주특별자치도 서귀포시 김정문화로 66 (법환동),공공데이터포털,2018-02-23,
33.4621467,126.9364271,휴게음식점,썬플라워,제주특별자치도 서귀포시 성산읍 일출로 284-12,공공데이터포털,2018-02-23,
33.2434045,126.5598021,휴게음식점,엔제리너스 천지연폭포점,제주특별자치도 서귀포시 남성중로 2-3 (서홍동),공공데이터포털,2018-02-23,
33.2276743,126.2517033,휴게음식점,수다,제주특별자치도 서귀포시 대정읍 하모중앙로 6,공공데이터포털,2018-02-23,
33.2509458,126.5050459,,씨유서귀포강정점,제주특별자치도 서귀포시 신서귀로97번길 84 (강정동),공공데이터포털,2018-02-23,convenience
33.2777668,126.7132974,휴게음식점,GS25서귀에덴점,제주특별자치도 서귀포시 남원읍 태위로 623,공공데이터포털,2018-02-23,
33.4367676,126.9208724,휴게음식점,커피먹는고냉이,제주특별자치도 서귀포시 성산읍 신양로 103,공공데이터포털,2018-02-23,
33.2278135,126.303557,휴게음식점,씨앤블루,제주특별자치도 서귀포시 안덕면 형제해안로 30,공공데이터포털,2018-02-23,
33.2657502,126.5691129,휴게음식점,완댜,제주특별자치도 서귀포시 중산간동로7929번길 2 (동홍동),공공데이터포털,2018-02-23,
33.4345727,126.9263432,휴게음식점,빈스앤베리즈제주1호점,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,공공데이터포털,2018-02-23,
33.4345727,126.9263432,휴게음식점,빈스앤베리즈제주2호점,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,공공데이터포털,2018-02-23,
33.4345727,126.9263432,휴게음식점,빈스앤베리즈제주3호점,제주특별자치도 서귀포시 성산읍 섭지코지로 93-15,공공데이터포털,2018-02-23,
33.2508775,126.5617087,cafe,연다방,제주특별자치도 서귀포시 중앙로72번길 4 (서귀동),공공데이터포털,2018-02-23,
33.467855,126.9239401,휴게음식점,카페코지,제주특별자치도 서귀포시 성산읍 한도로 200,공공데이터포털,2018-02-23,
33.2519142,126.5609974,휴게음식점,아이비스PC,제주특별자치도 서귀포시 중앙로 81 (서귀동),공공데이터포털,2018-02-23,
33.2507993,126.430737,휴게음식점,네오치킨중문점,제주특별자치도 서귀포시 천제연로 242 (중문동),공공데이터포털,2018-02-23,
33.2356687,126.3125597,휴게음식점,풀하우스,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-73,공공데이터포털,2018-02-23,
33.2337896,126.3116142,휴게음식점,효재마트,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-9,공공데이터포털,2018-02-23,
33.2521271,126.558983,휴게음식점,소요유,제주특별자치도 서귀포시 중앙로89번길 15 (서귀동),공공데이터포털,2018-02-23,
33.46287,126.9355028,휴게음식점,스타벅스커피성산일출봉점,제주특별자치도 서귀포시 성산읍 일출로 284-5,공공데이터포털,2018-02-23,
33.2795389,126.7196165,휴게음식점,레인보우PC방,제주특별자치도 서귀포시 남원읍 태위로 683,공공데이터포털,2018-02-23,
33.274681,126.6947399,휴게음식점,로드삼점칠,제주특별자치도 서귀포시 남원읍 태위로510번길 91-2,공공데이터포털,2018-02-23,
33.240469,126.493008,,씨유서귀법환점,제주특별자치도 서귀포시 이어도로 916 (법환동),공공데이터포털,2018-02-23,convenience
33.2067454,126.2897673,휴게음식점,세븐일레븐서귀포송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 322-1,공공데이터포털,2018-02-23,
33.241328,126.5644681,휴게음식점,J커피숍,제주특별자치도 서귀포시 부두로 44 (서귀동),공공데이터포털,2018-02-23,
33.246956,126.5634715,휴게음식점,항공모함PC존,제주특별자치도 서귀포시 명동로 14 (서귀동),공공데이터포털,2018-02-23,
33.2446516,126.5646466,,씨유서귀포송산점,제주특별자치도 서귀포시 태평로 414 (서귀동),공공데이터포털,2018-02-23,convenience
33.2631427,126.6215467,,씨유서귀포효돈점,제주특별자치도 서귀포시 일주동로 8092 (하효동),공공데이터포털,2018-02-23,convenience
33.2526783,126.4184383,휴게음식점,놀멍쉬멍카페테리아,제주특별자치도 서귀포시 천제연로 132 (중문동),공공데이터포털,2018-02-23,
33.2835776,126.3008364,휴게음식점,인공위성제주,제주특별자치도 서귀포시 안덕면 서광남로 123,공공데이터포털,2018-02-23,
33.2547004,126.5122178,,씨유혁신도시점,제주특별자치도 서귀포시 신서귀로 66 (서호동),공공데이터포털,2018-02-23,convenience
33.2624644,126.5958936,휴게음식점,오델로,제주특별자치도 서귀포시 상효로 39 (상효동),공공데이터포털,2018-02-23,
33.3223451,126.8414874,휴게음식점,길먹거리,제주특별자치도 서귀포시 표선면 민속해안로 631-34,공공데이터포털,2018-02-23,
33.2646916,126.5616851,,씨유서귀포동홍점,제주특별자치도 서귀포시 중산간동로 8004 (동홍동),공공데이터포털,2018-02-23,convenience
33.1142012,126.2674817,휴게음식점,마라버거,제주특별자치도 서귀포시 대정읍 마라로 113,공공데이터포털,2018-02-23,
33.2499302,126.4132655,휴게음식점,초콜릿앤드커피,제주특별자치도 서귀포시 중문관광로110번길 15 (색달동),공공데이터포털,2018-02-23,
33.2723619,126.676564,휴게음식점,와랑와랑,제주특별자치도 서귀포시 남원읍 위미중앙로300번길 28,공공데이터포털,2018-02-23,
33.3065954,126.2909201,휴게음식점,(주)이니스프리,제주특별자치도 서귀포시 안덕면 신화역사로 435,공공데이터포털,2018-02-23,
33.3249217,126.844452,휴게음식점,세븐일레븐 서귀포 표선 해비치점,제주특별자치도 서귀포시 표선면 민속해안로 576,공공데이터포털,2018-02-23,
33.4119114,126.8416603,휴게음식점,뉴자연으로,제주특별자치도 서귀포시 성산읍 중산간동로 4217,공공데이터포털,2018-02-23,
33.2452223,126.5738961,휴게음식점,드롭탑 서귀포갤러리 왈점,제주특별자치도 서귀포시 칠십리로214번길 30 (동홍동),공공데이터포털,2018-02-23,
33.2375851,126.5126494,휴게음식점,리멤버(Remember),제주특별자치도 서귀포시 이어도로 917-1 (법환동),공공데이터포털,2018-02-23,
33.2608963,126.5590022,휴게음식점,동네커피,제주특별자치도 서귀포시 중앙로 183 (서홍동),공공데이터포털,2018-02-23,
33.2537273,126.5614624,휴게음식점,파스구찌 제주오션펠리스점,제주특별자치도 서귀포시 중앙로 14 (서귀동),공공데이터포털,2018-02-23,
33.1710594,126.2731193,휴게음식점,황금보리,제주특별자치도 서귀포시 대정읍 가파로 233,공공데이터포털,2018-02-23,
33.273416,126.6544853,휴게음식점,위미(WEME),제주특별자치도 서귀포시 남원읍 태위로 62-1,공공데이터포털,2018-02-23,
33.2584326,126.4353135,휴게음식점,국수바다본점,제주특별자치도 서귀포시 일주서로 982 (색달동),공공데이터포털,2018-02-23,
33.2434033,126.5642185,휴게음식점,파시랑,제주특별자치도 서귀포시 솔동산로 15 (서귀동),공공데이터포털,2018-02-23,
33.2694372,126.6556626,휴게음식점,카페 서연의집,제주특별자치도 서귀포시 남원읍 위미해안로 86,공공데이터포털,2018-02-23,
33.2688319,126.5903553,휴게음식점,올레들영가게,제주특별자치도 서귀포시 토평로50번길 44 (토평동),공공데이터포털,2018-02-23,
33.2480583,126.5532469,휴게음식점,동백농원특산카페,제주특별자치도 서귀포시 서홍로 2 (서홍동),공공데이터포털,2018-02-23,
33.2570313,126.5747366,,씨유 서귀포현대점,제주특별자치도 서귀포시 동홍남로 59 (동홍동),공공데이터포털,2018-02-23,convenience
33.2513427,126.5616292,,씨유 서귀포올레시장점,제주특별자치도 서귀포시 중정로91번길 57-6 (서귀동),공공데이터포털,2018-02-23,convenience
33.2590705,126.570472,휴게음식점,학교종이 땡땡,제주특별자치도 서귀포시 동홍북로 20 (동홍동),공공데이터포털,2018-02-23,
33.2532159,126.5627164,휴게음식점,한국맥도날드(유) 서귀포DT점,제주특별자치도 서귀포시 일주동로 8665 (서귀동),공공데이터포털,2018-02-23,
33.2927354,126.5949687,,씨유서귀포돈내코점,제주특별자치도 서귀포시 516로 466 (상효동),공공데이터포털,2018-02-23,convenience
33.2515834,126.5610812,휴게음식점,짱스낵,제주특별자치도 서귀포시 중앙로 77 (서귀동),공공데이터포털,2018-02-23,
33.2526756,126.5594043,휴게음식점,즐겨찾기,제주특별자치도 서귀포시 일주동로 8697 (서귀동),공공데이터포털,2018-02-23,
33.2615636,126.49447,휴게음식점,북까페 평화책방, ,공공데이터포털,2018-02-23,
33.2364305,126.3126866,휴게음식점,써니하우스,제주특별자치도 서귀포시 안덕면 산방로 212,공공데이터포털,2018-02-23,
33.2492238,126.565603,cafe,자유다방,제주특별자치도 서귀포시 중정로91번길 9 (서귀동),공공데이터포털,2018-02-23,
33.280681,126.707391,휴게음식점,코리아커피(Corea Coffee),제주특별자치도 서귀포시 남원읍 태위로 907,공공데이터포털,2018-02-23,
33.254188,126.6213171,휴게음식점,메이슨커피하우스,제주특별자치도 서귀포시 쇠소깍로 100 (하효동),공공데이터포털,2018-02-23,
33.2069506,126.2903317,휴게음식점,카페데이트,제주특별자치도 서귀포시 대정읍 형제해안로 318,공공데이터포털,2018-02-23,
33.2203773,126.2494072,휴게음식점,나비정원,제주특별자치도 서귀포시 대정읍 신영로 60-7,공공데이터포털,2018-02-23,
33.2682594,126.589636,,씨유서귀토평점,제주특별자치도 서귀포시 중산간동로 7738 (토평동),공공데이터포털,2018-02-23,convenience
33.2216553,126.2559935,cafe,서울다방,제주특별자치도 서귀포시 대정읍 영서중로 21-3,공공데이터포털,2018-02-23,
33.4690335,126.9202823,,씨유제주성산올레점,제주특별자치도 서귀포시 성산읍 한도로 113,공공데이터포털,2018-02-23,convenience
33.4491091,126.9155989,,씨유제주동남점,제주특별자치도 서귀포시 성산읍 동류암로 48,공공데이터포털,2018-02-23,convenience
33.239117,126.5096143,휴게음식점,원테이블,제주특별자치도 서귀포시 법환로 14 (법환동),공공데이터포털,2018-02-23,
33.2414331,126.5310828,휴게음식점,그녀의커피잔,제주특별자치도 서귀포시 태평로92번길 34 (호근동),공공데이터포털,2018-02-23,
33.2504744,126.4268356,휴게음식점,큰손왕만두중문점,제주특별자치도 서귀포시 천제연로 208 (중문동),공공데이터포털,2018-02-23,
33.2485522,126.5639723,휴게음식점,불로초장터,제주특별자치도 서귀포시 중앙로42번길 22 (서귀동),공공데이터포털,2018-02-23,
33.2819894,126.7328037,휴게음식점,모두올레애견하우스카페(cafe)왈,제주특별자치도 서귀포시 남원읍 남태해안로 285-1,공공데이터포털,2018-02-23,
33.2447994,126.5618394,,씨유서귀포태평로점,제주특별자치도 서귀포시 태평로 385 (서귀동),공공데이터포털,2018-02-23,convenience
33.2421049,126.5315523,휴게음식점,올레돔베낭길휴게소,제주특별자치도 서귀포시 태평로92번길 30 (호근동),공공데이터포털,2018-02-23,
33.4472495,126.9144185,휴게음식점,천사,제주특별자치도 서귀포시 성산읍 일출로 14-1,공공데이터포털,2018-02-23,
33.2240107,126.2526215,cafe,청자다방,제주특별자치도 서귀포시 대정읍 하모중앙로 47 2층,공공데이터포털,2018-02-23,
33.243844,126.4572162,휴게음식점,파머스커피,제주특별자치도 서귀포시 월평하원로 43-3 (월평동),공공데이터포털,2018-02-23,
33.2560963,126.5630644,,씨유서귀포의료원점,제주특별자치도 서귀포시 장수로 47 (동홍동),공공데이터포털,2018-02-23,convenience
33.4077466,126.89991,휴게음식점,수하리(SUHARI),제주특별자치도 서귀포시 성산읍 온평애향로 21,공공데이터포털,2018-02-23,
33.2424406,126.5061755,휴게음식점,가배,제주특별자치도 서귀포시 월드컵로 206 (강정동),공공데이터포털,2018-02-23,
33.281192,126.7415575,휴게음식점,마더카페,제주특별자치도 서귀포시 남원읍 태위로894번길 45,공공데이터포털,2018-02-23,
33.2570601,126.5717453,휴게음식점,메종드카페,제주특별자치도 서귀포시 동홍남로 31 (동홍동),공공데이터포털,2018-02-23,
33.2518196,126.5765897,,씨유서귀정방연로점,제주특별자치도 서귀포시 정방연로 47-1 (토평동),공공데이터포털,2018-02-23,convenience
33.2903783,126.3538589,휴게음식점,(주)제이콥에프앤비제주아일랜드점,제주특별자치도 서귀포시 안덕면 한창로 340,공공데이터포털,2018-02-23,
33.258231,126.5687386,휴게음식점,민트박스,제주특별자치도 서귀포시 동홍로 108 (동홍동),공공데이터포털,2018-02-23,
33.2477967,126.5621036,휴게음식점,스타벅스커피제주서귀포점,제주특별자치도 서귀포시 중정로 53 (서귀동),공공데이터포털,2018-02-23,
33.256118,126.414906,휴게음식점,아리아호텔,제주특별자치도 서귀포시 중문관광로 23-1 (색달동 지하1층),공공데이터포털,2018-02-23,
33.2460023,126.3060521,휴게음식점,미르빌,제주특별자치도 서귀포시 안덕면 사계로114번길 87,공공데이터포털,2018-02-23,
33.3247649,126.8331191,,씨유제주표선남촌점,제주특별자치도 서귀포시 표선면 표선동서로 138,공공데이터포털,2018-02-23,convenience
33.2536948,126.452211,휴게음식점,(주)제주뮤지엄,제주특별자치도 서귀포시 일주서로 532 (대포동),공공데이터포털,2018-02-23,
33.3271865,126.8337289,cafe,금빛다방,제주특별자치도 서귀포시 표선면 표선동서로 261,공공데이터포털,2018-02-23,
33.2584326,126.4353135,휴게음식점,일레인호텔,제주특별자치도 서귀포시 일주서로 660 (회수동),공공데이터포털,2018-02-23,
33.244029,126.362855,휴게음식점,도도엔마농,제주특별자치도 서귀포시 안덕면 대평감산로 47,공공데이터포털,2018-02-23,
33.2391543,126.4362409,휴게음식점,GS25 서귀대포점,제주특별자치도 서귀포시 이어도로 129 (대포동),공공데이터포털,2018-02-23,
33.2594012,126.5703057,휴게음식점,서울삼촌네,제주특별자치도 서귀포시 동홍북로 15 (동홍동),공공데이터포털,2018-02-23,
33.2328609,126.3140629,휴게음식점,네덜란드버거,제주특별자치도 서귀포시 안덕면 사계남로216번길 24-32,공공데이터포털,2018-02-23,
33.2067734,126.290037,휴게음식점,던킨도너츠제주송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 322,공공데이터포털,2018-02-23,
33.2235695,126.2533082,휴게음식점,카페달콩,제주특별자치도 서귀포시 대정읍 하모이삼로 51,공공데이터포털,2018-02-23,
33.2067734,126.290037,휴게음식점,스타벅스커피 제주송악산점,제주특별자치도 서귀포시 대정읍 형제해안로 322 (1 2층),공공데이터포털,2018-02-23,
33.2502446,126.4142309,휴게음식점,투썸플레이스제주중문관광단지점,제주특별자치도 서귀포시 중문관광로 90 (색달동),공공데이터포털,2018-02-23,
33.3056347,126.7921182,휴게음식점,슬로우,제주특별자치도 서귀포시 표선면 일주동로 6470,공공데이터포털,2018-02-23,
33.382686,126.7888722,휴게음식점,오늘은,제주특별자치도 서귀포시 표선면 중산간동로 4772,공공데이터포털,2018-02-23,
33.4490938,126.9151914,휴게음식점,아이야,제주특별자치도 서귀포시 성산읍 동류암로 51-1,공공데이터포털,2018-02-23,
33.254188,126.6213171,휴게음식점,카페바라기,제주특별자치도 서귀포시 쇠소깍로 209 (하효동),공공데이터포털,2018-02-23,
33.2490892,126.5208686,,씨유서귀포서호중로점,제주특별자치도 서귀포시 서호남로 92-15 (서호동),공공데이터포털,2018-02-23,convenience
33.241909,126.5576506,휴게음식점,솜반내 풍경,제주특별자치도 서귀포시 서홍로 60 (서홍동),공공데이터포털,2018-02-23,
33.2923161,126.2996588,휴게음식점,항공우주박물관 엔젤리너스,제주특별자치도 서귀포시 안덕면 녹차분재로 218,공공데이터포털,2018-02-23,
33.2923161,126.2996588,휴게음식점,항공우주박물관 새차미,제주특별자치도 서귀포시 안덕면 녹차분재로 218,공공데이터포털,2018-02-23,
33.2370137,126.5958116,휴게음식점,섶섬지기,제주특별자치도 서귀포시 보목로64번길 79 (보목동),공공데이터포털,2018-02-23,
33.244488,126.405938,휴게음식점,올레카페,제주특별자치도 서귀포시 중문관광로 72-114 (색달동),공공데이터포털,2018-02-23,
33.4268965,126.8647243,휴게음식점,플로리안,제주특별자치도 서귀포시 성산읍 서성일로 474,공공데이터포털,2018-02-23,
33.2923161,126.2996588,휴게음식점,항공우주박물관 푸드팰리스,제주특별자치도 서귀포시 안덕면 녹차분재로 218,공공데이터포털,2018-02-23,
33.2923161,126.2996588,휴게음식점,항공우주박물관 롯데리아,제주특별자치도 서귀포시 안덕면 녹차분재로 218,공공데이터포털,2018-02-23,
33.2487665,126.567381,휴게음식점,세븐일레븐 서귀포 동문점,제주특별자치도 서귀포시 동문로 70 (서귀동),공공데이터포털,2018-02-23,
33.2336998,126.3676904,휴게음식점,카페 아라, ,공공데이터포털,2018-02-23,
33.261859,126.5561853,휴게음식점,띠아모서홍점,제주특별자치도 서귀포시 중앙로195번길 2 (서홍동),공공데이터포털,2018-02-23,
33.2551726,126.5736765,휴게음식점,어린이나라방방,제주특별자치도 서귀포시 동홍중앙로52번길 14-1 (동홍동),공공데이터포털,2018-02-23,
33.3744469,126.8521602,휴게음식점,모구리의 뜰,제주특별자치도 서귀포시 성산읍 삼달로164번길 9-4,공공데이터포털,2018-02-23,
33.2372991,126.4742042,휴게음식점,제주카페 스르륵,제주특별자치도 서귀포시 말질로 428 (강정동),공공데이터포털,2018-02-23,
33.2586063,126.5620424,휴게음식점,시카고핫도그,제주특별자치도 서귀포시 중앙로150번길 4-1 (동홍동),공공데이터포털,2018-02-23,
33.2487954,126.4198849,휴게음식점,마신다,제주특별자치도 서귀포시 중문관광로 348 (중문동),공공데이터포털,2018-02-23,
33.2312411,126.2963537,휴게음식점,세븐일레븐서귀포안덕사계점,제주특별자치도 서귀포시 안덕면 사계남로21번길 30-5,공공데이터포털,2018-02-23,
33.2532184,126.4272791,휴게음식점,제주몽,제주특별자치도 서귀포시 천제연로 194 (중문동),공공데이터포털,2018-02-23,
33.2494603,126.6187916,휴게음식점,테라로사 서귀포지점,제주특별자치도 서귀포시 칠십리로658번길 27-16 (하효동),공공데이터포털,2018-02-23,
33.2351833,126.5045321,휴게음식점,나쿠펜다,제주특별자치도 서귀포시 이어도로 842-27 (강정동),공공데이터포털,2018-02-23,
33.2581442,126.5698153,휴게음식점,엄블랑,제주특별자치도 서귀포시 동홍서로 104-10 (동홍동),공공데이터포털,2018-02-23,
33.2522055,126.6231188,휴게음식점,던킨도너츠제주쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 128 (하효동),공공데이터포털,2018-02-23,
33.474087,126.9110984,,씨유 봄그리고가을리조트점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2660,공공데이터포털,2018-02-23,convenience
33.4364523,126.9217313,휴게음식점,세븐일레븐 신양점,제주특별자치도 서귀포시 성산읍 신양로 114,공공데이터포털,2018-02-23,
33.2500837,126.4828487,휴게음식점,맘스김밥,제주특별자치도 서귀포시 일주서로 235 (강정동),공공데이터포털,2018-02-23,
33.2502446,126.4142309,휴게음식점,투썸플레이스제주중문관광단지2호점,제주특별자치도 서귀포시 중문관광로 90 (색달동),공공데이터포털,2018-02-23,
33.4035709,126.7804804,휴게음식점,곤경에빠진버거,제주특별자치도 서귀포시 표선면 번영로 2570,공공데이터포털,2018-02-23,
33.2545255,126.4178578,휴게음식점,중문해물라면 오빠네,제주특별자치도 서귀포시 천제연로 115 (색달동),공공데이터포털,2018-02-23,
33.4359606,126.9162583,휴게음식점,성산읍 코지리,제주특별자치도 서귀포시 성산읍 신양로 99,공공데이터포털,2018-02-23,
33.2746312,126.7058491,휴게음식점,플레이(Play),제주특별자치도 서귀포시 남원읍 태위로 536,공공데이터포털,2018-02-23,
33.2625599,126.3838962,휴게음식점,재즈맛집,제주특별자치도 서귀포시 소보리당로 220 (상예동),공공데이터포털,2018-02-23,
33.2600096,126.6147254,휴게음식점,갤러리버금(Gallery. 버금),제주특별자치도 서귀포시 일주동로 8167-2 (하효동),공공데이터포털,2018-02-23,
33.2494552,126.5669792,휴게음식점,제주권역재활병원꿈앤카페소리,제주특별자치도 서귀포시 동문로 1 (서귀동),공공데이터포털,2018-02-23,
33.2476269,126.5641044,휴게음식점,설빙,제주특별자치도 서귀포시 이중섭로 4-1 2층 (서귀동),공공데이터포털,2018-02-23,
33.4610534,126.9139939,휴게음식점,카페바오름561,제주특별자치도 서귀포시 성산읍 오조로 140,공공데이터포털,2018-02-23,
33.2526876,126.570047,휴게음식점,코리아치킨,제주특별자치도 서귀포시 태평로537번길 49 (동홍동),공공데이터포털,2018-02-23,
33.2387359,126.2315851,휴게음식점,북마크하우스,제주특별자치도 서귀포시 대정읍 일과대수로11번길 16-8,공공데이터포털,2018-02-23,
