Y좌표,X좌표,ref,name,name:ko,highway,public_transport
35.30597605,128.6808398,630247,동월마을,동월마을,bus_stop,platform
35.30589847,128.6809739,630248,동월마을,동월마을,bus_stop,platform
35.27456283,128.6751424,115324,동읍덕산마을,동읍덕산마을,bus_stop,platform
35.27438237,128.6742214,115323,동읍덕산마을,동읍덕산마을,bus_stop,platform
35.27968894,128.6884912,115331,동읍보건지소,동읍보건지소,bus_stop,platform
35.27952149,128.6885504,115332,동읍보건지소,동읍보건지소,bus_stop,platform
35.27905907,128.6888754,115327,동읍지구대,동읍지구대,bus_stop,platform
35.27895988,128.689696,115328,동읍지구대,동읍지구대,bus_stop,platform
35.2788944,128.6888163,104652,동읍지구대,동읍지구대,bus_stop,platform
35.26426344,128.6283102,115006,동일그린맨션,동일그린맨션,bus_stop,platform
35.31914415,128.6028752,119332,동전,동전,bus_stop,platform
35.31811734,128.6033415,119331,동전,동전,bus_stop,platform
35.31621992,128.5985878,104708,동전,동전,bus_stop,platform
35.31628623,128.5985654,104707,동전,동전,bus_stop,platform
35.31812623,128.6035203,119204,동전,동전,bus_stop,platform
35.31903749,128.6027631,119205,동전,동전,bus_stop,platform
35.31827156,128.5986714,104724,동전리,동전리,bus_stop,platform
35.31811084,128.5987287,104725,동전리,동전리,bus_stop,platform
35.15259133,128.5172446,306606,동전마을,동전마을,bus_stop,platform
35.15237385,128.5169495,306605,동전마을,동전마을,bus_stop,platform
35.31643282,128.5966368,104711,동전회관,동전회관,bus_stop,platform
35.31651356,128.5966153,104712,동전회관,동전회관,bus_stop,platform
35.26349677,128.6178319,119301,동정동,동정동,bus_stop,platform
35.26321944,128.6183262,119302,동정동,동정동,bus_stop,platform
35.26630467,128.6165887,119306,동정동갓골,동정동갓골,bus_stop,platform
35.26603114,128.6165528,119305,동정동갓골,동정동갓골,bus_stop,platform
35.21960534,128.5708317,407221,동중입구,동중입구,bus_stop,platform
35.21845943,128.5705432,407220,동중입구,동중입구,bus_stop,platform
35.0770772,128.4640974,323118,동진대교,동진대교,bus_stop,platform
35.07717281,128.4639756,323117,동진대교,동진대교,bus_stop,platform
35.14319743,128.7051642,630205,동진여중,동진여중,bus_stop,platform
35.14317048,128.7049859,630206,동진여중,동진여중,bus_stop,platform
35.11541764,128.473522,308115,동촌,동촌,bus_stop,platform
35.11521496,128.4738996,308118,동촌,동촌,bus_stop,platform
35.23401175,128.6539266,104105,두대상가,두대상가,bus_stop,platform
35.23387305,128.6538514,104106,두대상가,두대상가,bus_stop,platform
35.12436993,128.8023521,504902,두동,두동,bus_stop,platform
35.12387623,128.8004017,504901,두동마을,두동마을,bus_stop,platform
35.11595139,128.8010357,518154,두동약수터,두동약수터,bus_stop,platform
35.11644486,128.8008357,518151,두동약수터,두동약수터,bus_stop,platform
35.17928454,128.535706,323003,두릉마을,두릉마을,bus_stop,platform
35.17916951,128.5355691,323004,두릉마을,두릉마을,bus_stop,platform
35.17719573,128.5354089,311701,두릉마을종점,두릉마을종점,bus_stop,platform
35.19951418,128.6935211,213709,두산DST,두산DST,bus_stop,platform
35.19937723,128.693353,213710,두산DST,두산DST,bus_stop,platform
35.18475528,128.5967004,216102,두산중공업,두산중공업,bus_stop,platform
35.18472938,128.5964781,216103,두산중공업,두산중공업,bus_stop,platform
35.17949725,128.5963337,216101,두산중공업부두,두산중공업부두,bus_stop,platform
35.17933146,128.5964553,216004,두산중공업부두,두산중공업부두,bus_stop,platform
35.18786099,128.5968052,216001,두산중공업입구,두산중공업입구,bus_stop,platform
35.18711918,128.5965453,216002,두산중공업입구,두산중공업입구,bus_stop,platform
35.23784391,128.5432128,407202,두척,두척,bus_stop,platform
35.23783308,128.543664,407201,두척,두척,bus_stop,platform
