위도,경도,name,name:ko,highway,public_transport
34.8513844,126.4903695,상신기1리(상신),상신기1리(상신),bus_stop,platform
34.8513844,126.4903695,상신기1리(상신),상신기1리(상신),bus_stop,platform
34.8513844,126.4903695,상신기1리(상신),상신기1리(상신),bus_stop,platform
34.792527,126.508526,상신기2리(한학동),상신기2리(한학동),bus_stop,platform
34.8513844,126.4903695,상신기3리(중촌),상신기3리(중촌),bus_stop,platform
34.8513844,126.4903695,복룡1리(복룡촌),복룡1리(복룡촌),bus_stop,platform
34.792527,126.508526,복룡2리(회산),복룡2리(회산),bus_stop,platform
34.8513844,126.4903695,복룡3리(사교),복룡3리(사교),bus_stop,platform
34.8615641,126.5364656,복룡4리(양두),복룡4리(양두),bus_stop,platform
34.8615641,126.5364656,복룡4리(양두),복룡4리(양두),bus_stop,platform
34.8513844,126.4903695,복룡5리(두레미),복룡5리(두레미),bus_stop,platform
34.8513844,126.4903695,복룡6리(용호동),복룡6리(용호동),bus_stop,platform
34.8513844,126.4903695,복룡6리(용호동),복룡6리(용호동),bus_stop,platform
34.869721,126.489536,지장1리(삼호),지장1리(삼호),bus_stop,platform
34.869721,126.489536,지장2리(송태),지장2리(송태),bus_stop,platform
34.869721,126.489536,지장3리(청금성),지장3리(청금성),bus_stop,platform
34.869721,126.489536,지장3리(청금성),지장3리(청금성),bus_stop,platform
34.8513844,126.4903695,감돈1리(감돈),감돈1리(감돈),bus_stop,platform
34.792527,126.508526,감돈2리(선돌),감돈2리(선돌),bus_stop,platform
34.792527,126.508526,감돈2리(선돌),감돈2리(선돌),bus_stop,platform
34.8510597,126.4934527,월암9리(연소동),월암9리(연소동),bus_stop,platform
34.8510597,126.4934527,월암9리(연소동),월암9리(연소동),bus_stop,platform
34.8479474,126.4982012,월암7리(다복동),월암7리(다복동),bus_stop,platform
34.8479474,126.4982012,월암7리(다복동),월암7리(다복동),bus_stop,platform
34.8212166,126.4386066,임성1리(신기),임성1리(신기),bus_stop,platform
34.8212432,126.4430022,임성1리(신기),임성1리(신기),bus_stop,platform
34.8214831,126.4429386,임성1리(신기),임성1리(신기),bus_stop,platform
34.825428,126.4503158,임성2리(대안동),임성2리(대안동),bus_stop,platform
34.8255169,126.4500114,임성2리(대안동),임성2리(대안동),bus_stop,platform
34.8216427,126.4445675,임성3리(종월촌),임성3리(종월촌),bus_stop,platform
34.8218933,126.4457651,임성3리(종월촌),임성3리(종월촌),bus_stop,platform
34.8243392,126.4486234,임성4리(상용),임성4리(상용),bus_stop,platform
34.8234288,126.4504681,임성4리(상용),임성4리(상용),bus_stop,platform
34.8243801,126.4482302,임성5리(과동),임성5리(과동),bus_stop,platform
34.8283384,126.4542785,임성6리(용강),임성6리(용강),bus_stop,platform
34.825916,126.4825187,용포1리(후정),용포1리(후정),bus_stop,platform
34.8294827,126.47502,용포1리(후정),용포1리(후정),bus_stop,platform
34.8243905,126.4842256,용포1리(후정),용포1리(후정),bus_stop,platform
34.8233484,126.4853061,용포1리(후정),용포1리(후정),bus_stop,platform
