위도,경도,name,name:en,name:ko,highway,public_transport
37.67521,127.958238,진사래터승강장.속초2리,Jinsaraeteoseunggangjang.Sokcho2Ri,진사래터승강장.속초2리,bus_stop,platform
37.675103,127.958216,진사래터승강장.속초2리,Jinsaraeteoseunggangjang.Sokcho2Ri,진사래터승강장.속초2리,bus_stop,platform
37.692741,127.891855,진삼거리,Jinsamgeori,진삼거리,bus_stop,platform
37.800254,128.265258,질과치,Jilgwachi,질과치,bus_stop,platform
37.800133,128.265342,질과치,Jilgwachi,질과치,bus_stop,platform
37.607454,127.871856,찜질방입구,Jjimjilbangipgu,찜질방입구,bus_stop,platform
37.607529,127.871876,찜질방입구,Jjimjilbangipgu,찜질방입구,bus_stop,platform
37.683124,127.698406,참살이마을(팔봉1리),Chamsarimaeul(Palbong1Ri),참살이마을(팔봉1리),bus_stop,platform
37.756973,128.385885,창촌리.양수교,Changchon-ri.Yangsugyo,창촌리.양수교,bus_stop,platform
37.757069,128.386003,창촌리.양수교,Changchon-ri.Yangsugyo,창촌리.양수교,bus_stop,platform
37.769442,128.38991,창촌시장,Changchonsijang,창촌시장,bus_stop,platform
37.767617,128.387303,창촌초등학교,Changchonchodeunghakgyo,창촌초등학교,bus_stop,platform
37.767535,128.387423,창촌초등학교,Changchonchodeunghakgyo,창촌초등학교,bus_stop,platform
37.853269,127.998281,천현,Cheonhyeon,천현,bus_stop,platform
37.853278,127.998371,천현,Cheonhyeon,천현,bus_stop,platform
37.863406,128.030001,천현1리,Cheonhyeon 1(il)-ri,천현1리,bus_stop,platform
37.859867,128.035483,천현1리,Cheonhyeon 1(il)-ri,천현1리,bus_stop,platform
37.863298,128.030002,천현1리,Cheonhyeon 1(il)-ri,천현1리,bus_stop,platform
37.850647,128.016823,천현1리.샘재,Cheonhyeon1Ri.Saemjae,천현1리.샘재,bus_stop,platform
37.850687,128.016976,천현1리.샘재,Cheonhyeon1Ri.Saemjae,천현1리.샘재,bus_stop,platform
37.855005,128.013955,천현2리.모르골입구,Cheonhyeon2Ri.Moreugoripgu,천현2리.모르골입구,bus_stop,platform
37.854997,128.013876,천현2리.모르골입구,Cheonhyeon2Ri.Moreugoripgu,천현2리.모르골입구,bus_stop,platform
37.796158,127.993228,철정2리,Cheoljeong2Ri,철정2리,bus_stop,platform
37.813345,128.002655,철정2리종점,Cheoljeong2Rijongjeom,철정2리종점,bus_stop,platform
37.821851,128.002971,철정3리.향교골입구,Cheoljeong3Ri.Hyanggyogoripgu,철정3리.향교골입구,bus_stop,platform
37.821329,128.002767,철정3리.향교골입구,Cheoljeong3Ri.Hyanggyogoripgu,철정3리.향교골입구,bus_stop,platform
37.806683,127.991603,철정검문소,Cheoljeonggeommunso,철정검문소,bus_stop,platform
37.803623,127.989639,철정리,Cheoljeong-ri,철정리,bus_stop,platform
37.806849,127.991232,철정리,Cheoljeong-ri,철정리,bus_stop,platform
37.806768,127.991343,철정매표소,Cheoljeongmaepyoso,철정매표소,bus_stop,platform
37.678598,128.207873,청량리,Cheongnyang-ri,청량리,bus_stop,platform
37.678617,128.208,청량리,Cheongnyang-ri,청량리,bus_stop,platform
37.65492,128.22054,청량리종점,Cheongnyangnijongjeom,청량리종점,bus_stop,platform
37.688036,128.19111,청량분교,Cheongnyangbungyo,청량분교,bus_stop,platform
37.688067,128.191196,청량분교,Cheongnyangbungyo,청량분교,bus_stop,platform
37.694509,127.893833,태림아파트,Taerim Apt.,태림아파트,bus_stop,platform
37.702207,127.901014,태학리,Taehak-ri,태학리,bus_stop,platform
37.666153,127.839444,판사곡,Pansagok,판사곡,bus_stop,platform
37.782161,128.150395,팔렬중고등학교,Pallyeoljunggodeunghakgyo,팔렬중고등학교,bus_stop,platform
37.782072,128.150422,팔렬중고등학교,Pallyeoljunggodeunghakgyo,팔렬중고등학교,bus_stop,platform
37.689527,127.71315,팔봉(잠수교),Palbong(Jamsugyo),팔봉(잠수교),bus_stop,platform
37.689472,127.713241,팔봉(잠수교),Palbong(Jamsugyo),팔봉(잠수교),bus_stop,platform
37.683029,127.698486,팔봉2리마을회관,Palbong2Rimaeulhoegwan,팔봉2리마을회관,bus_stop,platform
37.704018,127.694221,팔봉산관광지,Palbongsangwangwangji,팔봉산관광지,bus_stop,platform
37.703719,127.693883,팔봉산유원지,Palbongsanyuwonji,팔봉산유원지,bus_stop,platform
37.703246,127.693793,팔봉산주차장,Palbongsanjuchajang,팔봉산주차장,bus_stop,platform
37.669572,127.873383,폐차장,Pyechajang,폐차장,bus_stop,platform
37.669652,127.873438,폐차장,Pyechajang,폐차장,bus_stop,platform
37.719015,128.175218,풍암2리,Pungam 2(i)-ri,풍암2리,bus_stop,platform
37.719096,128.175298,풍암2리,Pungam 2(i)-ri,풍암2리,bus_stop,platform
37.815708,127.901664,풍천리,Pungcheon-ri,풍천리,bus_stop,platform
37.815663,127.901529,풍천리,Pungcheon-ri,풍천리,bus_stop,platform
37.833914,127.888413,풍천리종점,Pungcheollijongjeom,풍천리종점,bus_stop,platform
37.698806,128.194358,하군두리입구,Hagunduriipgu,하군두리입구,bus_stop,platform
37.698867,128.194481,하군두리입구,Hagunduriipgu,하군두리입구,bus_stop,platform
37.673256,127.854578,하오안리,Haoan-ri,하오안리,bus_stop,platform
37.665134,127.829696,하오안리,Haoan-ri,하오안리,bus_stop,platform
37.664592,127.829797,하오안리,Haoan-ri,하오안리,bus_stop,platform
37.694568,127.860368,하이트맥주,Hite Brewery Co..Ltd.,하이트맥주,bus_stop,platform
37.691402,127.853552,하이트입구,Haiteuipgu,하이트입구,bus_stop,platform
37.694426,127.860465,하이트입구,Haiteuipgu,하이트입구,bus_stop,platform
37.69376,127.853726,하화계2리,Hahwagye2Ri,하화계2리,bus_stop,platform
37.684496,127.854668,하화계리,Hahwagye-ri,하화계리,bus_stop,platform
37.678641,127.858497,하화계리,Hahwagye-ri,하화계리,bus_stop,platform
37.678878,127.858485,하화계리,Hahwagye-ri,하화계리,bus_stop,platform
37.685099,127.85788,하화계사거리,Hahwagyesageori,하화계사거리,bus_stop,platform
37.799447,127.959896,학교앞,Hakgyoap,학교앞,bus_stop,platform
37.799547,127.96,학교앞,Hakgyoap,학교앞,bus_stop,platform
37.819923,127.895648,학교앞,Hakgyoap,학교앞,bus_stop,platform
37.819904,127.89546,학교앞,Hakgyoap,학교앞,bus_stop,platform
37.688686,127.602027,한서,Hanseo,한서,bus_stop,platform
37.687604,127.595842,한서중학교,Hanseojunghakgyo,한서중학교,bus_stop,platform
37.687525,127.595895,한서중학교,Hanseojunghakgyo,한서중학교,bus_stop,platform
37.68486,127.877094,한전앞,Hanjeonap,한전앞,bus_stop,platform
37.685249,127.877496,한전앞,Hanjeonap,한전앞,bus_stop,platform
37.762552,128.161148,항곡,Hanggok,항곡,bus_stop,platform
37.762365,128.160878,항곡,Hanggok,항곡,bus_stop,platform
37.705281,127.906268,항공대,Hanggongdae,항공대,bus_stop,platform
37.705167,127.906306,항공대,Hanggongdae,항공대,bus_stop,platform
37.681421,127.874265,현대아파트,Hyundai Apt.,현대아파트,bus_stop,platform
37.595346,127.818596,협신초교,Hyeopsinchogyo,협신초교,bus_stop,platform
37.595448,127.818518,협신초교,Hyeopsinchogyo,협신초교,bus_stop,platform
37.696014,127.894775,형제주유소,Hyeongjejuyuso,형제주유소,bus_stop,platform
37.690941,127.889629,홍천군청입구,Hongcheonguncheongipgu,홍천군청입구,bus_stop,platform
37.707825,127.910507,홍천농고,Hongcheonnonggo,홍천농고,bus_stop,platform
37.707734,127.910581,홍천농고,Hongcheonnonggo,홍천농고,bus_stop,platform
37.677699,127.93642,홍천동면우체국,Hongcheondongmyeonucheguk,홍천동면우체국,bus_stop,platform
37.677591,127.93642,홍천동면우체국,Hongcheondongmyeonucheguk,홍천동면우체국,bus_stop,platform
37.691066,127.881912,홍천여고,Hongcheonyeogo,홍천여고,bus_stop,platform
37.690947,127.881906,홍천여고,Hongcheonyeogo,홍천여고,bus_stop,platform
37.696598,127.904379,홍천여중,Hongcheonyeojung,홍천여중,bus_stop,platform
37.697221,127.904028,홍천여중,Hongcheonyeojung,홍천여중,bus_stop,platform
37.708853,127.848164,홍천온천앞,Hongcheononcheonap,홍천온천앞,bus_stop,platform
37.708744,127.848138,홍천온천앞,Hongcheononcheonap,홍천온천앞,bus_stop,platform
37.695885,127.837877,홍천온천종점,Hongcheononcheonjongjeom,홍천온천종점,bus_stop,platform
37.608758,127.773123,홍천정보과학고교후문,Hongcheonjeongbogwahakgogyohumun,홍천정보과학고교후문,bus_stop,platform
37.60862,127.773092,홍천정보과학고교후문,Hongcheonjeongbogwahakgogyohumun,홍천정보과학고교후문,bus_stop,platform
37.688917,127.879885,홍천터미널,Hongcheonteomineol,홍천터미널,bus_stop,platform
37.688999,127.878126,홍천터미널,Hongcheonteomineol,홍천터미널,bus_stop,platform
37.688657,127.878616,홍천터미널,Hongcheonteomineol,홍천터미널,bus_stop,platform
37.700489,127.852369,화계삼거리,Hwagyesamgeori,화계삼거리,bus_stop,platform
37.70062,127.852446,화계삼거리,Hwagyesamgeori,화계삼거리,bus_stop,platform
37.645629,128.043762,화곡,Hwagok,화곡,bus_stop,platform
37.645635,128.043622,화곡,Hwagok,화곡,bus_stop,platform
37.706521,127.861331,화동리,Hwa-dong-ri,화동리,bus_stop,platform
37.706416,127.861297,화동리,Hwa-dong-ri,화동리,bus_stop,platform
37.704924,127.857086,화동리,Hwa-dong-ri,화동리,bus_stop,platform
37.704821,127.857131,화동리,Hwa-dong-ri,화동리,bus_stop,platform
37.706601,127.861214,화동리,Hwa-dong-ri,화동리,bus_stop,platform
37.680506,127.863482,화랑마을,Hwarangmaeul,화랑마을,bus_stop,platform
37.680276,127.863309,화랑마을,Hwarangmaeul,화랑마을,bus_stop,platform
37.683701,127.873461,화랑아파트,Hwarang Apt.,화랑아파트,bus_stop,platform
37.683468,127.873526,화랑아파트,Hwarang Apt.,화랑아파트,bus_stop,platform
37.658073,128.061284,화방,Hwabang,화방,bus_stop,platform
37.658022,128.061102,화방,Hwabang,화방,bus_stop,platform
37.807132,128.050504,화상대1리,Hwasangdae1Ri,화상대1리,bus_stop,platform
37.804756,128.041729,화상대1리,Hwasangdae1Ri,화상대1리,bus_stop,platform
37.807225,128.0505,화상대1리,Hwasangdae1Ri,화상대1리,bus_stop,platform
37.804691,128.041838,화상대1리,Hwasangdae1Ri,화상대1리,bus_stop,platform
37.801572,127.987157,화양강휴게소,Hwayangganghyugeso,화양강휴게소,bus_stop,platform
37.800081,127.987557,화양강휴게소,Hwayangganghyugeso,화양강휴게소,bus_stop,platform
37.693612,127.893498,화양교,Hwayanggyo,화양교,bus_stop,platform
37.609914,127.759192,화전1리(경로당),Hwajeon1Ri(Gyeongnodang),화전1리(경로당),bus_stop,platform
37.609922,127.759032,화전1리(경로당),Hwajeon1Ri(Gyeongnodang),화전1리(경로당),bus_stop,platform
37.598986,127.738095,화전3리,Hwajeon 3(sam)-ri,화전3리,bus_stop,platform
37.599147,127.738118,화전3리,Hwajeon 3(sam)-ri,화전3리,bus_stop,platform
37.770733,127.967319,화촌면사무소,Hwachonmyeonsamuso,화촌면사무소,bus_stop,platform
37.770713,127.967135,화촌면사무소,Hwachonmyeonsamuso,화촌면사무소,bus_stop,platform
37.754721,127.962454,화촌중학교,Hwachon Middle School,화촌중학교,bus_stop,platform
37.754615,127.962486,화촌중학교,Hwachon Middle School,화촌중학교,bus_stop,platform
37.77116,127.967717,화촌초등학교,Hwachonchodeunghakgyo,화촌초등학교,bus_stop,platform
37.771093,127.967814,화촌초등학교,Hwachonchodeunghakgyo,화촌초등학교,bus_stop,platform
37.590581,127.841772,황금상회,Hwanggeumsanghoe,황금상회,bus_stop,platform
37.590648,127.841717,황금상회,Hwanggeumsanghoe,황금상회,bus_stop,platform
37.704606,128.143137,황정골,Hwangjeonggol,황정골,bus_stop,platform
37.704705,128.143079,황정골,Hwangjeonggol,황정골,bus_stop,platform
37.851731,128.102757,회관,Hoegwan,회관,bus_stop,platform
37.85144,128.102595,회관,Hoegwan,회관,bus_stop,platform
37.885545,128.049507,횟집,Hoetjip,횟집,bus_stop,platform
37.885316,128.049337,횟집,Hoetjip,횟집,bus_stop,platform
37.654428,127.932771,후동입구,Hudongipgu,후동입구,bus_stop,platform
37.654324,127.93268,후동입구,Hudongipgu,후동입구,bus_stop,platform
37.643406,127.938274,후동좀점,Hudongjomjeom,후동좀점,bus_stop,platform
