위도,경도,ref,name,operator,source,source:date,public_transport,bus,highway
34.844794,128.425124,1202,중앙시장,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.844217,128.427472,1301,남망산공원입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.844308,128.427895,1302,남망산공원입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.843734,128.430003,1303,중소기업은행,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.840726,128.43199,1304,동원아파트입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.844672,128.429843,1305,뉴킹할인마트,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.845276,128.430615,1306,삼성타워,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.845911,128.431087,1307,정량새마을금고,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.84656,128.432415,1308,청마문학관입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.848291,128.431858,1309,대우협동빌라,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.8491,128.431518,1310,대우협동빌라,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.851183,128.431707,1311,만복제일맨션,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.851186,128.431592,1312,만복제일맨션,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.853924,128.434288,1504,통영시청,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.853977,128.434169,1505,통영시청,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.854493,128.435845,1506,통영시청옆,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.85511,128.446493,3027,상삼마을입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.855071,128.446497,3028,상삼마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.854462,128.446995,3029,상삼마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.853079,128.449406,3030,선촌마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.853019,128.449381,3031,선촌마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.852967,128.451377,3032,선촌마을종점,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.852901,128.45139,3033,선촌마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.867458,128.448641,3035,늘사랑어린이집,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.86861,128.454161,3036,동암마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.86851,128.454179,3037,동암마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.874971,128.45314,3038,오촌,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.864256,128.445034,3040,법원,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.88991,128.461528,3042,죽촌마을입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.895142,128.463502,3044,밤개마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.895051,128.463487,3045,밤개마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.889739,128.469536,3046,견유마을입구,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.889496,128.475066,3047,견유다리밑,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.889247,128.47191,3048,수협위판장,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.889303,128.471784,3049,수협위판장,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.888369,128.469456,3050,견유마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.888327,128.469233,3051,견유마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.88712,128.468463,3052,견유마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.887473,128.46717,3054,동원로얄아파트,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.887626,128.467056,3055,동원로얄아파트,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.899688,128.462767,3056,적촌승선장,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.897798,128.459573,3057,적촌마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
34.897502,128.458058,3058,적촌마을,경상남도 통영시,공공데이터포털,2020-07-28,platform,yes,bus_stop
