위도,경도,name,name:ko,highway,public_transport
37.14545,128.151358,아워홈,아워홈,bus_stop,platform
37.14545,128.151358,케이앤피나노,케이앤피나노,bus_stop,platform
37.134987,128.194592,그린코아루 아파트 107동,그린코아루 아파트 107동,bus_stop,platform
37.160381,128.194894,상진마을,상진마을,bus_stop,platform
37.139805,128.20156,롯데슈퍼,롯데슈퍼,bus_stop,platform
37.140526,128.20154,롯데슈퍼앞,롯데슈퍼앞,bus_stop,platform
37.145027,128.199098,하소주공2단지,하소주공2단지,bus_stop,platform
37.145027,128.199098,하소주공2단지앞,하소주공2단지앞,bus_stop,platform
37.146717,128.196142,하소주공4단지앞,하소주공4단지앞,bus_stop,platform
37.141427,128.196443,하소체육공원,하소체육공원,bus_stop,platform
37.145747,128.194304,하소청구아파트,하소청구아파트,bus_stop,platform
37.145747,128.194304,하소청구아파트앞,하소청구아파트앞,bus_stop,platform
37.136122,128.195022,하소힐스테이트앞,하소힐스테이트앞,bus_stop,platform
36.959151,128.146516,고명리 마을내,고명리 마을내,bus_stop,platform
36.934271,128.194975,수산리 팔경휴게소,수산리 팔경휴게소,bus_stop,platform
36.932826,128.196643,수산리 팔경휴게소,수산리 팔경휴게소,bus_stop,platform
36.969812,128.226198,하천리 산야초 입구,하천리 산야초 입구,bus_stop,platform
36.925868,128.227257,계란리,계란리,bus_stop,platform
36.926236,128.181787,내리,내리,bus_stop,platform
36.917149,128.199925,적곡리 마을회관,적곡리 마을회관,bus_stop,platform
36.915392,128.194601,적곡리(가마치마을),적곡리(가마치마을),bus_stop,platform
36.915518,128.194781,적곡리(가마치마을),적곡리(가마치마을),bus_stop,platform
36.914524,128.217078,수리 수례골,수리 수례골,bus_stop,platform
36.907682,128.227775,수리 수청거리 마을앞,수리 수청거리 마을앞,bus_stop,platform
36.910778,128.22508,수리 수청거리,수리 수청거리,bus_stop,platform
36.910778,128.22508,수리 수청거리,수리 수청거리,bus_stop,platform
36.934858,128.177217,남제천 농협 앞,남제천 농협 앞,bus_stop,platform
36.934858,128.177217,남제천 농협 옆,남제천 농협 옆,bus_stop,platform
36.934858,128.177217,남제천 농협 옆,남제천 농협 옆,bus_stop,platform
36.961586,128.200064,지곡리 높실,지곡리 높실,bus_stop,platform
36.961586,128.200064,지곡리 높실,지곡리 높실,bus_stop,platform
36.931469,128.210088,원대리 삼거리(계란리 방향),원대리 삼거리(계란리 방향),bus_stop,platform
36.931469,128.210088,원대리 삼거리(수산면 방향),원대리 삼거리(수산면 방향),bus_stop,platform
39.93438,128.18551,복지회관,복지회관,bus_stop,platform
36.93427,128.18542,복지회관,복지회관,bus_stop,platform
37.155948,128.215226,청전동,청전동,bus_stop,platform
37.157534,128.21478,청전동,청전동,bus_stop,platform
37.154292,128.213578,제천변전소,제천변전소,bus_stop,platform
37.153275,128.213113,제천변전소,제천변전소,bus_stop,platform
37.146005,128.216639,시립도서관 입구,시립도서관 입구,bus_stop,platform
37.146258,128.216594,시립도서관 입구,시립도서관 입구,bus_stop,platform
37.147001,128.219298,동산교회,동산교회,bus_stop,platform
37.146045,128.209671,두진백로상가,두진백로상가,bus_stop,platform
37.145766,128.209715,청전덕일아파트,청전덕일아파트,bus_stop,platform
37.145271,128.20932,청전동,청전동,bus_stop,platform
37.146273,128.208005,두진백로아파트,두진백로아파트,bus_stop,platform
37.145775,128.204379,대제중학교 앞,대제중학교 앞,bus_stop,platform
37.148936,128.210523,청전두진공원,청전두진공원,bus_stop,platform
37.149811,128.209906,청전두진공원 앞,청전두진공원 앞,bus_stop,platform
37.145326,128.208385,한라약국,한라약국,bus_stop,platform
37.145191,128.208622,한라약국,한라약국,bus_stop,platform
37.144227,128.203103,제천여중,제천여중,bus_stop,platform
37.187551,128.271441,무도리,무도리,bus_stop,platform
37.187935,128.272986,무도리,무도리,bus_stop,platform
37.184498,128.262938,시곡리 송학초교 앞(포전 방향),시곡리 송학초교 앞(포전 방향),bus_stop,platform
37.184498,128.262938,시곡리 송학초교 앞(시내방향),시곡리 송학초교 앞(시내방향),bus_stop,platform
37.190924,128.258511,시곡리 하늘마루 전원주택(포전 방향),시곡리 하늘마루 전원주택(포전 방향),bus_stop,platform
37.190924,128.258511,시곡리 하늘마루 전원주택(면사무소 방향),시곡리 하늘마루 전원주택(면사무소 방향),bus_stop,platform
37.183448,128.29171,시곡리,시곡리,bus_stop,platform
37.192626,128.278781,시곡리,시곡리,bus_stop,platform
37.186454,128.262652,시곡리,시곡리,bus_stop,platform
37.196791,128.300165,시곡리,시곡리,bus_stop,platform
37.213014,128.295374,입석리,입석리,bus_stop,platform
37.209685,128.310762,장곡리,장곡리,bus_stop,platform
37.209685,128.310762,장곡리,장곡리,bus_stop,platform
37.210843,128.316062,장곡리,장곡리,bus_stop,platform
37.210627,128.319216,장곡리,장곡리,bus_stop,platform
37.211441,128.324841,장곡리,장곡리,bus_stop,platform
37.184145,128.263387,무도리,무도리,bus_stop,platform
37.187705,128.271352,무도리 구 송학역 앞(시내방향),무도리 구 송학역 앞(시내방향),bus_stop,platform
37.179927,128.259769,무도리,무도리,bus_stop,platform
37.157018,128.252552,무도리,무도리,bus_stop,platform
37.148814,128.250138,무도리,무도리,bus_stop,platform
37.150277,128.252901,무도리,무도리,bus_stop,platform
37.15224,128.249068,무도리,무도리,bus_stop,platform
37.185123,128.244672,도화리,도화리,bus_stop,platform
37.184062,128.252147,도화리,도화리,bus_stop,platform
37.18422,128.222887,도화리,도화리,bus_stop,platform
