경도,위도,name,name:ko,highway,public_transport
35.0379245,126.7526216,금천,금천,bus_stop,platform
35.0284972,126.8045192,신흥,신흥,bus_stop,platform
35.0337528,126.8031788,빛가람병원,빛가람병원,bus_stop,platform
35.0352181,126.8031664,산포초교,산포초교,bus_stop,platform
35.0370197,126.803639,매성(산포농협),매성(산포농협),bus_stop,platform
35.0408805,126.8043715,산포면사무소입구,산포면사무소입구,bus_stop,platform
35.0440111,126.824118,금와(정자교)입구,금와(정자교)입구,bus_stop,platform
35.0463915,126.8268571,삼성자동차운전학원,삼성자동차운전학원,bus_stop,platform
35.1816317,126.9112582,전남대후문위,전남대후문위,bus_stop,platform
35.1801761,126.910456,전남대후문위,전남대후문위,bus_stop,platform
35.0465899,126.8268555,삼성자동차운전학원,삼성자동차운전학원,bus_stop,platform
35.0436791,126.8227952,금와(정자교)입구,금와(정자교)입구,bus_stop,platform
35.0408805,126.8043715,산포면사무소입구,산포면사무소입구,bus_stop,platform
35.0370197,126.803639,매성(산포농협),매성(산포농협),bus_stop,platform
35.0357803,126.8045046,산포초교,산포초교,bus_stop,platform
35.0374971,126.7205324,성북아파트,성북아파트,bus_stop,platform
35.0373714,126.7164114,천주교사거리,천주교사거리,bus_stop,platform
35.0292203,126.7102023,나주고후문,나주고후문,bus_stop,platform
35.0208637,126.7140259,나주교육지원청,나주교육지원청,bus_stop,platform
35.0121068,126.7120273,실내체육관,실내체육관,bus_stop,platform
34.9974177,126.7140781,남교동,남교동,bus_stop,platform
35.0349415,126.7610026,남양유업,남양유업,bus_stop,platform
35.0356236,126.7656635,촌곡(배박물관),촌곡(배박물관),bus_stop,platform
35.0372293,126.7732686,효사랑병원,효사랑병원,bus_stop,platform
35.0363436,126.7706727,효사랑병원,효사랑병원,bus_stop,platform
35.0360757,126.7658787,촌곡(배박물관),촌곡(배박물관),bus_stop,platform
35.0370344,126.7589303,남양유업,남양유업,bus_stop,platform
35.037055,126.7534704,금천(원예고),금천(원예고),bus_stop,platform
35.0417871,126.7487786,원촌,원촌,bus_stop,platform
35.0077,126.787047,봉황고,봉황고,bus_stop,platform
35.015612,126.781636,LH2단지,LH2단지,bus_stop,platform
35.015678,126.781715,LH2단지,LH2단지,bus_stop,platform
35.0077,126.787047,봉황고,봉황고,bus_stop,platform
35.02102,126.78213,문화예술위원회,문화예술위원회,bus_stop,platform
35.0229378,126.7943497,우정사업정보센터,우정사업정보센터,bus_stop,platform
35.0227,126.794171,우정사업정보센터,우정사업정보센터,bus_stop,platform
35.0213013,126.7901001,빛가람주민센터,빛가람주민센터,bus_stop,platform
35.02135,126.78267,한전KDN,한전KDN,bus_stop,platform
35.0211754,126.7792358,전력거래소입구,전력거래소입구,bus_stop,platform
35.0214993,126.779335,전력거래소입구,전력거래소입구,bus_stop,platform
