경도,위도,name,name:ko,highway,public_transport
38.440912,128.423738,송정리,송정리,bus_stop,platform
38.441464,128.425224,송정리,송정리,bus_stop,platform
38.441432,128.434534,봉평리,봉평리,bus_stop,platform
38.391842,128.461369,대대1리,대대1리,bus_stop,platform
38.38478,128.452984,교동리대일가스앞,교동리대일가스앞,bus_stop,platform
38.368056,128.411907,광산3리,광산3리,bus_stop,platform
38.361079,128.421427,어천리,어천리,bus_stop,platform
38.361277,128.42425,어천1리,어천1리,bus_stop,platform
38.365519,128.387747,광산2리.서잠,광산2리.서잠,bus_stop,platform
38.265323,128.373475,흘1리.알프스스키장,흘1리.알프스스키장,bus_stop,platform
38.264935,128.37395,흘1리.마을회관앞,흘1리.마을회관앞,bus_stop,platform
38.378968,128.472482,간성버스터미널,간성버스터미널,bus_stop,platform
38.377959,128.477887,삼익아파트,삼익아파트,bus_stop,platform
38.391411,128.484763,동호2리,동호2리,bus_stop,platform
38.325582,128.471274,구성리,구성리,bus_stop,platform
38.321251,128.477534,구성삼거리,구성삼거리,bus_stop,platform
38.300531,128.526179,야촌리,야촌리,bus_stop,platform
38.297437,128.5196,운봉리,운봉리,bus_stop,platform
38.282015,128.507814,학야리,학야리,bus_stop,platform
38.283599,128.503132,22사단입구,22사단입구,bus_stop,platform
38.281124,128.511929,학야리,학야리,bus_stop,platform
38.292481,128.53869,백촌리,백촌리,bus_stop,platform
38.526926,128.407055,배봉리입구,배봉리입구,bus_stop,platform
38.509359,128.394109,마달리,마달리,bus_stop,platform
38.507107,128.393843,마달리,마달리,bus_stop,platform
38.49207,128.393894,화곡리,화곡리,bus_stop,platform
38.278562,128.510632,학야1리,학야1리,bus_stop,platform
38.39758,128.432685,초계리,초계리,bus_stop,platform
38.351473,128.381411,장신1리초가앞,장신1리초가앞,bus_stop,platform
38.37551,128.415239,광산1리,광산1리,bus_stop,platform
38.212441,128.51814,원암리,원암리,bus_stop,platform
38.209031,128.495768,델피노,델피노,bus_stop,platform
38.23279,128.578303,용촌1리,용촌1리,bus_stop,platform
38.233645,128.569528,용촌2리,용촌2리,bus_stop,platform
38.233585,128.569697,용촌리,용촌리,bus_stop,platform
38.233906,128.552735,인흥2리,인흥2리,bus_stop,platform
38.232555,128.550212,인흥1리,인흥1리,bus_stop,platform
38.226106,128.547282,성천리,성천리,bus_stop,platform
38.225171,128.545053,성천리,성천리,bus_stop,platform
38.228513,128.535479,인흥3리,인흥3리,bus_stop,platform
38.233216,128.54915,인흥1리,인흥1리,bus_stop,platform
38.235837,128.574318,용촌2리,용촌2리,bus_stop,platform
38.238213,128.549824,인흥리설악수련의집앞,인흥리설악수련의집앞,bus_stop,platform
38.238115,128.549776,인흥리설악수련의집앞,인흥리설악수련의집앞,bus_stop,platform
38.239689,128.537668,파인리즈리조트입구,파인리즈리조트입구,bus_stop,platform
38.23933,128.536355,파인리즈리조트입구,파인리즈리조트입구,bus_stop,platform
38.233011,128.51755,신평2리,신평2리,bus_stop,platform
38.232932,128.517296,신평2리,신평2리,bus_stop,platform
38.232806,128.512578,신평2리,신평2리,bus_stop,platform
38.232677,128.512855,신평2리,신평2리,bus_stop,platform
38.240614,128.513288,신평리,신평리,bus_stop,platform
38.255129,128.509662,성대1리,성대1리,bus_stop,platform
38.255819,128.519345,성대2리,성대2리,bus_stop,platform
38.25593,128.519413,성대2리,성대2리,bus_stop,platform
38.258332,128.52815,용암1리,용암1리,bus_stop,platform
38.256425,128.533255,신평1리,신평1리,bus_stop,platform
38.256519,128.533244,신평1리,신평1리,bus_stop,platform
38.263658,128.543942,용암2리,용암2리,bus_stop,platform
38.239329,128.570934,용촌리.충용아파트입구,용촌리.충용아파트입구,bus_stop,platform
38.238751,128.571839,용촌2리.청간정콘도입구,용촌2리.청간정콘도입구,bus_stop,platform
38.235614,128.574286,용촌리,용촌리,bus_stop,platform
38.232226,128.578652,용촌리,용촌리,bus_stop,platform
38.212508,128.518207,원암리,원암리,bus_stop,platform
38.233971,128.552716,인흥2리,인흥2리,bus_stop,platform
38.23884,128.511683,102기갑여단,102기갑여단,bus_stop,platform
38.240595,128.513424,신평리,신평리,bus_stop,platform
38.258439,128.52818,용암1리,용암1리,bus_stop,platform
38.244372,128.366026,흘3리,흘3리,bus_stop,platform
38.244393,128.365888,흘3리,흘3리,bus_stop,platform
38.231246,128.53902,인흥3리입구,인흥3리입구,bus_stop,platform
38.229592,128.548356,인흥1리.보덕암,인흥1리.보덕암,bus_stop,platform
38.233549,128.550872,인흥초교입구,인흥초교입구,bus_stop,platform
38.23362,128.55095,인흥초교입구,인흥초교입구,bus_stop,platform
38.233509,128.551013,인흥초교입구,인흥초교입구,bus_stop,platform
38.239966,128.532136,공설운동장입구,공설운동장입구,bus_stop,platform
38.239659,128.530754,대순진리회입구,대순진리회입구,bus_stop,platform
38.24903,128.512736,전국택시연수원,전국택시연수원,bus_stop,platform
38.249498,128.512672,전국택시연수원,전국택시연수원,bus_stop,platform
38.254069,128.563006,봉포리,봉포리,bus_stop,platform
38.25416,128.563087,봉포리,봉포리,bus_stop,platform
38.250539,128.564211,봉포리,봉포리,bus_stop,platform
38.278081,128.553066,아야진해변,아야진해변,bus_stop,platform
38.278095,128.55293,아야진해변,아야진해변,bus_stop,platform
38.27099,128.555301,아야진동현약국앞,아야진동현약국앞,bus_stop,platform
38.270913,128.55555,아야진동현약국앞,아야진동현약국앞,bus_stop,platform
38.285602,128.547895,금화정리,금화정리,bus_stop,platform
38.28339,128.540479,금화정리,금화정리,bus_stop,platform
38.301404,128.531923,야촌리정미소앞,야촌리정미소앞,bus_stop,platform
38.301512,128.531898,야촌리정미소앞,야촌리정미소앞,bus_stop,platform
38.300074,128.525209,야촌리,야촌리,bus_stop,platform
38.299367,128.523397,야촌리,야촌리,bus_stop,platform
38.299469,128.523345,야촌리,야촌리,bus_stop,platform
38.283192,128.517018,운봉리봉제앞,운봉리봉제앞,bus_stop,platform
38.283093,128.517077,운봉리봉제앞,운봉리봉제앞,bus_stop,platform
38.28101,128.512105,학야리,학야리,bus_stop,platform
38.273037,128.503181,도학초등학교입구,도학초등학교입구,bus_stop,platform
38.272953,128.50328,도학초등학교입구,도학초등학교입구,bus_stop,platform
38.271367,128.500278,도원2리,도원2리,bus_stop,platform
38.27146,128.500348,도원2리,도원2리,bus_stop,platform
38.270515,128.495091,도원2리,도원2리,bus_stop,platform
38.27062,128.495056,도원2리,도원2리,bus_stop,platform
38.270459,128.491942,도원2리.저수지앞,도원2리.저수지앞,bus_stop,platform
38.270351,128.491941,도원2리.저수지앞,도원2리.저수지앞,bus_stop,platform
38.273239,128.48623,도원저수지입구,도원저수지입구,bus_stop,platform
38.273141,128.486169,도원저수지입구,도원저수지입구,bus_stop,platform
38.269002,128.477215,도원1리마을입구,도원1리마을입구,bus_stop,platform
38.269098,128.477141,도원1리마을입구,도원1리마을입구,bus_stop,platform
38.268267,128.475346,도원1리,도원1리,bus_stop,platform
38.268242,128.474016,도원1리,도원1리,bus_stop,platform
38.312864,128.5327,오호초등학교,오호초등학교,bus_stop,platform
38.34251,128.512293,송지호오토캠핑장,송지호오토캠핑장,bus_stop,platform
38.328821,128.514274,인정1리,인정1리,bus_stop,platform
38.328897,128.514323,인정1리,인정1리,bus_stop,platform
38.330206,128.46918,구성리,구성리,bus_stop,platform
38.367752,128.509769,가진항입구,가진항입구,bus_stop,platform
38.372239,128.507539,가진리,가진리,bus_stop,platform
38.379315,128.468138,고성군청앞,고성군청앞,bus_stop,platform
38.381071,128.464378,여성회관,여성회관,bus_stop,platform
38.381216,128.464036,고성중고등학교앞,고성중고등학교앞,bus_stop,platform
38.371485,128.411781,광산2리,광산2리,bus_stop,platform
38.362402,128.42703,어천2리,어천2리,bus_stop,platform
38.387794,128.422273,해상2리마을입구,해상2리마을입구,bus_stop,platform
38.387022,128.414852,해상1리,해상1리,bus_stop,platform
38.360002,128.385216,장신1리.오교앞,장신1리.오교앞,bus_stop,platform
38.359755,128.385322,장신1리.오교앞,장신1리.오교앞,bus_stop,platform
38.337833,128.378829,장신2리,장신2리,bus_stop,platform
38.337375,128.378472,장신2리,장신2리,bus_stop,platform
38.309039,128.360786,제추골쉼터,제추골쉼터,bus_stop,platform
38.308771,128.36059,제추골쉼터,제추골쉼터,bus_stop,platform
38.301935,128.363517,진부리.아랫마을,진부리.아랫마을,bus_stop,platform
38.300972,128.363308,진부리.아랫마을,진부리.아랫마을,bus_stop,platform
38.297484,128.362415,진부리,진부리,bus_stop,platform
38.297501,128.3625,진부리,진부리,bus_stop,platform
38.265588,128.368424,흘1리.백두가든앞,흘1리.백두가든앞,bus_stop,platform
38.265481,128.368409,흘1리.백두가든앞,흘1리.백두가든앞,bus_stop,platform
38.277031,128.383964,흘2리.안심회관앞,흘2리.안심회관앞,bus_stop,platform
38.277021,128.383828,흘2리.안심회관앞,흘2리.안심회관앞,bus_stop,platform
38.281625,128.384996,흘2리,흘2리,bus_stop,platform
38.207764,128.509195,원암리,원암리,bus_stop,platform
38.207649,128.509104,원암리,원암리,bus_stop,platform
38.208687,128.50348,일성설악콘도,일성설악콘도,bus_stop,platform
38.391716,128.461127,대대1리,대대1리,bus_stop,platform
38.408403,128.426514,석문리,석문리,bus_stop,platform
38.40838,128.42638,석문리,석문리,bus_stop,platform
38.419793,128.46285,반암,반암,bus_stop,platform
38.449335,128.460151,거진수협앞,거진수협앞,bus_stop,platform
38.448019,128.464542,거진1리,거진1리,bus_stop,platform
38.446068,128.40944,옹기점,옹기점,bus_stop,platform
38.450309,128.434193,찻골입구,찻골입구,bus_stop,platform
