위도,경도,public_transport,highway,name,operator,source,source:date
37.85792,127.72643,platform,bus_stop,퇴계현대1차,춘천시,공공데이터포털,2019-11-27
37.85945,127.72313,platform,bus_stop,한진한성,춘천시,공공데이터포털,2019-11-27
37.851,127.734,platform,bus_stop,퇴계한주아파트입구,춘천시,공공데이터포털,2019-11-27
37.8509,127.73544,platform,bus_stop,가족보건원,춘천시,공공데이터포털,2019-11-27
37.84919,127.73898,platform,bus_stop,퇴계한주A,춘천시,공공데이터포털,2019-11-27
37.8512,127.7346,platform,bus_stop,퇴계한주아파트,춘천시,공공데이터포털,2019-11-27
37.84767,127.74083,platform,bus_stop,퇴계주공9차,춘천시,공공데이터포털,2019-11-27
37.84784,127.74092,platform,bus_stop,퇴계주공7단지,춘천시,공공데이터포털,2019-11-27
37.85115,127.74079,platform,bus_stop,퇴계주공6차A,춘천시,공공데이터포털,2019-11-27
37.85142,127.74157,platform,bus_stop,퇴계주공6차,춘천시,공공데이터포털,2019-11-27
37.85122,127.74101,platform,bus_stop,퇴계주공6차,춘천시,공공데이터포털,2019-11-27
37.85436,127.74057,platform,bus_stop,퇴계주공5차A,춘천시,공공데이터포털,2019-11-27
37.85361,127.74545,platform,bus_stop,퇴계주공4차,춘천시,공공데이터포털,2019-11-27
37.85472,127.74608,platform,bus_stop,퇴계주공4차,춘천시,공공데이터포털,2019-11-27
37.85578,127.74472,platform,bus_stop,퇴계주공3.4차,춘천시,공공데이터포털,2019-11-27
37.85567,127.74437,platform,bus_stop,퇴계주공3.4차,춘천시,공공데이터포털,2019-11-27
37.85841,127.7371,platform,bus_stop,퇴계주공2차,춘천시,공공데이터포털,2019-11-27
37.85871,127.73698,platform,bus_stop,퇴계주공1차,춘천시,공공데이터포털,2019-11-27
37.85962,127.72326,platform,bus_stop,퇴계우체국,춘천시,공공데이터포털,2019-11-27
37.85998,127.73021,platform,bus_stop,퇴계우성A,춘천시,공공데이터포털,2019-11-27
37.8593,127.72763,platform,bus_stop,퇴계동입구,춘천시,공공데이터포털,2019-11-27
37.85931,127.72743,platform,bus_stop,남부초교,춘천시,공공데이터포털,2019-11-27
37.8474,127.73264,platform,bus_stop,퇴계농공단지입구,춘천시,공공데이터포털,2019-11-27
37.84712,127.73233,platform,bus_stop,퇴계농공단지,춘천시,공공데이터포털,2019-11-27
37.84907,127.73881,platform,bus_stop,퇴계금호A,춘천시,공공데이터포털,2019-11-27
37.88427,127.74738,platform,bus_stop,토우시장,춘천시,공공데이터포털,2019-11-27
37.88312,127.74767,platform,bus_stop,토우시장,춘천시,공공데이터포털,2019-11-27
37.88759,127.6852,platform,bus_stop,태봉,춘천시,공공데이터포털,2019-11-27
37.9464,127.69972,platform,bus_stop,탑말,춘천시,공공데이터포털,2019-11-27
37.94627,127.69971,platform,bus_stop,탑말,춘천시,공공데이터포털,2019-11-27
37.8805,127.74408,platform,bus_stop,크로바A,춘천시,공공데이터포털,2019-11-27
37.88071,127.74503,platform,bus_stop,크로바A,춘천시,공공데이터포털,2019-11-27
37.83625,127.71367,platform,bus_stop,칠전동고개,춘천시,공공데이터포털,2019-11-27
37.83657,127.71404,platform,bus_stop,칠전동고개,춘천시,공공데이터포털,2019-11-27
37.84246,127.71413,platform,bus_stop,칠전동,춘천시,공공데이터포털,2019-11-27
37.84142,127.71448,platform,bus_stop,칠전동사거리,춘천시,공공데이터포털,2019-11-27
37.84417,127.7118,platform,bus_stop,칠전대우A,춘천시,공공데이터포털,2019-11-27
37.84436,127.71177,platform,bus_stop,칠전대우A,춘천시,공공데이터포털,2019-11-27
37.91615,127.73935,platform,bus_stop,충렬탑입구,춘천시,공공데이터포털,2019-11-27
37.91622,127.73914,platform,bus_stop,충렬탑입구,춘천시,공공데이터포털,2019-11-27
37.94934,127.75413,platform,bus_stop,월드온천,춘천시,공공데이터포털,2019-11-27
37.94951,127.75408,platform,bus_stop,월드온천,춘천시,공공데이터포털,2019-11-27
37.87608,127.72096,platform,bus_stop,춘천초등학교,춘천시,공공데이터포털,2019-11-27
37.87621,127.72084,platform,bus_stop,춘천시보건소,춘천시,공공데이터포털,2019-11-27
37.87404,127.71703,platform,bus_stop,엘타워/미소지움,춘천시,공공데이터포털,2019-11-27
37.87398,127.7181,platform,bus_stop,춘천중학교정문,춘천시,공공데이터포털,2019-11-27
37.87487,127.71718,platform,bus_stop,춘천중학교,춘천시,공공데이터포털,2019-11-27
37.87527,127.71769,platform,bus_stop,춘천중학교,춘천시,공공데이터포털,2019-11-27
37.8401,127.75865,platform,bus_stop,학곡2리,춘천시,공공데이터포털,2019-11-27
37.84021,127.75882,platform,bus_stop,학곡2리,춘천시,공공데이터포털,2019-11-27
37.87507,127.72986,platform,bus_stop,현진에버빌3차,춘천시,공공데이터포털,2019-11-27
37.885,127.7177,platform,bus_stop,춘천역환승센터,춘천시,공공데이터포털,2019-11-27
37.88164,127.73258,platform,bus_stop,춘천시청별관,춘천시,공공데이터포털,2019-11-27
37.88147,127.73294,platform,bus_stop,춘천시청별관,춘천시,공공데이터포털,2019-11-27
37.92758,127.75166,platform,bus_stop,춘천한샘후문,춘천시,공공데이터포털,2019-11-27
37.92827,127.75154,platform,bus_stop,춘천한샘후문,춘천시,공공데이터포털,2019-11-27
37.92539,127.75205,platform,bus_stop,춘천한샘고등학교,춘천시,공공데이터포털,2019-11-27
37.92521,127.7511,platform,bus_stop,춘천한샘고등학교,춘천시,공공데이터포털,2019-11-27
37.86465,127.75281,platform,bus_stop,박물관후문,춘천시,공공데이터포털,2019-11-27
37.86477,127.75269,platform,bus_stop,박물관입구,춘천시,공공데이터포털,2019-11-27
37.86365,127.75129,platform,bus_stop,춘천박물관,춘천시,공공데이터포털,2019-11-27
37.86354,127.75089,platform,bus_stop,박물관앞,춘천시,공공데이터포털,2019-11-27
37.97423,127.66654,platform,bus_stop,춘천댐종점,춘천시,공공데이터포털,2019-11-27
37.97401,127.66642,platform,bus_stop,춘천댐종점,춘천시,공공데이터포털,2019-11-27
37.96806,127.67119,platform,bus_stop,춘천댐,춘천시,공공데이터포털,2019-11-27
37.88365,127.72328,platform,bus_stop,춘천농협,춘천시,공공데이터포털,2019-11-27
37.88446,127.72337,platform,bus_stop,춘천농협,춘천시,공공데이터포털,2019-11-27
37.90775,127.72374,platform,bus_stop,소양고등학교,춘천시,공공데이터포털,2019-11-27
37.90781,127.72351,platform,bus_stop,소양고등학교,춘천시,공공데이터포털,2019-11-27
37.8905,127.74616,platform,bus_stop,기계공고,춘천시,공공데이터포털,2019-11-27
37.89249,127.74868,platform,bus_stop,후평1동,춘천시,공공데이터포털,2019-11-27
37.89111,127.74893,platform,bus_stop,춘천기계공고,춘천시,공공데이터포털,2019-11-27
37.89145,127.74908,platform,bus_stop,기계공고,춘천시,공공데이터포털,2019-11-27
37.93503,127.72541,platform,bus_stop,신동삼거리,춘천시,공공데이터포털,2019-11-27
37.93483,127.72444,platform,bus_stop,신동삼거리,춘천시,공공데이터포털,2019-11-27
37.84889,127.7555,platform,bus_stop,춘천교도소입구,춘천시,공공데이터포털,2019-11-27
37.849,127.75555,platform,bus_stop,춘천교도소입구,춘천시,공공데이터포털,2019-11-27
37.84883,127.75828,platform,bus_stop,춘천교도소,춘천시,공공데이터포털,2019-11-27
37.85823,127.7464,platform,bus_stop,교육대학교,춘천시,공공데이터포털,2019-11-27
37.85718,127.7471,platform,bus_stop,교육대학교,춘천시,공공데이터포털,2019-11-27
37.94462,127.78427,platform,bus_stop,천전1리,춘천시,공공데이터포털,2019-11-27
37.94422,127.78422,platform,bus_stop,천전1리,춘천시,공공데이터포털,2019-11-27
37.86961,127.72427,platform,bus_stop,춘천경찰서,춘천시,공공데이터포털,2019-11-27
38.02421,127.88316,platform,bus_stop,추곡초교,춘천시,공공데이터포털,2019-11-27
38.02428,127.88333,platform,bus_stop,추곡초교,춘천시,공공데이터포털,2019-11-27
38.03586,127.88815,platform,bus_stop,추곡약수터,춘천시,공공데이터포털,2019-11-27
37.74728,127.65345,platform,bus_stop,추곡리2반,춘천시,공공데이터포털,2019-11-27
37.74752,127.6535,platform,bus_stop,추곡리2반,춘천시,공공데이터포털,2019-11-27
38.0274,127.88297,platform,bus_stop,추곡리,춘천시,공공데이터포털,2019-11-27
38.02754,127.88309,platform,bus_stop,추곡리,춘천시,공공데이터포털,2019-11-27
37.74995,127.65293,platform,bus_stop,추곡리,춘천시,공공데이터포털,2019-11-27
37.74964,127.65319,platform,bus_stop,추곡1리,춘천시,공공데이터포털,2019-11-27
37.74478,127.6504,platform,bus_stop,추곡리,춘천시,공공데이터포털,2019-11-27
37.74485,127.65049,platform,bus_stop,추곡3거리,춘천시,공공데이터포털,2019-11-27
38.02006,127.88114,platform,bus_stop,추곡1리1반,춘천시,공공데이터포털,2019-11-27
38.01953,127.88109,platform,bus_stop,추곡1리,춘천시,공공데이터포털,2019-11-27
38.0135,127.88095,platform,bus_stop,추곡1리,춘천시,공공데이터포털,2019-11-27
38.03353,127.87726,platform,bus_stop,추곡,춘천시,공공데이터포털,2019-11-27
37.98161,127.69447,platform,bus_stop,초원낚시터,춘천시,공공데이터포털,2019-11-27
37.98155,127.694,platform,bus_stop,고탄낚시터,춘천시,공공데이터포털,2019-11-27
37.88122,127.71365,platform,bus_stop,청와A,춘천시,공공데이터포털,2019-11-27
37.87338,127.75833,platform,bus_stop,청실A,춘천시,공공데이터포털,2019-11-27
37.87322,127.75856,platform,bus_stop,청실A,춘천시,공공데이터포털,2019-11-27
37.99323,127.88139,platform,bus_stop,청소년야영장,춘천시,공공데이터포털,2019-11-27
37.99337,127.88144,platform,bus_stop,청소년야영장,춘천시,공공데이터포털,2019-11-27
37.92216,127.72023,platform,bus_stop,인형극장,춘천시,공공데이터포털,2019-11-27
37.92206,127.72031,platform,bus_stop,인형극장,춘천시,공공데이터포털,2019-11-27
37.92246,127.72125,platform,bus_stop,청소년수련원,춘천시,공공데이터포털,2019-11-27
37.9225,127.72098,platform,bus_stop,청소년수련원,춘천시,공공데이터포털,2019-11-27
37.87004,127.75432,platform,bus_stop,청구/동아A,춘천시,공공데이터포털,2019-11-27
37.87026,127.75433,platform,bus_stop,동아/청구A,춘천시,공공데이터포털,2019-11-27
37.93015,127.78167,platform,bus_stop,천전삼거리,춘천시,공공데이터포털,2019-11-27
37.92981,127.78535,platform,bus_stop,상천초등학교,춘천시,공공데이터포털,2019-11-27
37.9298,127.78031,platform,bus_stop,천전3리,춘천시,공공데이터포털,2019-11-27
37.92991,127.78027,platform,bus_stop,천전3리,춘천시,공공데이터포털,2019-11-27
37.93044,127.77356,platform,bus_stop,춘천국유림관리소,춘천시,공공데이터포털,2019-11-27
37.93054,127.77392,platform,bus_stop,춘천국유림관리소,춘천시,공공데이터포털,2019-11-27
37.93712,127.77524,platform,bus_stop,천전1리,춘천시,공공데이터포털,2019-11-27
37.93712,127.77538,platform,bus_stop,천전1리,춘천시,공공데이터포털,2019-11-27
37.75704,127.77995,platform,bus_stop,천일주유소,춘천시,공공데이터포털,2019-11-27
37.80833,127.63656,platform,bus_stop,강촌1리회관,춘천시,공공데이터포털,2019-11-27
37.80813,127.63647,platform,bus_stop,창촌중학교,춘천시,공공데이터포털,2019-11-27
37.78336,127.64638,platform,bus_stop,창촌2리마을회관,춘천시,공공데이터포털,2019-11-27
37.78419,127.6466,platform,bus_stop,창촌2리마을회관,춘천시,공공데이터포털,2019-11-27
37.7767,127.62608,platform,bus_stop,창촌3리종점,춘천시,공공데이터포털,2019-11-27
37.77659,127.64404,platform,bus_stop,창촌3리입구,춘천시,공공데이터포털,2019-11-27
37.77647,127.64375,platform,bus_stop,창촌3리입구,춘천시,공공데이터포털,2019-11-27
37.896,127.67269,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.89701,127.67023,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.89848,127.66765,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.89841,127.66762,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.89697,127.67012,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.8959,127.67276,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.89567,127.67526,platform,bus_stop,방동1리,춘천시,공공데이터포털,2019-11-27
37.8028,127.6377,platform,bus_stop,방곡리,춘천시,공공데이터포털,2019-11-27
37.80283,127.63755,platform,bus_stop,방곡리,춘천시,공공데이터포털,2019-11-27
37.79139,127.63587,platform,bus_stop,방곡2리회관,춘천시,공공데이터포털,2019-11-27
37.79127,127.63585,platform,bus_stop,방곡2리회관,춘천시,공공데이터포털,2019-11-27
37.78825,127.62927,platform,bus_stop,방곡2리종점,춘천시,공공데이터포털,2019-11-27
37.79489,127.64248,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.79771,127.63958,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.80042,127.63871,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.80055,127.63856,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.79751,127.63981,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.79493,127.64222,platform,bus_stop,방곡1리,춘천시,공공데이터포털,2019-11-27
37.73898,127.62421,platform,bus_stop,발산치안센터,춘천시,공공데이터포털,2019-11-27
37.73904,127.62433,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.96278,127.76653,platform,bus_stop,발산리종점,춘천시,공공데이터포털,2019-11-27
37.9557,127.76118,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.9576,127.76292,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.96058,127.76571,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.96049,127.76571,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.96167,127.7623,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.73884,127.63121,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.73875,127.63129,platform,bus_stop,발산2리,춘천시,공공데이터포털,2019-11-27
37.95991,127.75559,platform,bus_stop,발산1리,춘천시,공공데이터포털,2019-11-27
37.95119,127.74721,platform,bus_stop,발산1리,춘천시,공공데이터포털,2019-11-27
37.73516,127.61089,platform,bus_stop,발산1리,춘천시,공공데이터포털,2019-11-27
37.73504,127.61095,platform,bus_stop,발산1리,춘천시,공공데이터포털,2019-11-27
37.74352,127.62399,platform,bus_stop,발산,춘천시,공공데이터포털,2019-11-27
37.74359,127.62411,platform,bus_stop,발산,춘천시,공공데이터포털,2019-11-27
37.74579,127.71021,platform,bus_stop,광판2리,춘천시,공공데이터포털,2019-11-27
37.74516,127.71003,platform,bus_stop,반이동,춘천시,공공데이터포털,2019-11-27
37.74014,127.57307,platform,bus_stop,가정중학교,춘천시,공공데이터포털,2019-11-27
37.7413,127.57241,platform,bus_stop,가정1리회관앞,춘천시,공공데이터포털,2019-11-27
37.7253,127.5439,platform,bus_stop,박암리,춘천시,공공데이터포털,2019-11-27
37.72373,127.53776,platform,bus_stop,박암리,춘천시,공공데이터포털,2019-11-27
37.72324,127.5387,platform,bus_stop,박암리,춘천시,공공데이터포털,2019-11-27
37.7252,127.544,platform,bus_stop,박암리,춘천시,공공데이터포털,2019-11-27
37.76994,127.70221,platform,bus_stop,밀알재활원,춘천시,공공데이터포털,2019-11-27
37.76988,127.70226,platform,bus_stop,밀알재활원,춘천시,공공데이터포털,2019-11-27
37.87352,127.73406,platform,bus_stop,동부새마을금고,춘천시,공공데이터포털,2019-11-27
37.87333,127.73415,platform,bus_stop,미려골,춘천시,공공데이터포털,2019-11-27
37.88933,127.75169,platform,bus_stop,문화주택,춘천시,공공데이터포털,2019-11-27
37.873,127.7269,platform,bus_stop,문화예술회관,춘천시,공공데이터포털,2019-11-27
37.87294,127.72712,platform,bus_stop,문화예술회관,춘천시,공공데이터포털,2019-11-27
37.77005,127.76382,platform,bus_stop,논골입구,춘천시,공공데이터포털,2019-11-27
37.76754,127.76566,platform,bus_stop,모래재,춘천시,공공데이터포털,2019-11-27
37.89998,127.73468,platform,bus_stop,명진학교,춘천시,공공데이터포털,2019-11-27
37.88325,127.62953,platform,bus_stop,덕두2리종점,춘천시,공공데이터포털,2019-11-27
37.87912,127.72627,platform,bus_stop,명동입구,춘천시,공공데이터포털,2019-11-27
37.85446,127.71029,platform,bus_stop,멸공훈련장,춘천시,공공데이터포털,2019-11-27
37.85453,127.71015,platform,bus_stop,멸공훈련장,춘천시,공공데이터포털,2019-11-27
37.946,127.75178,platform,bus_stop,면허시험장입구,춘천시,공공데이터포털,2019-11-27
37.9455,127.75158,platform,bus_stop,면허시험장입구,춘천시,공공데이터포털,2019-11-27
37.87969,127.76523,platform,bus_stop,만천2리,춘천시,공공데이터포털,2019-11-27
37.87964,127.76572,platform,bus_stop,만천2리,춘천시,공공데이터포털,2019-11-27
37.88526,127.74947,platform,bus_stop,동광오거리,춘천시,공공데이터포털,2019-11-27
37.8847,127.74947,platform,bus_stop,동광오거리,춘천시,공공데이터포털,2019-11-27
37.87603,127.78548,platform,bus_stop,만천리종점,춘천시,공공데이터포털,2019-11-27
37.8817,127.761,platform,bus_stop,동면만천농협,춘천시,공공데이터포털,2019-11-27
37.88192,127.76073,platform,bus_stop,동면만천농협,춘천시,공공데이터포털,2019-11-27
37.875,127.7782,platform,bus_stop,만천3리마을회관,춘천시,공공데이터포털,2019-11-27
37.87508,127.77847,platform,bus_stop,만천3리마을회관,춘천시,공공데이터포털,2019-11-27
37.88269,127.75814,platform,bus_stop,만천초교,춘천시,공공데이터포털,2019-11-27
37.87743,127.77062,platform,bus_stop,만천3리,춘천시,공공데이터포털,2019-11-27
37.87781,127.77045,platform,bus_stop,만천3리,춘천시,공공데이터포털,2019-11-27
37.88264,127.75862,platform,bus_stop,만천초교,춘천시,공공데이터포털,2019-11-27
37.8852,127.75593,platform,bus_stop,양지교,춘천시,공공데이터포털,2019-11-27
37.88547,127.75561,platform,bus_stop,양지교,춘천시,공공데이터포털,2019-11-27
38.00279,127.62754,platform,bus_stop,마평,춘천시,공공데이터포털,2019-11-27
37.86527,127.69218,platform,bus_stop,마삼래,춘천시,공공데이터포털,2019-11-27
37.86569,127.69244,platform,bus_stop,마삼래,춘천시,공공데이터포털,2019-11-27
37.8538,127.71512,platform,bus_stop,가압펌프장,춘천시,공공데이터포털,2019-11-27
37.8551,127.71454,platform,bus_stop,가압펌프장,춘천시,공공데이터포털,2019-11-27
37.89953,127.73082,platform,bus_stop,삼성동부A,춘천시,공공데이터포털,2019-11-27
37.89971,127.73087,platform,bus_stop,롯데인벤스,춘천시,공공데이터포털,2019-11-27
37.85713,127.75938,platform,bus_stop,호반베르디움,춘천시,공공데이터포털,2019-11-27
37.85561,127.75154,platform,bus_stop,거두리부영A,춘천시,공공데이터포털,2019-11-27
37.85424,127.75054,platform,bus_stop,로데오거리,춘천시,공공데이터포털,2019-11-27
37.85032,127.74713,platform,bus_stop,뜨란채A,춘천시,공공데이터포털,2019-11-27
37.82486,127.66078,platform,bus_stop,삼악산,춘천시,공공데이터포털,2019-11-27
37.82491,127.66043,platform,bus_stop,삼악산,춘천시,공공데이터포털,2019-11-27
37.90202,127.72821,platform,bus_stop,두미르A,춘천시,공공데이터포털,2019-11-27
37.90265,127.72739,platform,bus_stop,두미르A,춘천시,공공데이터포털,2019-11-27
37.93018,127.78872,platform,bus_stop,춘천동원학교,춘천시,공공데이터포털,2019-11-27
37.93026,127.78854,platform,bus_stop,춘천동원학교,춘천시,공공데이터포털,2019-11-27
37.75205,127.7915,platform,bus_stop,동산중학교,춘천시,공공데이터포털,2019-11-27
37.75226,127.79126,platform,bus_stop,동산중학교,춘천시,공공데이터포털,2019-11-27
37.73766,127.79605,platform,bus_stop,조양2리,춘천시,공공데이터포털,2019-11-27
37.7376,127.79613,platform,bus_stop,조양2리,춘천시,공공데이터포털,2019-11-27
37.88921,127.74211,platform,bus_stop,동산A,춘천시,공공데이터포털,2019-11-27
37.88913,127.7425,platform,bus_stop,소방서,춘천시,공공데이터포털,2019-11-27
37.75394,127.79589,platform,bus_stop,동산면행복센터,춘천시,공공데이터포털,2019-11-27
37.7541,127.79587,platform,bus_stop,동산면행복센터,춘천시,공공데이터포털,2019-11-27
37.87632,127.73345,platform,bus_stop,동부시장,춘천시,공공데이터포털,2019-11-27
37.87659,127.73428,platform,bus_stop,동부시장,춘천시,공공데이터포털,2019-11-27
37.86179,127.74215,platform,bus_stop,동보A,춘천시,공공데이터포털,2019-11-27
37.88372,127.74108,platform,bus_stop,동보빌리지,춘천시,공공데이터포털,2019-11-27
37.88364,127.74134,platform,bus_stop,동보빌리지,춘천시,공공데이터포털,2019-11-27
37.90403,127.78037,platform,bus_stop,동면치안센터,춘천시,공공데이터포털,2019-11-27
37.90414,127.78038,platform,bus_stop,동면치안센터,춘천시,공공데이터포털,2019-11-27
37.91375,127.78244,platform,bus_stop,동면지내리,춘천시,공공데이터포털,2019-11-27
37.91363,127.78227,platform,bus_stop,동면지내리,춘천시,공공데이터포털,2019-11-27
37.89365,127.7584,platform,bus_stop,노루목저수지,춘천시,공공데이터포털,2019-11-27
37.89373,127.75823,platform,bus_stop,노루묵저수지,춘천시,공공데이터포털,2019-11-27
37.91007,127.78151,platform,bus_stop,동면행정복지센터,춘천시,공공데이터포털,2019-11-27
37.90997,127.78136,platform,bus_stop,동면행정복지센터,춘천시,공공데이터포털,2019-11-27
37.91202,127.78201,platform,bus_stop,동면복지회관,춘천시,공공데이터포털,2019-11-27
37.85041,127.76599,platform,bus_stop,동내초교,춘천시,공공데이터포털,2019-11-27
37.85042,127.76572,platform,bus_stop,동내초교,춘천시,공공데이터포털,2019-11-27
37.848,127.76159,platform,bus_stop,동내면행복센터,춘천시,공공데이터포털,2019-11-27
37.84812,127.76141,platform,bus_stop,동내면행복센터,춘천시,공공데이터포털,2019-11-27
37.88988,127.75171,platform,bus_stop,동광주유소,춘천시,공공데이터포털,2019-11-27
37.89051,127.74485,platform,bus_stop,도민일보,춘천시,공공데이터포털,2019-11-27
37.89022,127.74304,platform,bus_stop,도민일보,춘천시,공공데이터포털,2019-11-27
37.82722,127.67006,platform,bus_stop,덕두원3리,춘천시,공공데이터포털,2019-11-27
37.86006,127.6593,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86336,127.65741,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86587,127.65556,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.8687,127.65301,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86996,127.65026,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87119,127.64749,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87263,127.64431,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87676,127.6394,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.878,127.63767,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.88061,127.63296,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.88041,127.63309,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87818,127.63765,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87668,127.63923,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.8726,127.6442,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87114,127.64734,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.87009,127.65021,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86856,127.65311,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86598,127.65555,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86348,127.65725,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.86017,127.65914,platform,bus_stop,덕두원2리,춘천시,공공데이터포털,2019-11-27
37.85264,127.66902,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.85454,127.66653,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.85376,127.66176,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.85363,127.66185,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.85449,127.66647,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.85259,127.66893,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.84727,127.67146,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.84735,127.67156,platform,bus_stop,덕두원1리,춘천시,공공데이터포털,2019-11-27
37.84511,127.68556,platform,bus_stop,대원사,춘천시,공공데이터포털,2019-11-27
37.84521,127.68555,platform,bus_stop,대원사,춘천시,공공데이터포털,2019-11-27
37.84817,127.74366,platform,bus_stop,대룡중학교,춘천시,공공데이터포털,2019-11-27
37.83218,127.78173,platform,bus_stop,대룡산종점,춘천시,공공데이터포털,2019-11-27
37.83228,127.78171,platform,bus_stop,대룡산종점,춘천시,공공데이터포털,2019-11-27
37.84125,127.76428,platform,bus_stop,사암리,춘천시,공공데이터포털,2019-11-27
37.84089,127.76457,platform,bus_stop,대룡산쉼터,춘천시,공공데이터포털,2019-11-27
37.83839,127.60862,platform,bus_stop,당림초교,춘천시,공공데이터포털,2019-11-27
37.83832,127.60852,platform,bus_stop,당림1리,춘천시,공공데이터포털,2019-11-27
37.85847,127.60177,platform,bus_stop,당림5반종점,춘천시,공공데이터포털,2019-11-27
37.86233,127.61864,platform,bus_stop,당림3반종점,춘천시,공공데이터포털,2019-11-27
37.84129,127.6098,platform,bus_stop,당림3거리,춘천시,공공데이터포털,2019-11-27
37.84116,127.6097,platform,bus_stop,당림3거리,춘천시,공공데이터포털,2019-11-27
37.83079,127.61541,platform,bus_stop,당림2리,춘천시,공공데이터포털,2019-11-27
37.83037,127.61526,platform,bus_stop,당림2리,춘천시,공공데이터포털,2019-11-27
37.84874,127.614,platform,bus_stop,당림1리,춘천시,공공데이터포털,2019-11-27
37.84865,127.61403,platform,bus_stop,당림1리,춘천시,공공데이터포털,2019-11-27
37.83523,127.60273,platform,bus_stop,당림1리,춘천시,공공데이터포털,2019-11-27
37.90056,127.73559,platform,bus_stop,농업기술원,춘천시,공공데이터포털,2019-11-27
37.90923,127.73965,platform,bus_stop,농촌공사춘천지소,춘천시,공공데이터포털,2019-11-27
37.90973,127.73935,platform,bus_stop,농촌공사춘천지소,춘천시,공공데이터포털,2019-11-27
37.90313,127.73772,platform,bus_stop,도재활병원삼거리,춘천시,공공데이터포털,2019-11-27
37.77692,127.76481,platform,bus_stop,논골입구,춘천시,공공데이터포털,2019-11-27
37.77687,127.76462,platform,bus_stop,논골입구,춘천시,공공데이터포털,2019-11-27
37.86393,127.731,platform,bus_stop,국민연금공단,춘천시,공공데이터포털,2019-11-27
37.86385,127.73122,platform,bus_stop,국민연금공단,춘천시,공공데이터포털,2019-11-27
37.86041,127.72187,platform,bus_stop,남춘천초교,춘천시,공공데이터포털,2019-11-27
37.86059,127.72139,platform,bus_stop,남춘천중학교,춘천시,공공데이터포털,2019-11-27
37.8623,127.7295,platform,bus_stop,(구)남춘천역,춘천시,공공데이터포털,2019-11-27
37.8619,127.7295,platform,bus_stop,(구)남춘천역,춘천시,공공데이터포털,2019-11-27
37.79149,127.64606,platform,bus_stop,남산면행복센터,춘천시,공공데이터포털,2019-11-27
