위도,경도,highway,public_transport,bus,name,source,source:date,addr:subdistrict
37.48022,129.11024,bus_stop,platform,yes,배골(북평.시청방면),공공데이터포털,2020-11-24,이도동
37.51187,129.12523,bus_stop,platform,yes,범주성지아파트(북평.대동방면),공공데이터포털,2020-11-24,용정동
37.51294,129.12518,bus_stop,platform,yes,범주성지아파트(시청.발한방면),공공데이터포털,2020-11-24,용정동
37.49235,129.11236,bus_stop,platform,yes,효가동변전소(북평.삼척방면),공공데이터포털,2020-11-24,효가동
37.49264,129.11246,bus_stop,platform,yes,효가동변전소(시청.발한방면),공공데이터포털,2020-11-24,효가동
37.50994,129.11882,bus_stop,platform,yes,봉오동(북평.대동방면),공공데이터포털,2020-11-24,용정동
37.50997,129.11895,bus_stop,platform,yes,봉오동(시청.발한방면),공공데이터포털,2020-11-24,용정동
37.53659,129.11251,bus_stop,platform,yes,동해교육도서관(시청.북평방면),공공데이터포털,2020-11-24,부곡동
37.53707,129.11224,bus_stop,platform,yes,동해교육도서관(발한.망상방면),공공데이터포털,2020-11-24,부곡동
37.53922,129.10156,bus_stop,platform,yes,부곡파출소(시청.북평방면),공공데이터포털,2020-11-24,부곡동
37.53937,129.10194,bus_stop,platform,yes,부곡삼거리(발한.옥계방면),공공데이터포털,2020-11-24,발한동
37.49164,129.10393,bus_stop,platform,yes,북삼도서관(무릉.신흥방면),공공데이터포털,2020-11-24,동회동
37.49164,129.10467,bus_stop,platform,yes,북삼도서관(대동.북평방면),공공데이터포털,2020-11-24,동회동
37.49255,129.10734,bus_stop,platform,yes,북삼우체국(무릉.신흥방면),공공데이터포털,2020-11-24,동회동
37.49227,129.10785,bus_stop,platform,yes,북평고등학교(대동.북평방면),공공데이터포털,2020-11-24,동회동
37.49623,129.10125,bus_stop,platform,yes,북삼초등학교(한중대방면),공공데이터포털,2020-11-24,지흥동
37.49628,129.10047,bus_stop,platform,yes,북삼초등학교(대동.시청방면),공공데이터포털,2020-11-24,지흥동
37.49077,129.10838,bus_stop,platform,yes,북평고등학교(무릉.신흥방면),공공데이터포털,2020-11-24,동회동
37.49062,129.10826,bus_stop,platform,yes,북평고등학교(대동.북평방면),공공데이터포털,2020-11-24,동회동
37.47549,129.13254,bus_stop,platform,yes,북평국가산업단지(북평.삼척방면),공공데이터포털,2020-11-24,대구동
37.47543,129.13287,bus_stop,platform,yes,북평국가산업단지(북평.시청방면),공공데이터포털,2020-11-24,구미동
37.48058,129.12841,bus_stop,platform,yes,북평중앙사거리(북평.삼척방면),공공데이터포털,2020-11-24,구미동
37.48113,129.12828,bus_stop,platform,yes,북평장터(북평.시청방면),공공데이터포털,2020-11-24,구미동
37.48113,129.12084,bus_stop,platform,yes,북평주공2차아파트앞(대동.무릉방면),공공데이터포털,2020-11-24,북평동
37.48137,129.12168,bus_stop,platform,yes,북평주공2차아파트앞(북평.시청방면),공공데이터포털,2020-11-24,북평동
37.48324,129.12526,bus_stop,platform,yes,북평우체국(대동.무릉방면),공공데이터포털,2020-11-24,북평동
37.49815,129.1106,bus_stop,platform,yes,샘터(북평.삼척방면),공공데이터포털,2020-11-24,효가동
37.49826,129.11088,bus_stop,platform,yes,북평중학교(시청.발한방면),공공데이터포털,2020-11-24,효가동
37.49807,129.11546,bus_stop,platform,yes,북평중(등교)(시청.발한방면),공공데이터포털,2020-11-24,효가동
37.48208,129.12317,bus_stop,platform,yes,북평초교(시청.발한방면),공공데이터포털,2020-11-24,북평동
37.48218,129.12302,bus_stop,platform,yes,북평초교앞(대동.무릉방면),공공데이터포털,2020-11-24,북평동
37.55589,129.10438,bus_stop,platform,yes,사문재(발한.시청방면),공공데이터포털,2020-11-24,발한동
37.55606,129.10458,bus_stop,platform,yes,사문재(옥계방면),공공데이터포털,2020-11-24,발한동
37.56143,129.10173,bus_stop,platform,yes,자매공원(발한.시청방면),공공데이터포털,2020-11-24,발한동
37.56205,129.10145,bus_stop,platform,yes,사문재(옥계방면),공공데이터포털,2020-11-24,발한동
37.57918,129.08485,bus_stop,platform,yes,삼곡소류지(발한.시청방면),공공데이터포털,2020-11-24,심곡동
37.57913,129.08481,bus_stop,platform,yes,삼곡소류지(만우방면),공공데이터포털,2020-11-24,심곡동
