위도,경도,name,name:ko,note,highway,public_transport
35.50266944,128.7981361,대촌,대촌,"3금곡,6활성,6활성1,감물리,감물리1,감물리2,감물리3,감물리4,감물리5,고례1,고례2,고례3,국전,국전1,국전2,국전3,국전4,발례,발례1,발례2,얼음골,얼음골1,얼음골2,얼음골3,표충사,표충사1,표충사2,표충사3",bus_stop,platform
35.54496667,128.6849139,대항종점,대항종점,"4구기,4구기,4대항1,4대항2,4대항3,4대항4,4대항5,4대항6,4대항7,4대항8,4대항9,4퇴로2,4퇴로5,4퇴로6,4퇴로7,4퇴로8",bus_stop,platform
35.431925,128.7902444,대흥동,대흥동,"대흥동1,대흥동2",bus_stop,platform
35.51456111,128.7117361,덕곡,덕곡,청운,bus_stop,platform
35.51148889,128.7098917,덕곡회관,덕곡회관,"2청운,4-1청운,4대항5,4대항9,청운,청운.",bus_stop,platform
35.54667778,128.6517389,덕법,덕법,"대촌1,대촌2",bus_stop,platform
35.54109444,128.6495722,덕법입구,덕법입구,"구기1,구기3,대촌1,대촌1,대촌2,두곡,조천,조천1,조천2",bus_stop,platform
35.46216944,128.6287833,덕암,덕암,"서가정3,서가정7",bus_stop,platform
35.46218056,128.6287306,덕암,덕암,서가정1,bus_stop,platform
35.55931111,128.8310917,도곡종점,도곡종점,"도곡1,도곡2,도곡4,신곡1",bus_stop,platform
35.55911944,128.8209639,도곡회관,도곡회관,"도곡1,도곡2,도곡4,신곡1",bus_stop,platform
35.55906944,128.8209833,도곡회관,도곡회관,"도곡1,도곡2,도곡4,신곡1",bus_stop,platform
35.3557478,128.7628068,도암,도암,"수산1,수산2,오산",bus_stop,platform
35.35576111,128.7628722,도암,도암,"수산1,수산2,오산",bus_stop,platform
35.49446389,128.7570556,동문고개,동문고개,"감물리4,고례2,국전2,도곡1,도곡4,발례1,신곡3,신곡4,얼음골2,엄광2,옥산2,표충사2",bus_stop,platform
35.53630556,128.6652528,동산,동산,"구기1,조천2",bus_stop,platform
35.53609444,128.6575639,동산,동산,"구기3,대촌1,대촌2,두곡,소태,조천,조천2",bus_stop,platform
35.38381873,128.7825263,동산,동산,"수산1,수산2",bus_stop,platform
35.38385168,128.7824307,동산,동산,"수산1,수산2",bus_stop,platform
35.53642222,128.6651111,동산,동산,"구기1,조천1",bus_stop,platform
35.53608055,128.6573889,동산,동산,"구기3,대촌1,대촌2,두곡,소태,조천,조천1",bus_stop,platform
