위도,경도,name,addr:full,start_date,source:date,sells:tobacco,branch
33.2443246489,126.5807935232,서귀포KAL토산품,제주특별자치도 서귀포시 칠십리로 242  ,1986-03-22,2020-06-25,yes,
33.251038005,126.5675710314,서귀포낚시,제주특별자치도 서귀포시 동홍로 29 ,2019-01-25,2020-06-25,yes,
33.2375942292,126.5123515345,서귀포농협법환지소,제주특별자치도 서귀포시 법환로 32  ,1996-09-19,2020-06-25,yes,
33.266522509,126.5732904514,서귀포농협오일시장,제주특별자치도 서귀포시 토평서로11번길 150  ,1996-07-04,2020-06-25,yes,
33.2480479324,126.5592760247,서귀포농협천지간이지소,제주특별자치도 서귀포시 서문로29번길 26 ,2006-05-04,2020-06-25,yes,
33.2714745012,126.5894308942,서귀포농협토평지점,제주특별자치도 서귀포시 토평로61번길 2  ,2003-04-18,2020-06-25,yes,
33.2573535316,126.5814224309,서귀포농협하나로마트,제주특별자치도 서귀포시 516로 40 ,2019-02-14,2020-06-25,yes,
33.2726392142,126.59708921,서귀포동부새마을금고,제주특별자치도 서귀포시 상효로 152  ,2000-04-14,2020-06-25,yes,
33.2415374494,126.5611155861,서귀포수산업협동조합 연쇄점,제주특별자치도 서귀포시 칠십리로 36 ,2015-04-13,2020-06-25,yes,
33.2606097864,126.5129663501,서귀포시산림조합산림마트,제주특별자치도 서귀포시 중산간동로 8462-2 ,2005-12-07,2020-06-25,yes,
33.2458962729,126.4129779807,서귀포시장,제주특별자치도 서귀포시 중문관광로72번길 29-51  ,1996-07-10,2020-06-25,yes,
33.2571497931,126.5884547912,서귀포시축산업협동조합 흑한우명품관,제주특별자치도 서귀포시 일주동로 8421,2019-08-26,2020-06-25,yes,
33.2501322,126.5186122,서귀포시축협 하나로마트 신시가지점,제주특별자치도 서귀포시 서호남로 65,2020-01-20,2020-06-25,yes,
33.2568135887,126.5774628902,서귀포충전소,제주특별자치도 서귀포시 동홍남로 85 ,2014-12-30,2020-06-25,yes,
33.338150659,126.8434547796,서귀포표선 위너스카트클럽,제주특별자치도 서귀포시 표선면 일주동로 5681,2012-07-04,2020-06-25,yes,
33.2731310939,126.3946518833,서귀포호텔토산품점,제주특별자치도 서귀포시 상예로 319  ,2005-10-14,2020-06-25,yes,
33.2425118347,126.2243984937,서림농기계파라다이스,제주특별자치도 서귀포시 대정읍 노을해안로 24,2008-03-13,2020-06-25,yes,
33.242905481,126.2285452445,서림슈퍼,제주특별자치도 서귀포시 대정읍 일주서로 2892-2,1998-12-07,2020-06-25,yes,
33.3243980799,126.8316911505,서문선물의집,제주특별자치도 서귀포시 표선면 표선동서로 227,1998-11-13,2020-06-25,yes,
33.2737800054,126.196086479,서부주유소,제주특별자치도 서귀포시 대정읍 서삼중로 159,2005-05-18,2020-06-25,yes,
33.3409161274,126.8516825225,서자유,제주특별자치도 서귀포시 성산읍 신천서로 48,2015-03-27,2020-06-25,yes,
33.2412710709,126.5612585495,서진상회,제주특별자치도 서귀포시 칠십리로 40  ,1994-01-29,2020-06-25,yes,
33.255187571,126.4626577314,서진슈퍼마켓,제주특별자치도 서귀포시 지세못로 29,2012-09-17,2020-06-25,yes,
33.2571853633,126.5227210888,서호새마을금고,제주특별자치도 서귀포시 서호로 37  ,2003-01-04,2020-06-25,yes,
33.2572699878,126.5572980264,서홍마트,제주특별자치도 서귀포시 홍중로 52 ,2009-03-09,2020-06-25,yes,
33.2518180222,126.5616780141,선경슈퍼,제주특별자치도 서귀포시 중정로91번길 58 ,2018-02-23,2020-06-25,yes,
33.2461751018,126.3344226043,선마트,제주특별자치도 서귀포시 안덕면 화순로 111,2010-12-15,2020-06-25,yes,
33.2787623698,126.7171268994,선물세상,제주특별자치도 서귀포시 남원읍 태위로 659-1,2004-02-20,2020-06-25,yes,
33.2462042827,126.5600921977,선비치호텔매점,제주특별자치도 서귀포시 태평로 363  ,1999-02-11,2020-06-25,yes,
33.2471425994,126.5602677682,선영슈퍼,제주특별자치도 서귀포시 태평로353번길 13 ,1998-12-11,2020-06-25,yes,
33.4462535018,126.9115594203,성산일출봉농업협동조합,제주특별자치도 서귀포시 성산읍 일주동로 4282,1998-05-20,2020-06-25,yes,
33.4640615354,126.9337571183,성산일출봉농협 성산포지점,제주특별자치도 서귀포시 성산읍 성산중앙로 49,2002-07-09,2020-06-25,yes,
33.44451312,126.9190852375,성산카트.드르쿰다인성산,제주특별자치도 서귀포시 성산읍 섭지코지로25번길 64,2019-01-10,2020-06-25,yes,
33.4644835848,126.9339375192,성산포수산업협동조합,제주특별자치도 서귀포시 성산읍 성산등용로 4,1990-08-28,2020-06-25,yes,
33.4729117419,126.9337848116,성산포수협수산물직판장,제주특별자치도 서귀포시 성산읍 성산등용로 130-19 ,2016-07-19,2020-06-25,yes,
33.3845138224,126.8017449869,성읍민속마을 비바리특산품,제주특별자치도 서귀포시 표선면 성읍정의현로22번길 7,2010-05-04,2020-06-25,yes,
33.2510369569,126.5652016516,성읍상회,제주특별자치도 서귀포시 동문동로 30  ,1998-11-17,2020-06-25,yes,
33.3860750888,126.7992909979,성읍슈퍼,제주특별자치도 서귀포시 표선면 성읍민속로 102,2012-03-22,2020-06-25,yes,
33.2510369569,126.5652016516,성읍슈퍼,제주특별자치도 서귀포시 동문동로 30 ,2019-01-25,2020-06-25,yes,
33.2632182903,126.5525844053,세마통상( 네오제이마트),제주특별자치도 서귀포시 중산간동로 8091  ,2000-09-02,2020-06-25,yes,
33.2277195546,126.25290198,세븐일레븐 대정 주공점,제주특별자치도 서귀포시 대정읍 하모중앙로 5,2014-07-23,2020-06-25,yes,
33.2211978951,126.2539056876,세븐일레븐 대정중앙점,제주특별자치도 서귀포시 대정읍 신영로 104,2017-08-11,2020-06-25,yes,
33.2503371795,126.571403242,세븐일레븐 서귀포 노블휘닉스점,제주특별자치도 서귀포시 태평로 505,2018-01-17,2020-06-25,yes,
33.3103455416,126.3413575517,세븐일레븐 서귀포 동광 IC점,제주특별자치도 서귀포시 안덕면 동광로 164,2018-03-28,2020-06-25,yes,
33.2544779813,126.5192631592,세븐일레븐 서귀포 라마다점,제주특별자치도 서귀포시 서호중로 55,2020-01-07,2020-06-25,yes,
33.251580559,126.5096683905,세븐일레븐 서귀포 라메르점,제주특별자치도 서귀포시 김정문화로 47,2019-05-31,2020-06-25,yes,
33.2493404072,126.4245397155,세븐일레븐 서귀포 삼성홈스테이점,제주특별자치도 서귀포시 중문상로 10,2018-11-09,2020-06-25,yes,
33.3012502418,126.7682189259,세븐일레븐 서귀포 신흥점,제주특별자치도 서귀포시 남원읍 일주동로 6611,2016-01-12,2020-06-25,yes,
33.3076417079,126.7805291598,세븐일레븐 서귀포 토산로점,제주특별자치도 서귀포시 표선면 일주동로 6470,2016-08-29,2020-06-25,yes,
33.3249339832,126.8443977652,세븐일레븐 서귀포 표선해비치점,제주특별자치도 서귀포시 표선면 민속해안로 576,2016-08-24,2020-06-25,yes,
33.2549079336,126.5047563113,세븐일레븐 서귀포강정상록점,제주특별자치도 서귀포시 신서로 55 ,2017-01-04,2020-06-25,yes,
33.2512168938,126.5061721492,세븐일레븐 서귀포강정점,제주특별자치도 서귀포시 신서귀로97번길 87,2015-11-05,2020-06-25,yes,
33.4505182929,126.9143687387,세븐일레븐 서귀포고성점,제주특별자치도 서귀포시 성산읍 고성동서로 66 ,2016-01-27,2020-06-25,yes,
33.2777504105,126.6654383654,세븐일레븐 서귀포대성사거리점,제주특별자치도 서귀포시 남원읍 일주동로 7627,2018-03-23,2020-06-25,yes,
33.2440952477,126.2255862458,세븐일레븐 서귀포대정로드점,제주특별자치도 서귀포시 대정읍 노을해안로 5,2017-10-20,2020-06-25,yes,
33.2170334896,126.2498821214,세븐일레븐 서귀포대정하모점,제주특별자치도 서귀포시 대정읍 하모항구로 32,2017-06-29,2020-06-25,yes,
33.2394867013,126.4393765339,세븐일레븐 서귀포대포점,제주특별자치도 서귀포시 이어도로 163 ,2019-07-29,2020-06-25,yes,
33.2527619572,126.4204394988,세븐일레븐 서귀포더웰테라스점,제주특별자치도 서귀포시 천제연로 144,2019-03-14,2020-06-25,yes,
33.4734237015,126.9105635762,세븐일레븐 서귀포더포그레이스점,제주특별자치도 서귀포시 성산읍 해맞이해안로 2670,2015-01-09,2020-06-25,yes,
33.2587043499,126.3041887949,세븐일레븐 서귀포덕수점,제주특별자치도 서귀포시 안덕면 덕수서로 91,2018-08-21,2020-06-25,yes,
33.3190594927,126.746212032,세븐일레븐 서귀포동백마을점,제주특별자치도 서귀포시 남원읍 한신로 543,2020-04-29,2020-06-25,yes,
33.2166718414,126.252112022,세븐일레븐 서귀포모슬포항점,제주특별자치도 서귀포시 대정읍 최남단해안로 44,2016-05-11,2020-06-25,yes,
33.2514243453,126.5102959488,세븐일레븐 서귀포밸류호텔점,제주특별자치도 서귀포시 김정문화로 51,2018-01-05,2020-06-25,yes,
33.2346617864,126.506775923,세븐일레븐 서귀포범섬점,제주특별자치도 서귀포시 월드컵로 169 ,2018-01-26,2020-06-25,yes,
33.240541213,126.5619016809,세븐일레븐 서귀포부두점,제주특별자치도 서귀포시 칠십리로 49 ,2018-01-08,2020-06-25,yes,
33.2288739319,126.3065235071,세븐일레븐 서귀포사계포구점,제주특별자치도 서귀포시 안덕면 사계남로153번길 2,2018-10-04,2020-06-25,yes,
33.2376187553,126.3070166803,세븐일레븐 서귀포산방로드점,제주특별자치도 서귀포시 안덕면 사계북로 190,2018-04-27,2020-06-25,yes,
33.2639148168,126.3818366332,세븐일레븐 서귀포상예동점,제주특별자치도 서귀포시 일주서로 1229 ,2020-03-18,2020-06-25,yes,
33.2639148168,126.3818366332,세븐일레븐 서귀포상예동점,제주특별자치도 서귀포시 일주서로 1229 ,2020-03-18,2020-06-25,yes,
33.2622585882,126.558534979,세븐일레븐 서귀포서강파인힐점,제주특별자치도 서귀포시 중앙로 199 ,2017-01-12,2020-06-25,yes,
33.3920418868,126.8003392175,세븐일레븐 서귀포성읍점,제주특별자치도 서귀포시 표선면 성읍정의현로 110,2017-12-01,2020-06-25,yes,
33.2413673213,126.5629877005,세븐일레븐 서귀포솔동산점,제주특별자치도 서귀포시 천지연로29번길 8 ,2016-09-13,2020-06-25,yes,
33.2440489356,126.5687170827,세븐일레븐 서귀포송산점 (송정미향),제주특별자치도 서귀포시 칠십리로 139  ,2011-04-12,2020-06-25,yes,
33.2540265226,126.5589884619,세븐일레븐 서귀포시청점,제주특별자치도 서귀포시 홍중로 12 ,2015-12-28,2020-06-25,yes,
33.2233592166,126.2474938791,세븐일레븐 서귀포신영로점,제주특별자치도 서귀포시 대정읍 신영로 26,2019-02-11,2020-06-25,yes,
33.266143672,126.2572972903,세븐일레븐 서귀포신평점,제주특별자치도 서귀포시 대정읍 중산간서로 2634,2018-09-18,2020-06-25,yes,
33.3093093277,126.3276724028,세븐일레븐 서귀포신화역사로점,제주특별자치도 서귀포시 안덕면 신화역사로 372-1,2017-06-19,2020-06-25,yes,
33.2504405031,126.5596846638,세븐일레븐 서귀포아랑조을거리점,제주특별자치도 서귀포시 중앙로71번길 15-2 ,2018-10-11,2020-06-25,yes,
33.2312613643,126.2962398296,세븐일레븐 서귀포안덕사계점,제주특별자치도 서귀포시 안덕면 사계남로21번길 30-5,2014-05-21,2020-06-25,yes,
33.2601563982,126.4915993356,세븐일레븐 서귀포엉또폭포점,제주특별자치도 서귀포시 중산간서로 184 ,2019-11-29,2020-06-25,yes,
33.2468447043,126.560677015,세븐일레븐 서귀포엠스테이점,제주특별자치도 서귀포시 태평로353번길 14,2019-07-23,2020-06-25,yes,
33.2459561434,126.5623382166,세븐일레븐 서귀포오션팰리스점,제주특별자치도 서귀포시 중앙로 14,2016-01-21,2020-06-25,yes,
33.4131912887,126.9090385251,세븐일레븐 서귀포온평점,제주특별자치도 서귀포시 성산읍 환해장성로 667,2018-04-12,2020-06-25,yes,
33.247066917,126.5073629555,세븐일레븐 서귀포월드컵경기장점,제주특별자치도 서귀포시 월드컵로 31 ,2014-06-17,2020-06-25,yes,
33.2531840273,126.5083931606,세븐일레븐 서귀포윈스카이점,제주특별자치도 서귀포시 신중남로 17,2018-03-29,2020-06-25,yes,
33.3100906937,126.7164630967,세븐일레븐 서귀포의귀점,제주특별자치도 서귀포시 남원읍 의귀로 103,2020-06-23,2020-06-25,yes,
33.2470816042,126.5644572314,세븐일레븐 서귀포이중섭거리점,제주특별자치도 서귀포시 이중섭로 11,2018-10-30,2020-06-25,yes,
33.2465060277,126.564876424,세븐일레븐 서귀포이중섭로점,제주특별자치도 서귀포시 태평로439번길 21 ,2015-01-02,2020-06-25,yes,
33.28286576,126.7183460272,세븐일레븐 서귀포일주대로점,제주특별자치도 서귀포시 남원읍 일주동로 7131,2018-09-28,2020-06-25,yes,
33.2516556982,126.4276493761,세븐일레븐 서귀포중문점,제주특별자치도 서귀포시 천제연로 215  ,2011-02-16,2020-06-25,yes,
33.2511716444,126.5645270824,세븐일레븐 서귀포중앙오거리점,제주특별자치도 서귀포시 동문동로 35 ,2017-10-31,2020-06-25,yes,
33.2627865888,126.3697429356,세븐일레븐 서귀포창천점,제주특별자치도 서귀포시 안덕면 일주서로 1357,2017-08-01,2020-06-25,yes,
33.2488395152,126.5607915098,세븐일레븐 서귀포천지점,제주특별자치도 서귀포시 천지로 13 ,2018-03-02,2020-06-25,yes,
33.4591129991,126.9100576536,세븐일레븐 서귀포코델리아리조트점,제주특별자치도 서귀포시 성산읍 일주동로4120번길 23-20 ,2017-07-06,2020-06-25,yes,
33.4549260801,126.9102770979,세븐일레븐 서귀포코델리아점,제주특별자치도 서귀포시 성산읍 일주동로 4186,2016-09-21,2020-06-25,yes,
33.2905981,126.7530311,세븐일레븐 서귀포태흥리점,제주특별자치도 서귀포시 남원읍 일주동로 6793,2020-03-27,2020-06-25,yes,
33.3271776862,126.8336147716,세븐일레븐 서귀포표선리시온점,제주특별자치도 서귀포시 표선면 표선동서로 263,2017-08-28,2020-06-25,yes,
33.264477,126.624642,세븐일레븐 서귀하례점,제주특별자치도 서귀포시 남원읍 일주동로 8046,2016-12-08,2020-06-25,yes,
33.4496618563,126.9171616888,세븐일레븐 성산라마다호텔점,제주특별자치도 서귀포시 성산읍 동류암로 26,2018-03-19,2020-06-25,yes,
33.4601506363,126.9309719504,세븐일레븐 성산일출로점,제주특별자치도 서귀포시 성산읍 일출로 234,2019-05-28,2020-06-25,yes,
33.4659863813,126.9319268888,세븐일레븐 성산코업시티점,제주특별자치도 서귀포시 성산읍 성산등용로 28,2019-11-15,2020-06-25,yes,
33.2510866027,126.3957825733,세븐일레븐롯데기숙사점,제주특별자치도 서귀포시 예래로109번길 14 ,2014-04-16,2020-06-25,yes,
33.2523255522,126.5717455143,세븐일레븐서귀동홍중앙점,제주특별자치도 서귀포시 동홍중앙로 17  ,2011-10-07,2020-06-25,yes,
33.2798714095,126.2909337179,세븐일레븐서귀포구억리점,제주특별자치도 서귀포시 대정읍 중산간서로 2217,2019-08-02,2020-06-25,yes,
33.2196836379,126.2569949986,세븐일레븐서귀포대정상모점,제주특별자치도 서귀포시 대정읍 비행장로 35,2020-04-29,2020-06-25,yes,
33.3738229522,126.8721774895,세븐일레븐서귀포라사니아리조트점,제주특별자치도 서귀포시 성산읍 일주동로 5199,2014-06-05,2020-06-25,yes,
33.2466748337,126.3025458442,세븐일레븐서귀포사계엘린점,제주특별자치도 서귀포시 안덕면 사계로 187-3,2019-12-27,2020-06-25,yes,
33.2488158092,126.5694834452,세븐일레븐서귀포선경점,제주특별자치도 서귀포시 중정로 123,2018-10-04,2020-06-25,yes,
33.2521488894,126.623006518,세븐일레븐서귀포쇠소깍점,제주특별자치도 서귀포시 쇠소깍로 128 ,2006-10-26,2020-06-25,yes,
33.2644361564,126.3932265038,세븐일레븐서귀포스카이힐점,제주특별자치도 서귀포시 일주서로 1124 ,2003-05-31,2020-06-25,yes,
33.249480721,126.5575261648,세븐일레븐서귀포이든호텔점,제주특별자치도 서귀포시 서문로 42-1 ,2017-09-27,2020-06-25,yes,
33.2553991382,126.4144597532,세븐일레븐서귀포중문오성점,제주특별자치도 서귀포시 중문관광로 31 ,2019-04-19,2020-06-25,yes,
33.2482993904,126.5661723752,세븐일레븐서귀포중앙점,제주특별자치도 서귀포시 태평로431번길 32 ,2012-10-15,2020-06-25,yes,
33.2500948456,126.5649702396,세븐일레븐서귀포케니스토리호텔점,제주특별자치도 서귀포시 동문로 42,2018-12-10,2020-06-25,yes,
33.2476144669,126.4125329865,세븐일레븐서귀포한국콘도점,제주특별자치도 서귀포시 중문관광로72번길 29-29 ,2005-07-15,2020-06-25,yes,
33.2632398984,126.6139092942,세븐일레븐서귀포효돈점,제주특별자치도 서귀포시 신효로 30 ,2018-07-31,2020-06-25,yes,
33.2482567397,126.5684260058,세원전기공사,제주특별자치도 서귀포시 중정로 114  ,1998-06-02,2020-06-25,yes,
33.246740995,126.5660641864,소낭정식당,제주특별자치도 서귀포시 태평로431번길 14-1  ,1999-07-07,2020-06-25,yes,
33.292235763,126.7596882887,송림휴게소,제주특별자치도 서귀포시 남원읍 삼덕로21번길 7,2006-03-14,2020-06-25,yes,
33.2114367232,126.2918121637,송악리조트 편의점,제주특별자치도 서귀포시 대정읍 형제해안로 260,2008-01-30,2020-06-25,yes,
33.2114367232,126.2918121637,송악마트,제주특별자치도 서귀포시 대정읍 형제해안로 260,2015-04-20,2020-06-25,yes,
33.206773925,126.2899792226,송악산편의점,제주특별자치도 서귀포시 대정읍 형제해안로 322,1994-04-22,2020-06-25,yes,
33.2489354864,126.5624392577,송원상회,제주특별자치도 서귀포시 중앙로48번길 8,2013-06-26,2020-06-25,yes,
33.2432437037,126.4603573698,송이슈퍼,제주특별자치도 서귀포시 월평하원로 11 ,1998-12-08,2020-06-25,yes,
33.2270694915,126.2966724762,송죽슈퍼,제주특별자치도 서귀포시 안덕면 사계남로 60,2012-04-23,2020-06-25,yes,
33.243067605,126.5675759445,송화촌(현미란),제주특별자치도 서귀포시 칠십리로 123  ,2000-09-07,2020-06-25,yes,
33.4392920307,126.8628502202,수산2마트,제주특별자치도 서귀포시 성산읍 금백조로 96,2018-02-21,2020-06-25,yes,
33.2513059545,126.4331801919,수연슈퍼,제주특별자치도 서귀포시 천제연로 267  ,2004-04-20,2020-06-25,yes,
33.4632076055,126.9352637618,순종슈퍼,제주특별자치도 서귀포시 성산읍 일출로 288-1,2017-06-08,2020-06-25,yes,
33.2763101658,126.2441289123,슈퍼맨,제주특별자치도 서귀포시 대정읍 대한로 558,2019-05-27,2020-06-25,yes,
33.2633480404,126.5586153578,스위트타임(서홍점),제주특별자치도 서귀포시 중앙로 209,2018-05-03,2020-06-25,yes,
33.251912163,126.4238317875,스피드통신 중문점,제주특별자치도 서귀포시 천제연로 179  ,2007-06-18,2020-06-25,yes,
33.2490240519,126.568173283,승진답례품,제주특별자치도 서귀포시 동홍로8번길 4  ,2000-04-28,2020-06-25,yes,
33.288704109,126.6276374603,신례새마을금고,제주특별자치도 서귀포시 남원읍 신례중앙로 26 ,2016-09-09,2020-06-25,yes,
33.3816153355,126.8781242457,신산마트,제주특별자치도 서귀포시 성산읍 신산중앙로 5-16,2015-01-12,2020-06-25,yes,
33.2606086431,126.5570236167,신생슈퍼,제주특별자치도 서귀포시 흙담솔로 20  ,1996-04-29,2020-06-25,yes,
33.2898614037,126.3017945055,신성휴게마트,제주특별자치도 서귀포시 안덕면 녹차분재로 45,2017-03-23,2020-06-25,yes,
33.2480462522,126.5577866341,신세대슈퍼,제주특별자치도 서귀포시 중앙로47번길 35  ,1999-04-08,2020-06-25,yes,
33.2917992969,126.5824905116,신안자동차공업사,제주특별자치도 서귀포시 토평공단로115번길 12  ,2008-03-24,2020-06-25,yes,
33.2655222005,126.2577060905,신평리올레길상점,제주특별자치도 서귀포시 대정읍 중산간서로 2625,2015-06-12,2020-06-25,yes,
33.3027643219,126.3358441485,신화편의점,제주특별자치도 서귀포시 안덕면 동광로 64,2020-01-10,2020-06-25,yes,
33.2482706798,126.5610733499,싱글벙글슈퍼,제주특별자치도 서귀포시 천지로 8 ,2018-09-12,2020-06-25,yes,
33.447471981,126.9160280261,싱싱해물나라,제주특별자치도 서귀포시 성산읍 일출로 30,2015-02-13,2020-06-25,yes,
33.2429155618,126.420294181,씨에스호텔앤리조트,제주특별자치도 서귀포시 중문관광로 198 ,2004-09-18,2020-06-25,yes,
33.2361985403,126.4785713475,CU 강정마을점,제주특별자치도 서귀포시 이어도로 579 ,2020-05-11,2020-06-25,yes,강정마을점
33.2791003974,126.7182808321,CU 남제주점,제주특별자치도 서귀포시 남원읍 태위로 673,2010-05-17,2020-06-25,yes,남제주점
33.2202908112,126.2517937496,CU 대정하모리점,제주특별자치도 서귀포시 대정읍 최남단해안로 2,2019-12-24,2020-06-25,yes,대정하모리점
33.2254126758,126.2567234318,CU 모슬포점,제주특별자치도 서귀포시 대정읍 상모대서로 25,2016-11-11,2020-06-25,yes,모슬포점
33.4521052372,126.9145263638,CU 브라운스위트 제주호텔점,제주특별자치도 서귀포시 성산읍 고성오조로 94,2019-07-03,2020-06-25,yes,브라운스위트 제주호텔점
33.2843783083,126.3535585121,CU 서귀 평화로점,제주특별자치도 서귀포시 안덕면 한창로 273,2018-01-30,2020-06-25,yes,서귀 평화로점
33.2594528111,126.3553991484,CU 서귀감산리점,제주특별자치도 서귀포시 안덕면 일주서로 1499,2017-08-22,2020-06-25,yes,서귀감산리점
33.2338745701,126.484297133,CU 서귀강정천점,제주특별자치도 서귀포시 이어도로 638 ,2016-03-29,2020-06-25,yes,서귀강정천점
33.252351393,126.5030666454,CU 서귀강정한내들점,제주특별자치도 서귀포시 대청로 34,2017-04-24,2020-06-25,yes,서귀강정한내들점
33.2711858737,126.2788067628,CU 서귀구억점,제주특별자치도 서귀포시 대정읍 중산간서로 2397,2019-11-28,2020-06-25,yes,서귀구억점
33.2662033005,126.5685781723,CU 서귀남고사거리점,제주특별자치도 서귀포시 중산간동로 7936,2017-08-14,2020-06-25,yes,서귀남고사거리점
33.2817500934,126.7209903562,CU 서귀남원로점,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,2017-09-15,2020-06-25,yes,서귀남원로점
33.282472286,126.7165996612,CU 서귀남원점,제주특별자치도 서귀포시 남원읍 일주동로 7147,2009-09-22,2020-06-25,yes,서귀남원점
33.2200114063,126.2587385644,CU 서귀대정상모점,제주특별자치도 서귀포시 대정읍 상모로273번길 42,2017-09-26,2020-06-25,yes,서귀대정상모점
33.2430727929,126.4317011132,CU 서귀대포마을점,제주특별자치도 서귀포시 대포중앙로 92 ,2018-11-02,2020-06-25,yes,서귀대포마을점
33.2510845909,126.3036654399,CU 서귀덕수점,제주특별자치도 서귀포시 안덕면 덕수서로 7,2018-01-31,2020-06-25,yes,서귀덕수점
33.2495900295,126.5097353066,CU 서귀동남점,제주특별자치도 서귀포시 신서귀로 3,1998-11-21,2020-06-25,yes,서귀동남점
33.2559697164,126.5722042158,CU 서귀동홍대림점,제주특별자치도 서귀포시 동홍중앙로 58-1 ,2016-05-02,2020-06-25,yes,서귀동홍대림점
33.2582042612,126.5686389569,CU 서귀동홍로점,제주특별자치도 서귀포시 동홍로 108  ,2013-06-19,2020-06-25,yes,서귀동홍로점
33.2590946,126.5686597,CU 서귀동홍북로점,제주특별자치도 서귀포시 동홍북로 22-1,2015-12-30,2020-06-25,yes,서귀동홍북로점
33.2566190723,126.5691232297,CU 서귀동홍센터점,제주특별자치도 서귀포시 동홍로90번길 9,2020-01-30,2020-06-25,yes,서귀동홍센터점
33.2530480411,126.5720896795,CU 서귀동홍하나점,제주특별자치도 서귀포시 동홍중앙로 30 ,2006-04-03,2020-06-25,yes,서귀동홍하나점
33.2521914713,126.569471185,CU 서귀문부로점,제주특별자치도 서귀포시 동홍서로 37 ,2018-02-23,2020-06-25,yes,서귀문부로점
33.2313436007,126.2980286518,CU 서귀사계중앙로점,제주특별자치도 서귀포시 안덕면 산방로 363-1,2017-03-24,2020-06-25,yes,서귀사계중앙로점
33.2769002638,126.3608697672,CU 서귀상창리점,제주특별자치도 서귀포시 안덕면 한창로 168,2018-06-08,2020-06-25,yes,서귀상창리점
33.2598355253,126.4137819515,CU 서귀색달동점,제주특별자치도 서귀포시 색달중앙로 48 ,2017-06-07,2020-06-25,yes,서귀색달동점
33.2859592647,126.3030837216,CU 서귀서광로타리점,제주특별자치도 서귀포시 안덕면 화순서서로 492-9,2012-09-14,2020-06-25,yes,서귀서광로타리점
33.2611095335,126.5548875399,CU 서귀서홍중앙점,제주특별자치도 서귀포시 홍중로 97,2018-01-17,2020-06-25,yes,서귀서홍중앙점
33.2262002013,126.2473451117,CU 서귀송악도서관점,제주특별자치도 서귀포시 대정읍 동일하모로149번길 5,2016-09-12,2020-06-25,yes,서귀송악도서관점
33.2488994365,126.5593790572,CU 서귀아랑조을거리점,제주특별자치도 서귀포시 서문로29번길 15 ,2015-03-24,2020-06-25,yes,서귀아랑조을거리점
33.2487465241,126.2003503696,CU 서귀영락해안도로점,제주특별자치도 서귀포시 대정읍 노을해안로 288,2018-04-02,2020-06-25,yes,서귀영락해안도로점
33.2556452045,126.4017521733,CU 서귀예래해안로점,제주특별자치도 서귀포시 예래해안로 550 ,2017-08-08,2020-06-25,yes,서귀예래해안로점
33.2621890629,126.5512030439,CU 서귀우리들점,제주특별자치도 서귀포시 서홍로 161,2017-11-13,2020-06-25,yes,서귀우리들점
33.2477028145,126.557556585,CU 서귀윈스토리호텔점,제주특별자치도 서귀포시 중정로 11,2018-08-17,2020-06-25,yes,서귀윈스토리호텔점
33.238844415,126.2337609512,CU 서귀일과수로점,제주특별자치도 서귀포시 대정읍 일주서로 2817,2016-06-10,2020-06-25,yes,서귀일과수로점
33.2518011616,126.5765899031,CU 서귀정방연로점,제주특별자치도 서귀포시 정방연로 47-1 ,2020-06-08,2020-06-25,yes,서귀정방연로점
33.2525100716,126.5656751088,CU 서귀중앙로점,제주특별자치도 서귀포시 중앙로72번길 45-2 ,2017-09-19,2020-06-25,yes,서귀중앙로점
33.2116738877,126.2570283682,CU 서귀최남단해안로점,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 3,2013-11-04,2020-06-25,yes,서귀최남단해안로점
33.2744870401,126.6589976358,CU 서귀코업시티호텔점,제주특별자치도 서귀포시 남원읍 태위로 108,2019-05-01,2020-06-25,yes,서귀코업시티호텔점
33.2865448324,126.7452841825,CU 서귀태신로점,제주특별자치도 서귀포시 남원읍 태신로 1,2008-02-04,2020-06-25,yes,서귀태신로점
33.292945681,126.7575391179,CU 서귀태흥점,제주특별자치도 서귀포시 남원읍 일주동로 6745,2016-11-09,2020-06-25,yes,서귀태흥점
33.2681928647,126.5895192354,CU 서귀토평점,제주특별자치도 서귀포시 중산간동로 7738 ,2013-01-02,2020-06-25,yes,서귀토평점
33.2474805829,126.5640732476,CU 서귀포 월드컵점,제주특별자치도 서귀포시 명동로 19-1 ,2009-04-15,2020-06-25,yes,서귀포 월드컵점
33.2503993877,126.5727121003,CU 서귀포가온점,제주특별자치도 서귀포시 태평로512번길 1-4,2019-05-16,2020-06-25,yes,서귀포가온점
33.2521723812,126.5609164869,CU 서귀포광장점,제주특별자치도 서귀포시 중앙로 85 ,2005-03-05,2020-06-25,yes,서귀포광장점
33.2751412374,126.6986332897,CU 서귀포남원길점,제주특별자치도 서귀포시 남원읍 태위로 481 ,2017-04-27,2020-06-25,yes,서귀포남원길점
33.2927419366,126.5948839841,CU 서귀포돈내코점,제주특별자치도 서귀포시 516로 466 ,2002-06-01,2020-06-25,yes,서귀포돈내코점
33.2498300648,126.5676413653,CU 서귀포동문중앙점,제주특별자치도 서귀포시 동홍로 13,2020-06-01,2020-06-25,yes,서귀포동문중앙점
