위도,경도,name,tourism,motor_vehicle,tents,caravans,static_caravans,addr:full,capacity:caravans,capacity:tents,power_supply,bbq,hot_water,internet_access,swimming_pool,shower,toilets,washing_machine,source:date
37.7608264,127.8469049,(주)데일리랜드 ,camp_site,yes,,,,강원도 춘천시 동산면 봉명리 35,0,16,yes,yes,yes,yes,yes,,,,2019-07-12
35.2715103,126.961211,(주)디노담양힐링파크 지점,camp_site,,yes,yes,yes,전남 담양군 봉산면 탄금길 9-26,2,26,yes,yes,yes,yes,yes,,,,2019-07-12
37.7015645,127.5960926,(주)쉐르빌리안티티,camp_site,,yes,,,강원도 홍천군 서면 밤벌길19번길111 ,0,18,yes,yes,yes,yes,yes,,,,2019-07-12
37.728234,127.510804,(주)아웃오브파크,camp_site,,,yes,yes,강원도 춘천시 남면 가옹개길 52-9,40,40,no,no,no,no,yes,,,,2019-07-12
35.1365006,128.3753007,(주)양촌여울체험캠프,camp_site,yes,yes,,,경상남도 창원시 마산합포구 진전면 의산삼일로 60,0,38,yes,no,yes,no,yes,,,,2019-07-12
37.732632,127.5116915,(주)어반슬로우시티,camp_site,yes,yes,,,강원도 춘천시 남면 가옹개길 108 ,0,47,yes,no,yes,yes,,,,,2019-07-12
37.6963001,127.6892996,쥴리어스지점 휴토피아,camp_site,,yes,,,강원도 홍천군 서면 어유포리 ,0,17,yes,yes,yes,yes,yes,,,,2019-07-12
35.9840344,129.0005945,(주)자연에너지-드림랜드오토캠핑장,camp_site,,yes,,,경상북도 영천시 고경면 고도길 38 ,0,270,yes,yes,yes,yes,yes,,,,2019-07-12
33.4687254,126.5399565,(주)자연인 ,camp_site,,yes,,,제주특별자치도 제주시 아란서길 110-0 ,0,20,no,no,no,no,,,,,2019-07-12
34.9968071,126.1776166,(주)태평소금 천일염 힐링캠프,camp_site,,yes,,,전라남도 신안군 증도면 지도증도로 1053-11 ,10,19,yes,yes,yes,no,yes,,,,2019-07-12
38.0893491,127.3214361,353 캠핑장 ,camp_site,,yes,,,경기도 포천시 영북면 산정리 ,0,,yes,yes,yes,no,yes,,,,2019-07-12
36.5013917,127.0202,505펜션&캠핑(오공오),camp_site,,yes,,,충청남도 공주시 사곡면 호계리 ,0,22,yes,yes,yes,yes,yes,,,,2019-07-12
36.0300417,128.6304762,80 SS 오토캠핑장,camp_site,yes,yes,,,경북 군위군 부계면 남산리 1138-4번지,0,31,yes,yes,yes,yes,yes,,,,2019-07-12
37.3467235,127.8105836,A&J오토캠핑장 ,camp_site,yes,,,,강원도 원주시 지정면 안창리 ,0,,yes,no,no,no,,,,,2019-07-12
35.8787838,127.9410435,Camp 1950 by 민들레울,camp_site,,yes,,,김천시 대덕면 남김천대로 160,0,20,yes,yes,yes,yes,yes,,,,2019-07-12
36.683579,126.2683706,CLUB 596,camp_site,,yes,,,충남 태안군 남면 몽산리 596,0,5,yes,yes,yes,yes,yes,,,,2019-07-12
38.135059,127.019045,DMZ 마루캠핑,camp_site,yes,,,,경기도 연천군 중면 군중로 399,0,30,yes,yes,yes,yes,yes,,,,2019-07-12
38.2201219,127.1806653,DMZ캠핑장 ,camp_site,yes,,,,강원도 철원군 철원읍 독서당길 225-134 ,0,13,yes,yes,no,yes,,,,,2019-07-12
37.2190029,127.1346316,EBS골드캠핑장 ,camp_site,yes,,,,경기도 용인시 기흥구 기흥단지로 397 ,15,30,yes,yes,yes,yes,yes,,,,2019-07-12
34.7367086,126.3935277,F1 오토캠핑장 ,camp_site,,yes,,,전라남도 영암군 삼호읍 삼포리 ,6,46,no,no,yes,no,,,,,2019-07-12
37.9613524,126.9268289,JB 캠핑하우스 ,camp_site,yes,,,,경기도 파주시 적성면 감악산로 1270-54 ,0,,yes,no,yes,no,yes,,,,2019-07-12
37.1103264,128.6037991,Najost Camp(나조스트 캠프),camp_site,,yes,,,강원 영월군 김삿갓면 김삿갓로 638,0,20,yes,yes,yes,yes,,,,,2019-07-12
37.5390902,128.1110517,THATS CAMPING 횡성자연휴양림야영장,camp_site,,yes,,,강원도 횡성군 갑천면정포로430번길 113 ,0,65,yes,yes,yes,no,yes,,,,2019-07-12
34.718507,127.781276,The Star 오토캠핑장,camp_site,yes,yes,yes,yes,전남 여수시 돌산읍 상하동길 268,2,30,yes,yes,yes,yes,yes,,,,2019-07-12
35.4972561,128.9267335,VIP오토캠핑장 ,camp_site,yes,,,,경상남도 밀양시 단장면 고례리 ,0,28,yes,no,no,no,,,,,2019-07-12
35.3932118,127.8873465,W글램핑 ,camp_site,,yes,,,경상남도 산청군 산청읍 내리 ,0,15,yes,no,no,no,,,,,2019-07-12
38.053615,126.973136,YC글램핑,camp_site,,yes,,,연천군 미산면 백석리 855번지,0,,no,no,no,no,yes,,,,2019-07-12
37.7609521,127.7449681,YELLOW HILL,camp_site,yes,,,,강원도 춘천시 동산면 종자리로 224-24,0,,no,no,no,no,,,,,2019-07-12
37.2801027,126.4683211,㈜씨스테이 야영장 ,camp_site,yes,,,,인천광역시 옹진군 영흥면 내리 ,0,13,yes,no,yes,yes,yes,,,,2019-07-12
33.4814834,126.752199,㈜제주글램핑,camp_site,,yes,,,제주특별자치도 제주시 구좌읍 덕천리 ,0,81,yes,no,yes,no,yes,,,,2019-07-12
35.584137,128.052596,가람관광농원,camp_site,,yes,,,경남 합천군 봉산면 인덕로 930,0,22,yes,yes,yes,yes,yes,,,,2019-07-12
37.9938562,127.1592806,가래골농원 캠핑장 ,camp_site,,yes,,,경기도 포천시 창수면 추동리 ,0,,yes,yes,yes,yes,yes,,,,2019-07-12
36.6562383,126.6436775,가루실캠프 ,camp_site,,yes,,,충청남도 예산군 덕산면 둔리 ,0,23,yes,yes,yes,yes,yes,,,,2019-07-12
37.865122,127.9839063,가리산자연휴양림 야영장,camp_site,yes,,,,강원도 홍천군 두촌면 가리산길 426 ,0,38,no,no,no,yes,,,,,2019-07-12
37.1214901,128.2965596,가마실캠핑장 ,camp_site,,yes,,,충청북도 제천시 자작동 ,0,31,yes,yes,yes,no,yes,,,,2019-07-12
36.0884556,128.474735,가산 글램핑 ,camp_site,,yes,yes,yes,경상북도 칠곡군 가산면 학하리 ,5,31,yes,no,yes,no,yes,,,,2019-07-12
36.0188551,128.6201675,가산산성 야영장 ,camp_site,,yes,,,경상북도 칠곡군 동명면 한티로 1034 ,0,200,no,no,no,no,,,,,2019-07-12
35.7724993,128.128841,가야권역 소리마실 영농조합법인 ,camp_site,,yes,,,경상남도 합천군 가야면 야천리 ,0,39,yes,yes,yes,yes,yes,,,,2019-07-12
35.2589749,128.9056121,가야랜드달빛야영장 ,camp_site,,yes,,,경상남도 김해시 삼방동 ,0,,yes,yes,yes,no,,,,,2019-07-12
35.9811535,129.1374157,가온누리캠핑체험장 ,camp_site,,yes,,,경상북도 경주시 안강읍 하곡리 ,0,46,yes,yes,yes,yes,yes,,,,2019-07-12
34.5276559,126.7917474,가우도카라반펜션,camp_site,,yes,yes,yes,전남 강진군 대구면 저두바닷길 3,6,11,yes,no,yes,yes,yes,,,,2019-07-12
36.7005829,128.0186437,가은해솔캠핑장,camp_site,,yes,,,경상북도 문경시 가은읍 원북리 177-6,0,10,yes,yes,yes,no,yes,,,,2019-07-12
35.682196,126.534068,변산 오토캠핑장,camp_site,yes,,yes,yes,전북 부안군 변산면 대항리 607,5,5,yes,yes,yes,yes,,,,,2019-07-12
37.7548248,127.2720936,가족쉼터,camp_site,yes,,,,경기도 남양주시 수동면 수산리 ,0,25,yes,no,no,no,,,,,2019-07-12
37.4582929,127.1394469,가족캠핑숲,camp_site,,yes,,,경기도 성남시 수정구 복정동 ,0,,no,no,no,no,,,,,2019-07-12
35.6366866,129.0561062,가지산 자연캠핑장 ,camp_site,yes,yes,,,울산광역시 울주군 삽재로 279-22 가지산자연 ,0,32,yes,yes,yes,yes,,,,,2019-07-12
35.7270263,128.6791722,가창농원 야영장 ,camp_site,yes,yes,,,대구광역시 달성군 가창면 삼산리 ,0,16,yes,no,yes,yes,yes,,,,2019-07-12
37.8833509,127.5489707,가평 사계절캠핑장 ,camp_site,yes,yes,,,경기도 가평군 가화로 988-0 ,0,48,yes,no,yes,yes,,,,,2019-07-12
37.7895015,127.358428,가평 사과나무 캠핑장 ,camp_site,yes,,,,경기도 가평군 상면 항사리 ,0,10,yes,yes,no,no,,,,,2019-07-12
37.853651,127.356336,가평운악홀리데이 카라반파크 ,camp_site,,yes,,,경기도 가평군 조종면 운악청계로 424 ,15,30,yes,yes,yes,yes,,,,,2019-07-12
37.6076671,127.5102426,가평황토은글램핑,camp_site,,yes,,,경기 가평군 설악면 장수로79번길 63-18,0,4,yes,yes,yes,yes,yes,,,,2019-07-12
35.1569362,128.5837295,가포수변오토캠핑장 ,camp_site,,yes,,,경상남도 창원시 마산합포구 가포동 ,0,,yes,no,yes,no,,,,,2019-07-12
34.6719718,126.6152381,가학산 자연휴양림 ,camp_site,,yes,,,전라남도 해남군 계곡면 산골길 306 ,0,13,yes,no,no,no,yes,,,,2019-07-12
36.9850364,128.8984994,각화산 힐링 숲 캠프,camp_site,,yes,,,경상북도 봉화군 춘양면 공세동길 133 ,0,,yes,no,yes,no,,,,,2019-07-12
38.108131,127.396769,각흘봉관광농원(GTF힐링파크),camp_site,,yes,,,경기도 포천시 이동면 도평리 572-3,0,12,yes,yes,yes,yes,,,,,2019-07-12
36.6068354,126.4177826,간월도캠핑장,camp_site,,yes,,,충청남도 서산시 부석면 간월도리 21-20 ,0,,yes,yes,yes,no,,,,,2019-07-12
37.5594165,127.7882815,갈기산펜션캠핑장 ,camp_site,yes,,,,경기도 양평군 청운면 신론리 ,0,12,yes,yes,yes,yes,yes,,,,2019-07-12
37.911569,128.500592,갈천 오토캠핑장 ,camp_site,,yes,,,강원도 양양군 서면 구룡령로 1103-12 ,0,,yes,yes,yes,yes,,,,,2019-07-12
35.6659701,129.001225,감 이야기 캠핑장,camp_site,,yes,,,경상북도 청도군 운문면 신원리 ,0,20,yes,yes,no,yes,yes,,,,2019-07-12
37.2498068,128.1399087,감악산캠핑숲오토캠핑장,camp_site,yes,,,,강원도 원주시 신림면 황둔리 ,0,59,yes,yes,yes,yes,yes,,,,2019-07-12
35.3930913,128.5085477,강나루 오토캠핑장 ,camp_site,,yes,,,경상남도 함안군 칠서면 이룡리 998,0,190,yes,yes,yes,yes,,,,,2019-07-12
35.4963606,128.0250018,강나루 캠핑장,camp_site,,yes,,,"경남 합천군 가회면 둔내리 563-6, 563-7",0,,yes,no,no,no,,,,,2019-07-12
36.7162118,127.0159079,강당골캠핑파크,camp_site,,yes,,,충남 아산시 송악면 강당로 187-17,0,9,yes,yes,yes,no,yes,,,,2019-07-12
37.5362549,127.1520941,강동 그린웨이 가족캠핑장 ,camp_site,yes,,,,서울특별시 강동구 둔촌동 동남로 660 ,0,80,yes,no,no,yes,,,,,2019-07-12
37.570447,128.796319,강릉 노추산 힐링캠프,camp_site,yes,,,,강원도 강릉시 왕산면 대기리 ,0,50,yes,yes,no,no,,,,,2019-07-12
35.4957407,127.190327,강변사리 캠핑장,camp_site,,yes,,,전라북도 임실군 덕치면 강동로 865-20,0,14,yes,yes,yes,no,yes,,,,2019-07-12
38.1927024,128.3279648,강변야영장,camp_site,yes,,,,강원도 인제군 북면 만해로 237,0,8,yes,no,yes,no,,,,,2019-07-12
36.8206892,127.8414386,강변오토캠핑장 ,camp_site,,yes,,,충청북도 괴산군 괴산읍 검승리 ,0,50,yes,yes,yes,yes,yes,,,,2019-07-12
35.6764852,128.9849793,강산에 글램핑,camp_site,,yes,,,청도군 운문면 신원리 390-2,0,10,yes,yes,yes,yes,yes,,,,2019-07-12
37.9778582,127.5738331,강원도산림개발연구원 집다리골자연휴양림,camp_site,yes,,,,강원도 춘천시 사북면 지암리 산5,0,35,no,no,no,no,yes,,,,2019-07-12
37.245979,128.157204,강원도힐링캠핑장 ,camp_site,yes,,,,강원도 원주시 신림면 황둔리 ,0,100,yes,yes,yes,yes,yes,,,,2019-07-12
34.5351298,126.8000499,강진자연드림팜핑관광농원 ,camp_site,,yes,,,전라남도 강진군 대구면 저두리 ,0,28,yes,yes,yes,no,yes,,,,2019-07-12
35.4158854,127.0775094,강천산캠핑(뜨란채) ,camp_site,,yes,yes,yes,전북 순창군 팔덕면 강천로 664-26,7,7,yes,no,yes,yes,yes,,,,2019-07-12
37.8245157,127.6171339,강촌강변오토캠핑장 ,camp_site,yes,,,,강원도 춘천시 남산면 강촌리 ,0,,no,yes,yes,no,,,,,2019-07-12
37.8191162,127.6012627,강촌관광농원,camp_site,,yes,,,강원도 춘천시 남산면 강촌리 ,0,20,no,no,yes,no,yes,,,,2019-07-12
37.850929,127.5732255,강촌달머리캠핑장,camp_site,,yes,,,강원도 춘천시 서면 안보리 ,0,60,yes,yes,yes,yes,yes,,,,2019-07-12
37.8005486,127.641409,강촌하늘아래 (구 강촌캠핑장),camp_site,,yes,,,강원도 춘천시 남산면 방곡리 ,0,46,yes,yes,yes,yes,yes,,,,2019-07-12
37.808534,127.5729974,강촌포도펜션&캠핑장,camp_site,yes,,,,강원도 춘천시 남산면 백양리 ,0,15,yes,yes,yes,yes,,,,,2019-07-12
37.7769726,126.4348512,강화고인돌 캠핑장,camp_site,,yes,,,인천광역시 강화군 하점면 장정리 989,0,,yes,yes,yes,yes,yes,,,,2019-07-12
37.7408766,126.4601554,강화도산들애농원캠핑수영장 ,camp_site,yes,,,,인천광역시 강화군 강화읍 국화리 ,0,35,yes,yes,yes,yes,yes,,,,2019-07-12
37.6263487,126.5163708,강화캠핑파크 ,camp_site,,yes,,,인천광역시 강화군 길상면 신촌로146번길 14-11 ,0,75,yes,no,yes,no,,,,,2019-07-12
35.6346394,128.1105585,개금불 어뮤니티 ,camp_site,,yes,,,경상남도 합천군 묘산면 봉곡리 ,0,10,yes,no,yes,no,,,,,2019-07-12
37.3191264,128.6927604,개미들솔향기야영장,camp_site,yes,,,,강원도 정선군 남면 광락로 354 ,0,,yes,no,no,no,,,,,2019-07-12
37.8607003,128.0711731,개암벌 용소 관광농원 캠핑장,camp_site,yes,,,,강원도 홍천군 두촌면 괘석리 ,0,18,yes,yes,yes,no,,,,,2019-07-12
35.6661498,129.0020699,개울가 야영장 ,camp_site,,yes,,,경상북도 청도군 운문면 신원리 ,0,,no,no,no,no,,,,,2019-07-12
37.569537,127.4298365,거북바위 야영장,camp_site,yes,,,,경기도 양평군 서종면 서후리 234-1 번지,0,18,yes,yes,yes,no,,,,,2019-07-12
34.814741,128.665358,거제글램퍼스 ,camp_site,,yes,yes,yes,경남 거제시 일운면 망치4길 38 ,0,,yes,no,yes,no,,,,,2019-07-12
34.7835075,128.6270537,거제자연휴양림 ,camp_site,,yes,,,경상남도 거제시 동부면 거제중앙로 325 ,0,,no,no,yes,no,,,,,2019-07-12
35.6888066,127.8685542,거창 에이글램핑 ,camp_site,,yes,,,경상남도 거창군 마리면 세동길 13 ,0,14,yes,yes,yes,yes,yes,,,,2019-07-12
35.8156778,129.0408134,경주 힐링캠프,camp_site,,yes,,,경상북도 경주시 산내면 감산리 1456번지,0,29,yes,yes,yes,yes,yes,,,,2019-07-12
35.9505185,129.1400306,경주글램존,camp_site,,yes,,,경상북도 경주시 안강읍 강교리 877-1,0,11,yes,no,yes,no,yes,,,,2019-07-12
35.7892926,129.1987347,경주남산관광농원,camp_site,,yes,yes,yes,경상북도 경주시 배동 ,10,60,yes,no,yes,no,yes,,,,2019-07-12
35.9881221,129.2636057,경주인동야영장 ,camp_site,,yes,,,경상북도 경주시 강동면 인동리 ,0,,no,no,no,no,,,,,2019-07-12
35.8084803,129.2567128,경주초우오토캠핑장 ,camp_site,,yes,,,경상북도 경주시 동방동 산업로 3549-30 ,0,41,yes,yes,yes,no,yes,,,,2019-07-12
37.6294873,126.5240638,강화캐라반캠핑장 (경찰캐라반 캠핑장),camp_site,,yes,,,인천광역시 강화군 길상면 초지리 1320-1,0,32,yes,yes,yes,yes,,,,,2019-07-12
35.357555,127.9162539,경호강 캠핑장 ,camp_site,,yes,,,경상남도 산청군 단성면 방목리 627 ,0,39,yes,yes,yes,yes,yes,,,,2019-07-12
37.9516198,127.3598873,계곡과소나무 오토캠핑장 ,camp_site,,yes,,,경기도 포천시 일동면 무리울길 283 ,0,38,yes,yes,yes,no,,,,,2019-07-12
35.1117233,127.5446887,계곡캠핑펜션 ,camp_site,,yes,,,전라남도 구례군 간전면 금산리 63-5 ,0,,no,no,no,no,,,,,2019-07-12
36.3561125,127.2534939,계룡산글램핑 ,camp_site,,yes,,,충청남도 공주시 반포면 학봉리 ,0,,no,no,no,no,yes,,,,2019-07-12
124,3452,계룡산글램핑파크 오브드림,camp_site,,yes,,,충남 공주시 반포면 학봉리 335,0,39,yes,yes,yes,yes,yes,,,,2019-07-12
36.3583238,127.2410248,계룡산동학사자동차야영장,camp_site,,yes,,,충청남도 공주시 반포면 동학사2로 115-16 ,0,22,yes,no,no,yes,,,,,2019-07-12
35.3518707,127.8416895,계림정야영장 ,camp_site,,yes,,,경상남도 산청군 삼장면 홍계리 ,0,20,yes,yes,yes,no,,,,,2019-07-12
37.0038879,127.9597953,계명산 나무숲길 캠핑장,camp_site,yes,,,,충북 충주시 용탄동 410,0,,yes,yes,yes,yes,yes,,,,2019-07-12
36.4131868,128.9472567,계명산 자연휴양림 ,camp_site,,yes,,,경상북도 안동시 길안면 고란리 ,0,17,no,no,no,no,yes,,,,2019-07-12
37.7049218,128.4836316,계방산 오토캠핑장 (노동계곡 오토캠핑장),camp_site,,yes,,,강원도 평창군 용평면 이승복생가길 160 ,0,100,yes,yes,yes,yes,yes,,,,2019-07-12
37.8276478,127.833961,고길동 캠핑장 ,camp_site,yes,,,,강원도 홍천군 북방면 북방리 946,0,50,yes,yes,yes,yes,yes,,,,2019-07-12
38.2131745,127.1470347,고대산캠핑리조트 ,camp_site,,yes,yes,yes,경기도 연천군 신서면 대광리 ,10,40,yes,no,yes,no,yes,,,,2019-07-12
37.6489313,128.1392439,고라데이마을,camp_site,,yes,,,강원도 횡성군 청일면 봉명리 ,0,15,yes,no,yes,yes,,,,,2019-07-12
3d37.2003144,4d126.5616868,고래숲관광농원,camp_site,yes,,,,경기도 안산시 단원구 장불길 14(대부남동),0,,no,no,no,no,,,,,2019-07-12
35.9735698,127.2333925,고산 무궁화 오토캠핑장,camp_site,,yes,yes,yes,전라북도 완주군 고산면 오산리 ,8,89,yes,no,yes,no,,,,,2019-07-12
34.9559321,128.3277671,고성 남산공원 오토캠핑장 ,camp_site,,yes,yes,yes,경상남도 고성군 고성읍 공룡로 3165 ,6,36,yes,yes,yes,yes,,,,,2019-07-12
34.9109321,128.1566535,고성공룡박물관야영장,camp_site,,yes,,,경상남도 고성군 하이면 월흥리 ,0,,no,no,yes,no,,,,,2019-07-12
34.923019,128.2992298,고성다이노캠핑장 ,camp_site,,yes,,,경상남도 고성군 삼산면 두포리 ,0,,yes,no,yes,no,yes,,,,2019-07-12
34.952402,128.2145347,고성잔디캠핑장,camp_site,,yes,,,경남 고성군 하일면 용태리 479,0,45,yes,yes,yes,yes,yes,,,,2019-07-12
34.9940595,128.2201195,고성패밀리캠핑장,camp_site,,yes,,,경상남도 고성군 상리면 상정대로 1186,0,31,yes,yes,yes,yes,yes,,,,2019-07-12
37.1292651,129.0685628,태백산 고원자연휴양림 야영장,camp_site,,yes,,,강원도 태백시 철암동 머리골길 153 ,0,13,no,no,no,no,,,,,2019-07-12
37.7524155,128.0009542,고인돌 펜션/캠핑장 (고인돌 오토캠핑장),camp_site,yes,,,,강원도 홍천군 화촌면 구룡령로 578-10 ,0,17,yes,yes,yes,no,yes,,,,2019-07-12
38.0535244,128.5739362,양양 고인돌오토캠핑장,camp_site,yes,,,,강원도 양양군 서면 고인돌길 200-47 ,0,56,yes,yes,yes,no,,,,,2019-07-12
37.012853,128.935833,고향펜션캠핑,camp_site,,yes,,,경상북도 봉화군 소천면 고선리 558-1,0,14,yes,yes,yes,yes,yes,,,,2019-07-12
35.1600136,127.314504,곡성 키즈글램핑 ,camp_site,,yes,,,전라남도 곡성군 죽곡면 오죽로 132 ,0,13,no,no,no,no,,,,,2019-07-12
33.4516147,126.7049375,골체오름캠핑 ,camp_site,yes,,,,제주특별자치도 제주시 조천읍 선흘리 ,0,6,yes,yes,yes,yes,,,,,2019-07-12
36.5884564,126.2914386,곰섬야영장 ,camp_site,,yes,,,충청남도 태안군 남면 신온리 ,0,100,yes,yes,yes,no,,,,,2019-07-12
37.7498499,126.8335561,공릉관광지 캠핑장 ,camp_site,yes,,yes,yes,경기도 파주시 조리읍 장곡로 218 ,10,26,yes,no,yes,yes,,,,,2019-07-12
37.7132509,128.0398622,공작산계곡 오토캠핑장,camp_site,,yes,,,강원도 홍천군 화촌면 당무로 545 ,0,,yes,no,no,no,,,,,2019-07-12
36.557951,127.019957,공주계곡캠핑장 ,camp_site,,yes,,,충청남도 공주시 사곡면 운암리 ,0,20,yes,no,yes,yes,,,,,2019-07-12
36.4227364,127.1201901,공주산림휴양마을 ,camp_site,yes,,,,충남 공주시 금학동 140-1 ,0,20,yes,no,no,no,,,,,2019-07-12
36.4649471,127.1079449,공주한옥마을 웅진오토캠핑장 ,camp_site,,,yes,yes,충청남도 공주시 웅진동 관광단지길 12 ,0,,yes,no,yes,no,,,,,2019-07-12
37.2738334,127.0648584,광교호수공원 가족캠핑장 ,camp_site,,yes,,,경기도 수원시 영통구 하동 광교호수로 57 ,0,,yes,no,yes,no,,,,,2019-07-12
36.6755136,127.0279163,광덕산 풍경캠핑장 ,camp_site,,yes,,,충청남도 천안시 광덕면 광덕리 ,0,,yes,no,yes,no,,,,,2019-07-12
37.7801599,127.1603669,광릉분재예술공원 캠핑장 ,camp_site,,yes,,,경기도 포천시 소홀읍 직동리 281-1 ,0,,no,no,no,no,,,,,2019-07-12
37.7647335,127.1451227,광릉솔개캠핑장,camp_site,,yes,,,경기도 포천시 소흘읍 이곡리 ,0,40,yes,yes,yes,yes,yes,,,,2019-07-12
37.7664661,127.1706732,광릉숲 이야기 관광농원 ,camp_site,,yes,yes,yes,경기도 포천시 소흘읍 직동리 ,0,23,yes,yes,yes,no,yes,,,,2019-07-12
37.4592422,126.8607682,광명도덕산캠핑장,camp_site,,yes,,,경기도 광명시 하안동 ,0,84,yes,no,no,no,,,,,2019-07-12
35.2343087,126.8672217,광주시민의 숲 야영장 ,camp_site,yes,yes,,,광주광역시 북구 월출동 968번지,0,57,yes,no,yes,no,,,,,2019-07-12
36.8080239,127.824917,괴강국민여가캠핑장 ,camp_site,yes,,,,충북 괴산군 괴산읍 충민로검승3길 10,0,52,yes,yes,yes,yes,yes,,,,2019-07-12
37.7728422,126.3009741,교동아일랜드,camp_site,yes,,yes,yes,강화군 교동면 읍내리 6-5번지,5,9,yes,no,yes,no,yes,,,,2019-07-12
33.4260157,126.6711536,교래생태체험장 ,camp_site,,yes,,,제주특별자치도 제주시 조천읍 교래리 ,0,25,yes,no,yes,yes,,,,,2019-07-12
33.4416045,126.6646731,교래자연휴양림 야영장 ,camp_site,,yes,,,제주특별자치도 제주시 조천읍 남조로 2023 ,0,,no,no,no,no,,,,,2019-07-12
37.4400428,128.0546124,구룡레져타운야영장,camp_site,,yes,yes,yes,강원도 원주시 소초면 치악로 3403 ,15,70,yes,yes,yes,yes,,,,,2019-07-12
37.4081447,128.0454132,구룡자동차야영장,camp_site,,yes,,,강원도 원주시 소초면 학곡리 ,0,,yes,no,no,no,,,,,2019-07-12
37.8879007,127.538741,구름계곡캠핑장,camp_site,yes,yes,,,경기도 가평군 북면 제령리 219-2번지,0,60,yes,yes,yes,yes,,,,,2019-07-12
36.8351917,126.1531769,구름포오토캠핑장 ,camp_site,,yes,,,충청남도 태안군 소원면 의항리 ,0,,no,no,yes,no,,,,,2019-07-12
36.8354752,126.1537895,구름포해수욕장카라반,camp_site,,yes,yes,yes,충청남도 태안군 소원면 의항리 ,10,38,yes,yes,yes,yes,,,,,2019-07-12
37.5864147,127.1586925,구리 토평 가족캠핑장,camp_site,,yes,,,경기도 구리시 왕숙천로 11-140,0,,no,no,no,no,,,,,2019-07-12
36.4527077,128.0284674,구마이오토캠핑장,camp_site,,yes,,,경상북도 상주시 내서면 우서로 287-4 ,0,23,yes,no,yes,no,,,,,2019-07-12
38.1930849,128.3261184,구만동오토캠핑장 ,camp_site,,yes,,,강원도 인제군 북면 만해로 221 ,0,100,yes,yes,yes,yes,,,,,2019-07-12
35.6000451,128.8703639,구만산장 캠핑장 ,camp_site,,yes,,,경상남도 밀양시 산내면 봉의로 223-6 ,0,47,yes,yes,yes,yes,yes,,,,2019-07-12
36.1384962,128.3750556,구미 캠핑장,camp_site,,yes,yes,yes,경상북도 구미시 양호동 614-1,13,170,yes,yes,yes,yes,,,,,2019-07-12
36.7527154,129.4671222,구산오토캠핑장,camp_site,,yes,,,경상북도 울진군 기성면 구산리 산72-1,0,,no,no,no,no,,,,,2019-07-12
37.0626254,129.2904522,구수곡 자연휴양림 ,camp_site,,yes,,,경상북도 울진군 북면 십이령로 2721 ,0,40,yes,no,yes,no,yes,,,,2019-07-12
35.4421056,126.4347866,구시포 해수욕장 노을 캠핑장,camp_site,,yes,,,전라북도 고창군 구시포안길 38,0,,yes,yes,yes,no,,,,,2019-07-12
37.6738717,127.3751278,구암농원,camp_site,,,yes,yes,경기도 남양주시 화도읍 구암리 ,14,14,no,no,no,no,,,,,2019-07-12
35.5367912,128.9229496,구천계곡야영장,camp_site,yes,yes,,,경상남도 밀양시 단장면 구천리 ,0,24,yes,yes,yes,no,,,,,2019-07-12
35.8956261,127.7757384,구천동가는길 카라반,camp_site,,yes,yes,yes,전라북도 무주군 설천면 삼공리 ,9,9,yes,no,yes,no,,,,,2019-07-12
37.4249326,128.5745045,국립가리왕산자연휴양림 ,camp_site,yes,yes,,,강원도 정선군 정선읍 가리왕산로 707 ,0,45,yes,no,yes,no,,,,,2019-07-12
36.7454151,129.2332593,국립검마산자연휴양림,camp_site,,yes,,,경북 영양군 수비면 검마산길 191 ,0,12,no,no,yes,no,,,,,2019-07-12
37.2373646,129.2993868,국립검봉산자연휴양림야영장,camp_site,yes,yes,,,강원도 삼척시 원덕읍 임원안길 525-145 ,0,22,yes,no,yes,no,,,,,2019-07-12
34.9148888,126.6589953,국립나주박물관 야외체험장,camp_site,,yes,,,전라남도 나주시 반남면 신촌리 ,0,,no,no,no,no,,,,,2019-07-12
34.9140201,127.3539854,국립낙안민속자연휴양림야영장,camp_site,,yes,,,전라남도 순천시 낙안면 민속마을길 1600 ,0,17,no,no,no,no,,,,,2019-07-12
34.7517334,128.0170286,국립남해편백자연휴양림 ,camp_site,,yes,,,경상남도 남해군 삼동면 금암로 658 ,0,20,no,no,no,no,,,,,2019-07-12
37.5543001,128.5737,국립두타산자연휴양림,camp_site,yes,,,,강원도 평창군 진부면 아차골길 ,0,25,yes,no,no,no,,,,,2019-07-12
37.9488231,128.5122647,국립미천골자연휴양림,camp_site,yes,yes,,,강원도 양양군 서면 미천골길 115 ,0,84,no,no,no,no,,,,,2019-07-12
37.8603759,128.4638393,국립삼봉자연휴양림 야영장,camp_site,yes,,,,강원도 홍천군 내면 상봉휴양길 276 ,0,55,no,no,no,no,,,,,2019-07-12
38.0141083,127.7606727,국립용화산자연휴양림,camp_site,yes,,,,강원도 춘천시 사북면 사여골길 294,0,30,yes,no,yes,yes,,,,,2019-07-12
37.5817426,127.4838359,국립유명산자연휴양림(자동차),camp_site,,yes,,,경기도 가평군 설악면 가일리 산58-1,0,20,yes,no,yes,no,,,,,2019-07-12
37.5247544,128.2941943,국립자연휴양림관리소(동부지역팀 청태산자연휴양림),camp_site,yes,,,,강원도 횡성군 둔내면 청태산로 610 ,0,,no,no,no,no,,,,,2019-07-12
