위도,경도,building,name,addr:full,지번주소,rooms,building:levels,building:levels:underground,start_date,비고,source:date,addr:district,addr:street,addr:housenumber,addr:subdistrict,addr:unit,level,addr:door
33.2898264767,126.331519162,residential,서광 에듀파크,,제주특별자치도 서귀포시 안덕면 서광리 48,80,4,1,2019-01-23,다세대,2020-02-18,,서광동로,40,안덕면,,,
33.2464408,126.3231855,residential,화순리어반아르떼,-,제주특별자치도 서귀포시 화순리 2015,72,4,1,2019-01-30,단지형연립,2020-02-18,,,,,,,
33.2828069431,126.2703511128,residential,제주영어교육도시한화꿈에그린,,제주특별자치도 서귀포시 대정읍 보성리 2509,268,4,1,2019-01-30,연립,2020-02-18,,에듀시티로204번길,19,대정읍,,,
33.264654214,126.5598065429,apartment,진용이지빌,,제주특별자치도 서귀포시 서홍동 247-3,55,10,1,2019-03-08,아파트,2020-02-18,,중산간동로,8022,,,,
33.2571305841,126.5699878367,apartment,동홍위더스빌31차,,제주특별자치도 서귀포시 동홍동 112-1,46,9,1,2019-03-22,아파트,2020-02-18,,동홍서로,96,,,,
33.2738667718,126.5643371685,residential,해밀타운,,제주특별자치도 서귀포시 동홍동 1900,48,4,,2019-04-19,연립,2020-02-18,,동홍로303번길,23,,,,
33.2492088565,126.4920404525,residential,강정코아루2차,,제주특별자치도 서귀포시 강정동 5670,60,4,,2019-04-30,연립,2020-02-18,,일주서로,149,,,,
33.3100748744,126.3325372687,residential,마마뜰,,제주특별자치도 서귀포시 안덕면 동광리 1602,30,4,,2019-05-29,다세대,2020-02-18,,신화역사로,423,안덕면,,,
33.2379571564,126.3023919066,residential,산방산코아루,,제주특별자치도 서귀포시 안덕면 사계리 1679-1,54,2,,2019-05-30,다세대,2020-02-18,,사계북로,137,안덕면,,,
33.2545598893,126.5744002807,apartment,동호아트리움,,제주특별자치도 서귀포시 동홍동 138-2,153,10,1,2019-07-02,아파트,2020-02-18,,일주동로,8547-10,,,,
33.2425484932,126.5056801122,residential,법환코아루,,제주특별자치도 서귀포시 법환동 1573,52,5,1,2019-07-29,연립,2020-02-18,,월드컵로,77,,,,
33.2771419493,126.2785044716,residential,영어도시로 에디움,,제주특별자치도 서귀포시 대정읍 보성리 170,39,4,1,2019-09-20,연립,2020-02-18,,영어도시로,51,대정읍,,,
33.2818514,126.6532074,residential,도담카운티,,제주특별자치도 서귀포시 남원읍 위미리 4629,62,4,1,2019-09-27,연립,2020-02-18,,위미항구로,85,남원읍,,,
33.2793223906,126.2782546761,residential,보성리 라임힐,,제주특별자치도 서귀포시 대정읍 보성리 158,68,4,1,2019-09-27,연립,2020-02-18,,영어도시로,77-6,대정읍,,,
33.2582348417,126.616498362,residential,이도주택,,제주특별자치도 서귀포시 하효동 731-3,64,5,1,2019-10-14,단지형연립,2020-02-18,,효돈순환로,270-1,,,,
33.2365850204,126.5143527518,residential,디자인뷰,,제주특별자치도 서귀포시 법환동 213,112,5,1,2020-01-16,단지형연립,2020-02-18,,법환로,12,,,,
33.2673372894,126.5690233787,residential,예서두레라움,,제주특별자치도 서귀포시 동홍동 1073-1,56,4,1,2020-02-05,민간임대,2020-02-18,,동홍로,212,,,,
